,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
69,Ricardo Horta Braga,27, AM(CLR),FW,30(2),2480,0.7,0.5,0.6,-,0.3,1.2,-,-,6.86
70,Nuno Santos Sporting,26, M(CLR),,23(8),1920,0.5,0.3,0.5,-,0.1,0.3,-,-,6.86
71,Zainadine Júnior Maritimo,33, D(C),,28,2466,0.8,1.2,0.7,0.5,4.3,0.3,0.8,-,6.86
72,Getterson Maritimo,30, AM(R),FW,2,180,2.5,1.0,1.5,-,0.5,2.5,1.5,-,6.86
73,Pizzi Benfica,32, M(CLR),,19(13),1856,1.1,0.3,0.8,-,0.1,0.9,0.1,-,6.85
74,Falaye Sacko Vitoria de Guimaraes,26, D(R),M(R),28,2482,1.3,2.2,0.8,0.3,1.9,0.4,0.1,-,6.85
75,Rúben Vinagre Famalicao,22, D(L),M(L),20,1649,1.1,0.9,0.9,0.2,1.2,0.5,0.1,-,6.85
76,Pedro Trigueira Tondela,33, GK,,16(1),1516,0.2,0.1,-,-,1.1,-,-,-,6.85
77,Gabriel Pires Benfica,28, M(C),FW,10(10),1031,1.4,1.6,1.1,-,0.6,1.3,0.1,-,6.84
78,Ricardo Quaresma Vitoria de Guimaraes,38, AM(CLR),,17(11),1623,0.6,0.2,0.8,-,0.1,0.7,-,-,6.84
79,Bruno Viana Braga,26, D(C),,13,1111,1.2,1.1,1.1,0.8,2.8,0.2,0.2,-,6.84
80,Ruben Lameiras Famalicao,26, M(LR),,11,879,1.2,0.6,0.7,-,0.6,1.3,0.4,-,6.84
81,Alberth Elis Boavista,25, AM(LR),FW,28(3),2550,0.5,0.3,1.9,-,0.9,0.6,-,-,6.83
82,Castro Braga,33, M(C),,20(1),1438,1.9,1.2,1.8,-,0.5,1.6,0.1,-,6.83
83,Claudio Winck Maritimo,27, D(R),M(R),28(1),2488,2.2,1.2,1.5,0.2,1.8,0.9,0.2,-,6.83
84,Lucas Fernandes Portimonense,24, M(CL),FW,7,579,1.7,0.7,1.6,-,0.1,0.6,-,-,6.83
85,Kalindi Nacional,28, D(R),,14,1216,2.6,2.4,1.5,0.1,1.7,1.2,0.2,-,6.83
86,Maracás Pacos de Ferreira,27, D(C),,23,1994,1.6,1.8,1,0.6,4.1,0.6,0.7,-,6.82
87,Stephen Eustáquio Pacos de Ferreira,24, DMC,,32,2805,2.4,1.4,1.2,-,1.2,1.4,0.3,-,6.82
88,Gustavo Sauer Boavista,28, M(CLR),,28(4),2099,1.9,0.6,1.3,-,0.4,1.7,0.1,-,6.82
89,Luís Maximiano Sporting,22, GK,,2,156,0.5,-,-,-,0.5,-,-,-,6.82
90,Diogo Gonçalves Benfica,24, D(R),M(LR),12(9),1181,1.1,0.6,1,0.2,0.6,0.5,-,-,6.82
91,Fábio Abreu Moreirense,28, FW,,3,270,-,-,0.7,-,0.3,-,-,-,6.82
92,Rodrigo Pinho Maritimo,30, FW,,13(5),1237,0.5,0.2,1.4,-,0.7,0.3,0.1,-,6.81
93,Amir Abedzadeh Maritimo,28, GK,,29,2610,-,-,-,-,0.7,-,-,-,6.81
94,Stanislav Kritsyuk Belenenses SAD,30, GK,,27,2314,-,0.1,0.1,-,1.4,0.1,-,-,6.81
95,Pedrinho Gil Vicente,28, M(CR),,15(4),1297,1.7,0.2,0.9,-,0.3,1.5,0.2,-,6.8
96,Tiago Esgaio Belenenses SAD,26, D(CR),DMC,32,2736,2.1,1.5,1.1,0.3,2.8,0.9,0.5,-,6.8
97,Zaidu Sanusi Porto,24, D(L),M(L),19(6),1799,1.9,1.3,1.2,0.1,1.0,0.7,0.2,-,6.8
98,Angel Gomes Boavista,21, AM(CL),FW,29(1),2508,1.1,0.5,1.6,-,0.3,1.3,-,-,6.8
99,Odysseas Vlachodimos Benfica,27, GK,,18,1620,0.1,-,-,-,0.8,0.1,-,-,6.8
100,Beto Portimonense,23, FW,,21(9),1964,0.5,0.1,1.6,-,0.8,0.4,0.2,-,6.79
