,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
237,Paul Arriola DC United,26, D(R),M(CR),29(1),2553,2,1.4,32.9,74.2,0.4,0.7,-,6.71
238,Lassi Lappalainen Montreal,23, M(L),,8(3),683,-,0.5,19.5,77.1,-,0.2,0.1,6.7
239,Antonio Delamea Mlinar New England,30, D(C),,17(1),1441,1,0.1,34.7,87.5,-,2.9,-,6.7
240,Luciano Acosta DC United,27, AM(CL),FW,22(10),2163,1,1.0,39.3,76.5,0.5,2.1,0.1,6.7
241,Rasmus Schüller Minnesota United,30, M(CL),,11(4),925,-,0.7,30.3,83.3,0.1,1.5,-,6.7
242,Tomás Martínez Houston,26, AM(CR),,30(3),2332,2,1.1,29.5,82.7,0.3,1.7,-,6.7
243,Sean Johnson New York City FC,32, GK,,30,2700,-,0.1,34.4,72.6,-,7.2,-,6.69
244,Dejan Jakovic Los Angeles FC,36, D(C),,2(2),197,-,0.3,22.0,87.5,-,1,-,6.69
245,Carlos Ascues Orlando City,29, D(C),DMC,14(3),1114,1,0.5,24.5,78.4,-,1.4,-,6.69
246,Ryan Telfer Toronto,27, M(L),,0(1),3,1,1.0,2.0,100.0,-,-,-,6.69
247,Tsubasa Endoh Toronto,28, M(CLR),,14(3),1125,2,0.8,23.7,85.4,0.5,0.6,-,6.69
248,Zdenek Ondrasek FC Dallas,32, FW,,9(10),844,2,0.6,9.9,78.7,-,0.2,-,6.69
249,Brandon Vázquez Atlanta United,23, FW,,7(4),637,1,0.7,14.6,76.4,-,0.4,-,6.68
250,Samuel Piette Montreal,27, M(C),,25,2220,-,0.5,53.9,84.2,-,4.9,-,6.68
251,Boniek García Houston,37, D(CR),M(CLR),30(2),2584,1,1.2,41.7,87.7,0.2,2.5,-,6.68
252,Harrison Afful Columbus,35, D(R),M(R),22,1905,2,0.8,43.0,79.6,0.3,3.3,0.1,6.68
253,Román Torres Seattle,35, D(C),,15(6),1388,-,0.1,28.4,77.4,-,2.7,-,6.68
254,Justin Morrow Toronto,34, D(CLR),M(L),30(2),2728,3,0.8,40.3,83.2,0.4,1.0,-,6.68
255,Liam Fraser Toronto,23, DMC,,9,810,-,1.0,79.7,89.5,0.3,6.7,-,6.68
256,Waylon Francis Columbus,31, D(L),M(L),16(1),1383,-,0.3,37.9,80.2,0.5,1.5,-,6.67
257,Matías Vera Houston,26, DMC,,30,2639,1,0.6,47.0,91.2,-,4.5,-,6.67
258,Kyle Beckerman Salt Lake,39, DMC,,26(1),2304,4,0.5,56.1,84.8,-,3.8,-,6.67
259,Teal Bunbury New England,31, AM(LR),FW,26(7),2273,2,0.8,18.4,74.2,0.1,0.3,-,6.67
260,Daniel Vega San Jose,37, GK,,34,3060,-,-,31.8,72.4,-,6.7,-,6.67
261,Marco Fabián Philadelphia,32, AM(CR),FW,15(10),1292,1,1.2,30.4,85.9,0.4,1.2,0.1,6.67
262,Marco Farfan Portland,23, D(CLR),,3,190,-,0.3,19.3,72.4,-,0.7,-,6.67
263,Gastón Sauro Columbus,31, D(C),,15,1285,-,0.3,43.7,88.3,-,2.3,-,6.67
264,Chris Mavinga Toronto,30, D(CL),,28(2),2489,1,0.2,43.7,88.7,0.1,2.4,-,6.67
265,Tyler Miller Los Angeles FC,28, GK,,30,2700,-,-,23.7,76.5,-,4.7,-,6.67
266,Brian Rowe Orlando City,33, GK,,32,2880,-,-,23.8,54.5,-,6.1,-,6.66
267,Zack Steffen Columbus,26, GK,,13,1170,-,-,25.9,67.7,-,4.7,-,6.66
268,Hárold Cummings San Jose,29, D(C),,16,1392,-,0.3,57.5,86.4,-,5.1,0.1,6.66
269,Zakaria Diallo Montreal,35, D(C),,23(1),2038,2,0.3,56.2,83.6,-,4.3,-,6.66
270,Djordje Mihailovic Chicago,23, M(CL),,16(11),1450,1,1.4,27.2,83.8,0.8,1.5,-,6.66
271,Aurélien Collin Philadelphia,35, D(C),,6,530,-,0.2,52.3,85.0,-,3.3,-,6.66
272,Cristian Higuita Orlando City,27, M(C),,7(2),648,-,0.3,47.3,85.9,-,2.6,-,6.66
273,Alvas Powell FC Cincinnati,27, D(R),,10(3),968,-,0.5,28.2,67.0,0.5,1.8,-,6.66
274,Larrys Mabiala Portland,34, D(C),,23,1994,-,0.2,38.4,83.7,-,2.4,-,6.66
275,Rodolfo Zelaya Los Angeles FC,33, Forward,,1(3),118,-,1,6.3,68.0,0.3,0.3,-,6.65
276,Chris Mueller Orlando City,25, AM(LR),,16(13),1371,3,0.9,20.2,79.8,0.5,0.5,-,6.65
277,Tim Melia Kansas City,35, GK,,32,2880,-,-,27.7,74.0,-,5.0,-,6.65
278,Chris Duvall Houston,30, D(CR),,1,90,-,-,52.0,80.8,-,2.0,-,6.65
279,Joevin Jones Seattle,30, D(L),M(LR),13(8),1234,4,1.1,27.4,86.8,0.4,1.4,-,6.65
280,Darren Mattocks FC Cincinnati,31, AM(LR),FW,13(8),1276,3,0.9,13.4,72.7,0.1,0.5,0.1,6.65
281,Rudy Camacho Montreal,30, D(C),,16(1),1464,-,0.3,60.8,87.2,0.1,4.0,-,6.65
282,Luis Caicedo New England,25, DMC,,27(4),2359,-,0.3,30.9,81.2,0.1,1.9,0.1,6.64
283,Sam Nicholson Colorado,26, M(CLR),FW,19(8),1770,3,0.9,14.6,77.7,0.4,0.4,-,6.64
284,Oriol Rosell Orlando City,29, DMC,,16(4),1466,-,0.3,47.9,85.9,0.1,3.7,0.1,6.64
285,Carlos Gruezo FC Dallas,26, DMC,,9,784,-,0.4,63.4,88.8,-,2.6,-,6.64
286,Jalil Anibaba New England,33, D(CLR),,19(3),1764,-,0.1,28.2,68.4,0.2,3.0,-,6.64
287,Greg Ranjitsingh Orlando City,28, GK,,2,180,-,-,36.5,63.0,-,14.5,-,6.64
288,Alejandro Fuenmayor Houston,25, D(C),,8,699,1,0.1,52.1,85.1,-,3.1,-,6.64
289,Romain Alessandrini L.A. Galaxy,32, AM(CLR),FW,5(2),331,2,1.1,24.0,80.4,1.7,0.9,-,6.64
290,Jake Nerwinski Vancouver,27, D(CR),,24(2),2025,-,0.2,29.0,82.0,0.3,0.6,-,6.64
291,Nicolas Benezet Toronto,30, AM(CLR),,9(3),711,-,0.6,31.3,76.9,0.2,0.9,-,6.64
292,Maynor Figueroa Houston,38, D(CL),M(L),25,2250,1,0.4,53.8,82.0,0.1,4.6,-,6.63
293,Marcos López San Jose,21, D(L),,15(3),1169,-,0.9,35.4,81.8,0.5,2.1,0.1,6.63
294,Brent Kallman Minnesota United,31, D(C),,14(2),1282,1,0.1,39.6,86.8,-,1.8,-,6.62
295,Kendall Waston FC Cincinnati,33, D(C),,24(1),2175,-,0.1,48.1,78.4,-,4.1,-,6.62
296,Érik Godoy Vancouver,28, D(CR),,28(1),2596,1,0.2,46.6,81.6,-,4.2,-,6.62
297,Laurent Ciman Toronto,36, D(C),,17(3),1563,1,0.2,45.4,87.4,-,6.0,-,6.62
298,Gerso Kansas City,30, AM(LR),,20(5),1751,6,1.1,16.7,73.9,0.2,0.1,-,6.62
299,Reto Ziegler FC Dallas,35, D(CL),M(L),33,3000,1,0.2,64.9,88.2,0.1,5.1,-,6.61
300,Zachary Brault-Guillard Montreal,22, D(R),M(R),9(4),871,1,1,29.5,76.8,0.4,1.4,0.1,6.61
301,Nick Hagglund FC Cincinnati,29, D(CR),,20(2),1802,-,0.2,42.5,79.5,0.1,4.7,-,6.61
302,Krisztián Németh Kansas City,32, AM(LR),FW,18(6),1560,2,0.9,17.2,75.3,-,0.3,0.1,6.61
303,Dave Romney L.A. Galaxy,28, D(CLR),,12(2),1108,1,0.6,28.6,81.8,0.5,0.9,-,6.61
304,Romell Quioto Houston,30, AM(L),FW,8(10),794,2,1.1,14.9,75.1,1.1,0.7,-,6.61
305,Johan Kappelhof Chicago,31, D(CR),DMC,29,2562,1,0.3,35.7,82.5,-,2.0,-,6.61
306,Yohan Croizet Kansas City,29, M(CR),FW,12(8),1091,1,0.7,18.9,82.3,0.4,0.7,-,6.6
307,Michael Chirinos Vancouver,26, Forward,,4(3),412,1,0.9,20.7,84.1,-,0.7,-,6.6
308,Adrián Zendejas Kansas City,26, Goalkeeper,,1,90,-,-,37.0,83.8,-,2.0,-,6.6
309,Dillon Powers Orlando City,30, M(CL),,7,620,1,0.9,46.7,85.0,0.4,3.0,-,6.6
310,Modou Jadama Portland,27, Defender,,1,90,-,-,34.0,79.4,1,3.0,-,6.6
311,Nicolás Mezquida Colorado,29, AM(CLR),FW,11(21),1406,3,1.1,17.1,78.3,0.6,0.6,-,6.6
312,Shane O'Neill Orlando City,28, D(CR),,8(3),838,-,0.5,33.6,70.8,0.3,2.1,-,6.59
313,Luis Robles New York,37, GK,,34,3090,-,-,22.6,42.7,-,5.9,-,6.59
314,Tommy Smith Colorado,31, D(C),,27,2415,2,0.4,31.6,82.9,-,2.9,-,6.59
315,Danny Wilson Colorado,29, D(C),DMC,15(5),1330,1,0.3,25.7,73.5,-,2.9,0.1,6.59
316,Quentin Westberg Toronto,35, GK,,32,2895,-,-,32.7,70.2,-,7.4,-,6.59
317,Jørgen Skjelvik L.A. Galaxy,30, D(CL),,19(1),1682,2,1,30.7,79.6,0.6,0.4,-,6.59
318,Ilie Sánchez Kansas City,30, D(C),DMC,27(5),2510,4,0.7,55.7,85.0,-,5.4,0.2,6.59
319,Nemanja Nikolic Chicago,33, FW,,25(6),2005,-,0.7,15.0,83.0,-,0.4,-,6.59
320,Josh Williams Columbus,33, D(CR),,15(1),1281,-,0.2,44.3,85.0,-,2.3,-,6.59
321,Jesse González FC Dallas,26, GK,,33,3000,-,-,28.6,79.7,-,4.4,-,6.59
322,Frankie Amaya FC Cincinnati,21, M(C),,15(4),1242,-,1.3,27.8,86.6,0.7,1.3,-,6.58
323,Ben Sweat New York City FC,30, D(CL),M(L),13(5),1266,1,0.6,38.6,82.0,0.3,1.2,-,6.58
324,Kamal Miller Orlando City,24, D(CL),,14(2),1350,-,0.3,37.3,79.4,0.3,1.9,-,6.58
325,Brandt Bronico Chicago,26, D(R),DMC,20(9),1865,2,0.6,30.0,81.2,0.2,1.4,-,6.58
326,Corey Baird Salt Lake,25, AM(LR),FW,25(8),2254,4,0.9,21.8,79.0,0.2,0.5,-,6.58
327,Scott Sutter Vancouver,35, D(R),,9(7),978,-,0.5,28.1,82.9,0.6,0.9,-,6.58
328,Danilo Silva Los Angeles FC,34, D(CR),,2(3),222,-,0.2,23.6,79.7,-,2.2,-,6.58
329,Reggie Cannon FC Dallas,23, D(R),M(R),27(2),2390,1,0.5,38.0,84.4,0.4,0.8,0.1,6.58
330,Erik Holt Salt Lake,25, D(C),,5,371,-,-,28.2,77.3,-,1.2,-,6.58
331,Ruan Orlando City,26, D(R),M(R),23(2),2097,4,0.6,27.5,76.0,0.4,1.1,-,6.57
332,Chris Durkin DC United,21, DMC,M(R),7(6),637,-,0.2,28.8,80.5,-,1.7,-,6.57
333,Sean Nealis New York,24, D(C),,3(6),452,-,-,16.0,77.8,-,0.9,-,6.57
334,Eric Miller Minnesota United,28, D(CLR),M(R),5(1),435,-,0.2,32.5,80.5,0.2,1.3,-,6.57
335,Artur Columbus,25, M(C),,28(2),2453,-,0.5,52.5,84.4,-,4.0,0.1,6.57
336,Mason Toye Minnesota United,23, FW,,9(9),848,2,0.4,8.1,70.5,0.1,0.3,-,6.57
337,Eloy Room Columbus,32, GK,,12,1080,-,-,32.2,65.0,-,5.9,-,6.57
338,Pablo Sisniega Los Angeles FC,26, GK,,6,540,-,-,22.7,69.1,-,4.3,-,6.57
339,Benji Michel Orlando City,24, AM(LR),FW,9(8),944,-,0.4,10.6,66.7,0.1,0.3,-,6.56
340,Matthew Freese Philadelphia,23, GK,,5(1),437,-,-,17.8,48.6,-,5.0,-,6.56
341,Nick Lima San Jose,27, D(LR),,21(3),1810,2,0.8,30.7,85.2,0.3,1.5,-,6.56
342,Jhegson Méndez Orlando City,24, DMC,,20(3),1814,-,0.3,59.3,90.1,-,2.5,-,6.56
343,Jeff Attinella Portland,33, GK,,10,900,-,-,24.0,57.1,-,7.1,-,6.56
344,Shea Salinas San Jose,35, D(L),M(CLR),12(16),1338,3,1.4,21.6,82.0,0.2,0.6,-,6.56
345,Andrew Farrell New England,29, D(CR),,30,2693,1,0.1,39.3,76.4,0.1,3.2,-,6.55
346,Marvin Loría Portland,24, AM(LR),,8(12),704,-,0.6,14.9,87.2,0.2,0.6,-,6.55
347,Ulises Segura DC United,28, AM(CLR),,20(14),1868,2,0.7,22.3,78.6,0.2,0.4,-,6.55
348,Alex De John Orlando City,30, D(CR),,6,406,-,0.2,20.0,80.8,-,1.3,-,6.55
349,Kellyn Acosta Colorado,26, D(LR),M(CR),30(1),2621,1,0.6,31.0,82.6,0.3,1.1,-,6.55
350,Maikel van der Werff FC Cincinnati,32, D(C),,11,990,-,0.4,41.4,80.9,0.1,4.2,-,6.55
351,Brek Shea Atlanta United,31, D(L),M(LR),10(9),907,1,0.9,24.6,81.8,0.5,1.4,-,6.55
352,Sam Johnson Salt Lake,28, FW,,15(11),1329,-,0.3,11.4,69.3,-,0.3,-,6.55
353,Raymon Gaddis Philadelphia,31, D(LR),,36,3173,1,0.3,41.5,83.9,0.1,1.6,-,6.54
354,Jon Erice Vancouver,35, DMC,,21,1753,1,0.4,55.1,86.3,0.1,2.8,-,6.54
355,Kim Kee-hee Seattle,32, D(C),,34,3012,1,0.2,41.8,84.2,0.1,3.2,-,6.54
356,DeJuan Jones New England,24, D(LR),,15(6),1386,-,0.5,22.5,78.6,0.3,0.5,-,6.54
357,Julian Araujo L.A. Galaxy,20, D(R),M(R),10(8),891,1,0.6,18.6,74.0,0.5,0.6,-,6.54
358,Romario Ibarra Minnesota United,27, Midfielder,,4(4),381,-,0.3,9.4,68.0,-,-,-,6.54
359,Botond Baráth Kansas City,29, D(C),,20(1),1750,-,0.2,48.1,87.7,-,3.2,-,6.54
360,Aboubacar Keita Columbus,21, D(C),,8(2),802,-,0.1,31.4,83.8,-,2.0,-,6.54
361,Marcelo Silva Salt Lake,32, D(C),,15(5),1432,-,0.2,31.3,83.1,-,1.2,-,6.54
362,Dom Dwyer Orlando City,31, FW,,16(11),1616,3,0.3,7.9,76.1,0.1,0.1,-,6.54
363,Edwin Cerrillo FC Dallas,21, DMC,,11(2),930,-,0.5,45.4,92.5,0.1,2.7,-,6.54
364,Lee Nguyen Los Angeles FC,35, M(CLR),FW,13(12),1321,4,1.4,38.9,89.4,0.2,1.2,-,6.54
365,Sergio Santos Philadelphia,27, FW,,7(12),789,2,0.6,10.4,63.5,0.2,0.2,-,6.53
366,Michael Mancienne New England,33, D(CLR),M(C),13(3),1189,-,-,34.6,81.2,-,3.3,-,6.53
367,Michael Parkhurst Atlanta United,37, D(CLR),,17(5),1614,-,0.5,42.3,86.8,-,2.1,-,6.53
368,Marquinhos Pedroso DC United,28, D(L),,3(1),287,-,1,30.8,75.6,0.8,0.8,-,6.53
369,Florentin Pogba Atlanta United,31, D(CL),,10(6),985,-,0.2,36.8,83.5,-,2.9,-,6.53
370,Mikey Ambrose Atlanta United,28, D(L),,4(1),350,-,0.6,36.0,75.6,0.6,1.0,-,6.53
371,Spencer Richey FC Cincinnati,29, GK,,19,1710,-,-,28.5,59.4,-,6.2,-,6.53
372,AJ Delagarza JR Houston,34, D(CLR),,23,1995,1,0.3,34.7,81.3,0.1,1.6,-,6.53
373,Jonathan Mensah Columbus,31, D(CR),,23(1),2151,-,0.1,55.4,84.5,-,3.6,-,6.53
374,Chris Pontius L.A. Galaxy,34, AM(CLR),FW,6(12),697,2,0.7,15.4,84.9,0.1,0.1,-,6.53
375,Robin Lod Minnesota United,28, AM(CLR),FW,7(4),660,-,0.5,19.5,85.6,0.2,0.5,-,6.52
376,Eric Remedi Atlanta United,26, M(C),,25(4),2068,1,0.4,45.7,88.2,-,2.2,-,6.52
377,Greg Garza FC Cincinnati,30, D(L),M(L),11(2),908,-,0.8,38.4,84.8,0.3,1.1,-,6.52
378,Sacha Kljestan Orlando City,36, M(CL),,13(10),1352,3,1,37.6,79.9,0.3,1.3,0.1,6.52
379,Joe Willis Houston,33, GK,,27,2430,-,-,23.4,57.0,-,5.6,-,6.52
380,Wilfried Zahibo New England,28, DMC,,19(6),1590,1,0.5,34.5,78.2,-,1.8,-,6.52
381,Héctor Villalba Atlanta United,27, AM(LR),FW,10(12),974,3,0.7,16.1,78.6,0.1,0.5,0.1,6.52
382,Jacob Shaffelburg Toronto,21, AM(L),,8(2),673,1,1.1,14.6,68.5,0.6,0.2,-,6.52
383,Benny Feilhaber Kansas City,36, M(C),,13(4),1104,1,0.9,32.4,84.9,0.1,2.1,0.1,6.52
384,Marquinhos Pedroso FC Dallas,28, D(L),,1(1),119,-,-,25.5,84.3,0.5,1.5,-,6.52
385,Claude Dielna Portland,33, D(CL),,12(4),1087,-,0.2,39.2,83.3,0.1,2.8,-,6.51
386,Harry Shipp Seattle,30, AM(CLR),FW,15(10),1383,1,0.7,28.4,82.7,0.3,0.9,0.1,6.51
387,Angelo Rodríguez Minnesota United,32, FW,,22(7),1819,1,0.7,11.3,69.2,-,0.3,-,6.51
388,Roland Lamah FC Cincinnati,33, M(CLR),,22(6),1784,3,0.9,21.3,75.2,0.5,1.0,0.1,6.51
389,Patrick Mullins Toronto,29, FW,,4(7),401,-,0.5,9.6,62.3,0.2,0.5,-,6.51
390,Brad Stuver New York City FC,30, GK,,5,450,-,-,32.8,83.5,-,5.8,-,6.51
391,Gary Mackay-Steven New York City FC,31, AM(LR),,5(7),526,1,1,14.0,74.4,0.5,0.2,0.1,6.5
392,Leonardo Bertone FC Cincinnati,27, DMC,,22(3),2056,1,0.7,44.8,78.9,0.4,3.7,-,6.5
393,Roger Espinoza Kansas City,35, M(CL),,15(1),1149,1,1.3,31.7,75.9,0.1,2.1,0.1,6.5
394,Jorge Corrales Chicago,30, D(L),M(L),13(2),1037,-,0.4,33.7,83.2,0.2,0.7,-,6.49
395,Harry Novillo Montreal,29, Forward,,5(6),440,2,1.1,13.3,78.8,0.6,0.8,-,6.49
396,Jordy Delem Seattle,28, D(R),DMC,17(10),1495,-,0.1,26.3,82.0,-,1.1,-,6.49
397,Tom Barlow New York,26, FW,,9(4),691,-,0.5,10.5,61.8,-,-,-,6.49
398,Mathieu Deplagne FC Cincinnati,30, D(CLR),,33,2878,1,0.3,37.9,80.0,0.2,2.1,-,6.49
399,Rece Buckmaster New York,25, D(R),,7,660,-,1,34.3,74.2,0.1,1.3,-,6.48
400,Lucas Venuto Vancouver,26, AM(R),,12(10),1134,1,0.8,15.5,77.9,0.2,0.4,-,6.48
401,Gianluca Busio Kansas City,19, M(C),,10(12),926,1,0.6,16.8,87.3,0.2,0.5,-,6.48
402,Will Bruin Seattle,32, FW,,4(5),429,1,0.1,10.9,68.4,-,0.1,-,6.47
403,Jordan Hamilton Toronto,25, FW,,7(7),623,-,0.1,9.0,86.5,-,0.3,-,6.47
404,Ricardo Clark Columbus,38, M(C),,4(3),361,-,0.4,27.3,82.2,-,1.6,-,6.47
405,Ethan Finlay Minnesota United,31, AM(R),,23(11),1973,2,0.5,11.6,70.7,0.3,0.1,-,6.47
406,Jeff Larentowicz Atlanta United,38, D(C),DMC,18(12),1736,-,0.1,29.6,85.2,-,1.2,-,6.47
407,Luis Argudo Columbus,25, AM(LR),,10(11),1064,3,0.5,18.7,83.7,0.2,0.8,-,6.47
408,Tim Howard Colorado,42, GK,,25,2162,-,-,26.5,50.4,-,8.0,-,6.47
409,Kenneth Kronholm Chicago,36, GK,,20,1800,-,-,27.3,71.6,-,5.4,-,6.47
410,Renzo Zambrano Portland,27, DMC,,9(1),786,-,0.6,45.6,89.3,0.1,5.7,0.1,6.47
411,Tim Parker New York,28, D(CR),,27(5),2508,-,0.1,30.2,73.3,-,1.9,-,6.47
412,Alex Bono Toronto,27, GK,,6(1),556,-,-,19.3,60.7,-,3.3,-,6.46
413,Andreas Ivan New York,26, Forward,,5(7),486,2,0.4,11.7,65.7,0.2,0.6,-,6.46
414,Nick Besler Salt Lake,28, D(C),DMC,7(10),728,1,0.4,21.1,80.5,0.1,1.5,0.1,6.46
415,Fabian Herbers Chicago,28, AM(CR),FW,7(10),775,1,0.7,18.5,82.5,0.2,0.4,-,6.46
416,Handwalla Bwana Seattle,24, AM(LR),,6(9),569,1,0.5,12.3,71.7,0.3,0.1,0.1,6.46
417,Kekuta Manneh FC Cincinnati,26, AM(CLR),FW,15(12),1500,3,0.9,17.3,77.3,0.1,0.3,-,6.46
418,Paul Marie San Jose,26, D(LR),,3(6),345,1,0.6,14.7,78.8,0.2,0.4,-,6.46
419,John Nelson FC Dallas,23, D(L),,4(5),451,-,0.8,29.4,82.3,0.6,1.6,-,6.45
420,Julio Cascante Portland,28, D(C),,16(6),1441,1,0.1,28.5,86.7,-,1.9,-,6.45
421,Russell Teibert Vancouver,28, M(CLR),,26(1),2204,3,0.5,32.0,89.0,0.2,1.3,-,6.45
422,Cole Bassett Colorado,20, M(C),,14(6),1064,1,0.6,23.5,82.6,0.2,1,-,6.45
423,Andreu Fontàs Kansas City,32, D(C),DMC,10(3),964,-,0.2,62.7,89.8,-,2.8,-,6.45
424,Andrés Flores Portland,31, M(CR),,9(6),779,1,0.4,22.1,87.6,-,0.5,-,6.45
425,Danny Leyva Seattle,18, DMC,,4(2),413,-,0.3,42.5,85.5,-,3.2,-,6.45
426,Lawrence Olum Minnesota United,37, D(C),DMC,5(5),543,1,0.4,27.9,81.7,-,1.5,0.1,6.45
427,Jonathan Campbell Seattle,28, D(C),,4,360,-,-,50.0,83.5,-,4.8,-,6.45
428,Joshua Pérez Los Angeles FC,23, Forward,,4(9),454,1,0.5,11.5,85.9,0.1,-,0.1,6.45
429,Miguel Ibarra Minnesota United,31, M(LR),,16(6),1505,1,0.8,25.6,79.0,0.2,1.3,-,6.45
430,Mohammed Adams Chicago,25, DMC,,5(5),485,1,0.7,22.8,84.2,-,0.8,-,6.44
431,Giancarlo González L.A. Galaxy,33, D(C),,17(5),1593,-,0.1,26.9,80.5,-,2.1,-,6.44
432,Matt Besler Kansas City,34, D(C),,25(2),2115,-,0.2,58.6,85.5,-,3.5,-,6.44
433,Pablo Aránguiz FC Dallas,24, AM(CL),,7(4),562,-,0.6,26.5,81.4,0.2,1.6,-,6.44
434,Hector Jimenez Columbus,33, D(LR),M(R),19(4),1626,2,0.7,33.0,79.8,0.3,1.2,-,6.44
435,Dion Pereira Atlanta United,22, AM(L),,7(11),659,1,0.5,13.2,79.3,0.2,0.5,-,6.44
436,Derek Cornelius Vancouver,23, D(C),,16(1),1427,-,0.2,40.0,81.9,-,2.1,-,6.44
437,Victor Ulloa FC Cincinnati,29, D(R),M(C),22(4),1946,1,1.0,43.6,83.4,0.2,2.0,-,6.44
438,Danny Hoesen San Jose,30, AM(LR),FW,12(18),1466,3,0.8,11.7,74.3,-,0.5,-,6.44
439,DaMarcus Beasley Houston,39, D(L),,12,1032,2,0.8,47.3,83.6,0.4,1.5,-,6.43
440,Micheal Azira Chicago,34, DMC,,2(2),216,-,0.3,21.5,83.7,-,1.5,-,6.43
441,Emerson Hyndman Atlanta United,25, M(CL),,11(6),1066,1,0.8,27.0,84.3,0.1,0.8,-,6.43
442,Brooks Lennon Salt Lake,24, D(R),M(R),16(12),1539,1,0.7,24.5,75.3,0.7,1.9,-,6.43
443,David Ousted Chicago,36, GK,,14,1260,-,-,22.8,58.6,-,6.2,-,6.43
444,David Accam Columbus,31, AM(LR),FW,8(7),665,1,0.5,8.9,74.4,-,0.1,-,6.43
445,Zarek Valentin Portland,30, D(LR),,17(4),1624,-,0.6,40.8,86.6,0.1,3.2,-,6.43
446,Seth Sinovic Kansas City,34, D(L),,21(1),1911,1,0.3,43.3,83.1,0.1,1.6,-,6.43
447,José Bizama Houston,27, D(R),,4(1),354,-,-,26.6,78.9,-,1.2,-,6.42
448,Theo Bair Vancouver,22, AM(R),FW,10(7),824,2,0.5,11.7,64.3,0.2,0.3,-,6.42
449,Nouhou Tolo Seattle,24, D(CL),,9(15),826,-,0.2,17.8,84.1,0.1,0.8,-,6.42
450,Brenden Aaronson Philadelphia,21, AM(CL),,27(3),1850,1,0.8,20.9,80.2,0.3,0.3,-,6.42
451,Mark McKenzie Philadelphia,22, D(C),,8(1),747,-,-,45.7,83.5,-,2.8,-,6.41
452,Kyle Smith Orlando City,29, D(LR),,15(8),1384,-,0.1,25.4,81.0,0.2,1,-,6.41
453,Erickson Gallardo Toronto,25, AM(R),,4(1),244,1,0.8,14.6,71.2,0.2,0.4,-,6.41
454,Marcus Epps New York,26, AM(R),,1(2),109,-,-,15.3,60.9,-,-,-,6.41
455,Vincent Bezecourt New York,28, M(C),,7(1),453,-,0.6,17.3,56.5,0.4,0.1,-,6.41
456,Sam Vines Colorado,22, D(L),,23(3),2149,-,0.2,26.7,78.7,0.2,1.8,-,6.41
457,Evan Bush Montreal,35, GK,,32,2880,-,-,24.4,60.9,-,6.3,-,6.41
458,Robin Jansson Orlando City,30, D(C),,28,2422,-,-,35.9,83.1,-,2.2,-,6.41
459,Nicolas Hasler Kansas City,30, D(R),M(CR),7(2),635,-,0.7,37.6,81.4,0.1,1.2,-,6.41
460,Derrick Etienne New York,24, AM(LR),FW,5(6),466,1,0.2,13.9,72.5,0.4,0.1,0.1,6.41
461,Anthony Jackson-Hamel Montreal,28, FW,,6(10),619,-,0.3,8.9,68.5,0.1,0.1,-,6.41
462,Micheal Azira Montreal,34, DMC,,16(3),1443,1,0.6,34.6,87.8,0.2,2.2,-,6.41
463,Niko Hämäläinen Los Angeles FC,24, D(L),M(L),1(2),95,1,0.3,18.7,78.6,0.3,0.3,-,6.4
464,Erik Hurtado Kansas City,31, AM(R),FW,8(5),816,-,0.5,12.8,79.6,-,0.1,-,6.4
465,Collin Martin Minnesota United,27, M(C),,2(1),184,1,1,33.3,87.0,0.3,1.3,0.3,6.4
466,Marcelo Chicago,32, D(C),,12(4),1147,-,-,35.2,78.3,0.1,2.8,-,6.4
467,Kelyn Rowe Salt Lake,29, D(L),M(CLR),2(3),181,-,-,17.4,77.0,-,0.8,-,6.4
468,Shamit Shome Montreal,24, DMC,,18(9),1627,1,0.4,22.6,83.8,-,0.6,-,6.4
469,David Guzmán Columbus,31, DMC,,13(3),1140,-,0.5,42.8,83.4,0.1,5.3,-,6.4
470,Clément Bayiha Montreal,22, AM(R),,4(7),470,1,0.5,15.1,80.7,0.1,-,-,6.39
471,Dairon Asprilla Portland,29, AM(LR),FW,9(6),658,-,0.4,11.1,75.9,0.2,0.2,-,6.39
472,Andrés Ríos San Jose,32, AM(C),FW,1(9),263,-,0.9,14.5,85.5,-,0.9,0.1,6.38
473,Christopher McCann DC United,34, D(CL),M(CL),4(2),321,-,-,22.8,79.6,0.2,1,-,6.38
474,Juan Fernando Caicedo New England,32, FW,,13(15),1081,2,0.4,8.9,76.4,-,0.1,-,6.38
475,Darwin Cerén Houston,31, M(C),,5(8),530,-,0.5,24.8,87.6,0.1,3.3,-,6.38
476,Thomas Roberts FC Dallas,20, Midfielder,,3(3),237,-,0.5,15.2,79.1,-,1,0.2,6.38
477,Jukka Raitala Montreal,33, D(CLR),M(L),23(3),2083,-,0.2,43.8,85.6,-,3.1,-,6.38
478,Josué Colmán Orlando City,23, AM(R),,1(7),154,1,1.1,10.8,80.2,0.6,1.3,-,6.38
479,Kevin Garcia Houston,31, D(CR),,8(4),812,-,0.2,35.6,81.5,-,2.3,-,6.38
480,Robinho Orlando City,26, AM(LR),,3(3),208,-,0.3,15.0,87.8,-,0.5,-,6.38
481,Xavier Arreaga Seattle,27, D(C),,13(4),1251,-,0.1,37.5,87.1,-,3.4,-,6.37
