,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
116,Bryan Acosta FC Dallas,27, DMC,,24(3),2194,1,0.9,62.4,86.4,0.6,6.3,-,6.89
117,Chad Marshall Seattle,37, D(C),,8,720,-,0.3,45.4,91.2,0.1,2.9,-,6.89
118,Russell Canouse DC United,26, D(CR),DMC,26(1),2269,-,0.4,45.3,85.1,0.1,1.9,-,6.89
119,Florian Valot New York,28, M(CLR),,2,125,1,2.0,26.5,69.8,0.5,-,-,6.89
120,Cristian Cásseres Jr New York,21, M(CR),,22(2),1921,3,1,37.0,72.0,0.1,0.9,0.2,6.88
121,Jack Elliott Philadelphia,26, D(C),,36,3270,-,0.3,51.3,81.2,0.1,5.0,-,6.88
122,Franco Escobar Atlanta United,26, D(CR),,25(3),2282,2,0.5,39.6,83.6,0.3,1.8,-,6.88
123,Aaron Long New York,29, D(C),,25,2229,-,0.2,36.2,63.7,-,2.6,-,6.87
124,Alejandro Bedoya Philadelphia,34, M(CR),FW,34,3036,3,1.1,49.6,86.0,0.3,1.2,0.1,6.87
125,David Bingham L.A. Galaxy,32, GK,,35,3150,-,-,27.0,63.8,-,8.6,-,6.87
126,Auston Trusty Philadelphia,23, D(C),,22,1966,-,0.2,48.3,79.9,-,3.0,-,6.86
127,Omar González Toronto,33, D(C),,15,1350,1,0.2,55.5,82.8,-,3.9,-,6.86
128,Mohamed El-Munir Los Angeles FC,29, D(L),M(L),4(11),582,-,0.7,25.6,79.4,0.3,1.0,-,6.86
129,Aaron Herrera Salt Lake,24, D(CLR),M(R),33(1),2948,3,0.8,39.9,80.4,0.3,3.6,-,6.86
130,Hwang In-Beom Vancouver,25, M(C),,31(3),2809,3,1.4,51.8,86.1,0.4,3.8,-,6.86
131,Kenny Saief FC Cincinnati,27, AM(L),,6(3),566,2,1.2,24.9,79.0,0.6,1.2,0.2,6.86
132,Dax McCarty Chicago,34, DMC,,32,2850,2,1.0,62.0,86.9,-,4.2,0.1,6.85
133,Olivier Mbaizo Philadelphia,24, D(R),,2(1),196,1,0.7,24.3,80.8,0.7,1.0,-,6.85
134,Tesho Akindele Orlando City,29, AM(CLR),FW,22(6),1880,1,1.0,20.7,75.5,-,0.4,-,6.85
135,Keegan Rosenberry Colorado,27, D(CR),M(R),34,3060,3,1.0,35.7,81.2,0.5,2.1,-,6.85
136,Uriel Antuna L.A. Galaxy,24, AM(LR),FW,31(2),2560,5,1.0,20.2,83.9,0.8,0.5,-,6.85
137,Cristhian Paredes Portland,23, DMC,,20(3),1742,2,1.1,35.2,83.8,0.1,2.1,-,6.85
138,Víctor Rodríguez Seattle,32, AM(CLR),,14(6),1236,3,1.6,29.4,79.2,0.6,0.5,0.1,6.84
139,Bacary Sagna Montreal,38, D(CR),,25(1),2180,2,0.9,48.0,78.5,0.6,1.5,-,6.84
140,Benny Feilhaber Colorado,36, M(C),,7(2),620,2,0.9,32.8,84.4,0.4,1.8,-,6.84
141,Brian White New York,25, FW,,17(3),1368,1,0.6,15.7,62.3,0.1,-,-,6.84
142,Connor Lade New York,32, D(LR),,10(1),845,1,0.4,29.7,67.0,0.2,0.5,-,6.83
143,Omar Browne Montreal,27, Midfielder,,5(5),564,1,1.2,21.7,73.7,0.9,1.1,-,6.83
144,Yordy Reyna Vancouver,28, AM(CLR),FW,22(3),1991,1,1,24.7,79.9,0.5,1.5,-,6.83
145,Rolf Feltscher L.A. Galaxy,31, D(R),,25(1),2201,3,0.9,36.4,81.5,0.9,1.3,-,6.82
146,Kaku New York,26, AM(CLR),,22(5),1997,5,2.1,42.7,70.2,1,1.8,0.2,6.82
147,Andrew Putna Salt Lake,27, GK,,5,450,-,0.4,31.2,44.9,-,7,-,6.82
148,Zac MacMath Vancouver,30, GK,,8,720,-,-,32.9,65.0,-,6.3,-,6.82
149,Matt Hedges FC Dallas,31, D(C),,34,3005,-,0.2,59.2,87.4,-,4.3,-,6.82
150,Aníbal Godoy San Jose,31, DMC,,15,1344,1,0.9,57.1,88.9,-,5.5,0.1,6.81
151,Federico Higuaín Columbus,37, AM(C),,13(1),1134,3,2.0,53.9,82.3,1,4.3,0.1,6.81
152,Auro Toronto,25, D(LR),M(CR),26(1),2230,3,0.9,49.7,86.0,0.5,2.1,-,6.81
153,Tommy Thompson San Jose,26, D(LR),M(CLR),28(2),2296,1,0.8,40.1,89.0,0.2,1.0,-,6.81
154,Diego Chara Portland,35, DMC,,30(1),2696,1,0.8,58.1,90.9,0.1,4.5,-,6.81
155,Joseph Mora DC United,28, D(L),M(L),19(2),1682,1,0.8,26.4,73.2,0.6,1.0,-,6.8
156,Donny Toia Salt Lake,29, D(LR),,26,2324,1,0.6,43.2,80.0,0.2,2.6,-,6.8
157,Júnior Moreno DC United,28, DMC,,30,2671,2,0.7,58.8,88.0,0.3,3.1,-,6.8
158,Víctor Cabrera Montreal,28, D(C),,13(3),1178,-,0.3,48.4,85.8,-,4.8,-,6.8
159,Edgar Castillo New England,35, D(L),M(L),20,1693,5,0.7,37.7,73.6,0.3,1.9,0.1,6.8
160,Marco Delgado Toronto,26, D(LR),M(CR),33(1),2944,5,1.4,60.8,85.2,0.2,2.4,0.1,6.8
161,Graham Zusi Kansas City,35, D(R),M(CLR),26(1),2352,1,0.8,53.3,84.5,0.7,3.3,0.1,6.8
162,Kai Wagner Philadelphia,24, D(L),,32,2894,6,0.9,44.3,82.9,0.6,1.7,-,6.8
163,Tristan Blackmon Los Angeles FC,25, D(CR),,17(3),1558,4,0.8,53.0,87.2,0.1,1.7,-,6.8
164,Memo Rodríguez Houston,25, AM(CLR),,16(10),1393,2,1.2,17.8,74.6,0.8,0.7,0.1,6.79
165,Maximiliano Urruti Montreal,30, AM(C),FW,27(4),2440,6,1.0,18.7,80.0,0.2,0.7,-,6.79
166,Ismael Tajouri-Shradi New York City FC,27, AM(LR),FW,12(8),1031,3,0.9,22.1,82.1,0.3,0.8,0.1,6.79
167,Cristian Penilla New England,30, AM(LR),,19(12),1872,5,1.5,21.1,77.2,0.3,1.5,0.1,6.79
168,Emmanuel Jorge Ledesma FC Cincinnati,33, AM(LR),FW,20(6),1769,4,1.5,23.5,67.8,0.7,2.1,0.1,6.79
169,Ignacio Piatti Montreal,36, AM(CL),FW,9(2),757,1,1.0,21.1,77.2,0.1,1.6,0.1,6.79
170,Vito Mannone Minnesota United,33, GK,,35,3150,-,0.1,26.5,56.4,-,5.9,-,6.79
171,Jorge Villafaña Portland,32, D(L),M(L),23(1),2038,4,1.3,38.0,81.1,1.5,0.9,-,6.78
172,Dominique Badji FC Dallas,29, AM(LR),FW,24(4),2040,3,0.8,16.5,79.5,-,0.2,-,6.78
173,Luis Díaz Columbus,22, AM(R),,9(4),797,3,1.0,11.5,74.5,0.5,0.2,-,6.77
174,Michael Bradley Toronto,34, D(C),M(C),30(1),2762,1,0.8,74.8,88.7,0.5,5.9,-,6.77
175,Fafà Picault Philadelphia,30, AM(LR),FW,22(12),2007,5,0.6,17.7,75.4,0.1,0.5,-,6.77
176,Youness Mokhtar Columbus,30, AM(LR),,5(3),442,-,1.3,20.4,74.8,0.8,2.0,-,6.77
177,Brad Smith Seattle,27, D(L),M(L),26(3),2280,5,1.0,40.9,79.8,0.8,1.1,-,6.77
178,Ola Kamara DC United,32, AM(L),FW,3(3),333,-,0.3,17.0,64.7,-,0.7,-,6.77
179,Amro Tarek New York,29, D(C),,19(1),1482,1,0.5,24.4,58.9,0.3,1.7,-,6.77
180,Judson San Jose,28, DMC,,23(4),1916,-,0.4,43.1,88.1,-,4.0,-,6.77
181,João Moutinho Orlando City,23, D(L),M(L),15(1),1222,2,0.8,41.4,75.2,0.5,1.5,-,6.77
182,Jordan Harvey Los Angeles FC,37, D(L),,30(2),2547,4,0.8,41.7,85.8,0.2,0.9,-,6.77
183,Jackson Yueill San Jose,24, M(C),,29(3),2668,4,1.5,63.6,88.4,0.3,4.5,0.1,6.77
184,Jesús Ferreira FC Dallas,20, AM(C),FW,30(4),2532,5,1.1,27.4,81.2,0.1,1.1,0.1,6.77
185,Alexander Callens New York City FC,29, D(C),,25,2250,-,0.1,59.0,84.7,-,4.0,-,6.77
186,Forrest Lasso FC Cincinnati,28, Defender,,4(1),393,-,-,38.8,73.7,-,2.2,-,6.76
187,Lamine Sané Orlando City,34, D(C),M(C),25(1),2274,-,0.4,40.6,86.6,-,3.3,-,6.76
188,Leonardo Jara DC United,30, D(R),DMC,25(6),2308,5,0.6,33.8,79.6,0.2,2.2,-,6.76
189,Brandon Servania FC Dallas,22, DMC,,14(5),1228,1,0.8,34.5,84.6,0.1,1.4,0.1,6.76
190,Favio Álvarez L.A. Galaxy,28, AM(CL),,16(3),1284,4,1.3,35.3,82.5,0.1,1.5,0.1,6.76
191,Jeremy Ebobisse Portland,24, AM(LR),FW,26(9),2376,1,0.6,16.6,73.6,0.1,0.7,-,6.76
192,Hassani Dotson Minnesota United,24, D(LR),M(CL),15(9),1404,-,0.5,25.3,77.3,0.3,1.0,-,6.75
193,Allan Cruz FC Cincinnati,25, M(CR),,21(1),1744,-,0.7,21.3,71.9,0.1,0.4,-,6.75
194,Kemar Lawrence New York,29, D(CL),,20(3),1849,-,0.4,28.7,69.7,0.2,1.1,-,6.75
195,Jonathan Lewis Colorado,24, AM(LR),FW,10(6),900,3,1.1,13.6,77.4,0.2,0.6,-,6.75
196,Diego Polenta L.A. Galaxy,29, D(CL),,30,2700,2,0.6,47.2,83.4,0.5,4.4,-,6.75
197,Daniel Steres L.A. Galaxy,31, D(C),,32,2795,-,0.2,42.3,84.1,-,3.7,-,6.75
198,Bill Tuiloma Portland,26, D(C),,22(4),2009,-,0.2,33.3,83.3,-,3.3,-,6.75
199,Keaton Parks New York City FC,24, DMC,,15(8),1377,1,0.9,42.3,85.6,-,2.1,0.1,6.74
200,Santiago Mosquera FC Dallas,26, AM(LR),,12(12),1214,1,0.8,21.3,76.5,0.3,1.5,-,6.74
201,Cody Cropper New England,28, GK,,7,630,-,-,20.7,69.7,-,6.3,-,6.74
202,Steven Beitashour Los Angeles FC,34, D(R),M(R),25(1),1941,2,0.7,39.3,84.2,0.2,1.1,-,6.74
203,Doneil Henry Vancouver,28, D(C),,24(1),2108,-,0.1,37.5,81.8,-,2.7,-,6.74
204,Bressan FC Dallas,28, D(CR),,13(6),1196,1,0.5,38.6,82.0,0.2,3.2,0.1,6.74
205,Robinho Columbus,26, AM(LR),,13(6),1115,2,0.6,18.6,80.8,0.3,0.1,-,6.74
206,Chris Wondolowski San Jose,38, AM(CR),FW,24(8),1986,2,0.8,11.6,76.0,-,0.3,-,6.74
207,Justen Glad Salt Lake,24, D(CR),,24,2154,-,0.1,48.9,84.1,-,2.7,-,6.74
208,Orji Okwonkwo Montreal,23, AM(LR),,24(4),1786,2,0.7,17.6,81.7,0.3,0.3,-,6.74
209,Jonathan Bornstein Chicago,37, D(CL),M(L),11,916,-,0.4,31.9,79.2,0.2,1.9,-,6.74
210,Brian Rodríguez Los Angeles FC,21, AM(LR),FW,7(2),498,1,1.4,23.8,79.9,0.8,0.7,-,6.73
211,Guram Kashia San Jose,34, D(C),,21(2),1905,-,0.3,55.2,86.1,-,6.1,-,6.73
212,Jonathan Osorio Toronto,29, M(CLR),,22(6),2134,4,0.9,41.7,87.2,-,1.1,0.1,6.73
213,Cory Burke Philadelphia,29, FW,,5(2),490,-,0.6,12.0,57.1,0.1,0.3,-,6.73
214,Sebastián Saucedo Salt Lake,24, AM(L),,13(14),1201,4,1.1,17.9,80.7,0.4,1.4,-,6.73
215,Nick DeLeon Toronto,31, D(LR),M(CLR),23(13),1996,2,0.8,24.6,82.6,0.2,0.9,-,6.73
216,Richie Laryea Toronto,26, D(LR),M(R),16(8),1578,2,0.5,26.0,87.5,-,0.8,-,6.73
217,Christian Ramírez Los Angeles FC,30, FW,,13(4),957,2,0.6,12.0,81.9,-,0.4,0.1,6.73
218,Juan Agudelo New England,28, M(CLR),FW,21(8),1962,1,0.9,27.4,79.1,-,0.9,0.1,6.73
219,Connor Maloney Columbus,26, D(L),,9(1),799,-,0.2,29.1,78.7,-,1.6,-,6.73
220,Eddie Segura Los Angeles FC,24, D(C),,35(1),3135,1,0.1,58.7,89.6,-,2.4,-,6.73
221,Wil Trapp Columbus,28, DMC,,26(2),2330,3,0.8,61.5,86.1,0.4,4.0,-,6.72
222,James Sands New York City FC,21, D(C),DMC,18(1),1488,-,0.2,45.9,86.6,-,2.9,-,6.72
223,Graham Smith Kansas City,25, D(C),,10(1),882,1,0.2,45.3,92.0,0.1,3.3,-,6.72
224,Daniel Lovitz Montreal,30, D(L),M(LR),28,2520,1,0.7,44.6,74.8,0.4,2.4,-,6.72
225,Adam Lundqvist Houston,27, D(LR),M(L),26(2),2387,3,1.1,38.3,78.0,1.2,1.7,0.1,6.72
226,Ebenezer Ofori New York City FC,26, DMC,,14(6),1262,-,0.5,37.7,89.0,-,2.0,-,6.72
227,Felipe DC United,31, M(C),,10,820,-,0.6,48.1,83.6,0.7,2.5,-,6.72
228,Nedum Onuoha Salt Lake,35, D(CR),,28(1),2516,-,0.1,40.3,87.8,-,1.7,-,6.72
229,Fredy Montero Vancouver,34, AM(C),FW,22(10),2099,2,1.0,18.8,71.1,0.6,1.0,-,6.71
230,Alex Muyl New York,26, M(CLR),,17(8),1492,2,0.7,22.0,70.2,0.4,0.5,0.2,6.71
231,Lalas Abubakar Colorado,26, D(C),,22,1980,-,0.2,31.9,83.0,-,2.9,-,6.71
232,Everton Luiz Salt Lake,33, DMC,,26(3),2279,2,0.6,34.6,87.0,-,1.2,-,6.71
233,Josh Sims New York,24, AM(LR),,6(2),507,1,1.1,21.5,70.3,0.9,0.1,-,6.71
234,Bradley Guzan Atlanta United,37, GK,,37,3330,-,-,31.4,71.4,-,8.7,-,6.71
235,Nick Rimando Salt Lake,42, GK,,31,2790,-,-,31.3,68.7,-,9.6,-,6.71
236,Stefan Frei Seattle,35, GK,,38,3450,-,-,27.6,70.4,-,6.8,-,6.71
