,Rating,name,age,position1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch
61,7.06,Sergio Santos Philadelphia,27, FW,15(4),1114,8,2,1.6,1.0,0.6,1.1,0.4,0.8,2.2
62,7.05,Brenden Aaronson Philadelphia,21, AM(CL),20,1653,4,3,1.7,1.4,1.5,1.1,0.2,1.9,2.2
63,7.05,Marcelino Moreno Atlanta United,27, AM(CLR),5(1),465,2,1,2.3,1.2,2.5,1.7,-,1.5,3.5
64,7.05,Rodolfo Pizarro Inter Miami CF,27, AM(CL),15(1),1366,3,4,1.8,1.5,3.3,2.8,0.4,2.8,3.1
65,7.05,Alexander Ring New York City FC,30, D(C),20,1746,4,4,1.3,1.3,0.5,0.9,0.6,1.5,1.9
66,7.04,Djordje Mihailovic Chicago,23, M(CL),14(4),1132,2,7,1.4,1.4,0.9,1.4,0.2,0.7,1.2
67,7.04,Andre Shinyashiki Colorado,24, AM(CLR),12(2),960,4,-,2.2,1.0,1.4,1.4,0.2,1.0,2.7
68,7.04,Hany Mukhtar Nashville SC,26, AM(C),13(2),1096,4,3,2.1,1.8,1.2,1.9,0.2,1.3,2.4
69,7.04,Jakob Glesnes Philadelphia,27, D(C),16,1380,1,-,0.5,0.3,0.3,0.5,-,0.1,0.8
70,7.04,Gyasi Zardes Columbus,30, M(LR),17(1),1486,9,4,2,0.8,0.5,1.4,0.8,1.1,2.2
71,7.04,Jasser Khmiri Vancouver,24, D(C),2,180,-,-,1,-,-,0.5,-,-,-
72,7.03,Nick Hagglund FC Cincinnati,29, D(CR),8(2),743,1,-,0.9,0.3,0.3,0.4,-,0.1,0.6
73,7.03,Damir Kreilach Salt Lake,32, M(C),17(1),1524,7,1,2.4,0.4,0.2,1.7,0.2,0.6,1.3
74,7.03,Ali Adnan Vancouver,27, D(L),17(2),1517,1,3,0.7,0.7,1.3,1.2,0.2,0.5,1.5
75,7.03,Joevin Jones Seattle,30, D(L),10(2),797,2,2,0.8,0.3,2.3,1.3,-,1,1.1
76,7.02,Sebastian Lletget L.A. Galaxy,29, M(CLR),15(2),1334,5,3,1.8,0.7,1.4,1.1,0.2,1.1,2
77,7.02,Jimmy Maurer FC Dallas,33, GK,16,1392,-,-,-,-,-,0.2,-,-,-
78,7.01,Cristian Cásseres Jr New York,21, M(CR),11(5),1111,2,2,0.8,0.6,1.3,1.3,0.1,1.3,1.4
79,7.01,Aníbal Godoy Nashville SC,31, DMC,18(2),1495,1,-,1.2,0.5,1.2,2.6,-,0.9,1
80,7.0,Jesús Medina New York City FC,24, AM(CR),16(3),1317,4,2,1.5,1.7,1.7,0.8,0.3,1.3,2.0
81,7.0,Anton Tinnerholm New York City FC,30, D(LR),19(1),1732,4,4,1.0,1.6,0.8,1.1,0.2,0.7,1.2
82,7.0,Kai Wagner Philadelphia,24, D(L),11,916,-,2,0.2,0.9,0.5,0.9,-,0.3,0.5
83,7.0,Fredy Montero Vancouver,34, AM(C),11(5),1061,5,2,1.9,1.1,0.9,1.9,0.1,1.3,1.9
84,7.0,Randall Leal Nashville SC,24, AM(CLR),19(2),1616,3,4,2.0,1.0,1.5,1.7,0.1,1.0,1.7
85,7.0,Diego Chara Portland,35, DMC,17,1529,1,5,0.2,0.6,0.8,1.9,0.1,0.8,0.9
86,6.99,Harrison Afful Columbus,35, D(R),18(1),1615,1,1,0.5,0.8,0.7,0.7,0.2,0.3,1.3
87,6.99,Ronald Matarrita New York City FC,27, D(L),16(2),1381,-,2,0.8,1.3,0.7,0.4,0.1,0.6,1.3
88,6.98,Gustavo Bou New England,31, AM(C),12(3),1120,4,1,3.3,1.6,2.0,0.8,1.5,2.2,3.0
89,6.98,Eduard Atuesta Los Angeles FC,24, DMC,11(3),1058,1,1,1.7,1.0,1.6,1.4,-,2.0,1.7
90,6.98,Lalas Abubakar Colorado,26, D(C),14,1245,1,-,0.3,0.2,0.1,0.3,0.1,0.1,0.5
91,6.98,Mauricio Pereyra Orlando City,31, M(CLR),11(2),858,1,5,0.5,2.0,1.2,1.2,0.1,1.5,1.2
92,6.97,Daniel Lovitz Nashville SC,30, D(L),21,1890,1,2,0.4,1.1,0.9,0.6,-,0.1,1.6
93,6.96,Maynor Figueroa Houston,38, D(CL),17,1530,2,-,1.1,0.2,0.1,1.2,-,0.2,0.2
94,6.96,Latif Blessing Los Angeles FC,24, D(R),15(3),1453,1,-,0.8,1.2,1.6,2.3,0.2,1.3,3.1
95,6.96,José Aja Minnesota United,28, D(C),9(1),802,1,-,0.9,0.2,-,0.4,0.1,-,0.6
96,6.96,Ilie Sánchez Kansas City,30, D(C),10(2),990,-,1,0.4,0.8,0.4,0.8,-,0.3,0.4
97,6.96,Robert Beric Chicago,30, FW,19(1),1662,11,1,2.7,1.1,0.6,2.5,1.2,1.9,2.4
98,6.95,Xavier Arreaga Seattle,27, D(C),9(1),814,-,1,0.3,0.1,0.4,1.1,-,0.1,0.6
99,6.95,Romain Métanire Minnesota United,31, D(R),17,1516,-,2,0.3,1.2,1.1,1.2,-,0.8,1.4
100,6.95,Keegan Rosenberry Colorado,27, D(CR),14(1),1181,1,1,0.9,0.8,0.5,0.3,0.1,0.2,0.5
101,6.95,Gadi Kinda Kansas City,27, AM(C),14(1),1215,6,1,2.1,1.5,1.6,1.5,0.1,0.7,2.5
102,6.95,Darlington Nagbe Columbus,31, M(CLR),11(1),975,1,-,0.4,0.6,1.3,1.9,-,1.2,0.8
103,6.94,Diego Rubio Colorado,28, AM(C),10(3),871,3,3,1.5,1.2,0.9,1.6,0.2,1.2,2.0
104,6.94,Victor Wanyama Montreal,30, DMC,18,1620,2,1,1.2,0.6,1.8,1.2,0.1,1.1,1.0
105,6.94,Jaylin Lindsey Kansas City,21, D(LR),11(1),1059,-,2,0.5,1.3,0.8,0.8,0.2,0.5,0.7
106,6.94,Aaron Herrera Salt Lake,24, D(CLR),17,1526,-,1,0.9,0.8,2.0,0.5,-,1.1,1.2
107,6.94,Jesús David Murillo Los Angeles FC,27, D(C),5,406,-,1,0.4,0.6,0.4,0.2,-,-,0.6
108,6.94,Francisco Calvo Chicago,29, D(CL),19,1656,1,1,0.8,0.4,0.4,0.3,0.1,0.4,0.8
109,6.93,Teal Bunbury New England,31, AM(LR),18(1),1389,8,1,2.2,0.7,0.8,1.2,0.3,1.2,2.5
110,6.93,James Sands New York City FC,21, D(C),13,1161,-,1,0.3,0.5,0.4,2.0,-,0.5,0.9
111,6.93,Hassani Dotson Minnesota United,24, D(LR),10(5),1008,1,1,1.1,0.4,0.9,0.9,-,0.9,0.9
112,6.92,Álvaro Medrán Chicago,27, M(C),20,1742,2,3,1.6,1.7,1.2,1.8,0.1,1.5,1.6
113,6.92,Fabian Herbers Chicago,28, AM(CR),16(2),1163,4,1,1.4,1.2,0.6,1.1,0.2,0.8,1.5
114,6.92,Gianluca Busio Kansas City,19, M(C),14(2),1200,1,3,2.3,0.8,0.6,1.1,0.2,0.8,1.7
115,6.92,Florian Valot New York,28, M(CLR),14(6),1310,1,2,1.1,0.9,1.5,1.3,-,1.3,1.4
116,6.91,Jack Price Colorado,28, DMC,12(2),1155,-,4,0.2,1.9,0.1,0.4,0.1,0.3,0.6
117,6.91,Kei Kamara Colorado,37, AM(LR),3(3),325,2,-,1.8,0.8,0.7,0.3,0.2,0.3,1.5
118,6.91,Bakaye Dibassy Minnesota United,32, D(CL),10(1),859,-,-,0.6,0.5,0.3,0.3,-,0.4,0.5
119,6.91,Khiry Shelton Kansas City,28, AM(LR),14(3),1185,3,1,1.2,1.5,1.5,0.9,0.5,1.3,2.7
120,6.9,Albert Rusnák Salt Lake,27, AM(CLR),13(1),1180,2,2,1.9,2.4,1,1.4,0.1,1.1,1.2
121,6.9,Yimmi Chara Portland,30, AM(CLR),11(7),1096,4,3,1,0.9,1.1,0.9,0.2,1.2,1.7
122,6.9,Olivier Mbaizo Philadelphia,24, D(R),12(2),1057,-,1,0.2,0.8,0.6,0.7,0.2,0.5,1.4
123,6.9,Cristian Espinoza San Jose,26, AM(LR),19(1),1567,2,6,2.1,2,1.7,0.9,0.2,1.3,2.4
124,6.9,Pablo Ruiz Salt Lake,22, DMC,14(2),1214,1,1,1.9,1,0.8,0.4,-,0.7,1.1
125,6.9,Eryk Williamson Portland,24, DMC,15(3),1240,3,3,0.8,0.5,1.4,1.4,0.1,1.3,1.3
126,6.89,Felipe Mora Portland,28, FW,13(6),1206,7,2,1.7,0.7,0.5,1.6,0.3,0.5,1.8
127,6.89,Dayne St. Clair Minnesota United,24, GK,13,1170,-,-,-,-,-,0.1,-,-,0.1
128,6.88,Sebastián Blanco Portland,33, AM(CLR),5(1),396,1,1,2.5,1.2,1.8,0.7,-,0.5,0.8
129,6.87,Julian Araujo L.A. Galaxy,20, D(R),14,1101,1,2,0.4,1,1.1,0.6,-,0.9,1.7
130,6.87,Sean Davis New York,28, M(CR),10(1),816,-,-,0.4,0.8,0.6,0.8,-,0.8,0.8
131,6.87,Eddie Segura Los Angeles FC,24, D(C),18(1),1616,2,-,0.8,0.2,-,0.3,-,0.2,0.4
132,6.87,Nick Lima San Jose,27, D(LR),16(1),1298,2,2,0.8,0.6,1,0.8,-,0.6,1.4
133,6.87,Saphir Taïder Montreal,29, M(CL),8,685,1,5,1.9,2.1,0.8,1.5,0.1,1.6,1.8
134,6.86,Reggie Cannon FC Dallas,23, D(R),5,450,-,1,0.8,0.6,1.2,2.6,-,1.8,2.2
135,6.86,Antônio Carlos Orlando City,28, D(C),15(2),1364,1,1,0.4,0.1,0.1,0.6,-,0.1,0.4
136,6.86,Sean Johnson New York City FC,32, GK,20,1800,-,-,-,0.1,-,0.1,-,-,-
137,6.86,Aaron Long New York,29, D(C),12(1),1060,2,-,0.4,0.1,-,0.8,-,0.1,0.1
138,6.86,Henry Kessler New England,23, D(C),18(1),1665,1,-,0.6,0.1,0.2,0.7,-,0.2,0.4
139,6.86,Kamal Miller Orlando City,24, D(CL),9(3),806,-,-,0.3,0.1,0.8,1.2,-,0.4,0.6
140,6.86,Alexander Büttner New England,32, D(L),13(2),1082,-,3,0.7,1.7,0.6,1.5,-,0.8,1.2
141,6.86,Brian Rowe Orlando City,33, GK,4,360,-,-,-,-,-,-,-,-,-
142,6.85,James Pantemis Montreal,24, GK,3,270,-,-,-,-,-,0.3,-,-,-
143,6.85,Bryan Reynolds FC Dallas,20, D(R),14(3),1267,-,3,0.2,0.9,0.9,0.9,-,0.6,1.6
144,6.85,Keaton Parks New York City FC,24, DMC,19(1),1646,3,-,1.8,0.8,0.7,0.5,0.1,0.7,1.4
145,6.85,Ezequiel Barco Atlanta United,22, AM(CLR),9(3),848,2,2,2,1.1,2.3,3,0.1,1.1,1.4
146,6.85,Mohamed El-Munir Los Angeles FC,29, D(L),4(5),524,-,1,0.9,1,0.8,0.8,0.1,1.3,0.8
147,6.85,Valentín Castellanos New York City FC,23, AM(R),11(8),1076,6,2,3.1,0.9,0.5,1.1,0.6,1.6,2.1
148,6.85,Dax McCarty Nashville SC,34, DMC,19(2),1679,1,3,0.5,1.1,0.3,1,-,0.4,1
149,6.85,Matt Hedges FC Dallas,31, D(C),18(1),1539,-,-,0.4,0.2,0.1,0.2,-,0.2,0.3
150,6.85,Jonathan Osorio Toronto,29, M(CLR),17,1409,1,2,1.1,0.9,0.5,1.7,0.1,0.8,1.6
151,6.84,Jonathan Mensah Columbus,31, D(CR),20,1800,-,-,0.5,-,0.2,0.5,0.1,0.2,0.3
152,6.83,Michael Boxall Minnesota United,33, D(C),16,1440,-,-,0.5,0.1,0.1,0.2,0.1,0.1,0.1
153,6.82,Bill Tuiloma Portland,26, D(C),7(2),632,1,-,1.1,0.4,0.9,0.6,-,-,0.3
154,6.82,Franco Escobar Atlanta United,26, D(CR),13,1126,-,1,0.5,0.2,1.2,1.5,-,1.2,1.5
155,6.82,Wilfried Zahibo New England,28, DMC,1(1),135,-,-,0.5,-,-,1.0,0.5,1,1
156,6.82,Richie Laryea Toronto,26, D(LR),13(4),1178,3,3,0.7,0.6,1.1,2.5,0.2,0.9,2.4
157,6.82,Matt Turner New England,27, GK,19,1710,-,-,-,-,-,0.2,-,-,-
158,6.82,Kaku New York,26, AM(CLR),10(3),900,2,2,1.1,2.1,0.8,0.4,0.2,0.9,1.3
159,6.81,Edison Flores DC United,27, AM(CLR),9(2),748,-,3,1.3,1.5,0.9,0.6,0.4,0.8,2.1
160,6.81,Chris Mavinga Toronto,30, D(CL),14(2),1276,-,1,0.4,0.1,0.3,0.4,-,0.4,0.7
161,6.81,Clément Diop Montreal,28, GK,17,1530,-,-,-,-,-,0.2,-,-,-
162,6.8,Alexander Callens New York City FC,29, D(C),19,1666,2,-,0.4,0.1,0.2,0.6,-,0.2,0.4
163,6.8,Steve Clark Portland,35, GK,17,1530,-,-,-,-,-,0.1,-,-,-
164,6.8,Frédéric Brillant DC United,36, D(C),15(1),1413,1,-,0.3,0.1,-,0.4,-,0.1,0.2
165,6.8,Mark-Anthony Kaye Los Angeles FC,26, M(C),12(1),856,2,4,0.6,1.2,1.1,0.9,0.1,1,1.9
166,6.8,Julio Cascante Portland,28, D(C),4(1),405,1,-,1,0.4,0.2,1.2,-,0.2,0.4
167,6.8,Magnus Eriksson San Jose,31, AM(CR),2,180,1,-,2,1,1,1.0,-,0.5,1
168,6.8,Júnior Urso Orlando City,32, M(CR),17(3),1538,3,1,1.5,0.6,0.5,1.9,-,1,1.1
169,6.79,Zdenek Ondrasek FC Dallas,32, FW,4(1),312,2,1,2.2,0.6,0.2,0.4,0.2,0.4,1.4
170,6.79,Chase Gasper Minnesota United,25, D(L),13(2),1221,1,1,1.1,0.7,0.6,1.0,-,0.6,0.7
171,6.79,Auston Trusty Colorado,23, D(C),5(2),498,-,1,0.4,0.3,0.4,0.3,-,-,0.3
172,6.79,Maximiliano Urruti Montreal,30, AM(C),7(5),685,5,-,1.4,0.8,0.9,0.7,0.4,0.8,2.2
173,6.79,George Bello Atlanta United,19, D(L),17(1),1507,1,1,0.3,0.4,1.4,1.1,0.1,1.2,1.4
174,6.79,Jorge Villafaña Portland,32, D(L),15(1),1369,1,5,0.2,0.6,0.3,0.8,0.1,0.6,1
175,6.78,Joe Willis Nashville SC,33, GK,23,2070,-,-,-,-,-,0.1,-,-,-
176,6.78,Gustav Svensson Seattle,34, D(C),7(1),611,-,-,0.8,0.1,0.3,0.4,-,0.5,0.5
177,6.78,Raymon Gaddis Philadelphia,31, D(LR),12,1002,-,1,0.4,0.5,0.5,0.1,0.1,0.6,0.9
178,6.78,Haris Medunjanin FC Cincinnati,36, M(C),16(2),1486,1,1,0.4,2.2,0.5,0.1,-,0.3,0.6
179,6.78,Nouhou Tolo Seattle,24, D(CL),12(6),1066,-,1,0.4,0.3,0.7,0.8,0.1,0.3,1.2
180,6.78,Tyler Miller Minnesota United,28, GK,2,180,-,-,-,-,-,-,-,-,-
181,6.77,Fafà Picault FC Dallas,30, AM(LR),11(7),1040,3,1,1.2,0.8,1.4,0.7,0.2,0.9,2.2
182,6.77,DeJuan Jones New England,24, D(LR),12(4),1037,-,-,0.4,1.1,0.9,0.9,-,0.4,1.3
183,6.77,Amadou Dia Kansas City,28, D(L),9(1),823,-,1,0.1,0.7,0.6,0.5,0.1,0.7,1.3
184,6.76,Reto Ziegler FC Dallas,35, D(CL),17(2),1529,2,1,0.3,0.8,0.1,0.3,0.1,-,0.4
185,6.76,Brooks Lennon Atlanta United,24, D(R),16(4),1483,2,3,0.6,1.1,0.8,0.9,0.2,1,1.2
186,6.76,Daniel Royer New York,31, AM(CLR),12(5),1105,4,2,1.4,0.5,0.8,1.4,0.4,1,1.7
187,6.76,Matthew Freese Philadelphia,23, GK,1,90,-,-,-,-,-,1,-,-,-
188,6.76,Kelvin Leerdam Seattle,31, D(CLR),15(2),1241,3,1,1,0.9,0.3,0.1,0.1,0.5,0.8
189,6.76,Danny Wilson Colorado,29, D(C),8,681,-,-,0.3,0.4,-,0.3,-,0.3,0.6
190,6.76,Sam Vines Colorado,22, D(L),15,1350,1,3,0.2,0.8,1.2,0.5,-,0.3,1.1
191,6.76,Tom Pettersson FC Cincinnati,31, D(C),11(1),944,-,-,0.6,0.1,0.2,1.4,0.1,0.1,0.2
192,6.76,Jeremy Ebobisse Portland,24, AM(LR),9(6),881,5,2,1.6,0.6,0.7,0.5,0.1,1.1,1.5
193,6.76,Brandon Bye New England,25, D(LR),15(4),1366,-,1,0.6,0.8,0.7,0.5,-,0.8,1.4
194,6.76,Mauricio Pineda Chicago,24, D(C),20,1785,2,1,0.3,0.1,0.5,0.4,-,0.4,0.3
195,6.75,Alistair Johnston Nashville SC,23, D(R),15(3),1366,-,-,0.2,0.8,0.5,0.4,-,0.4,0.6
196,6.75,Adam Buksa New England,25, FW,13(7),1247,5,1,2.5,0.6,0.8,0.7,0.1,1.2,2.3
197,6.75,Auro Toronto,25, D(LR),14(1),1232,-,-,0.3,0.9,0.7,0.3,0.1,0.7,0.8
198,6.75,Justin Meram Salt Lake,32, M(CLR),12(6),1018,3,3,0.8,0.8,2.0,0.7,0.2,1.3,2.6
199,6.75,Oriol Rosell Orlando City,29, DMC,5,340,-,-,-,0.2,0.2,0.4,-,0.4,1.0
200,6.75,Winston Reid Kansas City,33, D(C),8(2),728,1,-,0.3,0.1,0.1,0.7,-,-,0.1
201,6.75,Memo Rodríguez Houston,25, AM(CLR),17(1),1399,3,2,2.3,1.7,0.6,1.2,0.3,0.9,2.2
202,6.75,Ignacio Aliseda Chicago,21, AM(CL),15(3),1342,1,2,1.4,0.9,2.4,1.4,0.2,1.3,2.9
203,6.75,Julian Gressel DC United,27, D(R),16(3),1483,2,3,1.4,1.9,0.4,0.4,0.2,0.5,1.4
204,6.74,Eloy Room Columbus,32, GK,15,1331,-,-,-,-,-,0.1,-,-,0.1
205,6.74,Bradley Wright-Phillips Los Angeles FC,36, FW,11(4),885,5,4,1.8,0.6,0.5,0.8,0.5,0.7,2.0
206,6.74,Marcos López San Jose,21, D(L),11(2),990,2,1,0.5,1.1,1.2,1.4,-,0.5,1.1
207,6.74,Jacori Hayes Minnesota United,26, M(C),6(5),602,1,1,0.4,0.6,0.7,1.6,-,0.5,0.7
208,6.74,Emiliano Insúa L.A. Galaxy,32, D(CL),18,1557,-,2,0.1,0.9,0.8,0.4,-,0.4,0.7
209,6.73,Steven Birnbaum DC United,30, D(C),7,630,-,-,1,-,-,0.4,-,-,0.3
210,6.73,Graham Zusi Kansas City,35, D(R),11(1),954,-,1,1.5,1.2,0.5,0.6,0.1,0.4,1.1
211,6.73,Maikel Chang Salt Lake,30, AM(LR),12(5),1074,1,4,0.8,2,0.8,0.6,0.1,0.8,1.8
212,6.73,Lee Nguyen New England,35, M(CLR),8(4),722,1,1,0.7,2.1,0.8,0.8,0.1,0.6,1.0
213,6.73,Roger Espinoza Kansas City,35, M(CL),9(4),714,2,1,1.1,0.5,0.3,0.5,0.1,0.7,1.0
214,6.73,Rod Fanni Montreal,39, D(CR),8(1),724,-,-,-,0.2,0.8,0.6,-,-,0.2
215,6.73,Brent Kallman Minnesota United,31, D(C),3(1),271,-,-,0.3,-,-,0.5,-,-,0.3
216,6.72,Víctor Cabrera Houston,28, D(C),7,561,-,-,0.7,0.1,0.4,0.4,-,-,0.7
217,6.72,Ethan Finlay Minnesota United,31, AM(R),9(2),721,2,2,1.3,1,0.4,0.5,0.1,0.5,1.4
218,6.72,Larrys Mabiala Portland,34, D(C),13(2),1132,1,-,0.4,0.1,0.1,0.6,-,0.3,0.6
219,6.71,Pedro Gallese Orlando City,31, GK,16,1440,-,-,-,-,-,0.3,-,-,0.1
220,6.71,Bressan FC Dallas,28, D(CR),11(7),1167,-,1,0.2,0.1,0.1,0.7,-,-,0.2
221,6.71,Gonzalo Higuaín Inter Miami CF,33, FW,9,804,1,2,3.9,1.3,0.6,1,0.9,0.9,1.6
222,6.71,Jacob Akanyirige San Jose,19, Defender,1,69,-,-,-,-,1,-,-,-,1.0
223,6.71,Roberto Puncec Kansas City,30, D(C),15(2),1405,-,1,0.2,0.1,0.2,0.2,-,0.2,0.1
