,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
238,Andre Blake Philadelphia,30, GK,,18,1619,-,0.1,25.8,54.5,-,7.5,-,6.68
239,Frankie Amaya FC Cincinnati,21, M(C),,18,1470,-,0.6,43.0,87.1,-,2.9,-,6.68
240,Josef Martínez Atlanta United,28, AM(L),FW,1,69,-,-,19.0,84.2,-,-,-,6.68
241,Tony Gallacher Toronto,22, D(L),,5(4),465,1,0.2,24.7,77.9,0.2,0.8,-,6.68
242,Kyle Smith Orlando City,29, D(LR),,11(5),1026,1,0.6,35.7,81.1,0.6,2.1,-,6.68
243,Fernando Meza Atlanta United,31, D(C),,10,856,-,0.1,65.4,90.2,-,4.9,-,6.68
244,Kei Kamara Minnesota United,37, AM(LR),FW,6(1),457,-,0.6,16.1,73.5,-,0.3,-,6.67
245,Donny Toia Salt Lake,29, D(LR),,16(1),1404,-,0.6,41.4,73.9,0.2,3.8,-,6.67
246,Andrés Flores Portland,31, M(CR),,3(1),189,-,0.5,17.0,80.9,-,0.8,-,6.67
247,Adam Lundqvist Houston,27, D(LR),M(L),18,1559,-,1.1,40.7,82.8,1.2,2.4,-,6.67
248,Jhonder Cádiz Nashville SC,26, FW,,0(7),219,-,-,6.6,65.2,-,-,-,6.67
249,Anthony Fontana Philadelphia,22, AM(C),,5(10),469,-,0.2,10.4,79.5,0.1,0.1,-,6.67
250,Miles Robinson Atlanta United,24, D(C),,13(1),1124,-,0.1,58.0,87.7,-,6.1,-,6.67
251,Marco Delgado Toronto,26, D(LR),M(CR),15(1),1226,1,0.8,58.7,82.7,0.3,2.9,-,6.67
252,Stefan Frei Seattle,35, GK,,18,1620,-,-,30.5,82.1,-,7.1,-,6.67
253,Thomas Hasal Vancouver,22, GK,,7,630,-,-,29.0,70.4,-,8.6,-,6.66
254,Marco Farfan Portland,23, D(CLR),,8(5),766,-,0.1,20.8,78.2,0.2,1.1,-,6.66
255,Kellyn Acosta Colorado,26, D(LR),M(CR),11(1),898,1,0.8,31.1,85.5,0.1,0.9,-,6.66
256,Ralph Priso-Mbongue Toronto,19, DMC,,1(3),159,-,0.3,30.0,85.8,0.3,1.5,-,6.66
257,Michael Barrios FC Dallas,30, AM(CLR),FW,19(2),1683,3,1.9,22.1,74.4,1,0.5,0.1,6.66
258,Zarek Valentin Houston,30, D(LR),,15(1),1351,2,0.5,46.4,80.9,0.3,3.9,0.1,6.66
259,Jozy Altidore Toronto,32, FW,,10(2),745,-,0.8,18.8,75.2,0.2,1.0,-,6.66
260,Jordan Harvey Los Angeles FC,37, D(L),,8(2),754,-,0.5,40.3,85.6,0.4,1.4,-,6.66
261,Kendall Waston FC Cincinnati,33, D(C),,14,1260,-,0.1,55.1,84.5,-,4.4,-,6.66
262,Perry Kitchen L.A. Galaxy,29, DMC,,16(1),1441,-,0.1,33.5,83.9,0.1,1.2,-,6.66
263,Osvaldo Alonso Minnesota United,36, DMC,,7(1),570,-,0.4,44.5,90.4,0.3,3.4,-,6.65
264,Wyatt Omsberg Chicago,26, D(C),,2(2),171,1,0.3,32.8,76.3,-,1.8,-,6.65
265,Alejandro Fuenmayor Houston,25, D(C),,3(2),301,-,0.4,34.2,84.8,-,1.2,-,6.65
266,Mohammed Abu DC United,30, DMC,,4(2),333,-,0.3,36.0,87.0,-,2.5,-,6.65
267,Nedum Onuoha Salt Lake,35, D(CR),,15,1319,-,0.4,43.3,90.5,-,1.5,-,6.64
268,Graham Smith Kansas City,25, D(C),,3,226,-,-,39.3,79.7,-,4.7,-,6.64
269,Tristan Blackmon Los Angeles FC,25, D(CR),,8(3),738,-,0.5,38.7,77.7,-,3.0,-,6.64
270,Dario Zuparic Portland,29, D(C),,16(1),1446,-,0.2,40.8,83.5,-,3.3,-,6.64
271,Lucas Cavallini Vancouver,28, FW,,16(2),1459,-,0.4,13.8,64.9,0.1,0.4,-,6.64
272,Luis Díaz Columbus,22, AM(R),,12(6),1004,3,0.6,10.4,69.7,0.3,0.2,-,6.64
273,Gary Mackay-Steven New York City FC,31, AM(LR),,10(9),929,1,0.5,14.7,76.3,0.2,0.2,0.1,6.64
274,Jack Elliott Philadelphia,26, D(C),,8(6),800,-,0.2,30.6,81.1,-,2.9,0.1,6.64
275,Santiago Mosquera FC Dallas,26, AM(LR),,5(7),412,-,0.3,12.8,73.9,0.1,1,-,6.63
276,Jonathan Bornstein Chicago,37, D(CL),M(L),11(7),1037,1,0.2,22.1,71.3,0.3,0.6,-,6.63
277,Cory Burke Philadelphia,29, FW,,0(5),110,-,-,7.2,63.9,-,-,-,6.63
278,Felipe DC United,31, M(C),,4,360,-,0.3,61.0,84.4,-,4,-,6.63
279,Benjamin Mines New York,21, Midfielder,,1(3),146,1,0.8,9.0,61.1,0.5,-,-,6.63
280,Samuel Piette Montreal,27, M(C),,19,1681,1,1.1,39.8,81.1,0.3,2.2,-,6.62
281,Ismael Tajouri-Shradi New York City FC,27, AM(LR),FW,4(8),470,1,0.8,17.8,86.9,0.4,0.8,-,6.62
282,Andrés Perea Orlando City,21, M(C),,11(9),1172,2,0.5,28.8,85.6,0.1,2.1,0.1,6.62
283,Omar González Toronto,33, D(C),,18(2),1627,-,-,42.6,85.4,-,2.5,-,6.62
284,Boris Sekulic Chicago,30, D(R),M(R),18,1557,2,0.8,36.8,81.1,0.6,1.3,-,6.62
285,Braian Galván Colorado,21, M(LR),,2(6),245,1,1,14.3,84.2,0.1,0.4,-,6.62
286,Cristian Dájome Vancouver,27, AM(LR),FW,16(4),1388,3,1.3,22.6,79.2,0.4,0.8,-,6.61
287,John Nelson FC Dallas,23, D(L),,8(3),706,1,0.1,26.5,80.1,0.1,0.7,-,6.61
288,Rodrigo Schlegel Orlando City,24, D(C),,7(2),644,-,-,44.6,86.5,-,3.4,-,6.61
289,Emerson Hyndman Atlanta United,25, M(CL),,14(3),1242,1,0.6,42.6,90.5,-,1.9,-,6.61
290,Danny Musovski Los Angeles FC,25, FW,,6(8),616,1,0.4,9.4,72.7,-,0.1,-,6.61
291,Judson San Jose,28, DMC,,17(1),1482,-,0.1,49.1,88.1,0.1,4.6,-,6.61
292,Josh Williams Columbus,33, D(CR),,10(1),931,-,-,50.6,89.8,-,3.5,-,6.61
293,Oswaldo Alanís San Jose,32, D(C),,12,1036,-,0.2,59.3,86.0,-,7.2,-,6.61
294,Ruan Orlando City,26, D(R),M(R),15(3),1329,3,0.8,28.1,80.6,0.5,0.8,0.1,6.61
295,Pablo Bonilla Portland,21, D(LR),,9(2),806,1,0.6,24.5,72.5,0.5,0.5,-,6.61
296,Russell Canouse DC United,26, D(CR),DMC,12,967,-,0.4,37.7,81.6,0.3,3.0,-,6.6
297,Marko Maric Houston,25, GK,,20,1800,-,-,25.1,69.1,-,3.3,-,6.6
298,Daniel Steres L.A. Galaxy,31, D(C),,16,1440,-,0.2,37.8,83.6,-,4.3,-,6.6
299,Evan Bush Vancouver,35, GK,,8,720,-,-,28.0,73.2,-,7.3,-,6.6
300,David Ochoa Salt Lake,20, GK,,1,90,-,1.0,37.0,37.8,-,9,-,6.6
301,Jake Nerwinski Vancouver,27, D(CR),,15(3),1432,-,0.3,34.5,83.6,0.2,1.2,-,6.6
302,Héber New York City FC,30, AM(L),FW,9(1),713,1,1.0,18.8,73.4,-,0.5,-,6.6
303,Luis Binks Montreal,20, D(C),,17(1),1538,-,0.1,43.4,85.1,-,3.8,-,6.59
304,Benji Michel Orlando City,24, AM(LR),FW,8(10),806,2,0.6,10.3,79.5,-,0.3,-,6.59
305,Luis Amarilla Minnesota United,26, FW,,4(1),327,1,0.4,17.4,70.1,0.2,-,-,6.59
306,Cristian Penilla New England,30, AM(LR),,8(6),758,3,1.0,17.2,76.3,0.7,1.6,0.1,6.59
307,Przemyslaw Frankowski Chicago,26, M(CLR),,13(3),1190,1,1.9,28.6,76.2,0.4,0.8,-,6.59
308,Tommy McNamara New England,30, M(CLR),,11(3),862,1,0.8,36.1,83.8,0.1,4,0.1,6.59
309,Andrés Ríos San Jose,32, AM(C),FW,17(2),1441,1,1.1,21.8,81.4,-,1.8,-,6.59
310,Leandro González Pirez Inter Miami CF,29, D(C),,16,1440,1,0.4,44.4,83.8,0.1,5.1,-,6.59
311,Justin Morrow Toronto,34, D(CLR),M(L),10(4),914,-,0.8,32.4,84.6,0.4,0.9,-,6.59
312,Bryan Acosta FC Dallas,27, DMC,,10(1),759,2,1.5,41.2,86.1,0.4,3.4,-,6.58
313,C.J. Sapong Chicago,32, AM(LR),FW,2(6),280,-,0.1,9.9,65.8,0.1,0.1,-,6.58
314,Bradley Guzan Atlanta United,37, GK,,20,1800,-,-,37.3,76.6,-,9.7,-,6.58
315,Lassi Lappalainen Montreal,23, M(L),,7(5),675,-,0.5,17.7,79.7,0.1,0.9,0.1,6.58
316,Blaise Matuidi Inter Miami CF,34, M(CL),,14(1),1274,-,0.8,48.7,88.5,0.1,3.1,0.1,6.58
317,Mandela Egbo New York,24, D(R),,6(3),451,1,0.3,20.3,66.7,0.3,0.9,-,6.58
318,Brek Shea Inter Miami CF,31, D(L),M(LR),6(7),630,-,0.2,16.6,73.6,0.2,0.3,-,6.58
319,Ben Sweat Inter Miami CF,30, D(CL),M(L),18(1),1476,2,0.6,32.6,78.2,0.4,1.7,0.1,6.57
320,Dejan Jakovic Los Angeles FC,36, D(C),,10(4),930,-,0.1,39.4,87.7,-,1.6,-,6.57
321,Patrick Seagrist New York,23, Defender,,3,246,-,-,24.3,67.1,-,0.3,-,6.57
322,Tajon Buchanan New England,22, D(R),M(CR),10(10),990,2,0.6,14.4,79.8,0.3,0.3,-,6.57
323,Ryan Meara New York,31, GK,,13,1142,-,-,20.3,50.8,-,4.6,-,6.57
324,Quentin Westberg Toronto,35, GK,,18,1620,-,0.1,31.9,76.2,-,7.4,-,6.57
325,William Yarbrough Colorado,32, GK,,12,1080,-,-,26.0,70.2,-,6.2,-,6.57
326,Jason Pendant New York,24, D(L),,14(3),1343,2,0.5,36.4,67.7,0.5,1.1,-,6.57
327,AJ Delagarza JR Inter Miami CF,34, D(CLR),,5,427,-,0.2,31.2,82.1,-,1.4,-,6.57
328,Yony González L.A. Galaxy,27, AM(LR),FW,7(2),481,1,0.4,13.4,75.2,-,0.1,-,6.57
329,Brian White New York,25, FW,,10(6),818,1,0.6,12.1,58.5,-,0.1,-,6.57
330,Axel Sjöberg DC United,30, D(C),,2,171,-,-,23.0,87.0,-,1.0,-,6.57
331,Amro Tarek New York,29, D(C),,7(2),665,-,-,26.2,75.8,-,2.3,-,6.56
332,Tanner Tessmann FC Dallas,20, DMC,,9(10),1001,1,0.6,28.4,82.6,0.1,2.9,0.1,6.56
333,Rolf Feltscher L.A. Galaxy,31, D(R),,9(4),888,1,0.6,26.0,68.3,0.5,1.7,-,6.56
334,Michael Bradley Toronto,34, D(C),M(C),8(1),790,-,0.6,83.9,90.2,-,3.7,-,6.56
335,Mikey Ambrose Inter Miami CF,28, D(L),,1(2),142,-,0.7,13.7,75.6,1,0.3,-,6.56
336,Cristián Gutiérrez Vancouver,24, D(L),,7(3),620,1,0.9,33.9,82.3,0.8,1.6,0.1,6.56
337,Jeff Attinella Portland,33, GK,,1,90,-,1,27.0,77.8,-,8.0,-,6.56
338,Robin Jansson Orlando City,30, D(C),,19,1710,-,0.1,43.9,89.1,-,3.1,0.1,6.56
339,Jukka Raitala Montreal,33, D(CLR),M(L),13,1170,-,0.5,46.8,82.3,0.4,2.6,0.1,6.56
340,Nicholas DePuy L.A. Galaxy,27, D(C),,13(1),1229,1,0.2,35.1,80.1,-,2.9,-,6.56
341,Júnior Moreno DC United,28, DMC,,18,1594,1,0.7,53.1,87.3,0.1,3.7,-,6.56
342,Matt Besler Kansas City,34, D(C),,7(1),631,-,0.1,63.1,85.9,-,4.8,-,6.56
343,Andrew Farrell New England,29, D(CR),,18(1),1621,-,0.1,50.1,80.4,-,6.1,-,6.55
344,Zachary Brault-Guillard Montreal,22, D(R),M(R),18,1614,-,1,34.8,75.1,0.7,1.4,-,6.55
345,Mustafa Kizza Montreal,22, M(L),,0(1),19,-,-,7.0,100.0,-,1.0,-,6.55
346,Valeri Qazaishvili San Jose,28, AM(CLR),FW,6(6),583,1,0.8,17.6,88.6,-,1.1,-,6.55
347,Johan Kappelhof Chicago,31, D(CR),DMC,2(2),200,-,-,19.5,78.2,-,1.5,-,6.54
348,Shane O'Neill Seattle,28, D(CR),,12(2),1108,-,0.1,42.9,89.4,-,3.4,-,6.54
349,Bill Hamid DC United,30, GK,,14,1260,-,-,25.4,67.1,-,5.8,-,6.54
350,Paxton Pomykal FC Dallas,21, AM(CLR),,1(4),150,-,0.6,17.8,85.4,-,0.4,-,6.54
351,Rudy Camacho Montreal,30, D(C),,13,1099,-,0.2,50.5,86.6,-,4.7,0.1,6.54
352,Wil Trapp Inter Miami CF,28, DMC,,13(5),1154,-,0.2,38.3,87.4,0.1,2.5,-,6.54
353,Everton Luiz Salt Lake,33, DMC,,8(3),650,-,-,24.3,83.9,-,0.7,0.1,6.54
354,Alex Muyl Nashville SC,26, M(CLR),,15(3),1098,2,0.6,15.9,77.4,0.2,0.8,0.1,6.54
355,David Bingham L.A. Galaxy,32, GK,,14,1260,1,0.1,23.4,54.1,-,6.9,-,6.54
356,Giuseppe Rossi Salt Lake,34, FW,,1(3),139,-,0.5,15.5,83.9,0.5,1.3,-,6.53
357,Pablo Sisniega Los Angeles FC,26, GK,,12,1080,-,-,20.1,61.0,-,3.6,-,6.53
358,Tesho Akindele Orlando City,29, AM(CLR),FW,7(7),693,-,0.7,15.4,79.6,0.1,0.4,-,6.53
359,Jorge Corrales Montreal,30, D(L),M(L),10(2),889,1,0.7,35.1,78.4,0.2,0.9,-,6.52
360,Florian Jungwirth San Jose,32, D(CR),DMC,17,1494,-,0.2,54.2,87.3,-,3.6,-,6.52
361,Matt Real Philadelphia,22, D(L),,5(9),623,1,0.1,18.1,77.5,0.1,1.1,-,6.52
362,Bobby Shuttleworth Chicago,34, GK,,17,1530,-,-,27.6,80.6,-,4.1,-,6.52
363,Carlos Fierro San Jose,27, AM(L),,11(2),911,2,0.8,18.3,75.2,0.5,0.9,-,6.52
364,Nick DeLeon Toronto,31, D(LR),M(CLR),8(10),843,1,0.6,17.9,80.4,-,0.7,0.1,6.52
365,Luis Robles Inter Miami CF,37, GK,,12,1080,-,-,19.0,65.8,-,3.9,-,6.52
366,Janio Bikel Vancouver,26, D(R),DMC,12,949,-,-,30.3,85.2,-,1.7,-,6.52
367,Ilsinho Philadelphia,36, AM(CR),,1(18),491,3,0.5,16.6,87.3,0.2,0.3,0.1,6.51
368,Chris Seitz DC United,34, GK,,6,540,-,-,24.7,60.8,-,5.5,-,6.51
369,Matt Polster New England,28, D(R),DMC,8(7),761,1,0.7,31.2,86.8,0.1,2.2,0.1,6.51
370,Mason Toye Minnesota United,23, FW,,5(2),385,-,0.9,12.0,75.0,-,0.6,-,6.51
371,Joe Corona L.A. Galaxy,31, DMC,,9(4),748,-,0.5,31.6,81.0,0.2,1.2,-,6.51
372,Jürgen Damm Atlanta United,29, AM(R),,7(7),635,3,0.8,14.6,81.5,0.4,0.1,0.1,6.51
373,Aidan Morris Columbus,20, Midfielder,,2(6),324,-,0.3,20.3,89.5,0.3,1.6,-,6.5
374,Adrien Regattin FC Cincinnati,30, M(CLR),FW,4(3),416,1,1.1,24.4,81.9,0.7,2.6,0.1,6.5
375,Eric Remedi Atlanta United,26, M(C),,11(4),1017,1,0.2,36.6,84.2,0.1,2.3,0.1,6.5
376,Amar Sejdic Montreal,24, AM(C),,7(7),685,-,0.5,20.1,81.5,0.3,1.4,0.1,6.5
377,Tim Parker New York,28, D(CR),,18,1620,1,0.1,33.6,75.7,-,2.2,-,6.5
378,Kyle Zobeck FC Dallas,31, Goalkeeper,,3(1),318,-,-,22.0,71.6,-,3.8,-,6.5
379,Gudmundur Thórarinsson New York City FC,29, D(L),DMC,6(11),637,1,0.8,21.9,85.5,0.8,1.6,-,6.49
380,Jeff Larentowicz Atlanta United,38, D(C),DMC,10(6),976,-,0.3,32.6,84.9,-,1.9,-,6.49
381,Ariel Lassiter Houston,27, AM(R),FW,10(6),951,1,0.8,16.1,79.4,0.1,0.2,-,6.49
382,Andrew Gutman FC Cincinnati,25, D(CL),M(L),13(5),1216,-,0.5,30.1,79.2,0.2,1.5,-,6.49
383,Kenneth Vermeer Los Angeles FC,35, GK,,7,630,-,-,18.9,70.5,-,4.4,-,6.49
384,Matías Vera Houston,26, DMC,,17,1420,-,0.8,51.4,90.3,-,4.4,-,6.49
385,Przemyslaw Tyton FC Cincinnati,34, GK,,9,801,-,-,28.2,77.6,-,7.1,-,6.49
386,Jonathan Lewis Colorado,24, AM(LR),FW,7(8),638,-,0.5,9.6,82.6,0.3,0.1,-,6.49
387,Juan Agudelo Inter Miami CF,28, M(CLR),FW,7(5),675,-,0.7,18.3,73.2,-,0.2,-,6.48
388,Jackson Yueill San Jose,24, M(C),,18,1591,-,0.9,58.1,88.4,0.1,3.5,0.1,6.48
389,Edgar Castillo Atlanta United,35, D(L),M(L),1(2),96,-,-,19.7,83.1,0.3,-,-,6.48
390,Erik Hurtado Kansas City,31, AM(R),FW,3(11),375,-,0.1,6.5,74.7,0.1,0.1,-,6.48
391,Tommy Thompson San Jose,26, D(LR),M(CLR),11(6),978,2,0.5,30.3,88.3,0.1,1.3,-,6.48
392,Niko Hansen Houston,27, AM(R),,7(9),641,1,0.3,11.3,75.0,0.4,0.2,0.1,6.48
393,Matt LaGrassa Nashville SC,28, M(C),,4(4),376,-,0.4,22.9,84.7,0.3,1.4,-,6.48
394,Caden Clark New York,18, AM(CL),,3(4),279,-,0.1,9.9,56.5,-,0.3,-,6.48
395,Joseph-Claude Gyau FC Cincinnati,29, D(R),M(LR),18(1),1622,-,0.7,28.4,85.7,0.4,0.4,-,6.48
396,Érik Godoy Vancouver,28, D(CR),,11(1),941,-,0.2,40.5,86.0,-,4.1,-,6.48
397,Joseph Mora DC United,28, D(L),M(L),16(2),1342,-,0.2,29.9,79.6,0.4,1.3,-,6.48
398,Ayo Akinola Toronto,21, FW,,8(4),797,-,0.4,9.8,72.9,0.1,0.2,-,6.48
399,Jhegson Méndez Orlando City,24, DMC,,11(5),965,-,0.2,40.6,90.5,0.1,2.0,-,6.47
400,Derrick Jones Nashville SC,24, M(C),,9(9),913,2,0.4,18.6,79.9,0.1,0.3,-,6.47
401,Mauro Manotas Houston,26, AM(LR),FW,12(5),1097,1,1.2,16.2,79.3,0.1,0.4,0.1,6.47
402,Kevin Paredes DC United,18, M(L),,9(5),872,1,0.5,24.5,75.8,0.1,0.5,-,6.47
403,Mohammed Adams Atlanta United,25, DMC,,7(4),608,1,0.3,32.0,90.1,-,1.8,-,6.47
404,Sacha Kljestan L.A. Galaxy,36, M(CL),,7(6),685,-,1.1,30.5,81.4,0.2,1.2,-,6.47
405,Tom Barlow New York,26, FW,,10(8),862,-,0.2,9.6,71.5,0.1,0.1,-,6.47
406,David Milinkovic Vancouver,27, AM(C),,9(4),731,3,0.8,15.6,82.3,0.3,0.4,0.1,6.46
407,Collen Warner Colorado,33, M(C),,3(2),193,-,0.2,20.0,89.0,-,1.2,-,6.46
408,Matías Pellegrini Inter Miami CF,21, AM(CLR),,9(7),753,1,0.7,15.5,76.6,0.2,0.3,-,6.46
409,Kelyn Rowe New England,29, D(L),M(CLR),7(6),656,-,0.5,24.2,79.7,0.3,2.1,-,6.46
410,Lee Nguyen Inter Miami CF,35, M(CLR),FW,0(2),38,-,1.5,17.5,80.0,1.5,1.0,-,6.46
411,Adam Jahn Atlanta United,30, FW,,11(7),977,1,0.4,13.8,72.3,0.1,0.2,-,6.46
412,Anton Walkes Atlanta United,24, D(CLR),,15,1310,-,0.1,63.8,89.4,-,4.5,-,6.46
413,Nicolás Figal Inter Miami CF,27, D(CR),,18,1477,-,0.3,45.3,81.0,0.2,4.9,-,6.46
414,James Marcinkowski San Jose,24, GK,,11,990,-,0.1,32.3,75.5,-,6.3,-,6.46
415,Drew Moor Colorado,37, D(CLR),,3(3),307,-,0.3,36.0,94.9,-,2.0,-,6.45
416,Siad Haji San Jose,21, Midfielder,,0(4),49,-,0.5,10.3,92.7,0.3,0.5,-,6.45
417,Griffin Yow DC United,19, M(R),,4(7),385,-,0.2,7.1,80.8,0.1,0.6,-,6.45
418,Andrés Reyes Inter Miami CF,22, D(C),,12,955,-,-,30.5,83.6,-,2.2,-,6.45
419,Maikel van der Werff FC Cincinnati,32, D(C),,10(2),903,-,-,48.4,88.0,-,4.2,-,6.45
420,Cristhian Paredes Portland,23, DMC,,8(8),754,-,0.5,23.9,79.4,0.1,1.7,-,6.45
421,Yuya Kubo FC Cincinnati,27, M(CLR),FW,12(4),1038,-,0.8,23.9,80.9,0.3,1.1,-,6.45
422,Andy Polo Portland,27, M(CLR),,6(7),650,1,0.2,24.8,88.5,0.2,1.0,-,6.45
423,Jake Mulraney Atlanta United,25, M(LR),,7(9),665,1,0.4,13.8,78.3,0.6,0.3,-,6.45
424,Efraín Álvarez L.A. Galaxy,19, AM(CR),,6(7),662,1,1.4,22.9,75.5,0.7,2.1,-,6.45
425,Aboubacar Keita Columbus,21, D(C),,9,779,-,-,46.9,87.0,-,3.0,-,6.45
426,Victor Ulloa Inter Miami CF,29, D(R),M(C),14(6),1179,1,0.8,27.1,84.5,0.1,0.9,-,6.45
427,Kekuta Manneh New England,26, AM(CLR),FW,2(4),183,1,1,11.0,71.2,-,0.3,0.2,6.44
428,Álex Roldan Seattle,25, D(R),M(LR),3(12),525,1,0.2,17.2,81.8,0.4,1.4,-,6.44
429,Dru Yearwood New York,21, DMC,,8(4),612,-,0.3,22.4,73.6,0.1,1.2,-,6.44
430,Marvin Loría Portland,24, AM(LR),,7(7),590,-,0.5,12.9,84.4,0.3,1.1,-,6.44
431,Jared Stroud New York,25, AM(LR),,11(6),870,2,1.4,17.7,67.1,0.4,0.4,0.1,6.44
432,Jeremy Kelly Colorado,24, Defender,,1(6),174,1,0.4,21.0,90.5,-,1.3,-,6.43
433,Russell Teibert Vancouver,28, M(CLR),,16(1),1316,-,0.5,35.3,90.8,0.3,1.8,-,6.43
434,Diego Fagundez New England,26, M(CLR),FW,8(9),849,-,0.9,24.8,84.8,0.4,2.0,-,6.43
435,Tanner Beason San Jose,24, D(C),,9,810,-,0.1,54.6,82.9,-,4.7,-,6.43
436,Jorge Moreira Portland,31, D(R),,1,89,-,-,52.0,78.8,1,4.0,-,6.43
437,Chris Duvall Portland,30, D(CR),,7,558,-,0.1,30.0,75.7,0.3,3.4,-,6.42
438,Tah Anunga Nashville SC,25, DMC,,8(6),779,-,0.1,27.6,86.5,-,1.2,-,6.42
439,Raheem Edwards Minnesota United,26, D(L),M(CLR),2(7),234,1,0.4,10.0,71.1,0.2,0.6,-,6.42
440,Ulises Segura DC United,28, AM(CLR),,5(2),477,-,0.7,18.7,75.6,0.6,0.4,-,6.42
441,George Campbell Atlanta United,20, D(C),,0(1),46,-,-,43.0,83.7,-,3,-,6.42
442,Gerso Kansas City,30, AM(LR),,9(7),708,3,0.6,10.2,73.6,0.3,0.1,-,6.42
443,Abu Danladi Nashville SC,26, AM(R),FW,7(10),578,1,0.5,7.6,76.7,0.1,0.1,-,6.41
444,Francisco Ginella Los Angeles FC,22, M(C),,13(6),1030,1,0.5,35.6,83.0,0.1,1.3,-,6.41
445,Connor Sparrow Chicago,27, Goalkeeper,,1,90,-,-,26.0,50.0,-,3,-,6.41
446,Sam Nicholson Colorado,26, M(CLR),FW,2,175,-,1,22.5,84.4,1,-,-,6.41
447,Zico Bailey FC Cincinnati,21, D(R),,3(2),297,-,0.8,28.0,89.3,0.2,1.8,-,6.41
448,Ranko Veselinovic Vancouver,22, D(C),,13(2),1116,-,0.1,35.4,85.3,0.1,2.9,-,6.41
449,Ethan Zubak L.A. Galaxy,23, FW,,10(4),698,-,0.2,10.7,71.3,-,0.1,-,6.41
450,Chris Wondolowski San Jose,38, AM(CR),FW,13(6),1225,1,0.5,15.2,78.1,-,1.2,0.1,6.41
451,Michael Baldisimo Vancouver,21, M(C),,7(6),704,-,0.5,30.9,84.8,0.7,4.0,-,6.41
452,Brandon Vázquez FC Cincinnati,23, FW,,8(8),711,2,0.3,9.9,61.4,-,0.4,-,6.41
453,Kenneth Kronholm Chicago,36, GK,,2,180,-,-,27.0,75.9,-,8.0,-,6.4
454,Aljaz Struna Houston,31, D(CR),,13(1),1168,-,0.1,53.6,88.4,-,2.9,-,6.4
455,Andy Rose Vancouver,31, D(C),M(CR),10(3),854,1,0.2,33.3,82.9,-,3.5,-,6.4
456,Nicolás Mezquida Colorado,29, AM(CLR),FW,2(12),387,1,0.4,14.8,80.7,-,0.5,-,6.4
457,Saad Abdul-Salaam FC Cincinnati,30, D(R),,4(1),328,-,0.2,28.2,85.1,-,1.2,-,6.4
458,Jesús Ferreira FC Dallas,20, AM(C),FW,12(6),921,1,0.4,18.8,74.3,0.1,0.9,-,6.39
459,Eriq Zavaleta Toronto,29, D(C),,3(1),256,-,-,38.8,89.7,-,2.0,-,6.39
460,José Bizama Houston,27, D(R),,6(2),569,-,0.5,27.5,80.0,0.6,0.6,-,6.39
461,Marc Rzatkowski New York,31, M(CR),,7(6),626,1,0.9,22.6,77.6,0.8,1.2,-,6.38
462,Daniel Ríos Nashville SC,26, FW,,8(10),701,-,0.4,9.3,82.6,-,0.2,-,6.38
463,Waylon Francis Columbus,31, D(L),M(L),2(2),196,-,0.5,17.8,78.9,0.5,0.5,-,6.38
464,Christian Ramírez Houston,30, FW,,8(7),675,1,0.5,10.6,71.7,-,0.7,0.1,6.38
465,Jordy Delem Seattle,28, D(R),DMC,8(5),643,-,0.2,25.0,87.4,-,1.2,-,6.38
466,Noah Billingsley Minnesota United,24, Defender,,0(1),6,-,-,4.0,75.0,-,-,-,6.38
467,Jesse González FC Dallas,26, GK,,2,180,-,-,25.0,78.0,-,3,-,6.38
468,Marlon Hairston Minnesota United,27, D(R),M(CR),4(4),401,-,0.3,21.9,85.1,-,0.8,-,6.37
469,Sam Junqua Houston,25, D(CL),M(L),2(6),242,-,0.1,9.5,76.3,-,0.3,-,6.37
470,Corey Baird Salt Lake,25, AM(LR),FW,14(4),1284,1,0.8,23.4,76.8,0.2,0.5,-,6.37
471,Krisztián Németh Columbus,32, AM(LR),FW,2(2),186,-,-,8.8,77.1,0.3,0.3,-,6.37
472,Giancarlo González L.A. Galaxy,33, D(C),,7(1),574,-,-,27.5,76.4,-,2.9,-,6.36
473,Sebastien Ibeagha New York City FC,29, D(C),,2(5),282,-,-,15.1,84.0,-,0.6,-,6.36
474,Nicolas Benezet Colorado,30, AM(CLR),,2(7),292,-,0.8,17.7,83.6,0.4,0.3,-,6.36
475,Ola Kamara DC United,32, AM(L),FW,16(4),1264,-,0.5,17.8,74.1,-,0.6,-,6.36
476,Warren Creavalle Philadelphia,31, D(R),DMC,3(5),273,-,0.3,14.3,80.7,-,0.8,-,6.36
477,David Accam Nashville SC,31, AM(LR),FW,2(5),205,-,0.4,6.6,76.1,0.3,0.1,0.1,6.36
478,Omir Fernandez New York,22, AM(L),,4(8),435,1,0.5,10.0,70.0,-,0.2,-,6.36
479,Derek Cornelius Vancouver,23, D(C),,10(1),904,-,-,38.6,85.4,-,3.0,-,6.35
480,Youness Mokhtar Columbus,30, AM(LR),,8(8),640,-,0.3,13.4,80.5,0.3,0.6,-,6.35
481,Dylan Nealis Inter Miami CF,23, D(R),M(R),8(9),935,-,0.6,22.8,77.8,0.2,1.3,-,6.35
482,Gelmin Rivas DC United,32, FW,,7(6),502,-,0.2,8.5,75.5,-,0.3,-,6.35
