,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
239,Luke Thomas Leicester,20, D(L),M(L),12(2),972,-,0.5,28.9,71.6,0.2,0.7,-,6.65
240,Willian Arsenal,33, AM(CLR),,16(9),1407,5,1.3,27.1,87.5,1.1,1.4,-,6.65
241,Séamus Coleman Everton,33, D(CR),M(R),18(7),1612,3,0.8,25.8,82.9,0.4,1.3,-,6.65
242,Leander Dendoncker Wolves,26, D(C),DMC,28(5),2501,-,0.5,36.5,85.5,0.1,1.3,-,6.65
243,Jeffrey Schlupp Crystal Palace,28, D(L),M(CLR),15(12),1426,3,0.7,14.8,73.9,0.2,0.4,-,6.65
244,Dean Henderson Man Utd,24, GK,,12(1),1125,-,-,19.8,67.4,-,2.2,-,6.65
245,Jordan Pickford Everton,27, GK,,31,2743,-,-,32.2,61.8,-,8.5,-,6.65
246,Ahmed El Mohamady Aston Villa,34, D(R),M(R),8(6),832,-,0.9,33.6,78.1,0.7,2.1,-,6.64
247,Issa Diop West Ham,24, D(C),,15(3),1379,-,0.1,32.4,82.2,-,1.0,-,6.64
248,Sergio Agüero Man City,33, AM(CL),FW,7(5),559,1,0.6,14.3,80.7,0.1,0.2,-,6.64
249,Ciaran Clark Newcastle,32, D(CL),,21(1),1893,-,0.1,35.9,81.5,-,1.8,-,6.64
250,Federico Fernández Newcastle,32, D(C),,24,2083,-,0.3,34.8,80.7,0.1,2.3,-,6.64
251,Matt Ritchie Newcastle,32, D(L),M(CLR),15(3),1352,2,1.4,24.3,76.0,1.8,1.4,-,6.64
252,Mason Holgate Everton,25, D(CR),M(R),26(2),2290,-,0.3,39.4,79.1,0.2,3.1,-,6.63
253,Conor Gallagher West Brom,21, AM(C),,28(2),2532,2,0.7,29.7,81.5,0.4,1.6,-,6.63
254,Ashley Westwood Burnley,31, DMC,,38,3411,3,1.4,53.8,78.7,1.2,4.2,-,6.63
255,Lucas Moura Tottenham,29, AM(CLR),FW,14(16),1403,4,0.5,19.0,75.2,0.2,0.2,-,6.63
256,Emerson Chelsea,27, D(L),M(L),0(2),89,-,-,28.0,73.2,0.5,1.5,-,6.63
257,Benjamin Mendy Man City,27, D(L),DMC,11(2),955,1,0.4,42.5,83.9,0.3,1.1,-,6.63
258,Ola Aina Fulham,25, D(CLR),M(LR),31,2671,1,0.5,47.2,78.9,0.3,2.1,-,6.63
259,Lukasz Fabianski West Ham,36, GK,,35,3150,-,-,24.5,54.9,-,7.5,-,6.62
260,Darnell Furlong West Brom,26, D(CR),M(R),32(3),2932,3,0.5,23.3,59.4,0.5,1.2,-,6.62
261,Georginio Wijnaldum Liverpool,31, M(CLR),,34(4),2947,-,0.6,46.2,92.7,-,1.2,-,6.62
262,Giovani Lo Celso Tottenham,25, M(CR),FW,11(7),950,1,0.8,31.7,81.4,0.2,1.1,0.1,6.62
263,Ezgjan Alioski Leeds,29, D(L),M(CLR),29(7),2466,3,0.8,38.3,79.5,0.4,0.8,-,6.62
264,Daniel James Man Utd,24, AM(LR),FW,11(4),914,1,0.7,19.2,81.3,0.1,0.1,-,6.61
265,Ederson Man City,28, GK,,36,3240,1,-,26.6,81.2,-,4.4,-,6.61
266,Ricardo Pereira Leicester,28, D(LR),M(R),10(5),959,1,0.7,30.9,77.1,0.3,0.7,0.1,6.61
267,Jack Robinson Sheff Utd,28, D(CL),M(L),9(2),875,1,0.1,38.5,82.0,-,1.4,-,6.61
268,Fabio Carvalho Fulham,19, AM(C),,3(1),255,-,0.5,21.3,78.8,-,-,-,6.61
269,Kai Havertz Chelsea,22, M(CR),FW,18(9),1522,3,0.7,28.4,84.9,-,0.4,-,6.6
270,Benjamin White Brighton,24, D(C),DMC,36,3195,-,0.2,48.5,83.2,-,2.3,-,6.6
271,Ayoze Pérez Leicester,28, AM(CLR),FW,15(10),1333,1,0.9,18.8,76.8,0.3,0.2,-,6.6
272,Jamaal Lascelles Newcastle,28, D(C),,19,1628,-,0.2,32.7,80.2,-,2.2,-,6.6
273,Mario Lemina Fulham,28, DMC,,19(9),1705,-,0.4,31.7,83.5,-,1.7,-,6.6
274,Robert Sánchez Brighton,24, GK,,27,2430,-,-,36.4,70.9,-,6.9,-,6.59
275,Saïd Benrahma West Ham,26, AM(CLR),,14(16),1392,6,0.9,16.1,82.0,0.3,0.3,-,6.59
276,Naby Keïta Liverpool,26, M(C),,7(3),524,-,0.6,35.6,87.9,0.1,0.7,0.1,6.59
277,Robin Koch Leeds,25, D(C),DMC,13(4),1131,-,0.2,45.2,86.2,-,2.5,-,6.59
278,Maximilian Kilman Wolves,24, D(C),,14(4),1307,1,0.3,41.4,87.9,-,0.9,-,6.59
279,John Egan Sheff Utd,29, D(C),,30(1),2630,1,0.1,36.2,81.7,-,3.0,-,6.58
280,Curtis Jones Liverpool,20, M(C),,13(11),1178,2,0.5,40.3,92.2,-,0.9,-,6.58
281,Nemanja Matic Man Utd,33, DMC,,12(8),1102,-,0.4,50.8,90.3,0.1,2.7,-,6.58
282,Scott Dann Crystal Palace,34, D(C),,15,1350,-,0.1,42.7,80.9,-,2.4,-,6.58
283,Nathan Aké Man City,26, D(CL),DMC,9(1),797,-,0.1,75.1,93.1,-,1.4,-,6.57
284,Joe Rodon Tottenham,24, D(C),,8(4),732,-,-,35.8,88.1,-,1.3,-,6.57
285,Neal Maupay Brighton,25, AM(C),FW,29(4),2519,2,1,19.7,78.5,0.2,0.4,0.1,6.57
286,Gary Cahill Crystal Palace,35, D(C),,20,1800,1,0.4,37.3,82.4,-,2.4,-,6.57
287,Cheikhou Kouyaté Crystal Palace,31, D(CR),DMC,35(1),3123,-,0.2,35.5,77.2,-,2.5,-,6.57
288,Theo Walcott Southampton,32, M(CLR),FW,20(1),1629,3,0.8,19.0,74.4,0.2,0.3,-,6.56
289,Bernardo Brighton,26, D(LR),M(L),2(1),204,-,0.7,24.7,74.3,0.3,0.7,-,6.56
290,Ben Davies Tottenham,28, D(CL),M(L),14(6),1340,1,0.4,32.3,79.2,0.3,1.1,-,6.56
291,Édouard Mendy Chelsea,29, GK,,31,2746,-,-,29.0,83.3,-,3.5,-,6.56
292,Rayan Aït-Nouri Wolves,20, D(L),M(L),16(5),1406,1,0.7,29.9,86.1,0.6,0.8,-,6.56
293,Bernd Leno Arsenal,29, GK,,35,3132,-,-,28.5,76.8,-,3.2,-,6.56
294,Luka Milivojevic Crystal Palace,30, DMC,,27(4),2365,1,0.7,41.7,83.0,0.5,2.4,-,6.55
295,Aaron Ramsdale Sheff Utd,23, GK,,38,3420,-,0.1,26.8,43.4,-,7.4,-,6.55
296,Nathan Redmond Southampton,27, AM(CLR),FW,17(12),1731,3,1,24.0,76.8,0.1,0.7,-,6.55
297,Joel Ward Crystal Palace,32, D(LR),DMC,25(1),2255,1,0.3,31.5,71.9,0.1,1.3,-,6.55
298,Rúnar Alex Rúnarsson Arsenal,26, GK,,0(1),16,-,-,9.0,55.6,-,-,-,6.55
299,Kasper Schmeichel Leicester,35, GK,,38,3420,-,-,28.1,70.4,-,6.4,-,6.55
300,Kean Bryan Sheff Utd,25, D(C),,12(1),1007,-,0.3,34.4,70.9,0.2,2.2,-,6.55
301,Ivan Cavaleiro Fulham,28, AM(CLR),FW,27(9),2476,-,1.2,20.1,76.2,0.8,0.7,-,6.54
302,Alex Iwobi Everton,25, M(CLR),,17(13),1543,2,0.5,19.8,83.0,0.3,0.8,-,6.54
303,Juan Mata Man Utd,33, AM(CLR),,6(3),510,2,0.9,31.8,85.7,0.4,0.7,0.1,6.54
304,Jayden Bogle Sheff Utd,21, D(R),M(R),12(4),1109,-,0.3,19.5,76.0,0.1,0.3,-,6.53
305,Conor Coady Wolves,28, D(CR),DMC,37,3304,-,0.1,50.2,88.0,-,6.7,-,6.53
306,Jack Stephens Southampton,27, D(CR),,17(1),1539,-,0.3,57.1,81.2,-,3.3,-,6.52
307,Bobby De Cordova-Reid Fulham,28, M(CLR),FW,28(5),2383,2,0.4,23.0,77.5,0.2,0.8,-,6.52
308,Marvelous Nakamba Aston Villa,27, DMC,,9(4),751,-,0.2,21.9,84.2,-,0.6,-,6.52
309,Darren Randolph West Ham,34, GK,,3,270,-,-,20.3,50.8,-,5.0,-,6.52
310,Olivier Giroud Chelsea,35, FW,,8(9),747,-,0.4,12.9,70.3,0.1,0.1,-,6.52
311,Jordan Ayew Crystal Palace,30, AM(CLR),FW,23(10),2098,3,0.4,19.2,81.0,0.1,0.3,-,6.52
312,Mateusz Klich Leeds,31, M(C),,28(7),2399,5,1.3,41.9,82.3,0.3,1.5,-,6.51
313,John Fleck Sheff Utd,30, DMC,,29(2),2577,2,1.1,36.7,82.9,0.7,1.3,-,6.51
314,Robbie Brady Burnley,29, D(L),M(CLR),12(7),1055,1,0.4,18.5,69.2,0.4,1.3,-,6.51
315,Jack Cork Burnley,32, DMC,,15(1),1353,-,0.5,31.3,83.8,0.1,1.1,-,6.51
316,Robert Snodgrass West Brom,34, M(CLR),,6(2),527,-,0.4,16.5,78.8,0.4,0.5,-,6.51
317,Dara O'Shea West Brom,22, D(CR),,25(3),2102,-,0.2,28.9,63.6,-,3.2,-,6.51
318,David Luiz Arsenal,34, D(C),DMC,17(3),1400,-,0.1,50.0,83.5,-,3.6,0.1,6.51
319,Ruben Loftus-Cheek Fulham,25, M(CLR),,21(9),1913,-,0.6,23.6,80.7,0.1,0.3,-,6.5
320,Aleksandar Mitrovic Fulham,27, FW,,13(14),1390,3,0.9,14.0,73.5,0.1,0.3,0.1,6.5
321,Rui Patrício Wolves,33, GK,,37,3330,-,-,17.9,62.5,-,4.7,-,6.5
322,Alex McCarthy Southampton,31, GK,,30,2700,-,-,31.3,61.0,-,4.8,-,6.49
323,Steven Bergwijn Tottenham,24, AM(CLR),FW,13(8),1214,3,0.6,19.8,83.7,-,0.1,-,6.49
324,Neco Williams Liverpool,20, D(R),,3(3),249,-,0.5,26.2,79.6,0.2,0.5,-,6.49
325,Dele Alli Tottenham,25, M(CL),FW,7(8),619,1,0.6,22.0,81.8,0.1,0.3,0.1,6.49
326,Jóhann Gudmundsson Burnley,31, AM(CLR),,16(6),1369,-,0.4,19.9,79.6,0.2,1.0,-,6.49
327,Oliver Norwood Sheff Utd,30, M(C),,26(6),2226,-,1,43.9,83.4,1,3.5,-,6.48
328,Cédric Soares Arsenal,30, D(LR),M(R),8(2),745,1,0.6,36.4,76.4,0.8,0.9,-,6.48
329,Ainsley Maitland-Niles West Brom,24, D(LR),M(CLR),14(1),1233,-,0.3,26.5,77.6,0.1,1.1,-,6.48
330,Joe Gomez Liverpool,24, D(CLR),,6(1),590,-,0.1,79.4,89.7,-,5.6,-,6.48
331,James Milner Liverpool,35, D(LR),M(CLR),11(15),1062,1,0.5,33.0,85.6,0.4,1.1,-,6.48
332,Emil Krafth Newcastle,27, D(CR),,14(2),1290,-,0.4,28.4,74.9,0.2,1.2,-,6.47
333,David de Gea Man Utd,31, GK,,26,2296,-,-,19.3,75.4,-,3.2,-,6.47
334,Cengiz Ünder Leicester,24, AM(CLR),,1(8),275,2,0.7,12.3,77.5,0.3,0.2,-,6.47
335,Patrick van Aanholt Crystal Palace,31, D(L),M(L),20(2),1776,1,0.5,43.3,80.1,0.4,1.4,-,6.47
336,Max Lowe Sheff Utd,24, D(LR),M(L),7(1),552,-,0.3,21.5,72.7,0.1,0.6,-,6.47
337,Ashley Barnes Burnley,32, AM(CL),FW,15(7),1337,-,0.9,13.8,61.8,-,0.3,-,6.47
338,Jonny Wolves,27, D(CLR),M(L),7,501,-,0.3,26.1,76.5,-,0.3,-,6.46
339,Tom Davies Everton,23, M(C),,17(8),1426,1,0.2,27.9,81.2,0.1,1.4,-,6.46
340,André Gomes Everton,28, M(CLR),,17(11),1568,1,0.5,31.3,85.3,0.1,2.0,-,6.46
341,Vicente Guaita Crystal Palace,34, GK,,37,3330,-,-,24.9,49.6,-,6.8,-,6.46
342,Rúben Vinagre Wolves,22, D(L),M(L),1(1),172,-,0.5,40.0,86.3,1,1.0,-,6.46
343,Adam Lallana Brighton,33, AM(CLR),,16(14),1592,1,0.8,30.8,85.0,0.1,0.6,-,6.45
344,Virgil van Dijk Liverpool,30, D(C),,5,371,-,-,68.2,90.0,-,5.6,-,6.45
345,Moussa Sissoko Tottenham,32, M(CR),,15(10),1577,-,0.2,30.4,84.4,-,1.2,-,6.44
346,Willian José Wolves,29, FW,,12(5),1114,-,0.7,17.5,81.2,0.1,1.0,-,6.44
347,Ainsley Maitland-Niles Arsenal,24, D(LR),M(CLR),5(6),486,-,0.2,22.8,78.1,0.2,0.9,-,6.44
348,Marçal Wolves,32, D(CL),M(L),7(6),622,-,0.3,23.2,82.7,0.1,1.5,-,6.44
349,Alexis Mac Allister Brighton,22, M(CL),,13(8),1117,1,0.7,18.9,80.8,-,0.8,-,6.44
350,Erik Pieters Burnley,33, D(L),M(L),13(7),1262,1,0.3,23.6,74.4,-,1.4,-,6.44
351,Ryan Fredericks West Ham,29, D(R),M(R),6(8),567,1,0.9,16.1,77.0,0.4,0.1,-,6.44
352,Daniel Jebbison Sheff Utd,18, FW,,3(1),284,-,0.3,8.8,68.6,-,0.3,-,6.43
353,John Ruddy Wolves,35, GK,,1(1),91,-,-,7.0,64.3,-,1.5,-,6.43
354,Tyler Roberts Leeds,22, AM(C),FW,14(13),1341,2,0.6,17.1,71.6,0.1,0.5,0.1,6.43
355,Sander Berge Sheff Utd,23, DMC,,13(2),1120,1,0.9,29.1,85.6,0.1,1,-,6.43
356,Mohamed Elneny Arsenal,29, DMC,,17(6),1542,-,0.2,44.0,93.0,-,1.6,-,6.43
357,Takumi Minamino Southampton,26, AM(CLR),FW,9(1),717,-,0.5,24.9,73.5,-,0.7,-,6.42
358,Theo Corbeanu Wolves,19, Forward,,0(1),8,-,1,2.0,100.0,1,-,-,6.42
359,Ryan Bertrand Southampton,32, D(CL),M(L),29,2599,1,0.5,41.3,79.6,0.5,0.8,-,6.41
360,Dennis Praet Leicester,27, AM(CR),,10(5),724,1,0.5,19.6,82.7,0.3,0.4,-,6.41
361,Steven Alzate Brighton,23, DMC,M(L),10(5),898,-,0.7,29.1,89.9,0.1,1.5,-,6.41
362,Bernard Everton,29, AM(CL),,3(9),450,-,0.8,21.0,84.9,0.3,0.7,-,6.41
363,Grady Diangana West Brom,23, AM(LR),,15(5),1239,-,0.3,16.8,76.2,0.1,0.3,-,6.41
364,Callum Robinson West Brom,26, AM(CLR),FW,20(8),1567,-,0.6,13.9,74.9,0.2,0.4,-,6.41
365,Manuel Lanzini West Ham,28, M(CLR),,5(12),560,1,0.6,21.8,90.5,0.1,0.5,-,6.41
366,Eric Bailly Man Utd,27, D(CR),,10(2),915,-,-,46.8,88.3,-,1.7,-,6.41
367,Daniel Amartey Leicester,26, D(CR),DMC,9(4),722,-,-,34.9,86.3,-,1.2,-,6.4
368,Takumi Minamino Liverpool,26, AM(CLR),FW,2(7),289,-,-,15.3,79.7,-,0.1,-,6.4
369,Ben Osborn Sheff Utd,27, D(L),M(CLR),17(7),1606,-,0.7,31.0,81.0,0.7,0.8,-,6.4
370,Semi Ajayi West Brom,28, D(C),DMC,31(2),2780,-,0.2,28.4,73.2,-,1.8,-,6.4
371,Sam Field West Brom,23, DMC,,0(3),62,-,-,8.0,62.5,-,0.3,-,6.4
372,Tim Ream Fulham,34, D(CL),DMC,7,630,-,-,66.9,90.6,-,3.7,-,6.4
373,Percy Tau Brighton,27, AM(CR),FW,1(2),102,1,1,10.3,77.4,-,-,0.3,6.39
374,Xherdan Shaqiri Liverpool,30, M(CLR),,5(9),553,2,1.4,28.5,87.2,0.5,0.9,0.1,6.39
375,Joe Bryan Fulham,28, D(L),M(CL),7(9),666,-,0.3,19.6,75.2,0.4,0.8,0.1,6.39
376,Phil Bardsley Burnley,36, D(LR),,3(1),273,-,-,27.3,64.2,0.5,1.3,-,6.39
377,Josh Maja Fulham,22, FW,,9(6),810,-,0.5,12.0,85.0,-,0.2,-,6.39
378,Fabian Schär Newcastle,29, D(C),,13(5),1247,-,-,32.3,77.1,-,3.5,-,6.39
379,Enda Stevens Sheff Utd,31, D(CL),M(L),30,2700,1,0.6,39.5,78.1,0.4,1.9,-,6.39
380,James Tomkins Crystal Palace,32, D(CR),,6(2),552,-,0.1,22.8,76.9,-,1.5,-,6.39
381,Ben Johnson West Ham,21, D(LR),M(L),5(9),519,-,0.3,13.1,72.3,0.2,0.6,-,6.39
382,Morgan Gibbs-White Wolves,21, AM(CR),,4(7),412,-,0.7,20.2,86.0,-,0.8,-,6.38
383,Ryan Fraser Newcastle,27, M(CLR),FW,9(9),927,2,1.4,14.6,79.4,1.4,0.2,-,6.38
384,Javier Manquillo Newcastle,27, D(LR),M(R),10(3),826,-,0.4,22.3,75.9,0.5,0.8,-,6.37
385,Carlos Vinícius Tottenham,26, FW,,3(6),306,-,0.2,5.1,52.2,-,0.1,-,6.37
386,Filip Krovinovic West Brom,26, M(CL),,5(6),545,-,0.5,32.7,83.3,0.5,1.4,-,6.37
387,Harry Winks Tottenham,25, DMC,,9(6),861,-,0.3,45.4,84.9,0.1,1.7,-,6.37
388,Moussa Djenepo Southampton,23, AM(LR),,15(12),1240,-,0.2,14.1,72.8,-,0.3,-,6.37
389,Nampalys Mendy Leicester,29, M(C),,15(8),1458,1,0.2,42.3,91.0,-,1.1,-,6.36
390,Matej Vydra Burnley,29, AM(CL),FW,15(13),1368,2,0.5,8.4,71.2,-,0.1,-,6.36
391,Sean Longstaff Newcastle,24, DMC,,15(7),1406,1,0.5,25.4,81.5,0.3,2.3,-,6.36
392,Erik Lamela Tottenham,29, AM(CLR),,5(18),708,-,0.4,14.7,83.1,0.1,0.3,-,6.36
393,Keinan Davis Aston Villa,23, FW,,1(14),266,1,0.4,4.9,74.0,0.1,0.1,-,6.36
394,Ki-Jana Hoever Wolves,19, M(R),,5(7),574,-,0.3,24.3,78.0,0.2,0.9,-,6.36
395,Jack O'Connell Sheff Utd,27, D(C),,2,180,-,-,38.5,71.4,-,2,-,6.36
396,George Baldock Sheff Utd,28, D(CR),M(R),32,2789,2,0.6,28.0,78.3,0.3,0.7,-,6.35
397,DeAndre Yedlin Newcastle,28, D(R),M(R),5(1),437,-,0.5,22.5,64.4,0.2,1.2,-,6.35
398,Owen Otasowie Wolves,20, Midfielder,,2(4),187,1,0.3,9.8,72.9,-,-,-,6.35
399,Donny van de Beek Man Utd,24, M(C),,4(15),515,1,0.2,14.4,86.1,-,0.3,-,6.35
400,Matt Phillips West Brom,30, M(CLR),FW,20(13),1829,1,0.8,14.5,74.3,0.6,0.4,-,6.34
401,Ross Barkley Chelsea,27, M(CLR),,0(2),40,-,0.5,13.5,85.2,-,2,-,6.34
402,Jairo Riedewald Crystal Palace,25, D(CL),DMC,19(14),1819,-,0.4,19.1,85.6,-,0.5,-,6.34
403,Jamal Lewis Newcastle,23, D(L),M(L),20(4),1833,1,0.6,27.1,77.1,0.5,1.3,-,6.34
404,Nathaniel Clyne Crystal Palace,30, D(LR),M(R),13,1147,1,0.3,34.1,76.3,0.4,1.2,-,6.33
405,Jeff Hendrick Newcastle,29, M(CR),,17(5),1423,1,0.3,24.5,80.1,0.1,1.3,-,6.33
406,Eddie Nketiah Arsenal,22, FW,,4(13),415,1,0.5,5.4,82.4,0.1,-,-,6.33
407,Michy Batshuayi Crystal Palace,28, FW,,7(11),724,1,0.5,9.3,71.3,0.1,0.1,-,6.32
408,Hélder Costa Leeds,27, AM(CLR),,13(9),1158,3,0.4,13.8,76.6,0.1,0.1,-,6.32
409,Billy Gilmour Chelsea,20, M(C),,3(2),260,-,0.6,45.0,88.0,-,1.2,-,6.32
410,Kevin Long Burnley,31, D(C),,7(1),636,-,0.1,33.1,71.3,-,2.6,-,6.32
411,Andy Carroll Newcastle,32, FW,,4(14),384,-,0.1,7.6,61.8,-,0.3,-,6.31
412,Fábio Silva Wolves,19, FW,,11(21),1357,3,0.3,10.1,72.8,-,-,-,6.3
413,Anthony Gordon Everton,20, AM(L),,1(2),88,-,0.3,8.3,84.0,-,0.3,-,6.29
414,James McCarthy Crystal Palace,31, M(C),,10(6),824,-,0.3,20.7,76.4,0.3,1.5,-,6.29
415,Kieran Gibbs West Brom,32, D(L),M(L),9(1),811,-,0.4,26.4,74.2,0.3,1.1,-,6.29
416,Matthew Longstaff Newcastle,21, M(C),,4(1),377,-,0.4,27.8,82.7,0.4,0.6,-,6.29
417,Jean-Philippe Mateta Crystal Palace,24, FW,,2(5),217,-,0.1,6.7,61.7,-,-,-,6.29
418,Fabian Delph Everton,32, D(L),M(CL),2(6),261,-,0.3,27.1,89.9,-,1,-,6.29
419,Jakub Moder Brighton,22, M(CL),,7(5),648,-,0.3,21.9,73.4,0.1,0.4,-,6.28
420,Dale Stephens Burnley,32, M(C),,3(4),259,-,-,17.0,82.4,-,1,-,6.28
421,Aaron Connolly Brighton,21, FW,,9(8),793,1,0.4,5.4,78.3,-,-,-,6.28
422,Sead Kolasinac Arsenal,28, D(CL),DMC,1,90,-,-,62.0,87.1,-,1,-,6.28
423,Jay Rodriguez Burnley,32, AM(CLR),FW,12(19),1256,2,0.2,8.8,73.4,-,0.1,-,6.27
424,Alireza Jahanbakhsh Brighton,28, AM(CLR),,6(15),525,1,0.5,11.0,77.6,0.2,0.3,0.1,6.26
425,Axel Tuanzebe Man Utd,24, D(CR),,4(5),402,-,-,29.2,88.6,-,1.9,-,6.26
426,Sidnei Tavares Leicester,20, Midfielder,,1(1),85,-,-,13.0,69.2,-,-,-,6.26
427,Oliver Burke Sheff Utd,24, AM(LR),FW,14(11),1273,1,0.6,10.1,70.2,-,0.1,-,6.25
428,Jack Butland Crystal Palace,28, GK,,1,90,-,-,19.0,21.1,-,3,-,6.25
429,Joseph Willock Arsenal,22, M(C),,2(5),235,-,0.3,12.4,78.2,-,0.1,-,6.25
430,Pablo Hernández Leeds,36, M(CLR),,3(13),419,2,0.4,23.6,77.0,-,1.5,-,6.25
431,Nathan Tella Southampton,22, AM(L),,7(11),742,1,0.3,7.5,71.9,0.1,0.1,-,6.25
432,Vitinha Wolves,21, AM(C),,5(14),513,1,0.6,17.4,90.3,0.2,0.5,0.1,6.23
433,Davy Pröpper Brighton,30, M(C),,2(5),211,-,-,13.3,75.3,-,0.6,-,6.23
434,Niall Huggins Leeds,20, Defender,,0(1),37,-,-,17.0,88.2,-,-,-,6.23
435,Ruben Loftus-Cheek Chelsea,25, M(CLR),,1,61,-,-,17.0,64.7,-,-,-,6.23
436,John Lundstram Sheff Utd,27, DMC,,23(5),2032,2,0.7,35.7,84.2,0.4,1.8,-,6.23
437,Ian Poveda-Ocampo Leeds,21, AM(R),,0(14),345,-,0.4,7.9,75.7,0.1,0.3,-,6.23
438,Niels Nkounkou Everton,21, D(L),,1(1),81,-,-,14.0,85.7,0.5,0.5,-,6.23
439,Carney Chukwuemeka Aston Villa,18, Midfielder,,0(2),18,-,-,4.5,66.7,-,0.5,-,6.22
440,Maxime Le Marchand Fulham,32, D(CL),,1(1),122,-,-,42.5,91.8,-,4,-,6.22
441,Ibrahima Diallo Southampton,22, DMC,,10(12),1012,-,0.4,26.7,85.0,-,0.7,-,6.22
442,Rekeem Harper West Brom,21, DMC,,0(2),30,-,-,8.5,82.4,-,0.5,-,6.22
443,Branislav Ivanovic West Brom,37, D(CR),,8(5),767,-,0.1,24.4,83.9,-,1.1,-,6.21
444,Brandon Williams Man Utd,21, D(L),M(L),2(2),187,-,0.3,30.8,84.6,0.3,0.5,-,6.21
445,Lee Peltier West Brom,34, D(CLR),DMC,3(1),229,-,0.3,16.3,56.9,0.5,0.3,-,6.21
446,William Smallbone Southampton,21, Midfielder,,2(1),173,-,-,24.3,83.6,-,1,-,6.21
447,Dwight Gayle Newcastle,32, AM(LR),FW,4(14),506,1,0.3,6.0,85.2,0.1,-,-,6.21
448,Andriy Yarmolenko West Ham,32, AM(CR),FW,1(14),363,1,0.3,9.0,83.7,0.2,0.4,-,6.21
449,Morgan Sanson Aston Villa,27, M(CLR),,3(6),291,-,0.1,15.3,84.8,0.1,0.7,-,6.2
450,Reiss Nelson Arsenal,21, M(LR),,0(2),70,-,-,8.5,82.4,1,1,-,6.2
451,Billy Sharp Sheff Utd,35, FW,,7(9),730,-,0.3,7.0,75.0,0.1,-,0.1,6.2
452,Jacob Ramsey Aston Villa,20, M(C),,6(16),619,-,0.3,10.0,86.0,0.1,0.5,-,6.2
453,Antwoine Hackford Sheff Utd,17, Forward,,0(1),10,-,-,1.0,100.0,-,-,-,6.19
454,Divock Origi Liverpool,26, AM(LR),FW,2(7),182,-,0.2,6.2,80.4,0.1,-,-,6.19
455,Hamza Choudhury Leicester,24, DMC,,4(6),314,-,-,23.5,80.9,-,0.6,-,6.19
456,Kamil Grosicki West Brom,33, AM(LR),,2(1),149,1,1,13.3,75.0,-,0.7,-,6.19
457,Alex Oxlade Chamberlain Liverpool,28, M(CLR),,2(11),246,1,0.2,10.1,79.4,-,0.7,-,6.18
458,Jamie Shackleton Leeds,22, D(R),DMC,3(10),456,-,0.2,14.8,89.6,0.1,0.2,-,6.18
459,Mark Noble West Ham,34, M(C),,8(13),707,-,0.2,20.5,88.6,0.1,1.3,-,6.17
460,Shkodran Mustafi Arsenal,29, D(CR),,0(3),45,-,-,16.3,87.8,-,0.7,-,6.17
461,Rhian Brewster Sheff Utd,21, FW,,12(15),1125,-,0.4,7.7,74.4,0.1,0.3,0.1,6.17
462,Kepa Arrizabalaga Chelsea,27, GK,,6(1),585,-,-,29.3,78.5,-,5.1,-,6.17
463,Demarai Gray Leicester,25, AM(CLR),FW,0(1),18,-,-,9.0,77.8,-,1,-,6.17
464,Hannibal Mejbri Man Utd,18, Midfielder,,0(1),8,-,-,3.0,100.0,-,-,-,6.17
465,Nathan Broadhead Everton,23, AM(L),,0(1),2,-,-,2.0,100.0,-,-,-,6.17
466,Jake Livermore West Brom,32, D(C),DMC,15(3),1249,-,0.3,21.3,71.0,0.1,0.9,-,6.17
467,Charlie Austin West Brom,32, FW,,0(5),134,-,-,6.6,69.7,-,0.6,-,6.16
468,Karlan Grant West Brom,24, AM(CL),FW,14(7),1133,-,0.1,10.3,75.1,-,0.1,-,6.15
469,Eric García Man City,20, D(C),,3(3),382,-,0.2,56.5,95.3,-,1.7,-,6.15
470,Yan Valery Southampton,22, D(R),M(R),1(2),101,-,0.3,15.0,88.9,0.7,0.3,-,6.15
471,Islam Slimani Leicester,33, FW,,0(1),19,-,1,9.0,66.7,-,-,-,6.14
472,Kyle Edwards West Brom,23, AM(L),,1(4),114,-,0.2,6.8,91.2,-,-,-,6.14
473,Denis Odoi Fulham,33, D(CLR),,3,270,-,0.3,56.0,82.7,0.3,2.3,-,6.13
474,Hal Robson-Kanu West Brom,32, AM(LR),FW,2(17),549,-,0.3,4.2,70.9,-,0.1,-,6.13
475,José Izquierdo Brighton,29, AM(L),,0(1),8,-,-,7.0,85.7,-,-,-,6.13
476,Andi Zeqiri Brighton,22, FW,,0(9),165,-,0.1,4.2,52.6,0.1,-,-,6.13
477,Neeskens Kebano Fulham,29, AM(CLR),,1(4),117,-,0.2,7.2,88.9,-,-,-,6.12
478,Mat Ryan Brighton,29, GK,,11,990,-,-,31.8,77.1,-,5.2,-,6.12
479,Romaine Sawyers West Brom,30, M(CL),,17(2),1490,-,0.3,37.9,85.3,0.1,2.2,0.1,6.12
480,Shane Long Southampton,34, AM(R),FW,1(10),201,-,-,5.1,57.1,-,-,-,6.11
481,Joshua King Everton,29, AM(CLR),FW,0(11),138,-,-,4.5,65.3,-,-,-,6.11
482,Josh Onomah Fulham,24, M(CL),,4(7),372,-,0.1,15.5,90.0,-,0.4,-,6.08
