,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
20,Mile Svilar Benfica,22, GK,,1,90,-,-,-,-,1,-,-,-,7.18
21,Jovane Cabral Sporting,23, AM(CLR),,10(6),1043,0.9,0.4,1.6,-,0.2,0.8,0.1,-,7.17
22,Edu Machado Boavista,31, D(R),,1,90,2,5,2,-,1,2,-,-,7.15
23,Rubén Ribeiro Gil Vicente,34, M(CL),,11(2),917,1.4,0.6,1.8,-,-,0.8,-,-,7.14
24,Bruno Silva Moreirense,29, D(L),,1,90,3,3,3,-,6,1,2,-,7.14
25,Mikel Agu Vitoria de Guimaraes,28, DMC,,14(2),1230,3.2,2.1,1.9,0.1,1.6,1.8,0.6,-,7.14
26,Ricardo Horta Braga,27, AM(CLR),FW,31(2),2619,0.8,0.5,0.5,-,0.3,0.8,0.1,-,7.12
27,Filipe Augusto Rio Ave,28, DMC,,27(1),2442,3,1.4,3.4,-,0.9,1.9,0.2,-,7.11
28,Rafa Benfica,28, AM(CLR),FW,18(7),1699,1.5,0.5,0.8,-,-,0.9,-,-,7.11
29,Bebeto Maritimo,31, D(R),,14(1),1215,4.1,1.5,2.5,0.2,2.5,1,0.3,-,7.11
30,André Almeida Benfica,31, D(LR),DMC,23,2007,1.7,1.1,2.2,-,1.5,0.4,0.2,-,7.09
31,Mehdi Taremi Rio Ave,29, FW,,26(4),2354,0.6,0.1,0.8,-,0.5,0.3,-,-,7.09
32,Fábio Pacheco Moreirense,33, D(C),DMC,24(1),2117,3.8,2.4,1.8,-,1.8,1.4,0.9,-,7.08
33,André Ferreira Santa Clara,25, GK,,3,270,-,0.3,-,-,2.3,-,-,-,7.07
34,Rúben Dias Benfica,24, D(C),,33,2970,1.3,0.9,1.1,0.4,3.1,0.3,0.5,1,7.07
35,Aderllan Santos Rio Ave,32, D(C),,30,2668,1.6,1.8,1.1,0.6,4.8,0.5,0.7,-,7.06
36,Caju Braga,26, D(L),,1,72,2,2.0,1,1,3.0,-,-,-,7.05
37,André Pereira Vitoria de Guimaraes,26, FW,,7(2),628,2,0.6,1.7,-,0.1,0.7,-,-,7.04
38,João Palhinha Braga,26, DMC,,24(3),2094,3,0.8,2.4,-,0.8,1.4,0.1,-,7.03
39,Jardel Benfica,35, D(C),,10,834,0.3,1.9,1.3,0.4,2.6,0.1,0.6,-,7.03
40,Raphinha Sporting,24, AM(LR),,4,360,2.5,0.3,2.0,-,-,2.0,-,-,7.03
41,Sebastián Coates Sporting,31, D(C),,28(1),2563,1.8,1.2,1.0,0.6,3.6,0.7,0.8,1,7.03
42,Nuno Tavares Benfica,21, D(L),,10(1),926,2.3,0.8,1.5,0.5,0.6,0.8,0.2,-,7.02
43,Zé Luís Porto,30, FW,,11(8),1178,0.8,0.3,1.5,-,0.5,0.5,0.1,-,7.02
44,Pepelu Tondela,23, DMC,,33,2906,1.8,1.9,1.5,-,1.9,0.9,0.2,-,7.01
45,Carlos Vinícius Benfica,26, FW,,19(13),1784,0.3,0.1,0.8,-,0.3,0.4,-,-,7.01
46,Lucas Evangelista Vitoria de Guimaraes,26, M(CLR),,17(2),1398,1.9,0.8,1.9,-,0.4,0.4,0.1,-,7.01
47,Henrique Gomes Gil Vicente,26, D(L),,21,1797,2.9,2.2,1.8,0.6,2,1.0,0.3,-,7.0
48,Marcos Acuña Sporting,30, D(L),M(CL),23(1),2019,2.0,1.0,1.9,0.1,1.2,0.9,0.1,-,7.0
49,João Teixeira Vitoria de Guimaraes,28, AM(CLR),,14(7),1328,1.2,0.5,1.5,-,0.2,0.7,-,-,6.99
50,Víctor García Vitoria de Guimaraes,27, D(R),,10,838,2.9,1.4,1.0,-,1.6,0.8,0.3,-,6.98
51,Adel Taarabt Benfica,32, M(CL),FW,19(5),1677,1.7,0.8,1.5,0.1,0.6,0.9,0.1,-,6.98
52,João Aurélio Moreirense,33, D(R),DMC,27(2),2425,2.9,2.4,1.1,0.4,2.8,1.1,0.5,-,6.98
53,Luciano Vietto Sporting,27, AM(CLR),FW,19(5),1645,1.5,0.3,1.1,-,0.2,1.2,-,-,6.98
54,Danilo Pereira Porto,30, D(C),DMC,23(3),2155,1.2,1.2,1.2,0.1,1.2,0.6,0.2,-,6.98
55,Nuno Santos Rio Ave,26, M(CLR),,29(3),2521,1.1,0.8,0.9,-,0.3,0.4,0.1,-,6.97
56,Mamadou Loum Porto,24, DMC,,4(2),359,0.7,1.2,2.0,-,1.2,0.8,0.3,-,6.96
57,Patrick Santa Clara,30, D(R),,12,1067,2.0,2.0,1.4,0.3,1.7,1.1,0.2,-,6.96
58,Zainadine Júnior Maritimo,33, D(C),,30,2700,1.1,1.4,0.8,0.6,5.2,0.1,1.3,-,6.95
59,Franco Cervi Benfica,27, AM(CL),,19(4),1613,2.7,1.5,1.0,-,0.4,1.3,-,-,6.95
60,Bruno Costa Porto,24, AM(C),,2,180,3,0.5,2.5,-,0.5,2,0.5,-,6.95
61,Ronan Tondela,26, FW,,8(4),706,-,0.1,0.8,-,0.5,0.1,-,-,6.95
62,Luis Díaz Porto,24, AM(L),,20(9),1772,0.8,0.5,1.7,-,0.1,0.4,0.1,-,6.95
63,Pepe Porto,38, D(C),,24(1),2064,0.7,0.9,0.9,0.7,2.4,0.2,0.2,-,6.95
64,Galeno Braga,24, M(LR),,16(11),1496,0.8,0.7,1.3,-,0.5,0.4,-,-,6.94
65,Fábio Cardoso Santa Clara,27, D(C),,30,2692,1,1.3,1.4,0.4,5.2,0.2,1.3,-,6.94
66,Vasco Fernandes Vitoria de Setubal,35, D(CLR),,1,90,4,2.0,3.0,-,3.0,-,-,-,6.94
67,Neris Boavista,29, D(C),,24,2160,2,1.7,1.5,0.4,5.5,0.6,0.5,-,6.94
68,Mateus Uribe Porto,30, DMC,,22(4),1873,2.2,1.1,1.6,-,0.7,1.3,0.1,-,6.94
69,Diogo Gonçalves Famalicao,24, D(R),M(LR),22(5),2018,1.5,0.6,1.3,-,0.7,0.7,0.1,-,6.93
70,Eduardo Braga,39, GK,,4,360,-,-,-,-,1.5,-,-,-,6.93
71,Eduardo Quaresma Sporting,19, D(C),,9,775,2.3,1.6,1.2,0.7,2.6,0.3,0.2,-,6.92
72,André André Vitoria de Guimaraes,32, M(C),,14(2),1222,1.3,0.8,2.6,-,0.3,0.6,-,-,6.92
73,Nilton Varela Belenenses SAD,20, M(L),,17(1),1428,1.6,1.1,1.7,-,2.2,0.6,0.3,-,6.92
74,Falaye Sacko Vitoria de Guimaraes,26, D(R),M(R),23,2064,2,1.2,1,0.2,1.9,0.7,0.3,1,6.91
75,Ferro Benfica,24, D(C),,25(1),2316,1.7,1.8,1,0.4,3.0,0.8,0.4,1,6.91
76,Chancel Mbemba Porto,27, D(CLR),DMC,21(5),1990,1.2,1.2,0.8,0.2,2.2,0.1,0.2,-,6.9
77,Wendel Sporting,24, M(CL),,26(2),2292,1.1,0.6,1,-,0.3,1.1,0.1,-,6.9
78,Ricardo Esgaio Braga,28, D(R),M(R),28(2),2544,2.8,1.1,1.4,0.2,1.2,1.4,0.1,1,6.9
79,Vítor Tormena Braga,25, D(CR),,4,360,1.8,1.3,1,1,3.5,-,0.5,-,6.89
80,Iago Santos Moreirense,29, D(C),,25,2234,1.1,1.2,1.2,0.4,6.1,0.2,1,2,6.88
81,Fabio China Maritimo,29, D(L),M(L),14,1275,2.3,1.8,1.7,0.4,2.0,0.9,0.1,-,6.88
82,Dener Portimonense,29, M(CR),FW,22(4),1869,1.7,1.2,1.9,0.1,1.2,1.5,0.2,-,6.88
83,Mohamed Diaby Pacos de Ferreira,25, DMC,,19(8),1756,2.7,0.9,3.0,-,2.0,0.8,0.4,-,6.88
84,Julian Weigl Benfica,26, D(C),DMC,17(1),1377,1.8,1.0,1.7,-,1.4,1.4,0.2,-,6.87
85,Pote Famalicao,23, M(C),,32(1),2729,1.7,0.5,1.5,-,0.3,1.5,0.2,-,6.87
86,Fábio Abreu Moreirense,28, FW,,27(7),2401,0.2,0.1,1.3,-,0.9,0.1,-,-,6.86
87,Tiquinho Soares Porto,30, FW,,20(10),1728,0.5,0.1,1.2,-,0.5,0.4,-,-,6.86
88,Carraça Boavista,28, D(R),M(CR),28(2),2574,1.6,1.0,1.3,0.1,2.0,0.7,0.1,-,6.85
89,Andraz Sporar Sporting,27, FW,,15(1),1395,0.3,0.1,1.6,-,0.6,0.3,-,-,6.85
90,Diego Lopes Rio Ave,27, AM(CL),,29(1),2387,1.6,0.5,1.2,-,0.1,1.4,-,-,6.84
91,Giorgi Makaridze Vitoria de Setubal,31, GK,,32,2835,0.1,-,-,-,0.9,-,-,-,6.84
92,Guedes Vitoria de Guimaraes,27, FW,,1(1),114,-,-,1,-,-,-,-,-,6.84
93,Dimitar Sheytanov Aves,22, Goalkeeper,,2,180,-,-,-,-,2,-,-,-,6.84
94,Bruno Duarte Vitoria de Guimaraes,25, FW,,18(6),1590,0.6,0.2,1,-,0.5,0.5,-,-,6.84
95,Jeremy Mathieu Sporting,38, D(CL),,19,1639,1.3,0.9,0.6,0.2,4.1,0.3,0.5,-,6.84
96,Emmanuel Hackman Portimonense,26, D(R),,19(1),1599,1.3,1.9,1.2,0.2,2.8,0.4,0.1,-,6.84
97,Wallace Braga,27, D(C),,8,658,0.8,2.1,0.8,0.3,3.1,0.4,0.3,-,6.83
98,René Maritimo,29, D(C),DMC,30(1),2721,2.1,1,1.1,0.5,4.5,0.7,0.6,-,6.83
99,Alex Pinto Gil Vicente,23, D(R),,13,1140,2.5,2,1,0.4,1.8,1.2,0.2,-,6.83
100,Gelson Dala Rio Ave,25, AM(CL),FW,5(9),585,0.6,0.1,0.8,-,0.4,-,0.1,-,6.82
101,Douglas Tanque Pacos de Ferreira,28, FW,,23(6),1935,0.4,0.1,2.1,-,0.6,0.5,0.1,-,6.82
102,Matheus Reis Rio Ave,26, D(CL),,28(2),2538,1.9,1.1,1.9,0.1,1.7,0.5,0.4,-,6.82
103,Davidson Vitoria de Guimaraes,30, AM(LR),FW,16(10),1528,1.2,0.5,1.2,-,0.1,1,0.1,-,6.82
104,Wilson Manafá Porto,27, D(LR),,21(7),1910,1.3,1.0,0.9,0.1,1.3,0.5,0.1,-,6.82
105,Jonathan Buatu Aves,28, D(C),,12,1080,2.1,1.4,0.9,0.4,5.7,0.5,0.9,-,6.82
106,Chiquinho Benfica,26, AM(C),FW,17(8),1514,0.4,0.6,0.9,-,0.2,0.7,0.1,-,6.81
107,Samú Costa Braga,20, Midfielder,,0(1),45,2.0,3.0,1.0,-,-,-,-,-,6.81
108,Silvio Vitoria de Setubal,34, D(LR),,31,2778,1.7,2.1,0.9,0.4,2.7,0.6,0.4,-,6.81
109,Philipe Sampaio Tondela,27, D(C),,20(2),1835,0.6,1.1,1.8,0.3,3.9,0.3,0.7,-,6.81
110,Gonzalo Plata Sporting,21, AM(R),,12(9),1144,1.2,0.7,1.5,-,-,1.1,-,-,6.81
111,Rúben Ferreira Maritimo,31, D(L),,19,1656,2.1,2.6,1,0.3,2.3,1.4,0.3,-,6.8
112,Pirri Vitoria de Setubal,29, D(C),,18(2),1582,1.5,1.1,1.5,0.7,4.4,0.6,0.8,-,6.8
113,Carlos Junior Santa Clara,26, AM(LR),FW,27(7),2456,1.4,0.7,1.1,-,1.1,1,0.1,-,6.8
114,Amir Abedzadeh Maritimo,28, GK,,25,2280,-,-,-,-,1,-,-,-,6.79
115,Bruno Wilson Braga,24, D(C),,3(3),350,0.2,1.7,1.5,0.8,2.3,0.3,0.2,-,6.79
116,Luís Neto Sporting,33, D(C),,11(1),839,1,1.8,1,0.4,2.9,0.5,0.8,-,6.79
117,Sandro Lima Gil Vicente,31, AM(C),FW,29(3),2560,0.7,0.1,1.6,-,0.6,0.3,0.2,-,6.79
118,Nanu Maritimo,27, D(R),M(LR),32(1),2842,1.1,0.8,1.1,0.2,1,0.5,0.2,-,6.78
119,Rafael Ramos Santa Clara,26, D(R),,14(2),1173,2.6,1.3,1.8,0.3,1.6,0.7,0.1,-,6.78
120,Ygor Nogueira Gil Vicente,26, D(C),,22,1980,0.9,1.5,1.1,0.7,5.1,0.4,0.5,1,6.78
121,Odysseas Vlachodimos Benfica,27, GK,,33,2970,0.1,-,-,-,1.2,-,-,-,6.78
122,Welinton Júnior Aves,28, AM(L),FW,22(1),1852,0.6,0.3,1.2,-,0.7,0.7,0.1,-,6.78
123,Eber Bessa Vitoria de Setubal,29, M(CLR),,25(6),2266,1.7,0.5,2.8,-,0.5,1.1,0.1,-,6.77
124,Raúl de Tomás Benfica,27, FW,,6(1),467,0.7,0.4,1.4,-,0.4,0.1,-,-,6.77
125,Toni Martínez Famalicao,24, FW,,27(5),2194,0.4,0.1,1.6,-,0.6,0.3,0.1,-,6.77
126,Fransérgio Braga,31, M(C),FW,23(3),1995,1.3,0.7,2.3,-,0.6,1.4,0.2,-,6.77
127,Ola John Vitoria de Guimaraes,29, AM(LR),,13(3),907,0.6,0.4,0.3,0.1,0.1,0.1,-,-,6.77
128,Edmond Tapsoba Vitoria de Guimaraes,22, D(C),,16,1351,1.4,0.8,1.4,0.3,2.8,0.8,0.3,-,6.76
129,Luther Singh Moreirense,24, AM(LR),,13(8),1272,0.9,0.6,1.2,-,0.3,0.6,-,-,6.76
130,Rafael Costa Boavista,30, M(C),,16,1388,1.5,1.3,2,0.1,1.5,1.6,0.1,-,6.76
131,Nuno Santos Moreirense,22, M(C),,9(5),809,1.4,0.7,0.9,-,0.6,1.3,0.1,-,6.76
132,Yannick Bolasie Sporting,32, AM(LR),FW,12(2),1088,0.7,0.2,1.6,-,0.4,0.4,0.1,-,6.76
133,Costinha Santa Clara,29, M(CLR),FW,14(2),1145,1.2,0.6,1,-,0.4,1.3,0.1,-,6.75
134,Carlinhos Vitoria de Setubal,27, M(CR),,28(2),2436,1.5,0.6,1.3,-,0.2,1.0,0.1,-,6.75
135,João Afonso Santa Clara,31, D(C),,32(1),2867,1,1.5,0.8,0.6,5.1,0.5,0.6,-,6.75
136,Pawel Kieszek Rio Ave,37, GK,,34,3060,-,-,-,-,1.6,0.1,-,-,6.75
137,Cafu Belenenses SAD,27, D(C),DMC,12(2),1076,1.5,1.1,1.3,0.3,2.1,0.2,0.6,1,6.75
138,Lazar Rosic Moreirense,28, D(C),,18,1620,0.6,0.8,0.4,0.3,4.9,0.2,0.9,-,6.75
139,Florent Hanin Vitoria de Guimaraes,31, D(L),M(L),26(2),2340,1.4,1.1,1,0.1,1.6,0.4,0.2,-,6.75
140,Lincoln Santa Clara,23, AM(C),FW,22(8),1999,1.6,0.4,0.9,-,0.7,0.6,0.1,-,6.74
141,Pedrinho Pacos de Ferreira,28, M(CR),,33,2799,2,0.4,1.2,-,0.6,1,0.2,-,6.74
142,Tiago Castro Vitoria de Setubal,25, Midfielder,,1,70,3,2,2,-,-,1,-,-,6.74
143,Mateus Pasinato Moreirense,29, GK,,33,2970,-,-,0.1,-,1.6,-,-,-,6.74
144,Hervé Koffi Belenenses SAD,25, GK,,20,1740,0.1,-,-,-,0.7,0.1,-,-,6.74
145,Bruno Santos Pacos de Ferreira,28, D(R),,19(3),1784,1.5,1.2,1.7,0.2,2.2,0.5,0.3,-,6.74
146,Pablo Santos Braga,29, D(C),,9(1),855,1,1.4,1.4,1,3,0.5,0.3,-,6.73
147,Silvestre Varela Belenenses SAD,36, M(CLR),,18(3),1573,1.6,0.6,1.3,-,0.4,0.5,0.1,-,6.73
148,Carlos Mané Rio Ave,27, AM(LR),FW,13(19),1537,1,0.4,0.6,-,0.3,0.6,-,-,6.73
149,Rodrigo Pinho Maritimo,30, FW,,18(9),1635,0.6,0.3,1.8,-,0.6,0.7,-,-,6.73
150,Pedro Henrique Vitoria de Guimaraes,28, D(C),,20(4),1932,1.5,1.1,0.9,0.3,3.5,0.4,0.4,-,6.73
151,Pêpê Vitoria de Guimaraes,24, M(C),,22(9),1937,1.3,0.8,0.9,-,0.2,1,0.2,-,6.72
152,Steven Vitória Moreirense,34, D(C),,16(3),1536,0.8,1,1.3,0.7,4.6,0.3,1.1,-,6.72
153,Adi Mehremic Aves,29, D(C),,8,703,1.6,2.9,1.3,0.8,4.9,0.3,1,1,6.72
154,Bruno Xadas Braga,23, AM(CLR),,0(1),24,1.0,-,-,-,-,-,-,-,6.72
155,Luiz Phellype Sporting,28, FW,,12(4),1011,0.4,0.3,1.3,-,0.6,0.3,0.1,-,6.72
156,Frederico Venâncio Vitoria de Guimaraes,28, D(C),,20,1793,1.3,1,0.9,0.2,3.6,0.4,0.6,-,6.71
157,Artur Jorge Vitoria de Setubal,27, D(C),,29(1),2574,1.1,1.6,1.5,0.6,5.9,0.5,1,-,6.71
158,Tomás Tavares Benfica,20, D(R),,9(3),876,2.1,1.2,1.4,0.3,1.2,1,0.3,-,6.71
159,Matheus Nunes Sporting,23, M(C),,9(1),722,1.0,1.2,3,0.1,0.5,1.1,0.2,-,6.71
160,Fabiano Boavista,29, D(CR),,26(1),2231,1.9,1.7,1.4,0.5,3.6,0.7,0.4,-,6.71
161,Helton Leite Boavista,31, GK,,21,1890,-,-,-,-,1.2,0.1,-,-,6.71
162,Yohan Tavares Tondela,33, D(C),,28(1),2513,0.9,1.2,0.7,0.6,4.5,0.2,0.7,1,6.7
163,Bruno Wilson Tondela,24, D(C),,15,1228,1.1,1,1.3,0.5,3.7,0.2,0.5,-,6.7
164,Riccieli Famalicao,23, D(C),,17(8),1727,1.2,1.5,1.2,0.3,3.3,0.5,0.5,-,6.7
165,César Martins Santa Clara,28, D(C),,11(3),1015,1.3,1.6,0.6,0.2,4.3,0.9,0.3,1,6.7
166,Bruno Teles Pacos de Ferreira,35, D(L),,17,1473,1.5,1.3,1.4,0.1,2.4,0.6,0.1,-,6.7
167,Gonçalo Silva Belenenses SAD,30, D(CR),,18,1525,1.4,1.8,0.8,0.4,4.1,0.8,0.7,-,6.7
168,Jadson Portimonense,30, D(C),,28(3),2543,1.4,2.2,1.1,0.9,3.0,0.3,0.5,1,6.69
169,Tiago Esgaio Belenenses SAD,26, D(CR),DMC,26(2),2243,1.7,1.3,1.8,-,1.8,1.1,0.2,-,6.69
170,Dejan Kerkez Maritimo,25, D(C),,15(1),1338,0.6,1.5,0.9,0.4,4.7,0.1,0.9,-,6.68
171,Uros Racic Famalicao,23, DMC,,26(7),2421,1.3,0.8,1.4,-,1,0.6,0.2,-,6.68
172,José Semedo Vitoria de Setubal,36, D(C),DMC,29,2590,1.7,1.2,2.1,0.1,2.2,0.8,0.6,-,6.68
173,Toni Borevkovic Rio Ave,24, D(C),,31(1),2788,1.2,1.5,1.2,0.4,3.3,0.3,0.3,-,6.68
174,Brian Mansilla Vitoria de Setubal,24, AM(CL),FW,22(7),1907,1.8,1.2,1.3,-,0.4,1.6,-,-,6.68
175,Pedro Amador Braga,22, D(L),,7(2),622,1.1,1.3,0.7,0.1,1.1,0.7,-,-,6.68
176,Renan Ribeiro Sporting,31, GK,,11,990,-,-,-,-,0.8,-,-,-,6.68
177,Diogo Viana Braga,31, D(R),M(R),6,451,0.5,0.5,1.3,0.2,0.8,-,0.3,-,6.68
178,Rodrigão Gil Vicente,26, D(C),,17,1530,1.1,1.1,1,0.8,3.4,0.2,0.6,1,6.67
179,Paulinho Portimonense,27, AM(CR),,1(1),115,2,0.5,-,-,-,0.5,-,-,6.67
180,Gustavo Sauer Boavista,28, M(CLR),,23(5),2002,2.2,0.9,1.8,-,0.4,1.5,0.1,-,6.67
181,Bruno Xadas Maritimo,23, AM(CLR),,9(3),766,0.8,0.3,1.1,-,0.2,0.6,0.1,-,6.67
182,Tarantini Rio Ave,38, M(C),,28(3),2412,1.1,0.9,1.0,-,1.4,0.7,0.2,-,6.67
183,Matija Ljujic Belenenses SAD,28, AM(C),,4(1),357,1.6,0.8,1.0,-,-,1.0,-,-,6.67
184,Mehrdad Mohammadi Aves,28, FW,,27(1),2330,0.6,0.2,1.2,-,0.4,0.5,-,-,6.66
185,Nehuen Pérez Famalicao,21, D(C),,23,2017,1.7,1.1,1.1,1,3.5,0.4,1.1,-,6.66
186,David Carmo Braga,22, D(C),,16(2),1473,1.1,1.1,1.2,0.9,2.9,0.4,0.4,-,6.66
187,Marko Petkovic Tondela,29, D(R),,6(1),461,2.7,1.6,1.3,-,2.3,1.9,0.1,-,6.66
188,Zaidu Sanusi Santa Clara,24, D(L),M(L),21(3),1849,1.2,1.3,1.2,0.4,2.5,0.5,0.2,-,6.65
189,Anthony D'Alberto Moreirense,27, D(LR),M(R),10(3),989,1.5,1.5,0.8,0.2,2.3,0.5,0.3,-,6.65
190,Jackson Martínez Portimonense,35, FW,,18(6),1628,0.6,0.1,1.4,-,0.5,0.4,0.1,-,6.64
191,Stefan Ristovski Sporting,29, D(R),M(R),19(2),1552,1.2,1,1,0.2,1.5,0.7,0.1,-,6.64
192,Matheus Braga,29, GK,,29,2610,-,-,-,-,0.9,-,-,-,6.64
193,Lucas Boavista,31, D(C),,8(4),779,0.3,1.3,0.8,0.4,3.8,0.4,0.8,-,6.64
194,Júnior Tavares Portimonense,25, D(L),DMC,13(2),1156,1.5,0.8,0.8,-,0.5,0.7,0.1,-,6.64
195,Gustavo Assunção Famalicao,21, DMC,,27(3),2430,1.8,0.9,2,-,1.3,1.6,0.3,-,6.64
196,William Soares Gil Vicente,32, DMC,,32(1),2812,1.8,1.2,2.5,0.1,1.2,0.8,0.3,-,6.64
197,Chima Akas Belenenses SAD,27, D(CL),M(L),14(1),1294,1.3,1.9,0.9,0.3,2.7,0.7,0.6,-,6.64
198,Bozhidar Kraev Gil Vicente,24, AM(C),FW,28(4),2267,0.6,0.5,2.1,-,0.3,0.7,0.1,-,6.64
199,Bracali Boavista,40, GK,,13,1170,0.1,0.1,-,-,0.7,-,-,-,6.64
200,Nuno Coelho Belenenses SAD,33, D(C),DMC,32,2761,1.2,1.9,1.4,0.6,3.8,0.4,0.6,-,6.63
201,Gabrielzinho Moreirense,25, AM(LR),,13(2),966,1.3,0.6,0.9,0.1,0.5,1.2,-,-,6.63
202,Lucas Fernandes Portimonense,24, M(CL),FW,23(4),2018,1.0,0.5,1.4,-,0.2,0.7,-,-,6.63
203,Filipe Soares Moreirense,22, AM(C),FW,31(2),2614,1.4,0.7,2.2,-,0.4,1.7,0.1,-,6.63
204,Diogo Figueiras Rio Ave,30, D(LR),M(R),18,1386,1.7,1.0,1.7,0.1,0.9,0.9,0.1,-,6.62
205,Djavan Moreirense,33, D(L),,8(2),642,1.9,1.4,1.0,0.2,1.5,0.6,0.1,-,6.62
206,Rafa Soares Vitoria de Guimaraes,26, D(L),,8(2),724,0.8,0.9,0.4,-,1.3,0.2,0.1,-,6.62
207,Paulinho Boavista,24, M(CLR),,20(4),1839,1.6,0.3,2.6,-,0.3,1.7,0.1,-,6.62
208,Fabiano Braga,21, M(R),,0(2),90,2.0,0.5,1.0,-,-,0.5,-,-,6.62
209,André Horta Braga,25, M(C),,21(4),1603,1.1,0.4,0.6,-,0.1,0.7,-,-,6.62
210,Marlon Boavista,24, D(L),M(L),23(4),1965,1.6,1,1.1,0.1,1.9,0.9,0.1,1,6.62
211,Shuichi Gonda Portimonense,32, GK,,14,1260,0.1,-,0.1,-,1.7,-,-,-,6.62
212,Lucas Possignolo Portimonense,27, D(C),,26,2337,0.8,1.7,1.3,0.5,3.1,0.2,1,-,6.61
213,Lourency Gil Vicente,25, AM(LR),,21(10),1964,1,0.3,1.3,-,0.2,0.6,-,-,6.61
214,Jubal Vitoria de Setubal,28, D(C),,20(4),1876,0.9,1,0.8,0.4,4.9,0.4,0.8,-,6.61
215,Bueno Boavista,33, AM(CL),FW,14(5),1207,0.7,0.3,0.4,-,0.2,0.7,0.2,-,6.61
216,Edwin Banguera Gil Vicente,25, D(L),,7(2),637,1.1,1.9,1.1,0.9,3.0,0.2,0.6,1,6.61
217,Claudio Falcão Aves,27, D(C),DMC,26,2227,2.1,1.9,2.2,0.1,2.6,0.9,0.3,-,6.61
218,Fábio Aves,31, GK,,6,540,-,0.2,0.2,-,2.0,0.2,-,1,6.61
219,Tiago Ilori Sporting,28, D(C),,6(2),558,0.9,0.6,1.0,0.8,2.3,-,0.8,-,6.61
220,Eduardo Kau Belenenses SAD,22, Defender,,2(1),202,1.3,1,1.3,-,3.7,-,0.3,-,6.6
221,Arthur Henrique Gil Vicente,27, M(L),,14(4),1024,1.6,0.8,0.7,0.1,0.4,0.6,-,-,6.6
222,Marcelo Pacos de Ferreira,32, D(C),,14(1),1242,1,1.5,1.6,0.4,4.5,0.3,0.6,1,6.6
223,Cláudio Ramos Tondela,30, GK,,29,2610,-,-,-,-,0.7,-,-,-,6.6
224,Racine Coly Famalicao,25, D(L),M(L),10(4),839,1.6,1.1,1.1,0.1,1.1,0.9,0.1,-,6.6
225,Kevin Yamga Aves,25, D(R),M(R),17(4),1548,1,0.6,1.5,0.1,1.4,0.8,0.2,-,6.59
226,Thierry Correia Sporting,22, D(R),,4,360,3.3,2,2,0.5,1.3,0.8,-,-,6.59
227,Tomás Ribeiro Belenenses SAD,22, D(C),,13,1170,1.6,1.9,1.5,0.5,4.6,0.8,0.7,-,6.59
