,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
228,Milson Maritimo,22, Forward,,3(3),305,1,0.3,2.2,-,-,1,-,-,6.59
229,Marco Baixinho Pacos de Ferreira,32, D(C),DMC,20(5),1950,0.6,1.4,1.2,0.5,4.1,0.4,0.6,-,6.59
230,Fernando Fonseca Gil Vicente,24, D(R),,19(1),1675,1.9,1.4,0.7,0.7,2.1,0.8,0.2,-,6.59
231,Patrick Willian Famalicao,24, D(CR),,16(5),1468,1.9,1.5,1.3,0.7,3.2,0.8,0.4,-,6.58
232,Nélson Monte Rio Ave,26, D(CR),,19(1),1563,1,1.3,1,0.2,2.1,0.8,0.3,-,6.58
233,Ivo Pinto Famalicao,31, D(CR),M(R),14(1),993,1.5,0.8,0.7,0.1,1.7,0.7,0.3,-,6.58
234,Fábio Vieira Porto,21, AM(C),,2(6),226,0.1,0.3,0.3,-,0.1,0.6,-,-,6.58
235,Anderson Carvalho Santa Clara,31, M(C),,14(2),1175,3.2,0.9,2.6,-,0.9,1.6,-,-,6.57
236,Diogo Costa Porto,22, GK,,3,256,-,-,-,-,1.7,-,-,-,6.57
237,Caio Benfica,27, Forward,,0(4),56,-,0.3,0.8,-,-,0.3,-,-,6.57
238,Samuel Lino Gil Vicente,21, AM(LR),FW,5(15),677,0.8,0.5,0.5,-,0.3,0.8,-,-,6.57
239,Hélder Ferreira Pacos de Ferreira,24, AM(LR),,27(5),2143,0.9,0.4,1.2,-,0.6,0.6,-,-,6.57
240,Pedro Nuno Moreirense,26, AM(CL),FW,15(13),1289,0.8,0.3,0.9,-,0.6,0.5,-,-,6.57
241,Valentin Rosier Sporting,25, D(LR),M(LR),8(1),714,1.9,1.6,1.9,0.2,1.6,0.9,0.1,-,6.57
242,Mamadu Cande Santa Clara,31, D(L),,16(2),1347,1.2,1.1,1.6,0.3,1.8,0.5,0.2,-,6.57
243,Bilel Aouacheria Moreirense,27, AM(LR),FW,21(8),1875,0.6,0.3,1.3,-,0.3,0.6,-,-,6.56
244,Lucas Piazon Rio Ave,27, AM(CLR),FW,15(4),1270,1.1,0.4,0.6,-,0.5,0.9,0.1,-,6.56
245,João Amaral Pacos de Ferreira,30, AM(CLR),FW,13(6),1106,0.7,0.4,0.3,-,0.1,0.3,-,-,6.56
246,André Sousa Vitoria de Setubal,23, D(L),,16(2),1464,1.4,1.8,0.7,0.2,2.2,0.6,0.2,-,6.56
247,Ljubomir Fejsa Benfica,33, DMC,,3,202,3.3,0.3,1.7,-,-,1.7,-,-,6.56
248,Ricardo Costa Boavista,40, D(C),,30(1),2630,1.2,1.0,1.4,0.4,4.5,0.5,0.6,-,6.56
249,Ruben Lameiras Famalicao,26, M(LR),,19(4),1375,0.7,0.4,0.5,-,0.3,0.6,0.1,-,6.56
250,Sori Mané Moreirense,25, DMC,,10(4),873,1.1,0.4,1.1,-,2.6,0.5,0.6,-,6.56
251,Roderick Miranda Famalicao,30, D(C),,22(2),1940,1,1.6,1.5,1,3.3,0.4,0.4,-,6.56
252,Fali Candé Portimonense,23, D(L),,8(1),626,1.2,0.7,1.3,-,1.9,0.8,0.2,-,6.56
253,Aylton Boa Morte Portimonense,28, AM(LR),,29(4),2506,1.4,0.4,1.7,-,0.4,0.6,-,-,6.56
254,Fahd Moufi Tondela,25, D(R),,26,2222,1.1,1.5,1.5,0.2,2.4,0.6,0.3,-,6.55
255,Al Musrati Rio Ave,25, DMC,,11(1),862,1.7,1,2.1,-,1.3,1,0.3,-,6.55
256,Crysan Santa Clara,25, FW,,2(11),298,0.4,-,0.7,-,0.7,0.2,0.2,-,6.55
257,Abdu Conté Moreirense,23, D(L),M(L),22(1),1975,1.6,0.8,1.9,0.2,1.5,0.5,0.1,-,6.55
258,Mano Vitoria de Setubal,34, D(LR),,6(1),541,1.9,2.1,1.4,0.3,1.6,1.1,0.6,-,6.55
259,Agustín Marchesín Porto,33, GK,,31,2820,-,-,-,-,0.6,-,-,-,6.55
260,Miguel Luís Sporting,22, M(C),,2,180,3.5,-,2.0,-,0.5,0.5,-,-,6.55
261,Denilson Tondela,26, AM(L),FW,10(2),893,0.3,-,1.1,-,0.8,0.3,-,-,6.54
262,Al Musrati Vitoria de Guimaraes,25, DMC,,4(1),303,1.4,1.8,2.0,-,1.4,0.2,0.2,-,6.54
263,Zé Gomes Portimonense,22, Forward,,0(1),38,1.0,-,1.0,-,-,1.0,-,-,6.54
264,Jorge Correa Maritimo,28, AM(CLR),,20(6),1615,0.8,0.2,0.9,-,0.2,0.7,-,-,6.54
265,Pedro Sá Portimonense,27, DMC,,24(1),1988,1.9,1.3,2.5,-,1.2,1.5,0.2,-,6.54
266,Pierre Sagna Santa Clara,31, D(R),M(R),6(1),572,1.9,1.4,1.3,0.3,3.4,0.6,-,-,6.54
267,Bruno Viana Braga,26, D(C),,29,2544,0.9,1.4,1.3,0.3,2.2,0.6,0.3,1,6.54
268,Claude Goncalves Gil Vicente,27, M(C),,22(2),1948,1.9,1.2,2.3,0.1,0.5,1.3,0.1,-,6.54
269,Jonatan Lucca Belenenses SAD,27, M(C),,4,360,1.0,1.8,3.0,-,1.3,1.0,1,-,6.53
270,André Santos Belenenses SAD,32, M(C),,25(2),2075,1.3,0.4,1.1,-,0.8,0.6,0.2,-,6.53
271,Ricardo Vaz Tê Portimonense,35, AM(LR),FW,7(5),623,-,0.4,1.1,-,0.6,0.3,0.2,-,6.53
272,Shoya Nakajima Porto,27, AM(CL),,5(11),597,0.5,0.3,0.6,-,-,0.6,-,-,6.53
273,Thiago Santana Santa Clara,28, FW,,27(6),2349,0.6,0.1,1.7,-,0.4,0.5,-,-,6.53
274,Andreas Samaris Benfica,32, DMC,,8(8),665,1.5,0.5,1.2,-,0.3,0.8,0.1,-,6.53
275,Cristián Borja Sporting,28, D(CL),M(L),15(8),1333,1.1,0.6,0.7,0.5,1.1,0.3,0.1,-,6.53
276,Marco Pereira Santa Clara,34, GK,,31,2790,0.1,-,-,-,0.5,-,-,-,6.53
277,Tiago Almeida Tondela,20, D(R),,2(1),207,0.7,2.3,1,-,1.7,1.3,-,-,6.53
278,Luís Maximiano Sporting,22, GK,,23,2070,-,-,-,-,0.7,-,-,-,6.53
279,Rúben Lima Belenenses SAD,32, D(CL),M(L),8(3),782,1.4,1.6,0.8,0.1,2.3,0.5,0.5,1,6.53
280,Diego Moreno Maritimo,25, M(C),,8(1),643,1.3,1,1.4,-,0.9,0.7,-,-,6.52
281,Josip Vukovic Maritimo,29, DMC,,17(4),1497,1.5,1.2,1.7,-,0.9,1,0.1,-,6.52
282,Denis Gil Vicente,34, GK,,34,3060,-,-,-,0.1,0.9,-,-,-,6.52
283,Mateo Cassierra Belenenses SAD,24, FW,,20(9),1794,0.3,0.1,0.8,-,0.6,0.2,0.2,-,6.52
284,Adriano Castanheira Pacos de Ferreira,28, AM(LR),,11(5),1025,0.9,0.7,0.5,-,0.3,1.1,-,-,6.51
285,Rochinha Vitoria de Guimaraes,26, AM(CLR),FW,9(12),924,0.5,0.4,0.8,-,0.2,0.5,-,-,6.51
286,Denis Poha Vitoria de Guimaraes,24, DMC,,14(6),1196,1.1,0.7,1.5,-,0.4,0.7,0.1,-,6.51
287,Zidane Banjaqui Aves,22, AM(C),,14(9),1383,1.5,0.5,2,-,0.5,0.7,-,-,6.51
288,Oleg Reabciuk Pacos de Ferreira,23, D(L),M(L),20(6),1902,1.7,1.3,1.6,0.3,1.2,0.4,0.1,-,6.51
289,Vaná Alves Famalicao,30, GK,,16(1),1523,0.1,0.1,0.1,-,1.4,-,-,-,6.51
290,Bertrand Yves Baraye Gil Vicente,29, AM(LR),,20(6),1479,1.4,0.3,1.4,-,0.2,0.6,-,-,6.51
291,Ricardo Mangas Aves,23, D(CL),M(L),19(1),1679,1.8,1.1,1.4,0.3,1.9,0.8,0.3,-,6.51
292,Douglas Groli Maritimo,32, D(C),,5(1),497,2.0,1.2,1.0,1.3,3.5,0.5,0.8,1,6.51
293,Romário Baró Porto,21, Midfielder,,4(5),375,1.4,0.2,1.6,-,0.2,0.6,0.1,-,6.5
294,Welthon Pacos de Ferreira,29, FW,,6(1),488,0.6,0.1,2.0,-,0.3,0.7,-,-,6.5
295,Sanca Braga,21, Forward,,0(2),12,0.5,0.5,1.0,-,-,0.5,-,-,6.5
296,Léo Bonatini Vitoria de Guimaraes,27, FW,,10(9),976,0.4,0.2,0.5,-,0.4,0.5,0.1,-,6.5
297,Rafael Defendi Famalicao,37, GK,,18,1531,0.1,-,0.1,-,1.5,0.3,-,-,6.5
298,Diogo Leite Porto,22, D(C),,4(5),375,0.4,0.9,1.0,0.1,1.2,0.2,0.1,-,6.5
299,António Xavier Tondela,29, AM(LR),,16(8),1424,0.4,-,0.7,-,0.2,0.6,-,-,6.5
300,Adam Dzwigala Aves,26, D(C),,15(1),1312,2.1,0.8,0.8,0.3,4.2,0.8,0.7,-,6.5
301,Ricardo Ferreira Belenenses SAD,28, D(C),,4(1),352,0.2,1.2,0.6,0.2,2.6,0.4,1.4,-,6.5
302,Denilson Pacos de Ferreira,26, AM(L),FW,5(8),667,0.2,-,0.8,-,0.4,0.2,-,-,6.49
303,Filipe Ferreira Tondela,31, D(L),M(L),28(1),2312,1.3,1.2,1.0,0.1,2.1,0.5,0.1,-,6.49
304,Rodrigo Battaglia Sporting,30, M(C),,9(6),845,0.8,0.5,1.4,-,0.5,0.5,0.3,-,6.49
305,Franck-Yves Bambock Maritimo,26, DMC,,22(5),1827,0.9,0.7,1.7,-,0.9,0.7,0.2,-,6.49
306,Chico Ramos Santa Clara,26, M(C),,26(3),2235,1.4,0.9,1.1,-,0.4,1.1,0.2,-,6.49
307,Idrissa Doumbia Sporting,23, DMC,,17(5),1547,1.5,0.8,1.1,-,0.6,0.5,0.1,-,6.49
308,Matchoi Djaló Pacos de Ferreira,18, Midfielder,,1(2),92,-,0.3,0.3,-,0.3,0.7,-,-,6.49
309,Rubén Oliveira Aves,26, M(C),,23(1),2005,2.4,1.4,2.0,-,1.3,1.7,0.5,-,6.49
310,Wilson Eduardo Braga,31, AM(LR),FW,6(12),698,0.6,0.1,0.6,-,0.1,0.4,-,-,6.49
311,Alex Freitas Vitoria de Setubal,30, AM(L),,1(3),159,0.8,1.3,0.3,-,0.8,0.3,-,-,6.48
312,Easah Suliman Vitoria de Guimaraes,23, D(C),,5(1),418,0.3,1.2,0.8,-,2.3,-,0.2,-,6.48
313,Hildeberto Vitoria de Setubal,25, D(R),M(CLR),17(8),1532,0.7,0.4,0.7,-,0.1,0.5,-,-,6.48
314,Hélder Guedes Vitoria de Setubal,34, FW,,13(6),1036,0.2,0.1,0.7,-,1.1,0.2,0.2,-,6.48
315,Nabil Ghilas Vitoria de Setubal,31, AM(L),FW,10(5),899,0.5,-,0.6,-,0.8,0.1,0.1,-,6.48
316,Bruno Lamas Santa Clara,27, AM(CL),,6(5),511,0.6,0.5,0.7,-,0.2,0.8,0.1,-,6.48
317,Osama Rashid Santa Clara,29, DMC,,23(4),2014,1.4,0.6,0.9,-,0.5,1.1,0.2,-,6.48
318,Murilo Souza Braga,27, M(LR),,4(3),383,1.1,0.7,-,-,0.1,-,-,-,6.47
319,Maracás Pacos de Ferreira,27, D(C),,25(1),2125,1.3,1.2,1.3,0.5,2.8,0.5,0.5,-,6.47
320,Nikola Stojiljkovic Boavista,29, FW,,17(7),1544,0.3,0.1,1.7,-,0.7,0.4,-,-,6.47
321,Haris Seferovic Benfica,29, AM(LR),FW,14(16),1429,0.2,-,0.6,-,0.3,0.4,0.1,-,6.47
322,Álex Centelles Famalicao,22, D(L),,19(8),1740,1.0,0.9,0.8,0.6,2.1,0.5,0.3,-,6.47
323,João Pedro Tondela,28, M(C),,25(7),2152,1.0,0.5,1.7,-,0.7,0.9,0.3,-,6.46
324,Benny Belenenses SAD,24, AM(CR),,3(1),268,1.0,0.5,1.5,-,-,1.3,-,-,6.46
325,Erick Gil Vicente,23, AM(LR),,3(5),333,1.4,0.1,0.5,-,0.4,0.6,-,-,6.45
326,Licá Belenenses SAD,33, AM(CLR),FW,32(1),2693,0.6,0.7,0.8,-,0.9,0.7,-,-,6.45
327,Pedro Pelágio Maritimo,21, DMC,,13(3),1147,1.8,0.5,2.1,-,1,1.8,0.2,-,6.45
328,Reko Aves,22, M(C),,11(1),959,1.3,0.5,2.3,-,0.7,0.8,0.1,-,6.45
329,Daizen Maeda Maritimo,24, AM(LR),FW,18(5),1630,1.1,0.4,1.7,-,0.3,0.8,-,-,6.45
330,Jhon Murillo Tondela,25, M(LR),FW,26(4),2299,0.8,0.6,1.1,-,0.2,0.4,0.1,-,6.44
331,Yaw Ackah Boavista,22, DMC,,21(3),1907,1.6,1,1.6,-,0.8,0.7,0.1,-,6.44
332,Oumar Diakhite Aves,27, D(C),,16,1400,1.4,1.6,1.3,1.3,4.2,0.4,0.6,-,6.44
333,Henrique Portimonense,26, D(L),M(L),19(4),1569,1.1,1.3,1.4,0.3,1.1,0.6,0.1,-,6.44
334,Cassiano Boavista,32, FW,,13(14),1294,1,0.2,1.8,-,0.5,0.4,-,-,6.44
335,Lucas Paes Vitoria de Setubal,23, Goalkeeper,,1(1),136,-,-,-,-,-,-,-,-,6.44
336,Rúben Fernandes Gil Vicente,35, D(CL),,31,2748,0.5,1.3,0.5,0.9,3,0.3,0.5,-,6.44
337,Douglas Vitoria de Guimaraes,38, GK,,29,2610,-,-,-,-,0.7,0.1,-,1,6.44
338,Richard Rodrigues Tondela,22, AM(L),FW,17(11),1657,0.9,0.4,0.9,-,0.2,0.5,-,-,6.44
339,Bruno Costa Portimonense,24, AM(C),,8(9),810,1.2,0.4,0.7,-,0.1,0.6,-,-,6.44
340,Ricardo Valente Tondela,30, AM(CLR),,3(8),443,0.7,0.3,0.7,-,0.3,0.6,0.1,-,6.44
341,Jesé Sporting,28, AM(LR),FW,6(6),523,1,0.1,0.7,-,-,0.3,-,-,6.44
342,Murilo Pacos de Ferreira,25, AM(CLR),,12(6),937,1,0.3,1.2,0.1,0.2,0.8,0.1,-,6.43
343,Jorge Silva Pacos de Ferreira,25, D(R),,15(1),1160,2.2,1.1,2.1,0.3,1.9,1.6,0.3,-,6.43
344,Joel Tagueu Maritimo,27, AM(L),FW,9(7),841,0.4,0.3,1.1,-,0.6,0.5,-,-,6.43
345,André Sousa Belenenses SAD,31, M(CL),,11(2),944,1.7,0.7,1.5,-,0.8,1.1,0.2,-,6.43
346,Jaquité Tondela,25, DMC,,16(5),1493,2,0.7,2.1,-,0.6,1,0.3,-,6.43
347,Mouhamed Mbaye Porto,24, Goalkeeper,,0(1),14,-,-,-,-,-,-,-,-,6.43
348,João Novais Braga,28, M(CLR),,11(12),1105,0.5,0.3,1,-,0.2,0.4,0.1,-,6.43
349,Pité Tondela,27, D(L),DMC,11(8),1011,1.4,0.7,1.1,-,0.7,0.6,0.1,-,6.43
350,Nuno Pinto Vitoria de Setubal,35, D(L),,8(2),742,0.8,1,0.7,0.2,1.5,0.7,0.2,-,6.43
351,Koki Anzai Portimonense,26, D(LR),M(R),20(3),1837,0.9,0.7,0.9,0.1,1.2,0.3,0.2,-,6.42
352,Zequinha Vitoria de Setubal,34, AM(LR),,21(9),1782,0.7,0.3,0.6,-,0.5,0.5,-,-,6.42
353,Guilherme Schettine Santa Clara,26, FW,,6(9),665,0.3,0.1,1.1,-,0.3,0.4,-,-,6.42
354,Dyego Sousa Benfica,32, FW,,1(10),202,0.3,0.1,0.4,-,0.1,0.2,-,-,6.42
355,João Reis Tondela,29, Defender,,4(4),393,1.9,0.8,0.5,-,1.8,0.9,0.3,-,6.42
356,Andrej Simunec Aves,26, Defender,,2,136,3.0,1.5,0.5,-,3.0,-,-,-,6.42
357,Ricardo Ferreira Portimonense,31, GK,,20,1800,0.1,-,0.1,-,1.1,0.1,-,-,6.41
358,Lionn Famalicao,32, D(R),,11,928,2.1,1.6,1.2,0.7,1.5,1.1,0.4,-,6.41
359,Afonso Figueiredo Aves,28, D(L),,19(2),1605,1.4,1.4,0.7,-,1.3,0.4,0.1,-,6.41
360,Babacar Niasse Tondela,24, GK,,5,450,-,-,-,-,1.4,-,-,-,6.41
361,Heriberto Tavares Boavista,24, AM(CLR),FW,17(11),1459,0.9,0.3,1.1,-,0.5,0.7,-,-,6.41
362,João Pedro Vitoria de Guimaraes,25, FW,,1(9),262,0.2,0.2,1,-,0.6,0.1,-,-,6.41
363,Patricio Rodríguez Moreirense,31, Midfielder,,0(1),27,3,1,-,-,-,-,-,-,6.41
364,Rui Fonte Braga,31, M(R),FW,6(19),783,0.3,0.1,0.6,-,0.3,0.3,-,-,6.41
365,Bruno Moreira Rio Ave,34, FW,,13(14),1212,0.1,-,0.4,-,0.5,0.1,-,-,6.41
366,Jhon Cley Maritimo,27, AM(R),,4(6),412,0.1,0.1,0.7,-,0.3,0.5,-,-,6.4
367,Luiz Carlos Pacos de Ferreira,36, D(R),DMC,25(3),2092,1.3,0.8,1.9,-,0.5,1,0.4,-,6.4
368,Simón Ramírez Belenenses SAD,23, Defender,,0(1),16,-,-,1,-,-,-,-,-,6.4
369,Miguel Silva Vitoria de Guimaraes,26, GK,,6,451,0.2,-,-,-,0.8,-,-,-,6.4
370,Nuno Valente Vitoria de Setubal,29, M(CR),,13(5),1189,0.9,0.4,0.7,0.1,0.5,0.9,-,-,6.4
371,Francisco Miguel Varela Martín Belenenses SAD,27, D(L),,8(1),690,1.4,1,0.6,0.1,1.7,0.4,0.1,-,6.4
372,Eduardo Henrique Sporting,26, M(C),,8(7),707,0.7,0.4,0.7,0.1,0.2,0.1,0.1,-,6.4
373,Alex Soares Moreirense,30, AM(C),,23(9),2053,1.2,0.7,1.4,-,0.4,1,0.1,-,6.4
374,Stephen Eustáquio Pacos de Ferreira,24, DMC,,14(2),1243,0.8,1.4,1.6,0.2,0.8,1.3,-,-,6.39
375,Gustavo Dulanto Boavista,26, D(C),,9(1),751,1.4,1,0.9,0.3,3.7,-,0.3,-,6.39
376,Pedro Amaral Rio Ave,24, D(L),,8(5),679,0.9,0.4,0.9,-,0.9,0.6,0.1,-,6.39
377,Rafael Camacho Sporting,21, M(LR),,9(10),860,0.4,0.2,0.6,-,0.2,0.3,-,-,6.39
378,Messias Rio Ave,27, D(C),,2(3),210,0.8,0.8,0.4,0.8,3,0.2,0.8,-,6.39
379,Jefferson Encada Vitoria de Guimaraes,23, Forward,,0(1),23,-,-,-,-,-,-,-,-,6.39
380,Tomás Castro Belenenses SAD,22, Midfielder,,1,60,1,-,3.0,-,2,1,-,-,6.39
381,Romário Baldé Gil Vicente,24, Forward,,0(7),225,1,0.3,0.7,-,0.3,0.1,-,-,6.39
382,Nenê Moreirense,38, FW,,7(19),714,0.5,0.1,0.7,-,0.7,0.3,-,-,6.39
383,Tomás Esteves Porto,19, D(R),,2,105,-,1,1.0,-,-,-,-,-,6.39
384,Gedson Fernandes Benfica,22, AM(CR),,2(5),216,1,0.6,0.4,-,0.4,0.3,-,-,6.38
385,Samuel Pedro Boavista,20, Forward,,0(1),21,2,-,2.0,-,-,1,-,-,6.38
386,Jonathan Toro Tondela,25, AM(L),,18(14),1746,1,0.3,1.3,-,0.4,0.5,-,-,6.38
387,Ricardo Alves Tondela,30, D(C),,12(5),1125,0.4,0.7,0.7,0.7,3.1,0.2,0.2,-,6.38
388,Mateus Boavista,37, AM(LR),,11(16),1104,0.9,0.3,0.8,-,0.3,0.5,-,-,6.38
389,Miguel Tavares Aves,23, Midfielder,,4(8),453,1,0.4,0.7,-,0.3,0.3,-,-,6.38
390,Pedro Trigueira Moreirense,33, GK,,1,90,-,-,-,-,-,-,-,-,6.37
391,Nwankwo Obiora Boavista,30, DMC,,18(5),1491,1,0.7,1.7,-,1.5,0.5,0.4,-,6.37
392,Estrela Aves,26, DMC,,18(3),1561,1.1,1.4,1,-,1.2,0.6,0.2,-,6.37
393,Fernando Medeiros Portimonense,25, D(C),,7(6),662,0.8,0.7,0.7,-,1,0.4,0.3,-,6.37
394,Jaílson Aves,30, D(R),,14(3),1122,1.2,0.9,0.6,0.2,0.8,0.4,0.2,-,6.37
395,André Moreira Belenenses SAD,25, GK,,14(1),1321,0.1,-,-,-,1.2,0.3,-,-,6.36
396,Mato Milos Aves,28, D(R),,15,1303,1.3,1.1,1.3,0.1,2.3,1.2,0.1,-,6.36
397,Show Belenenses SAD,22, DMC,,22(2),1865,2,0.8,2.2,0.1,0.7,1.5,0.4,-,6.36
398,Kouka Braga,28, FW,,4(2),359,0.8,-,0.8,-,0.2,0.7,-,-,6.36
399,Zé Manuel Santa Clara,31, AM(LR),FW,10(16),977,0.6,0.2,0.4,-,-,0.4,-,-,6.36
400,Uilton Pacos de Ferreira,29, D(L),M(R),5(21),876,0.8,0.2,0.6,-,0.5,0.1,-,-,6.36
401,Ahmed Isaiah Gil Vicente,26, Midfielder,,0(5),67,0.4,0.4,0.2,-,0.2,0.2,-,-,6.35
402,Raúl Silva Braga,32, D(C),,8(3),649,1.4,0.7,1.2,0.6,1.7,0.5,0.2,-,6.35
403,Rômulo Portimonense,25, M(C),,6(10),656,1.1,0.9,0.8,-,0.5,0.4,-,-,6.35
404,Abou Ouattara Vitoria de Guimaraes,21, Forward,,2(8),273,0.4,0.2,1.8,-,-,0.4,-,-,6.35
405,Ukra Santa Clara,33, AM(LR),,7(8),697,0.6,0.1,0.6,-,0.1,0.6,-,-,6.35
406,Luciano Nequecaur Maritimo,29, Forward,,3(4),282,1.1,0.3,1.4,0.1,0.4,1.3,-,-,6.35
407,João Afonso Gil Vicente,26, DMC,,16(11),1349,1.3,0.9,1.4,-,0.7,1.0,0.2,-,6.35
408,Ricardo Ribeiro Pacos de Ferreira,31, GK,,31,2790,-,-,-,-,1.2,0.1,-,-,6.34
409,Anderson Silva Famalicao,23, FW,,6(25),792,0.3,0.1,1,-,0.3,0.2,-,-,6.34
410,Josh Tymon Famalicao,22, D(L),M(CL),4(1),373,1.4,0.6,1.6,0.2,1.6,0.2,0.4,-,6.34
411,Quentin Beunardeau Aves,27, GK,,21,1890,-,-,0.1,-,2,-,-,1,6.33
412,Guga Famalicao,24, AM(C),,10(16),999,0.9,0.2,0.6,-,0.2,0.7,0.1,-,6.33
413,Nuno Pina Nunes Belenenses SAD,22, M(C),,5(6),547,1.2,0.8,1.7,-,0.6,1.3,0.3,-,6.33
414,Vitinha Porto,21, AM(C),,0(8),110,0.5,0.1,0.1,-,0.1,0.4,0.1,-,6.33
415,Hugo Vieira Gil Vicente,33, FW,,3(8),396,0.1,0.1,0.5,-,-,0.1,-,-,6.33
416,Marco Matias Belenenses SAD,32, AM(CLR),,11(16),1193,0.9,0.4,1.0,-,0.4,0.4,-,-,6.32
417,Gabrielzinho Rio Ave,25, AM(LR),,2(6),210,0.1,0.4,0.1,-,-,0.4,-,-,6.32
418,Vitor Carvalho Gil Vicente,24, DMC,,0(10),223,0.4,0.3,0.9,-,0.1,0.5,-,-,6.32
419,Elias Abouchabaka Vitoria de Guimaraes,21, Midfielder,,0(1),9,-,-,1.0,-,-,-,-,-,6.32
420,Edgar Costa Maritimo,34, AM(CLR),,17(10),1628,1.0,0.4,1.5,-,0.5,1.0,0.1,-,6.32
421,Valerii Bondarenko Vitoria de Guimaraes,27, D(C),,8,697,1.3,1.3,1.9,0.4,3.3,1.1,0.5,-,6.32
422,Vasco Rocha Pacos de Ferreira,32, M(CR),,5(5),397,1.1,0.8,1.0,-,0.7,0.8,0.1,-,6.31
423,Getterson Maritimo,30, AM(R),FW,10(17),1120,0.5,0.3,0.3,-,0.3,0.6,0.1,-,6.31
424,Nikola Jambor Rio Ave,26, DMC,,1(6),251,0.6,0.4,0.9,-,0.4,0.6,0.1,-,6.31
425,Zakaria Naidji Gil Vicente,26, Forward,,5(15),663,0.5,0.1,0.7,-,0.2,0.4,-,-,6.3
426,Walterson Famalicao,26, AM(LR),FW,4(13),556,0.8,0.2,0.8,-,0.2,0.8,0.1,-,6.3
427,Marcelinho Maritimo,25, M(L),,7(7),707,0.7,0.4,1.4,-,0.3,0.8,-,-,6.3
428,Leandro Vilela Vitoria de Setubal,26, DMC,,5(6),442,1.5,0.6,1.3,-,0.3,0.5,0.2,-,6.3
429,Yusupha Om Njie Boavista,27, AM(CL),FW,12(13),1101,0.6,0.1,1.2,-,0.4,0.5,-,-,6.29
430,Aflalo Aves,25, GK,,5,450,-,-,-,-,1,-,-,-,6.28
431,Lucas Marques Santa Clara,26, DMC,,3,238,1.3,1.7,2,-,1.3,2.3,0.7,-,6.28
432,Rubilio Castillo Tondela,29, Forward,,0(1),10,-,-,-,-,-,-,-,-,6.28
433,Andrija Zivkovic Benfica,25, AM(CLR),,0(3),64,0.7,0.3,1,-,0.3,1,-,-,6.28
434,Mathiola Vitoria de Setubal,24, Midfielder,,2(6),225,0.5,-,0.4,-,0.1,0.5,-,-,6.27
435,Francisco Geraldes Sporting,26, AM(CLR),,1(7),263,0.6,0.4,0.8,-,0.1,0.4,-,-,6.27
436,Anderson Oliveira Portimonense,23, AM(LR),,0(9),184,0.2,0.3,0.8,-,0.1,0.2,-,-,6.27
437,Diogo Calila Belenenses SAD,23, D(R),M(R),8(4),705,1,0.5,1.3,0.3,0.7,0.6,-,-,6.27
438,Touré Aves,24, Midfielder,,1(3),102,0.8,0.3,0.3,-,-,0.5,0.3,-,6.27
439,Joao Meira Vitoria de Setubal,34, D(C),DMC,6(2),539,0.3,0.9,0.5,0.4,3,0.5,0.1,1,6.27
440,Iury Portimonense,26, FW,,5(2),474,0.3,0.1,1.4,-,0.1,-,-,-,6.27
441,Denis Pineda Santa Clara,26, AM(R),,1(1),81,0.5,0.5,-,-,-,0.5,-,-,6.27
442,Claudemir Braga,33, DMC,,4(1),335,0.6,0.4,1.6,-,1.4,1,0.2,-,6.26
443,Marlos Moreno Portimonense,25, AM(LR),,5(11),535,0.7,0.6,0.9,-,0.2,0.3,-,-,6.26
444,Ibrahima Camará Moreirense,22, DMC,,2(6),208,0.6,0.5,1.1,-,0.6,0.6,0.1,-,6.25
445,Arcanjo Tondela,20, Midfielder,,1(1),62,0.5,0.5,0.5,-,0.5,-,-,-,6.24
446,Tomislav Strkalj Tondela,25, FW,,10(9),879,0.1,0.1,0.5,-,0.3,0.2,-,-,6.23
447,Luís Machado Moreirense,29, AM(LR),,10(11),1033,0.6,0.6,0.8,-,0.1,0.6,-,-,6.23
448,Rafik Halliche Moreirense,35, D(C),,8(1),626,0.4,1.4,0.7,0.4,2.3,0.4,0.6,-,6.23
449,Jota Gonçalves Tondela,21, D(C),,0(1),16,-,1.0,-,-,-,-,-,-,6.23
450,Imad Faraj Belenenses SAD,22, AM(R),,0(3),54,1.3,-,1,-,-,-,-,-,6.23
451,Rodrigo Freitas Portimonense,23, D(C),,6(2),548,0.9,1.3,0.6,0.1,2.5,0.6,0.4,1,6.23
452,Leandrinho Vitoria de Setubal,28, M(CR),,6(9),572,1.2,0.5,0.9,-,0.5,0.7,0.2,-,6.23
453,Khalid Hachadi Vitoria de Setubal,23, FW,,9(9),845,0.1,0.1,0.8,-,0.2,0.3,0.1,-,6.22
454,Fernando Cardozo Boavista,20, Forward,,4(6),404,0.8,0.2,1.7,-,0.6,0.5,-,-,6.22
455,Fábio Silva Porto,19, FW,,1(11),183,0.3,0.1,0.8,-,0.2,-,-,-,6.22
456,Bruno Xavier Aves,24, Midfielder,,0(5),49,0.6,-,-,-,-,0.2,-,-,6.22
457,Jota Benfica,22, AM(LR),,1(18),177,0.1,0.1,0.4,-,0.1,0.2,-,-,6.22
458,Charles Maritimo,27, GK,,9,810,-,0.1,0.1,-,1.8,0.1,-,-,6.21
459,Luiz Henrique Moreirense,24, Midfielder,,0(4),84,-,-,1,-,1,-,-,-,6.21
