,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
65,Fábio Cardoso Santa Clara,27, D(C),,30,2692,-,0.2,38.6,78.9,-,3.7,-,6.94
66,Vasco Fernandes Vitoria de Setubal,35, D(CLR),,1,90,-,-,34.0,70.6,-,2.0,-,6.94
67,Neris Boavista,29, D(C),,24,2160,-,0.2,33.9,76.3,-,3.2,-,6.94
68,Mateus Uribe Porto,30, DMC,,22(4),1873,1,0.6,42.7,86.6,0.2,2.9,-,6.94
69,Diogo Gonçalves Famalicao,24, D(R),M(LR),22(5),2018,4,1.2,18.8,74.6,0.9,0.4,-,6.93
70,Eduardo Braga,39, GK,,4,360,-,-,25.8,56.3,-,6.8,-,6.93
71,Eduardo Quaresma Sporting,19, D(C),,9,775,-,0.6,65.3,87.1,-,4.1,-,6.92
72,André André Vitoria de Guimaraes,32, M(C),,14(2),1222,1,0.9,31.4,84.3,0.2,2.1,-,6.92
73,Nilton Varela Belenenses SAD,20, M(L),,17(1),1428,2,0.7,20.0,66.4,0.6,0.7,-,6.92
74,Falaye Sacko Vitoria de Guimaraes,26, D(R),M(R),23,2064,5,1.3,39.7,78.7,0.7,2.8,-,6.91
75,Ferro Benfica,24, D(C),,25(1),2316,-,0.3,59.5,86.2,-,5.3,-,6.91
76,Chancel Mbemba Porto,27, D(CLR),DMC,21(5),1990,-,0.3,48.5,88.4,-,4.3,-,6.9
77,Wendel Sporting,24, M(CL),,26(2),2292,2,1.1,57.8,92.0,0.1,2.4,-,6.9
78,Ricardo Esgaio Braga,28, D(R),M(R),28(2),2544,5,1.5,45.3,81.3,1.3,3.2,-,6.9
79,Vítor Tormena Braga,25, D(CR),,4,360,-,-,64.8,86.1,-,2.8,-,6.89
80,Iago Santos Moreirense,29, D(C),,25,2234,1,0.2,41.6,76.1,-,5.0,-,6.88
81,Fabio China Maritimo,29, D(L),M(L),14,1275,-,0.6,32.0,71.9,0.3,1.6,-,6.88
82,Dener Portimonense,29, M(CR),FW,22(4),1869,-,0.5,32.4,77.3,0.2,1.8,-,6.88
83,Mohamed Diaby Pacos de Ferreira,25, DMC,,19(8),1756,1,0.3,26.9,75.0,-,2.2,-,6.88
84,Julian Weigl Benfica,26, D(C),DMC,17(1),1377,-,0.1,53.6,92.7,-,4.4,-,6.87
85,Pote Famalicao,23, M(C),,32(1),2729,5,1.5,30.8,75.8,0.2,2.0,0.2,6.87
86,Fábio Abreu Moreirense,28, FW,,27(7),2401,2,0.5,10.5,65.3,-,0.2,0.1,6.86
87,Tiquinho Soares Porto,30, FW,,20(10),1728,1,0.6,12.2,71.5,0.1,0.3,-,6.86
88,Carraça Boavista,28, D(R),M(CR),28(2),2574,3,1.1,28.1,74.6,1.2,2.2,-,6.85
89,Andraz Sporar Sporting,27, FW,,15(1),1395,-,0.7,12.4,71.2,-,0.3,-,6.85
90,Diego Lopes Rio Ave,27, AM(CL),,29(1),2387,4,0.7,37.4,83.4,0.2,1.8,-,6.84
91,Giorgi Makaridze Vitoria de Setubal,31, GK,,32,2835,-,-,31.4,66.9,-,7.1,-,6.84
92,Guedes Vitoria de Guimaraes,27, FW,,1(1),114,-,-,13.0,61.5,-,-,-,6.84
93,Dimitar Sheytanov Aves,22, Goalkeeper,,2,180,-,-,26.0,76.9,-,9,-,6.84
94,Bruno Duarte Vitoria de Guimaraes,25, FW,,18(6),1590,5,0.8,10.5,70.9,-,0.3,-,6.84
95,Jeremy Mathieu Sporting,38, D(CL),,19,1639,1,0.5,66.5,88.8,0.1,4.1,-,6.84
96,Emmanuel Hackman Portimonense,26, D(R),,19(1),1599,2,0.5,31.1,67.5,0.1,1.5,-,6.84
97,Wallace Braga,27, D(C),,8,658,-,0.1,52.4,86.2,-,4.3,-,6.83
98,René Maritimo,29, D(C),DMC,30(1),2721,-,0.4,46.4,82.7,-,4.8,0.1,6.83
99,Alex Pinto Gil Vicente,23, D(R),,13,1140,1,0.8,34.3,68.8,0.5,2.9,-,6.83
100,Gelson Dala Rio Ave,25, AM(CL),FW,5(9),585,-,0.3,12.0,79.2,0.4,0.6,-,6.82
101,Douglas Tanque Pacos de Ferreira,28, FW,,23(6),1935,1,0.5,13.3,66.1,0.1,0.2,-,6.82
102,Matheus Reis Rio Ave,26, D(CL),,28(2),2538,3,0.5,59.2,84.3,0.3,3.2,-,6.82
103,Davidson Vitoria de Guimaraes,30, AM(LR),FW,16(10),1528,3,0.7,15.4,66.8,0.6,0.8,-,6.82
104,Wilson Manafá Porto,27, D(LR),,21(7),1910,1,0.4,33.8,83.9,0.3,2.1,-,6.82
105,Jonathan Buatu Aves,28, D(C),,12,1080,-,0.1,32.3,76.5,-,2.3,-,6.82
106,Chiquinho Benfica,26, AM(C),FW,17(8),1514,4,0.9,23.4,84.6,0.3,0.7,-,6.81
107,Samú Costa Braga,20, Midfielder,,0(1),45,-,-,11.0,81.8,-,1.0,-,6.81
108,Silvio Vitoria de Setubal,34, D(LR),,31,2778,1,0.5,34.0,76.2,0.5,1.9,-,6.81
109,Philipe Sampaio Tondela,27, D(C),,20(2),1835,-,0.1,37.1,79.5,-,2.3,-,6.81
110,Gonzalo Plata Sporting,21, AM(R),,12(9),1144,2,1,18.4,78.5,0.5,0.7,-,6.81
111,Rúben Ferreira Maritimo,31, D(L),,19,1656,1,0.7,39.6,67.9,0.8,3.2,-,6.8
112,Pirri Vitoria de Setubal,29, D(C),,18(2),1582,-,-,34.4,81.4,-,3.5,-,6.8
113,Carlos Junior Santa Clara,26, AM(LR),FW,27(7),2456,3,0.4,15.9,68.3,0.1,0.5,0.1,6.8
114,Amir Abedzadeh Maritimo,28, GK,,25,2280,-,-,30.3,61.5,-,7.0,-,6.79
115,Bruno Wilson Braga,24, D(C),,3(3),350,-,-,45.3,87.5,-,3.3,-,6.79
116,Luís Neto Sporting,33, D(C),,11(1),839,-,0.1,59.0,92.8,-,5.3,-,6.79
117,Sandro Lima Gil Vicente,31, AM(C),FW,29(3),2560,1,1.1,17.8,74.2,0.1,0.5,-,6.79
118,Nanu Maritimo,27, D(R),M(LR),32(1),2842,3,0.9,25.2,76.2,0.4,1.2,-,6.78
119,Rafael Ramos Santa Clara,26, D(R),,14(2),1173,2,0.8,26.2,70.2,0.4,1.6,0.1,6.78
120,Ygor Nogueira Gil Vicente,26, D(C),,22,1980,3,0.3,42.5,82.2,-,4.4,-,6.78
121,Odysseas Vlachodimos Benfica,27, GK,,33,2970,-,-,24.8,75.7,-,4.1,-,6.78
122,Welinton Júnior Aves,28, AM(L),FW,22(1),1852,3,0.6,13.3,56.5,0.3,0.8,-,6.78
123,Eber Bessa Vitoria de Setubal,29, M(CLR),,25(6),2266,6,1.2,21.1,72.4,0.9,1.4,-,6.77
124,Raúl de Tomás Benfica,27, FW,,6(1),467,-,0.9,13.9,78.4,-,0.4,0.3,6.77
125,Toni Martínez Famalicao,24, FW,,27(5),2194,3,0.7,13.5,65.3,0.1,0.3,-,6.77
126,Fransérgio Braga,31, M(C),FW,23(3),1995,1,0.7,36.7,78.2,0.2,3.0,-,6.77
127,Ola John Vitoria de Guimaraes,29, AM(LR),,13(3),907,4,1.1,17.8,78.9,0.7,1.3,-,6.77
128,Edmond Tapsoba Vitoria de Guimaraes,22, D(C),,16,1351,2,0.4,54.3,87.8,-,6.2,-,6.76
129,Luther Singh Moreirense,24, AM(LR),,13(8),1272,2,1.2,16.8,80.5,1.1,0.8,-,6.76
130,Rafael Costa Boavista,30, M(C),,16,1388,1,1.1,34.8,68.4,0.5,2.2,-,6.76
131,Nuno Santos Moreirense,22, M(C),,9(5),809,2,1.1,25.9,80.2,0.6,1.8,0.1,6.76
132,Yannick Bolasie Sporting,32, AM(LR),FW,12(2),1088,-,0.6,15.9,73.9,0.3,0.3,-,6.76
133,Costinha Santa Clara,29, M(CLR),FW,14(2),1145,4,1.1,16.4,62.0,0.9,1.1,0.1,6.75
134,Carlinhos Vitoria de Setubal,27, M(CR),,28(2),2436,1,1.2,34.0,83.1,0.4,2.6,-,6.75
135,João Afonso Santa Clara,31, D(C),,32(1),2867,1,0.2,37.1,80.6,-,4.1,-,6.75
136,Pawel Kieszek Rio Ave,37, GK,,34,3060,-,0.1,29.3,69.1,-,6.5,-,6.75
137,Cafu Belenenses SAD,27, D(C),DMC,12(2),1076,-,0.3,35.9,85.9,-,2.6,-,6.75
138,Lazar Rosic Moreirense,28, D(C),,18,1620,-,0.1,42.2,79.7,0.1,5.4,-,6.75
139,Florent Hanin Vitoria de Guimaraes,31, D(L),M(L),26(2),2340,2,1.2,37.0,77.7,0.8,2.0,-,6.75
140,Lincoln Santa Clara,23, AM(C),FW,22(8),1999,6,1.5,21.5,73.1,1.2,1.6,-,6.74
141,Pedrinho Pacos de Ferreira,28, M(CR),,33,2799,2,1.8,33.4,75.3,1.3,3.1,0.1,6.74
142,Tiago Castro Vitoria de Setubal,25, Midfielder,,1,70,-,-,30.0,60.0,-,2.0,-,6.74
143,Mateus Pasinato Moreirense,29, GK,,33,2970,1,-,27.8,55.8,-,8.2,-,6.74
144,Hervé Koffi Belenenses SAD,25, GK,,20,1740,-,-,28.1,63.5,-,6.1,-,6.74
145,Bruno Santos Pacos de Ferreira,28, D(R),,19(3),1784,1,0.6,30.9,75.0,0.4,2.5,-,6.74
146,Pablo Santos Braga,29, D(C),,9(1),855,-,0.3,68.4,88.3,-,3.2,-,6.73
147,Silvestre Varela Belenenses SAD,36, M(CLR),,18(3),1573,1,0.9,26.2,76.4,0.6,0.8,0.1,6.73
148,Carlos Mané Rio Ave,27, AM(LR),FW,13(19),1537,6,1.1,16.9,75.4,0.7,0.9,-,6.73
149,Rodrigo Pinho Maritimo,30, FW,,18(9),1635,-,0.4,14.0,69.8,-,0.5,-,6.73
150,Pedro Henrique Vitoria de Guimaraes,28, D(C),,20(4),1932,-,0.1,40.8,81.4,-,3.5,-,6.73
151,Pêpê Vitoria de Guimaraes,24, M(C),,22(9),1937,-,1.1,41.8,84.7,1,5.1,-,6.72
152,Steven Vitória Moreirense,34, D(C),,16(3),1536,-,0.1,32.3,79.1,-,2.8,-,6.72
153,Adi Mehremic Aves,29, D(C),,8,703,-,0.3,31.4,68.9,-,4,-,6.72
154,Bruno Xadas Braga,23, AM(CLR),,0(1),24,-,1.0,12.0,91.7,-,-,1,6.72
155,Luiz Phellype Sporting,28, FW,,12(4),1011,1,0.3,8.6,65.0,-,0.1,-,6.72
156,Frederico Venâncio Vitoria de Guimaraes,28, D(C),,20,1793,-,0.4,48.1,85.3,0.1,4.2,-,6.71
157,Artur Jorge Vitoria de Setubal,27, D(C),,29(1),2574,1,0.1,40.3,80.4,-,3.5,-,6.71
158,Tomás Tavares Benfica,20, D(R),,9(3),876,-,0.4,38.3,80.8,-,1.7,0.1,6.71
159,Matheus Nunes Sporting,23, M(C),,9(1),722,-,0.4,36.5,86.3,-,5,-,6.71
160,Fabiano Boavista,29, D(CR),,26(1),2231,2,0.4,36.4,77.3,0.1,3.3,-,6.71
161,Helton Leite Boavista,31, GK,,21,1890,-,-,25.5,52.0,-,7.2,-,6.71
162,Yohan Tavares Tondela,33, D(C),,28(1),2513,-,0.1,42.1,83.9,-,3.2,-,6.7
163,Bruno Wilson Tondela,24, D(C),,15,1228,-,0.1,41.2,81.9,0.1,5.5,-,6.7
164,Riccieli Famalicao,23, D(C),,17(8),1727,-,0.2,40.3,86.7,-,2.2,-,6.7
165,César Martins Santa Clara,28, D(C),,11(3),1015,-,0.1,40.1,75.6,0.1,6.5,-,6.7
166,Bruno Teles Pacos de Ferreira,35, D(L),,17,1473,1,1.2,36.9,77.7,1,3.2,-,6.7
167,Gonçalo Silva Belenenses SAD,30, D(CR),,18,1525,1,0.3,51.7,76.1,0.2,5.1,0.1,6.7
168,Jadson Portimonense,30, D(C),,28(3),2543,-,0.2,44.0,84.2,-,3.2,-,6.69
169,Tiago Esgaio Belenenses SAD,26, D(CR),DMC,26(2),2243,2,0.5,32.7,71.4,0.5,1.9,-,6.69
170,Dejan Kerkez Maritimo,25, D(C),,15(1),1338,-,0.1,36.4,82.5,-,2.4,-,6.68
171,Uros Racic Famalicao,23, DMC,,26(7),2421,1,1,32.2,79.8,0.1,2.3,0.1,6.68
172,José Semedo Vitoria de Setubal,36, D(C),DMC,29,2590,-,0.3,34.4,80.5,0.1,1.7,-,6.68
173,Toni Borevkovic Rio Ave,24, D(C),,31(1),2788,-,0.1,54.3,85.7,-,4.8,-,6.68
174,Brian Mansilla Vitoria de Setubal,24, AM(CL),FW,22(7),1907,1,0.6,17.1,72.9,0.6,1.0,-,6.68
175,Pedro Amador Braga,22, D(L),,7(2),622,-,1.1,34.4,79.0,1.4,1.6,-,6.68
176,Renan Ribeiro Sporting,31, GK,,11,990,-,-,28.3,70.1,-,6.3,-,6.68
177,Diogo Viana Braga,31, D(R),M(R),6,451,-,0.8,36.7,88.2,1.3,1.8,-,6.68
178,Rodrigão Gil Vicente,26, D(C),,17,1530,2,0.2,44.4,81.7,-,4.5,-,6.67
179,Paulinho Portimonense,27, AM(CR),,1(1),115,-,0.5,22.5,84.4,-,2.5,-,6.67
180,Gustavo Sauer Boavista,28, M(CLR),,23(5),2002,-,0.6,17.6,75.2,0.3,0.9,-,6.67
181,Bruno Xadas Maritimo,23, AM(CLR),,9(3),766,-,1.7,28.1,80.4,1.1,1.8,-,6.67
182,Tarantini Rio Ave,38, M(C),,28(3),2412,-,0.3,36.7,78.1,0.1,1.9,-,6.67
183,Matija Ljujic Belenenses SAD,28, AM(C),,4(1),357,1,0.4,25.8,85.3,0.2,1.2,-,6.67
184,Mehrdad Mohammadi Aves,28, FW,,27(1),2330,5,0.8,12.6,73.4,0.4,0.4,-,6.66
185,Nehuen Pérez Famalicao,21, D(C),,23,2017,-,0.2,58.2,85.8,-,6.0,-,6.66
186,David Carmo Braga,22, D(C),,16(2),1473,-,0.1,61.7,83.7,0.1,7.2,-,6.66
187,Marko Petkovic Tondela,29, D(R),,6(1),461,-,0.3,28.3,64.6,-,0.7,-,6.66
188,Zaidu Sanusi Santa Clara,24, D(L),M(L),21(3),1849,2,0.7,25.5,62.4,0.8,1.6,-,6.65
189,Anthony D'Alberto Moreirense,27, D(LR),M(R),10(3),989,2,0.4,31.9,74.9,0.3,1.8,-,6.65
190,Jackson Martínez Portimonense,35, FW,,18(6),1628,-,0.7,16.8,70.2,-,0.6,-,6.64
191,Stefan Ristovski Sporting,29, D(R),M(R),19(2),1552,2,0.8,30.9,81.7,0.4,1.2,-,6.64
192,Matheus Braga,29, GK,,29,2610,-,-,27.7,77.8,-,4.6,-,6.64
193,Lucas Boavista,31, D(C),,8(4),779,-,-,29.3,83.8,-,1.3,-,6.64
194,Júnior Tavares Portimonense,25, D(L),DMC,13(2),1156,-,0.9,36.1,82.1,0.1,2.7,0.1,6.64
195,Gustavo Assunção Famalicao,21, DMC,,27(3),2430,-,0.4,41.6,86.1,-,3.2,-,6.64
196,William Soares Gil Vicente,32, DMC,,32(1),2812,1,0.4,41.7,86.1,0.4,4.5,-,6.64
197,Chima Akas Belenenses SAD,27, D(CL),M(L),14(1),1294,1,0.5,34.2,75.0,0.2,2.3,-,6.64
198,Bozhidar Kraev Gil Vicente,24, AM(C),FW,28(4),2267,1,0.7,16.7,65.1,0.7,1.0,-,6.64
199,Bracali Boavista,40, GK,,13,1170,-,0.2,28.2,52.9,-,9.1,-,6.64
200,Nuno Coelho Belenenses SAD,33, D(C),DMC,32,2761,-,0.3,47.2,82.9,-,3.9,-,6.63
201,Gabrielzinho Moreirense,25, AM(LR),,13(2),966,2,0.4,12.5,77.0,0.3,0.3,-,6.63
202,Lucas Fernandes Portimonense,24, M(CL),FW,23(4),2018,1,0.7,32.5,87.0,0.4,2.4,-,6.63
203,Filipe Soares Moreirense,22, AM(C),FW,31(2),2614,4,0.8,28.6,78.3,0.2,1.6,0.1,6.63
204,Diogo Figueiras Rio Ave,30, D(LR),M(R),18,1386,2,0.9,37.8,77.2,0.4,2.6,-,6.62
205,Djavan Moreirense,33, D(L),,8(2),642,-,0.5,25.0,76.0,0.2,0.8,-,6.62
206,Rafa Soares Vitoria de Guimaraes,26, D(L),,8(2),724,1,1.4,25.7,73.2,1.4,1.3,-,6.62
207,Paulinho Boavista,24, M(CLR),,20(4),1839,2,1.2,22.7,81.1,0.2,0.8,0.1,6.62
208,Fabiano Braga,21, M(R),,0(2),90,-,-,15.5,77.4,-,-,-,6.62
209,André Horta Braga,25, M(C),,21(4),1603,2,0.9,47.5,87.7,0.6,3.4,-,6.62
210,Marlon Boavista,24, D(L),M(L),23(4),1965,2,0.8,25.5,68.6,0.7,2.4,-,6.62
211,Shuichi Gonda Portimonense,32, GK,,14,1260,-,-,30.3,58.7,-,9.9,-,6.62
212,Lucas Possignolo Portimonense,27, D(C),,26,2337,-,0.2,50.5,85.3,-,5.3,-,6.61
213,Lourency Gil Vicente,25, AM(LR),,21(10),1964,2,0.7,16.3,73.5,0.5,0.6,-,6.61
214,Jubal Vitoria de Setubal,28, D(C),,20(4),1876,-,0.1,34.3,78.9,-,4.0,-,6.61
215,Bueno Boavista,33, AM(CL),FW,14(5),1207,3,1.1,26.1,73.0,0.7,2.1,-,6.61
216,Edwin Banguera Gil Vicente,25, D(L),,7(2),637,1,0.2,25.9,76.4,-,2.8,-,6.61
217,Claudio Falcão Aves,27, D(C),DMC,26,2227,1,0.4,34.7,71.1,0.1,4.7,-,6.61
218,Fábio Aves,31, GK,,6,540,-,-,22.8,51.1,-,5.0,-,6.61
219,Tiago Ilori Sporting,28, D(C),,6(2),558,-,0.3,65.0,89.0,0.1,3.1,-,6.61
220,Eduardo Kau Belenenses SAD,22, Defender,,2(1),202,-,0.3,49.0,85.7,-,3.0,-,6.6
221,Arthur Henrique Gil Vicente,27, M(L),,14(4),1024,-,1,18.4,75.5,0.6,0.9,-,6.6
222,Marcelo Pacos de Ferreira,32, D(C),,14(1),1242,1,0.3,32.7,78.0,-,3.8,-,6.6
223,Cláudio Ramos Tondela,30, GK,,29,2610,-,-,28.6,57.1,-,7.2,-,6.6
224,Racine Coly Famalicao,25, D(L),M(L),10(4),839,2,0.8,28.9,83.7,0.6,1.1,-,6.6
225,Kevin Yamga Aves,25, D(R),M(R),17(4),1548,-,0.5,17.0,62.2,0.4,0.6,-,6.59
226,Thierry Correia Sporting,22, D(R),,4,360,-,0.3,35.0,78.6,0.8,3.0,-,6.59
227,Tomás Ribeiro Belenenses SAD,22, D(C),,13,1170,-,0.1,45.9,75.5,0.1,5.7,-,6.59
228,Milson Maritimo,22, Forward,,3(3),305,1,0.3,10.2,77.0,-,0.3,0.2,6.59
229,Marco Baixinho Pacos de Ferreira,32, D(C),DMC,20(5),1950,-,0.2,36.6,81.6,-,6.0,-,6.59
230,Fernando Fonseca Gil Vicente,24, D(R),,19(1),1675,2,0.7,30.9,68.4,0.6,3.2,-,6.59
231,Patrick Willian Famalicao,24, D(CR),,16(5),1468,-,0.2,39.0,79.3,0.1,3.3,-,6.58
232,Nélson Monte Rio Ave,26, D(CR),,19(1),1563,-,0.5,37.5,76.5,0.2,3.8,-,6.58
233,Ivo Pinto Famalicao,31, D(CR),M(R),14(1),993,1,0.4,26.5,82.9,0.6,2.6,-,6.58
234,Fábio Vieira Porto,21, AM(C),,2(6),226,1,0.5,10.8,84.9,0.1,1.0,0.1,6.58
235,Anderson Carvalho Santa Clara,31, M(C),,14(2),1175,-,0.1,29.3,71.0,-,1.9,-,6.57
236,Diogo Costa Porto,22, GK,,3,256,-,-,33.3,66.0,-,6.7,-,6.57
237,Caio Benfica,27, Forward,,0(4),56,-,0.5,8.3,84.8,0.3,0.5,-,6.57
238,Samuel Lino Gil Vicente,21, AM(LR),FW,5(15),677,-,0.7,13.0,79.2,0.1,0.4,0.1,6.57
239,Hélder Ferreira Pacos de Ferreira,24, AM(LR),,27(5),2143,4,0.9,18.0,67.1,0.4,0.5,-,6.57
240,Pedro Nuno Moreirense,26, AM(CL),FW,15(13),1289,5,1.1,15.8,72.9,1.1,0.7,-,6.57
241,Valentin Rosier Sporting,25, D(LR),M(LR),8(1),714,-,0.2,38.2,79.9,0.1,2.0,-,6.57
242,Mamadu Cande Santa Clara,31, D(L),,16(2),1347,-,0.3,25.8,78.3,0.5,1.6,-,6.57
