,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
243,Bilel Aouacheria Moreirense,27, AM(LR),FW,21(8),1875,3,1,14.6,77.3,1.1,0.1,0.1,6.56
244,Lucas Piazon Rio Ave,27, AM(CLR),FW,15(4),1270,1,0.6,27.6,84.2,0.1,0.8,-,6.56
245,João Amaral Pacos de Ferreira,30, AM(CLR),FW,13(6),1106,4,1.4,13.9,67.9,1.3,0.9,-,6.56
246,André Sousa Vitoria de Setubal,23, D(L),,16(2),1464,-,0.3,23.2,67.4,0.1,1.1,-,6.56
247,Ljubomir Fejsa Benfica,33, DMC,,3,202,-,-,58.0,92.0,-,2.0,-,6.56
248,Ricardo Costa Boavista,40, D(C),,30(1),2630,-,0.1,27.2,80.7,-,3.0,-,6.56
249,Ruben Lameiras Famalicao,26, M(LR),,19(4),1375,5,1.2,16.1,72.5,0.3,0.7,0.2,6.56
250,Sori Mané Moreirense,25, DMC,,10(4),873,1,0.3,26.1,83.1,-,2.3,-,6.56
251,Roderick Miranda Famalicao,30, D(C),,22(2),1940,1,0.1,60.2,85.7,-,5.3,-,6.56
252,Fali Candé Portimonense,23, D(L),,8(1),626,-,0.1,27.0,75.3,0.4,2.1,-,6.56
253,Aylton Boa Morte Portimonense,28, AM(LR),,29(4),2506,4,1.1,14.5,71.6,0.4,0.5,-,6.56
254,Fahd Moufi Tondela,25, D(R),,26,2222,1,0.6,30.3,73.6,0.4,1.3,-,6.55
255,Al Musrati Rio Ave,25, DMC,,11(1),862,1,0.3,37.4,82.6,0.1,4.3,-,6.55
256,Crysan Santa Clara,25, FW,,2(11),298,1,0.2,8.0,75.0,0.1,0.3,-,6.55
257,Abdu Conté Moreirense,23, D(L),M(L),22(1),1975,3,0.7,32.3,79.3,0.3,2.3,-,6.55
258,Mano Vitoria de Setubal,34, D(LR),,6(1),541,-,0.3,28.3,79.8,0.1,1.6,-,6.55
259,Agustín Marchesín Porto,33, GK,,31,2820,-,-,29.7,69.3,-,8.3,-,6.55
260,Miguel Luís Sporting,22, M(C),,2,180,-,1.5,24.0,72.9,1,0.5,-,6.55
261,Denilson Tondela,26, AM(L),FW,10(2),893,1,0.2,16.8,72.8,0.1,0.5,0.1,6.54
262,Al Musrati Vitoria de Guimaraes,25, DMC,,4(1),303,-,-,30.8,85.7,-,4.4,-,6.54
263,Zé Gomes Portimonense,22, Forward,,0(1),38,-,1,11.0,72.7,-,-,-,6.54
264,Jorge Correa Maritimo,28, AM(CLR),,20(6),1615,1,1,20.8,79.1,0.7,1,-,6.54
265,Pedro Sá Portimonense,27, DMC,,24(1),1988,-,0.4,42.4,76.9,-,4.2,-,6.54
266,Pierre Sagna Santa Clara,31, D(R),M(R),6(1),572,-,0.1,25.7,75.6,0.4,2.1,-,6.54
267,Bruno Viana Braga,26, D(C),,29,2544,1,0.2,65.7,88.6,-,6.3,-,6.54
268,Claude Goncalves Gil Vicente,27, M(C),,22(2),1948,-,0.4,30.7,80.1,0.1,2.5,-,6.54
269,Jonatan Lucca Belenenses SAD,27, M(C),,4,360,-,0.8,45.8,88.0,0.5,1,-,6.53
270,André Santos Belenenses SAD,32, M(C),,25(2),2075,2,0.6,36.0,80.7,0.3,2.6,-,6.53
271,Ricardo Vaz Tê Portimonense,35, AM(LR),FW,7(5),623,1,0.3,11.5,64.5,-,0.1,-,6.53
272,Shoya Nakajima Porto,27, AM(CL),,5(11),597,1,0.4,14.9,79.1,0.2,0.4,-,6.53
273,Thiago Santana Santa Clara,28, FW,,27(6),2349,-,0.3,12.9,71.4,0.1,0.4,-,6.53
274,Andreas Samaris Benfica,32, DMC,,8(8),665,-,0.3,32.6,85.0,0.1,2.6,-,6.53
275,Cristián Borja Sporting,28, D(CL),M(L),15(8),1333,-,0.3,31.5,83.7,0.3,1.4,-,6.53
276,Marco Pereira Santa Clara,34, GK,,31,2790,-,-,30.5,53.6,-,8.4,-,6.53
277,Tiago Almeida Tondela,20, D(R),,2(1),207,-,0.3,18.7,75.0,-,0.3,-,6.53
278,Luís Maximiano Sporting,22, GK,,23,2070,-,-,24.3,77.3,-,4.7,-,6.53
279,Rúben Lima Belenenses SAD,32, D(CL),M(L),8(3),782,-,1,31.0,74.5,1,3.5,-,6.53
280,Diego Moreno Maritimo,25, M(C),,8(1),643,-,0.2,32.2,86.6,-,2.6,-,6.52
281,Josip Vukovic Maritimo,29, DMC,,17(4),1497,2,0.6,33.7,83.5,-,2.5,-,6.52
282,Denis Gil Vicente,34, GK,,34,3060,-,0.1,33.7,63.0,-,8.7,-,6.52
283,Mateo Cassierra Belenenses SAD,24, FW,,20(9),1794,-,0.6,16.6,77.0,-,0.3,-,6.52
284,Adriano Castanheira Pacos de Ferreira,28, AM(LR),,11(5),1025,2,0.7,17.8,77.1,0.3,0.8,-,6.51
285,Rochinha Vitoria de Guimaraes,26, AM(CLR),FW,9(12),924,-,1.0,10.6,66.8,1,0.6,-,6.51
286,Denis Poha Vitoria de Guimaraes,24, DMC,,14(6),1196,2,0.8,27.1,82.1,0.5,2.5,-,6.51
287,Zidane Banjaqui Aves,22, AM(C),,14(9),1383,1,0.8,13.7,74.7,0.3,1.3,-,6.51
288,Oleg Reabciuk Pacos de Ferreira,23, D(L),M(L),20(6),1902,-,0.6,22.0,72.3,0.8,1.0,-,6.51
289,Vaná Alves Famalicao,30, GK,,16(1),1523,-,0.1,31.6,69.6,-,4.6,-,6.51
290,Bertrand Yves Baraye Gil Vicente,29, AM(LR),,20(6),1479,-,0.1,12.8,72.3,0.1,0.7,-,6.51
291,Ricardo Mangas Aves,23, D(CL),M(L),19(1),1679,-,0.7,24.0,73.8,0.5,1.6,-,6.51
292,Douglas Groli Maritimo,32, D(C),,5(1),497,-,-,29.7,74.7,-,2.2,-,6.51
293,Romário Baró Porto,21, Midfielder,,4(5),375,1,0.3,17.4,84.1,-,0.4,-,6.5
294,Welthon Pacos de Ferreira,29, FW,,6(1),488,1,0.9,11.1,57.7,0.4,0.3,-,6.5
295,Sanca Braga,21, Forward,,0(2),12,1,0.5,3.0,83.3,-,1.0,-,6.5
296,Léo Bonatini Vitoria de Guimaraes,27, FW,,10(9),976,1,0.8,12.4,77.1,0.1,0.3,-,6.5
297,Rafael Defendi Famalicao,37, GK,,18,1531,-,-,34.8,71.1,-,6.5,-,6.5
298,Diogo Leite Porto,22, D(C),,4(5),375,-,0.1,37.8,91.2,-,3.1,-,6.5
299,António Xavier Tondela,29, AM(LR),,16(8),1424,2,0.7,18.8,74.9,0.9,1.0,-,6.5
300,Adam Dzwigala Aves,26, D(C),,15(1),1312,1,0.2,30.3,72.8,-,2.9,0.1,6.5
301,Ricardo Ferreira Belenenses SAD,28, D(C),,4(1),352,-,-,24.6,88.6,-,1.8,-,6.5
302,Denilson Pacos de Ferreira,26, AM(L),FW,5(8),667,1,0.6,11.5,73.2,0.1,0.4,-,6.49
303,Filipe Ferreira Tondela,31, D(L),M(L),28(1),2312,-,0.5,33.6,74.5,0.5,1.9,-,6.49
304,Rodrigo Battaglia Sporting,30, M(C),,9(6),845,-,0.1,39.9,92.2,0.1,2.0,0.1,6.49
305,Franck-Yves Bambock Maritimo,26, DMC,,22(5),1827,2,0.6,30.5,85.5,0.1,2.1,-,6.49
306,Chico Ramos Santa Clara,26, M(C),,26(3),2235,-,0.3,29.7,82.5,0.1,2.2,-,6.49
307,Idrissa Doumbia Sporting,23, DMC,,17(5),1547,-,0.2,40.2,91.8,-,2.0,-,6.49
308,Matchoi Djaló Pacos de Ferreira,18, Midfielder,,1(2),92,-,-,8.3,76.0,-,0.7,-,6.49
309,Rubén Oliveira Aves,26, M(C),,23(1),2005,1,0.6,33.3,72.1,0.1,1.8,-,6.49
310,Wilson Eduardo Braga,31, AM(LR),FW,6(12),698,-,0.6,13.2,71.8,0.4,0.7,-,6.49
311,Alex Freitas Vitoria de Setubal,30, AM(L),,1(3),159,-,0.8,14.5,63.8,0.3,1.8,-,6.48
312,Easah Suliman Vitoria de Guimaraes,23, D(C),,5(1),418,-,-,32.3,89.7,0.2,1.5,-,6.48
313,Hildeberto Vitoria de Setubal,25, D(R),M(CLR),17(8),1532,2,0.6,13.0,71.1,0.2,0.2,-,6.48
314,Hélder Guedes Vitoria de Setubal,34, FW,,13(6),1036,2,0.2,9.1,70.3,0.1,0.2,-,6.48
315,Nabil Ghilas Vitoria de Setubal,31, AM(L),FW,10(5),899,-,0.5,12.7,71.6,0.2,0.3,-,6.48
316,Bruno Lamas Santa Clara,27, AM(CL),,6(5),511,-,1.3,19.3,80.7,1.2,1.5,-,6.48
317,Osama Rashid Santa Clara,29, DMC,,23(4),2014,1,0.8,26.3,79.1,0.6,2.5,-,6.48
318,Murilo Souza Braga,27, M(LR),,4(3),383,-,0.7,19.3,79.3,0.9,0.4,-,6.47
319,Maracás Pacos de Ferreira,27, D(C),,25(1),2125,-,-,32.2,83.4,-,2.2,-,6.47
320,Nikola Stojiljkovic Boavista,29, FW,,17(7),1544,1,0.7,12.3,58.5,-,0.3,-,6.47
321,Haris Seferovic Benfica,29, AM(LR),FW,14(16),1429,2,0.6,9.4,71.4,-,0.3,-,6.47
322,Álex Centelles Famalicao,22, D(L),,19(8),1740,2,0.7,31.0,81.3,0.4,2.6,-,6.47
323,João Pedro Tondela,28, M(C),,25(7),2152,1,0.7,25.5,68.4,0.5,1.9,-,6.46
324,Benny Belenenses SAD,24, AM(CR),,3(1),268,-,1.3,25.5,85.3,0.3,1.8,-,6.46
325,Erick Gil Vicente,23, AM(LR),,3(5),333,-,1.1,13.3,72.6,0.8,1.3,0.1,6.45
326,Licá Belenenses SAD,33, AM(CLR),FW,32(1),2693,3,0.6,16.2,72.8,0.2,0.1,-,6.45
327,Pedro Pelágio Maritimo,21, DMC,,13(3),1147,-,0.6,31.4,81.1,0.3,1.8,-,6.45
328,Reko Aves,22, M(C),,11(1),959,-,0.8,26.8,70.8,0.7,1.8,-,6.45
329,Daizen Maeda Maritimo,24, AM(LR),FW,18(5),1630,-,0.3,9.7,76.8,0.1,-,-,6.45
330,Jhon Murillo Tondela,25, M(LR),FW,26(4),2299,-,0.7,19.9,78.0,0.2,0.9,0.1,6.44
331,Yaw Ackah Boavista,22, DMC,,21(3),1907,-,0.3,32.1,83.4,-,2.4,-,6.44
332,Oumar Diakhite Aves,27, D(C),,16,1400,-,0.1,31.7,70.6,-,3.3,-,6.44
333,Henrique Portimonense,26, D(L),M(L),19(4),1569,3,1.1,25.7,77.8,1.3,1.3,-,6.44
334,Cassiano Boavista,32, FW,,13(14),1294,-,0.5,8.7,55.5,-,-,-,6.44
335,Lucas Paes Vitoria de Setubal,23, Goalkeeper,,1(1),136,-,-,25.5,58.8,-,4,-,6.44
336,Rúben Fernandes Gil Vicente,35, D(CL),,31,2748,1,0.2,41.5,83.5,0.1,4.3,-,6.44
337,Douglas Vitoria de Guimaraes,38, GK,,29,2610,-,-,26.6,70.9,-,5.3,-,6.44
338,Richard Rodrigues Tondela,22, AM(L),FW,17(11),1657,1,0.3,13.9,67.7,0.2,0.5,-,6.44
339,Bruno Costa Portimonense,24, AM(C),,8(9),810,-,0.8,29.9,86.0,0.7,2.1,-,6.44
340,Ricardo Valente Tondela,30, AM(CLR),,3(8),443,2,0.4,14.7,74.1,-,0.8,-,6.44
341,Jesé Sporting,28, AM(LR),FW,6(6),523,-,0.8,10.3,79.7,-,0.3,-,6.44
342,Murilo Pacos de Ferreira,25, AM(CLR),,12(6),937,1,0.6,12.2,66.2,0.4,0.6,-,6.43
343,Jorge Silva Pacos de Ferreira,25, D(R),,15(1),1160,-,0.3,17.1,64.5,0.5,1.2,-,6.43
344,Joel Tagueu Maritimo,27, AM(L),FW,9(7),841,-,0.3,14.6,81.2,-,0.4,-,6.43
345,André Sousa Belenenses SAD,31, M(CL),,11(2),944,-,0.6,29.5,76.8,0.6,1.7,0.1,6.43
346,Jaquité Tondela,25, DMC,,16(5),1493,-,0.2,23.3,74.7,-,1.7,-,6.43
347,Mouhamed Mbaye Porto,24, Goalkeeper,,0(1),14,-,-,6.0,83.3,-,2.0,-,6.43
348,João Novais Braga,28, M(CLR),,11(12),1105,3,1.1,23.2,83.5,0.7,1.7,0.1,6.43
349,Pité Tondela,27, D(L),DMC,11(8),1011,-,0.4,18.8,71.2,0.1,1.8,-,6.43
350,Nuno Pinto Vitoria de Setubal,35, D(L),,8(2),742,-,0.9,35.8,77.1,0.7,3.9,-,6.43
351,Koki Anzai Portimonense,26, D(LR),M(R),20(3),1837,1,0.9,29.4,77.2,0.9,1.3,-,6.42
352,Zequinha Vitoria de Setubal,34, AM(LR),,21(9),1782,2,0.6,16.1,70.5,0.3,0.7,-,6.42
353,Guilherme Schettine Santa Clara,26, FW,,6(9),665,-,0.4,8.7,68.5,0.1,0.5,0.1,6.42
354,Dyego Sousa Benfica,32, FW,,1(10),202,1,0.5,6.0,72.7,-,0.2,-,6.42
355,João Reis Tondela,29, Defender,,4(4),393,-,0.1,22.3,71.9,0.4,1.3,-,6.42
356,Andrej Simunec Aves,26, Defender,,2,136,-,-,27.0,83.3,-,1.0,-,6.42
357,Ricardo Ferreira Portimonense,31, GK,,20,1800,1,0.1,31.7,53.2,-,8.7,-,6.41
358,Lionn Famalicao,32, D(R),,11,928,-,0.4,38.1,80.2,0.3,3.6,-,6.41
359,Afonso Figueiredo Aves,28, D(L),,19(2),1605,1,0.8,29.3,68.5,0.5,2.3,-,6.41
360,Babacar Niasse Tondela,24, GK,,5,450,-,0.2,24.2,58.7,-,6.8,-,6.41
361,Heriberto Tavares Boavista,24, AM(CLR),FW,17(11),1459,-,0.6,10.0,65.2,0.1,0.2,-,6.41
362,João Pedro Vitoria de Guimaraes,25, FW,,1(9),262,-,-,3.5,57.1,-,0.1,-,6.41
363,Patricio Rodríguez Moreirense,31, Midfielder,,0(1),27,-,-,15.0,60.0,-,-,-,6.41
364,Rui Fonte Braga,31, M(R),FW,6(19),783,2,0.4,8.8,76.7,0.1,0.2,0.2,6.41
365,Bruno Moreira Rio Ave,34, FW,,13(14),1212,1,0.3,9.3,75.0,0.1,0.5,-,6.41
366,Jhon Cley Maritimo,27, AM(R),,4(6),412,1,0.9,9.8,78.6,0.7,0.4,0.1,6.4
367,Luiz Carlos Pacos de Ferreira,36, D(R),DMC,25(3),2092,1,0.9,31.8,83.1,0.2,3.3,-,6.4
368,Simón Ramírez Belenenses SAD,23, Defender,,0(1),16,-,3,11.0,63.6,2,2,-,6.4
369,Miguel Silva Vitoria de Guimaraes,26, GK,,6,451,-,-,21.3,76.6,-,4.5,-,6.4
370,Nuno Valente Vitoria de Setubal,29, M(CR),,13(5),1189,2,0.6,22.2,82.0,0.6,0.8,0.1,6.4
371,Francisco Miguel Varela Martín Belenenses SAD,27, D(L),,8(1),690,-,0.3,31.7,77.5,0.6,1.4,-,6.4
372,Eduardo Henrique Sporting,26, M(C),,8(7),707,-,0.3,28.7,87.0,-,1.6,-,6.4
373,Alex Soares Moreirense,30, AM(C),,23(9),2053,-,0.8,21.4,74.7,0.1,1.3,0.1,6.4
374,Stephen Eustáquio Pacos de Ferreira,24, DMC,,14(2),1243,-,0.6,38.4,81.6,-,2.5,-,6.39
375,Gustavo Dulanto Boavista,26, D(C),,9(1),751,-,0.1,25.1,66.9,-,3.0,-,6.39
376,Pedro Amaral Rio Ave,24, D(L),,8(5),679,-,0.5,28.2,74.6,0.3,2.2,0.1,6.39
377,Rafael Camacho Sporting,21, M(LR),,9(10),860,1,0.5,14.8,85.1,0.2,0.4,-,6.39
378,Messias Rio Ave,27, D(C),,2(3),210,-,0.2,25.2,92.1,-,2.0,-,6.39
379,Jefferson Encada Vitoria de Guimaraes,23, Forward,,0(1),23,-,1.0,11.0,90.9,-,1.0,-,6.39
380,Tomás Castro Belenenses SAD,22, Midfielder,,1,60,-,1,14.0,71.4,-,-,-,6.39
381,Romário Baldé Gil Vicente,24, Forward,,0(7),225,-,0.3,7.0,73.5,0.3,0.1,-,6.39
382,Nenê Moreirense,38, FW,,7(19),714,-,0.2,7.8,64.7,-,0.3,-,6.39
383,Tomás Esteves Porto,19, D(R),,2,105,-,1,33.5,88.1,-,1.5,-,6.39
384,Gedson Fernandes Benfica,22, AM(CR),,2(5),216,-,0.1,10.7,85.3,0.3,0.3,-,6.38
385,Samuel Pedro Boavista,20, Forward,,0(1),21,-,-,3.0,66.7,-,-,-,6.38
386,Jonathan Toro Tondela,25, AM(L),,18(14),1746,2,0.5,11.1,78.9,0.2,0.4,-,6.38
387,Ricardo Alves Tondela,30, D(C),,12(5),1125,-,0.1,33.0,81.6,-,4.7,-,6.38
388,Mateus Boavista,37, AM(LR),,11(16),1104,1,0.6,8.8,73.9,0.1,0.3,-,6.38
389,Miguel Tavares Aves,23, Midfielder,,4(8),453,-,0.6,9.5,65.8,0.2,0.6,-,6.38
390,Pedro Trigueira Moreirense,33, GK,,1,90,-,-,25.0,36.0,-,7.0,-,6.37
391,Nwankwo Obiora Boavista,30, DMC,,18(5),1491,-,0.4,22.2,75.9,-,1.0,-,6.37
392,Estrela Aves,26, DMC,,18(3),1561,-,0.3,23.9,70.9,-,1.5,-,6.37
393,Fernando Medeiros Portimonense,25, D(C),,7(6),662,-,0.5,26.5,75.0,0.2,1.5,-,6.37
394,Jaílson Aves,30, D(R),,14(3),1122,-,0.5,19.7,63.9,0.3,1.4,-,6.37
395,André Moreira Belenenses SAD,25, GK,,14(1),1321,-,0.1,26.2,58.3,-,6.5,-,6.36
396,Mato Milos Aves,28, D(R),,15,1303,-,0.7,25.1,74.3,0.9,1.8,-,6.36
397,Show Belenenses SAD,22, DMC,,22(2),1865,1,0.3,36.5,80.0,0.1,2.6,-,6.36
398,Kouka Braga,28, FW,,4(2),359,-,0.5,10.0,63.3,-,0.5,-,6.36
399,Zé Manuel Santa Clara,31, AM(LR),FW,10(16),977,-,0.3,7.5,75.3,0.1,0.2,-,6.36
400,Uilton Pacos de Ferreira,29, D(L),M(R),5(21),876,-,0.2,7.5,70.6,-,0.5,-,6.36
401,Ahmed Isaiah Gil Vicente,26, Midfielder,,0(5),67,-,1,13.6,91.2,0.2,0.4,-,6.35
402,Raúl Silva Braga,32, D(C),,8(3),649,-,0.4,46.2,79.5,0.1,2.5,-,6.35
403,Rômulo Portimonense,25, M(C),,6(10),656,1,0.6,17.4,77.1,0.4,1.4,0.1,6.35
404,Abou Ouattara Vitoria de Guimaraes,21, Forward,,2(8),273,-,-,6.2,77.4,0.1,0.5,-,6.35
405,Ukra Santa Clara,33, AM(LR),,7(8),697,-,0.7,12.1,75.3,0.5,0.6,-,6.35
406,Luciano Nequecaur Maritimo,29, Forward,,3(4),282,-,0.6,7.0,42.9,-,-,-,6.35
407,João Afonso Gil Vicente,26, DMC,,16(11),1349,2,0.3,23.5,77.6,0.1,1.7,-,6.35
408,Ricardo Ribeiro Pacos de Ferreira,31, GK,,31,2790,-,-,28.8,55.8,-,8.9,-,6.34
409,Anderson Silva Famalicao,23, FW,,6(25),792,1,0.2,2.9,60.0,-,-,-,6.34
410,Josh Tymon Famalicao,22, D(L),M(CL),4(1),373,-,0.4,36.0,83.9,-,3,-,6.34
411,Quentin Beunardeau Aves,27, GK,,21,1890,-,-,23.6,41.1,-,6,-,6.33
412,Guga Famalicao,24, AM(C),,10(16),999,1,0.3,19.8,86.8,-,1.5,-,6.33
413,Nuno Pina Nunes Belenenses SAD,22, M(C),,5(6),547,-,0.3,18.1,72.9,-,0.7,-,6.33
414,Vitinha Porto,21, AM(C),,0(8),110,-,0.3,9.8,89.7,-,0.1,-,6.33
415,Hugo Vieira Gil Vicente,33, FW,,3(8),396,-,0.3,4.9,72.2,-,0.3,0.2,6.33
416,Marco Matias Belenenses SAD,32, AM(CLR),,11(16),1193,-,0.4,12.1,75.2,0.3,0.5,-,6.32
417,Gabrielzinho Rio Ave,25, AM(LR),,2(6),210,-,0.1,7.8,74.2,-,0.5,-,6.32
418,Vitor Carvalho Gil Vicente,24, DMC,,0(10),223,-,0.1,11.2,68.8,-,0.4,-,6.32
419,Elias Abouchabaka Vitoria de Guimaraes,21, Midfielder,,0(1),9,-,-,8.0,100.0,1,-,-,6.32
420,Edgar Costa Maritimo,34, AM(CLR),,17(10),1628,1,0.7,21.5,66.1,0.7,1.2,-,6.32
421,Valerii Bondarenko Vitoria de Guimaraes,27, D(C),,8,697,-,0.1,45.9,83.7,-,3.3,-,6.32
422,Vasco Rocha Pacos de Ferreira,32, M(CR),,5(5),397,-,-,14.2,83.1,-,0.7,-,6.31
423,Getterson Maritimo,30, AM(R),FW,10(17),1120,1,0.3,8.8,77.6,-,0.3,-,6.31
424,Nikola Jambor Rio Ave,26, DMC,,1(6),251,-,0.1,27.4,88.0,-,2.6,-,6.31
425,Zakaria Naidji Gil Vicente,26, Forward,,5(15),663,2,0.6,8.4,75.0,-,0.3,0.1,6.3
426,Walterson Famalicao,26, AM(LR),FW,4(13),556,1,0.4,8.8,76.0,0.1,0.2,-,6.3
427,Marcelinho Maritimo,25, M(L),,7(7),707,-,0.6,9.8,73.7,0.2,0.5,-,6.3
428,Leandro Vilela Vitoria de Setubal,26, DMC,,5(6),442,2,0.3,13.1,86.8,0.1,0.5,-,6.3
429,Yusupha Om Njie Boavista,27, AM(CL),FW,12(13),1101,1,0.3,10.6,78.2,0.1,0.4,-,6.29
430,Aflalo Aves,25, GK,,5,450,-,-,23.8,54.6,-,5.4,-,6.28
431,Lucas Marques Santa Clara,26, DMC,,3,238,-,-,33.7,90.1,-,3.3,-,6.28
432,Rubilio Castillo Tondela,29, Forward,,0(1),10,-,1,2.0,100.0,-,-,-,6.28
433,Andrija Zivkovic Benfica,25, AM(CLR),,0(3),64,-,0.3,13.7,78.0,0.3,0.3,-,6.28
434,Mathiola Vitoria de Setubal,24, Midfielder,,2(6),225,-,0.1,7.3,81.0,-,0.1,-,6.27
435,Francisco Geraldes Sporting,26, AM(CLR),,1(7),263,-,0.5,16.5,85.6,0.1,0.6,-,6.27
436,Anderson Oliveira Portimonense,23, AM(LR),,0(9),184,-,0.2,6.9,88.7,0.1,-,-,6.27
437,Diogo Calila Belenenses SAD,23, D(R),M(R),8(4),705,-,0.3,20.6,78.5,0.3,1.3,-,6.27
438,Touré Aves,24, Midfielder,,1(3),102,-,-,6.0,70.8,-,-,-,6.27
439,Joao Meira Vitoria de Setubal,34, D(C),DMC,6(2),539,-,-,20.0,74.4,-,1,-,6.27
440,Iury Portimonense,26, FW,,5(2),474,-,0.1,11.3,74.7,0.1,0.3,-,6.27
441,Denis Pineda Santa Clara,26, AM(R),,1(1),81,-,0.5,11.5,91.3,-,0.5,-,6.27
442,Claudemir Braga,33, DMC,,4(1),335,-,0.6,51.2,89.5,0.2,2.0,-,6.26
443,Marlos Moreno Portimonense,25, AM(LR),,5(11),535,-,0.2,7.5,80.8,0.3,0.1,-,6.26
444,Ibrahima Camará Moreirense,22, DMC,,2(6),208,-,0.4,8.8,58.6,-,0.4,-,6.25
445,Arcanjo Tondela,20, Midfielder,,1(1),62,-,-,14.5,72.4,-,0.5,-,6.24
446,Tomislav Strkalj Tondela,25, FW,,10(9),879,-,0.3,10.2,62.7,-,0.1,-,6.23
447,Luís Machado Moreirense,29, AM(LR),,10(11),1033,1,0.5,9.4,63.6,0.6,0.2,-,6.23
448,Rafik Halliche Moreirense,35, D(C),,8(1),626,1,0.2,35.9,87.0,-,3.9,-,6.23
449,Jota Gonçalves Tondela,21, D(C),,0(1),16,-,-,13.0,100.0,-,1.0,-,6.23
450,Imad Faraj Belenenses SAD,22, AM(R),,0(3),54,-,0.3,7.0,61.9,-,-,-,6.23
451,Rodrigo Freitas Portimonense,23, D(C),,6(2),548,-,-,37.8,90.7,-,1.4,-,6.23
452,Leandrinho Vitoria de Setubal,28, M(CR),,6(9),572,-,0.1,13.3,78.9,-,0.7,-,6.23
453,Khalid Hachadi Vitoria de Setubal,23, FW,,9(9),845,-,0.5,9.6,61.8,-,0.1,0.1,6.22
454,Fernando Cardozo Boavista,20, Forward,,4(6),404,1,0.2,12.2,71.3,-,0.3,-,6.22
455,Fábio Silva Porto,19, FW,,1(11),183,-,-,3.5,78.6,-,0.2,-,6.22
456,Bruno Xavier Aves,24, Midfielder,,0(5),49,-,0.4,4.6,69.6,-,0.4,-,6.22
457,Jota Benfica,22, AM(LR),,1(18),177,1,0.5,5.8,78.2,0.2,0.2,-,6.22
458,Charles Maritimo,27, GK,,9,810,-,-,26.1,58.3,-,4,-,6.21
459,Luiz Henrique Moreirense,24, Midfielder,,0(4),84,-,1,6.0,87.5,1,0.5,-,6.21
460,Enzo Zidane Aves,26, AM(C),,5(5),507,-,0.7,18.5,70.3,0.1,1.6,-,6.21
461,Mirko Antonucci Vitoria de Setubal,22, Midfielder,,1(5),174,-,0.2,4.2,84.0,0.2,0.5,-,6.2
462,Idris Boavista,36, DMC,,3(4),256,-,0.3,10.9,73.7,-,0.7,-,6.2
463,Bruno Jesus Aves,24, Defender,,0(2),50,-,-,5.5,81.8,-,1,-,6.2
464,André Almeida Vitoria de Guimaraes,21, AM(C),,3(5),211,-,0.3,8.1,78.5,0.3,0.3,-,6.19
465,Diogo Salomão Santa Clara,33, AM(LR),,1(9),208,1,0.4,6.4,71.9,0.1,0.6,-,6.19
466,Juan Villa Gil Vicente,22, Midfielder,,0(1),31,-,1,24.0,91.7,-,-,-,6.19
467,Tiago Tomás Sporting,19, FW,,1(4),168,1,0.2,6.4,71.9,0.2,-,-,6.19
468,Kahraba Aves,27, Midfielder,,1(4),140,-,0.4,7.6,65.8,0.4,0.2,-,6.19
469,Luiz Fernando Aves,26, DMC,,9(4),675,-,0.3,18.5,81.7,-,1.3,-,6.19
470,Robinho Belenenses SAD,24, FW,,7(6),641,-,0.4,13.0,77.5,0.2,0.7,-,6.19
471,Rodrigo Fernandes Sporting,20, Midfielder,,1(1),48,-,-,11.0,86.4,-,-,-,6.19
472,Erivaldo Maritimo,27, Forward,,3(13),407,-,0.3,4.1,80.3,0.1,0.1,-,6.17
473,Abel Ruiz Braga,21, FW,,0(6),109,-,0.2,5.5,84.8,-,0.2,-,6.17
474,João Vigário Tondela,25, D(L),,0(1),20,-,-,19.0,73.7,-,-,-,6.17
475,Marius Mouandilmadji Aves,23, FW,,4(8),509,-,0.4,6.9,60.2,0.1,0.1,-,6.16
476,Renat Dadashov Pacos de Ferreira,22, FW,,2(5),285,-,0.4,7.9,63.6,-,0.3,-,6.16
477,Joelson Fernandes Sporting,18, Forward,,0(4),64,-,0.3,5.3,95.2,-,-,-,6.16
478,Pedro Augusto Tondela,24, DMC,,2(5),182,-,-,11.4,86.3,-,1.1,-,6.16
479,Kikas Belenenses SAD,23, FW,,6(6),521,-,0.3,7.5,70.0,-,0.1,-,6.16
480,Nené Santa Clara,26, DMC,,6(12),610,-,0.2,16.7,80.0,0.1,1.9,-,6.15
481,Júnio Rio Ave,24, D(R),,2(5),217,-,0.1,11.0,58.4,0.1,0.4,-,6.15
482,Danny Henriques Belenenses SAD,24, D(C),,5(5),530,-,0.3,20.4,84.8,-,1.1,-,6.15
483,Pedro Soares Aves,22, FW,,6(3),514,-,0.4,8.7,71.8,-,0.1,-,6.14
484,Chahreddine Boukholda Belenenses SAD,25, Midfielder,,0(3),59,-,1,17.3,61.5,0.3,0.3,-,6.14
485,Vitó Rio Ave,24, Midfielder,,1(1),101,-,0.5,19.5,74.4,0.5,0.5,-,6.14
486,Charles-Andreas Brym Belenenses SAD,23, Forward,,0(1),9,-,-,4.0,75.0,-,-,-,6.14
487,Rúben Macedo Aves,25, AM(LR),,8(13),754,-,0.2,5.1,73.1,0.2,0.2,-,6.14
488,Milton Vitoria de Setubal,30, Goalkeeper,,1,90,-,-,29.0,75.9,-,4,-,6.13
