,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
0,Paolo Guerrero Internacional,37, FW,,3,232,0.3,0.3,2.7,-,0.3,0.3,-,-,7.94
1,Flávio Bahia,25, M(C),,1,90,9,-,3,-,-,3,-,-,7.63
2,Marinho Santos FC,31, AM(CLR),FW,24(3),2148,1,0.4,1.4,-,0.1,0.9,-,-,7.54
3,Claudinho Red Bull Bragantino,24, AM(CL),FW,33(2),2853,1,1.1,0.9,-,0.1,1.5,-,-,7.5
4,Giorgian de Arrascaeta Flamengo,27, AM(CLR),FW,26(2),2219,1.5,0.2,0.6,-,0.2,1.2,0.1,-,7.47
5,Keno Atletico MG,32, AM(LR),FW,29(4),2564,1.2,0.5,1.1,-,0.1,0.8,-,-,7.46
6,Max Walef Fortaleza,28, Goalkeeper,,1,90,-,-,-,-,2,-,-,-,7.45
7,Luiz Fernando Botafogo RJ,25, AM(LR),,1(1),91,0.5,0.5,-,-,1.5,-,-,-,7.31
8,Bruno Henrique Flamengo,30, AM(CLR),FW,30(1),2587,0.9,0.5,1.9,-,1,0.5,-,-,7.28
9,Bruno Tubarão Red Bull Bragantino,26, Midfielder,,5,421,1.2,1.4,1.2,0.2,0.6,0.4,-,-,7.28
10,Vina Ceara,30, M(C),FW,30(1),2606,0.4,0.4,0.5,-,0.2,0.6,-,-,7.25
11,Diego Souza Gremio,36, AM(CL),FW,25,2001,0.5,0.2,1.2,-,1.0,0.2,-,-,7.25
12,Patrick Internacional,29, M(CL),,32(1),2624,2,0.8,1.3,-,0.4,1.6,0.2,-,7.24
13,Everton Ribeiro Flamengo,32, AM(CLR),,31(2),2650,1.5,1.2,1.2,-,0.1,1.6,0.2,-,7.24
14,Júlio César Gremio,35, GK,,1,90,-,-,-,-,3.0,-,-,-,7.21
15,Índio Ramírez Bahia,23, AM(C),,9,674,1,0.6,2.1,-,0.1,1.8,-,-,7.19
16,Luciano Sao Paulo,28, AM(CR),FW,29(2),2507,0.9,0.5,1.2,-,0.7,0.8,-,-,7.19
17,Filipe Luís Flamengo,36, D(L),,31,2736,2.6,1.8,1.5,0.3,0.9,0.6,0.3,1,7.18
18,Jean Pyerre Gremio,23, AM(C),,17(3),1476,0.8,0.5,0.6,-,0.2,0.8,0.1,-,7.17
19,Jemerson Corinthians,29, D(CR),DMC,7,625,1.1,2.7,1.7,1.4,3.4,-,0.3,-,7.15
20,Pepê Aquino Gremio,24, AM(L),,27(4),2431,0.5,0.8,0.4,-,0.2,0.6,-,-,7.15
21,Martinelli Fluminense,20, DMC,,11(2),964,1.8,1.8,0.8,-,0.5,0.8,0.4,-,7.14
22,Helinho Red Bull Bragantino,21, AM(LR),,9(1),664,1.3,1.5,1.7,-,0.3,0.6,-,-,7.13
23,Raúl Red Bull Bragantino,25, D(R),DMC,29(1),2655,2.8,1.8,1.7,0.1,0.8,2.0,0.4,-,7.13
24,Gerson Flamengo,24, M(CLR),,33(1),2800,1.6,0.6,2.2,-,0.2,0.9,0.2,-,7.13
25,Alisson Gremio,28, AM(CLR),,24,1956,0.6,0.7,1.2,-,0.5,1.0,-,-,7.12
26,Guilherme Arana Atletico MG,24, D(L),M(L),35(2),3193,1.2,1.1,1.3,0.1,0.7,0.5,0.2,-,7.12
27,Egídio Fluminense,35, D(L),,20,1800,2.6,1.6,1.2,0.2,2.0,0.7,0.2,-,7.11
28,Edson Atletico GO,30, DMC,,14,1260,2.4,2.2,2.0,-,2.1,1.4,0.4,-,7.11
29,Dani Alves Sao Paulo,38, D(R),M(CR),30,2689,1.8,0.6,2.1,-,0.5,0.9,0.2,-,7.1
30,Giovanni Augusto Coritiba,32, AM(CLR),FW,15(5),1278,1.3,0.3,0.9,-,0.2,1.1,0.1,-,7.09
31,Jandrei Athletico Paranaense,28, GK,,4,360,-,0.3,-,-,1,-,-,-,7.08
32,Aderlan Red Bull Bragantino,31, D(R),M(R),32(2),2846,2.9,1.8,1.9,0.2,1.2,2.1,0.3,-,7.07
33,Renato Kayzer Atletico GO,25, FW,,5,437,0.4,0.2,3,-,-,0.6,-,-,7.06
34,Patrick de Lucca Bahia,21, DMC,,3,248,0.7,1.7,-,-,2.7,0.3,1.3,-,7.06
35,Roberto Fernández Botafogo RJ,33, GK,,8,720,-,-,-,-,1.3,-,-,-,7.05
36,Danilo Barcelos Fluminense,30, D(L),M(CL),17,1530,2,1.2,2.6,0.2,2.9,0.4,0.2,-,7.05
37,Pedro Henrique Athletico Paranaense,26, D(C),,30,2649,1.4,1.2,0.6,0.8,4.3,0.4,1,-,7.05
38,Moisés Internacional,26, D(L),,24(2),2174,2,1.2,2.2,0.1,1.8,0.5,0.2,-,7.04
39,Jefferson Savarino Atletico MG,25, AM(CLR),,28(4),2412,0.6,0.2,0.8,-,0.1,0.9,0.1,-,7.04
40,Renzo Saravia Internacional,28, D(R),,8,720,2.6,1.6,1.4,0.6,1.0,2.9,0.1,-,7.02
41,Reinaldo Sao Paulo,32, D(L),M(L),34(1),3024,1.1,1.1,1.1,0.2,1.1,0.5,0.2,-,7.02
42,Nikão Athletico Paranaense,29, AM(CLR),FW,25(1),2152,0.5,0.5,1.2,-,0.7,0.8,0.2,-,7.02
43,Lucas Veríssimo Santos FC,26, D(CR),,16,1376,1.4,1.9,1.4,0.5,5.0,0.3,0.8,-,7.01
44,Edenílson Internacional,31, D(R),M(CLR),31(2),2787,1.1,1.2,1.2,-,0.7,0.9,0.2,-,7.01
45,Walter Corinthians,33, GK,,4(1),277,-,-,-,-,0.4,-,-,-,7.01
46,Artur Red Bull Bragantino,23, AM(LR),,33,2809,1,0.5,0.8,-,0.3,0.9,0.1,-,7.01
47,Tiago Ceara,31, D(C),,28,2477,1.2,1.6,0.9,0.5,5.5,0.8,0.6,-,7.0
48,Thiago Galhardo Internacional,32, AM(CL),FW,20(9),1865,0.6,0.1,0.9,-,0.7,0.7,0.1,-,6.99
49,Paulo Victor Gremio,34, GK,,10,900,-,-,-,-,1.0,-,-,-,6.99
50,Jorginho Atletico GO,30, AM(CL),,5,380,1.0,0.8,1.0,-,0.8,1.2,-,-,6.99
51,Nino Fluminense,24, D(C),,25(1),2309,1.2,1.9,0.8,0.1,4.1,0.2,0.6,-,6.99
52,Fernandão Goias,34, FW,,21(3),1697,0.4,0.4,1.1,-,1.2,0.5,0.3,-,6.98
53,Gabriel Menino Palmeiras,21, D(R),M(CR),24(3),1972,1.2,1.0,1.5,-,0.7,0.9,-,-,6.98
54,Heitor Rodrigues Internacional,21, D(R),,10(2),878,2.3,1.7,1.2,0.4,1.8,1.3,0.3,-,6.98
55,Júnior Alonso Atletico MG,28, D(CL),,32,2879,1.4,1.8,1.3,0.4,2.1,0.6,0.4,-,6.97
56,Fagner Corinthians,32, D(R),,32,2781,1.9,1.7,1.5,0.3,2.1,0.7,0.2,-,6.96
57,Yeferson Soteldo Santos FC,24, AM(CL),FW,20(4),1900,0.3,0.5,0.8,-,0.1,0.8,-,-,6.96
58,Matias Viña Palmeiras,24, D(L),,23,1937,2.3,1.6,1.4,-,1.7,1.3,0.1,-,6.96
59,Luis Orejuela Gremio,26, D(R),,17(1),1530,2.1,1.9,1.6,0.1,0.6,1.0,0.1,-,6.95
60,Réver Atletico MG,36, D(C),,25(1),2172,0.7,1.7,0.6,0.4,3.0,0.4,0.8,-,6.95
61,Juninho Valoura Fortaleza,35, M(C),,31(1),2748,1.9,1.3,1.7,-,0.7,1,0.3,-,6.95
62,Raphael Veiga Palmeiras,26, AM(CLR),,19(7),1541,0.5,0.5,1.1,-,0.2,0.5,0.1,-,6.94
63,Sabino Coritiba,25, D(C),,31,2726,1.3,1.3,0.4,0.1,5.7,0.5,1.1,1,6.94
64,Matheus Ferraz Fluminense,36, D(C),,12(2),1102,0.4,1.6,0.9,0.1,3.6,-,0.9,-,6.93
65,Luan Cândido Red Bull Bragantino,20, D(L),,6(5),603,1.3,1.3,1.5,-,1.6,0.3,-,-,6.93
66,Thiago Maia Flamengo,24, DMC,,13(1),1068,2.4,1.6,2.0,-,0.9,2,0.2,-,6.93
67,Diego Sao Paulo,22, D(C),,19(1),1517,1.5,1.5,1.7,0.8,3.9,0.5,0.5,-,6.93
68,Evanilson Fluminense,22, FW,,6,489,0.8,0.2,1.3,-,1.0,1.2,-,-,6.93
69,Fernando Sobral Ceara,26, M(CLR),,32(2),2812,2.9,0.9,1.7,-,0.5,2.1,0.2,-,6.92
70,Gil Corinthians,34, D(C),,36,3240,0.9,1.1,0.8,0.5,4.5,0.3,0.8,1,6.92
71,Guga Atletico MG,23, D(R),M(R),30(2),2667,2.7,1.9,1.3,0.3,1.4,1.1,0.2,-,6.92
72,Vanderson Gremio,20, D(R),,5,378,1.8,1.4,1.8,0.2,1.8,1.0,-,-,6.91
73,Matheus Henrique Gremio,23, M(C),,28(1),2440,1.2,1.1,1.7,-,0.8,0.7,0.2,-,6.91
74,Fábio Santos Corinthians,36, D(L),,20,1781,1.2,1.5,0.9,0.4,2.6,0.7,0.6,-,6.91
75,Robert Arboleda Sao Paulo,30, D(C),,19(2),1723,0.8,1.5,1.1,0.4,3.8,0.3,0.5,-,6.9
76,Élber Bahia,29, AM(CLR),FW,17(5),1430,0.3,0.5,0.5,-,-,0.1,0.1,-,6.9
77,Rodrigo Dourado Internacional,27, DMC,,15(4),1217,1.6,1.7,1.3,-,1.2,1.3,0.5,-,6.89
78,Gustavo Gómez Palmeiras,28, D(C),,21,1846,0.8,1.2,1.2,0.3,3.6,0.3,0.6,-,6.89
79,Digão Fluminense,33, D(C),,9(1),786,0.7,1.4,1.0,0.3,5.4,0.1,0.8,-,6.88
80,Thiago Heleno Athletico Paranaense,33, D(C),,29,2557,0.7,1.4,0.8,0.8,4.3,0.3,0.6,1,6.88
81,Lucas Calegari Fluminense,19, D(R),,22,1949,2.3,1.5,1.4,0.1,1.1,1.1,0.2,-,6.88
82,Rómulo Otero Corinthians,29, AM(LR),,18(6),1537,1.3,0.5,1.4,-,0.3,0.8,0.1,-,6.87
83,Shaylon Goias,24, D(R),M(CR),23(3),2060,0.8,1.1,0.5,0.1,0.8,0.5,0.1,-,6.87
84,Mauricio Isla Flamengo,33, D(R),M(CR),28(1),2372,1.7,1.7,1.3,0.1,0.9,0.9,0.2,-,6.87
85,Abner Athletico Paranaense,21, D(L),M(L),30(4),2832,2.1,0.8,1.4,0.3,1.1,0.9,0.1,-,6.86
86,Léo Ortiz Red Bull Bragantino,25, D(C),,32(1),2899,1.0,1.9,0.5,0.7,3.8,0.4,0.7,1,6.86
87,Juninho Capixaba Bahia,24, D(L),M(L),22(7),2090,1.9,1.5,1.0,0.2,1.2,1.1,0.2,-,6.85
88,Diogo Gremio,29, D(L),M(L),17(4),1605,1.5,1.1,0.8,-,1.8,0.8,0.2,-,6.85
89,Rodrigo Caio Flamengo,28, D(CR),DMC,20,1686,1.4,0.7,0.8,0.6,2.6,0.7,0.6,-,6.85
90,Léo Chú Ceara,21, AM(L),,20(2),1419,1.5,0.7,1,-,0.1,0.7,-,-,6.84
91,Hyoran Atletico MG,28, M(CLR),,21(8),1766,1,0.4,1.6,-,0.3,0.9,-,-,6.84
92,Martín Benítez Vasco da Gama,27, AM(CLR),FW,21(3),1734,1.2,1.0,1.1,-,0.4,1.3,-,-,6.83
93,Gregore Bahia,27, DMC,,33,2908,2.5,1.4,3,0.1,2.0,1.6,0.5,-,6.83
94,Nino Paraíba Bahia,35, D(R),M(R),29(4),2649,1.7,1.9,1.3,0.2,2.2,0.7,0.3,-,6.83
95,Leo Cittadini Athletico Paranaense,27, M(CLR),,29(2),2410,1.9,0.7,1.7,-,0.3,0.9,0.2,-,6.83
96,Matheus Bahia Bahia,22, D(L),,14,1046,1.9,1.6,1.5,0.3,2.3,0.9,0.2,-,6.83
97,Romarinho Fortaleza,27, AM(CLR),FW,31(3),2597,0.6,0.4,0.5,-,0.2,0.7,-,-,6.83
98,Nenê Fluminense,40, AM(CLR),FW,28(3),2247,0.6,0.1,0.5,-,0.4,1.0,0.1,-,6.83
99,Santos Athletico Paranaense,31, GK,,33,2970,-,0.1,-,-,1.0,0.1,-,-,6.83
100,Gabriel Noga Flamengo,19, Defender,,1(1),141,1.0,1,0.5,0.5,3,-,-,-,6.82
101,Ligger Red Bull Bragantino,33, D(C),,26(3),2418,1.2,1.6,1.4,0.4,3.3,0.3,0.6,-,6.82
102,Victor Luis Botafogo RJ,28, D(L),M(CL),22,1862,1.9,1.1,0.9,0.1,2.1,0.6,0.1,-,6.82
103,Wesley Ribeiro Palmeiras,22, AM(L),,9(6),764,1.4,0.2,0.9,-,0.1,1.2,-,-,6.82
104,Erick Athletico Paranaense,24, D(R),DMC,17(2),1519,1.7,1.2,2.0,0.3,1.4,0.5,0.4,-,6.82
105,Fabio Sanches Goias,30, D(C),,30(1),2638,1.4,1.5,0.7,0.5,5.1,0.4,0.9,1,6.82
106,Luccas Claro Fluminense,30, D(C),,30(1),2622,0.9,1.6,0.7,0.4,3.2,0.1,0.4,-,6.82
107,Gabi Flamengo,25, AM(LR),FW,22(3),1771,0.4,-,0.5,-,-,0.6,-,-,6.81
108,Danilo Avelar Corinthians,32, D(CL),M(L),13,1165,0.6,1.5,1.5,0.5,3.4,0.5,0.8,-,6.81
109,Dodi Fluminense,25, DMC,,19,1707,2.1,2,1.2,0.1,0.8,1.4,0.2,-,6.81
110,Rodrigo Moledo Internacional,34, D(C),,10(8),951,0.9,1.2,0.8,0.1,4.6,0.1,0.8,-,6.81
111,Jadson Vasco da Gama,30, D(C),,3(2),307,1.4,1.2,0.4,0.2,4.4,0.4,0.2,-,6.81
112,Yuri Alberto Internacional,20, FW,,14(9),1303,0.2,0.1,2.1,-,0.3,0.2,0.1,-,6.8
113,Andrey Vasco da Gama,23, M(C),,21(6),1791,2.1,1.4,2,-,1.1,1.0,0.3,-,6.8
114,Luiz Adriano Palmeiras,34, AM(L),FW,19(5),1546,0.3,0.2,0.8,-,0.7,0.3,0.1,-,6.8
115,Brenner Sao Paulo,21, FW,,21(6),1929,0.4,0.2,0.7,-,0.2,0.8,-,-,6.8
116,Rafael Moura Goias,38, FW,,23(8),2173,0.3,0.2,1.7,0.1,1.1,0.3,0.1,-,6.8
117,Talles Magno Vasco da Gama,19, AM(CL),FW,30(4),2331,1.1,0.4,0.8,-,0.6,0.7,0.1,-,6.79
118,Gilberto Bahia,32, FW,,30(3),2327,0.5,0.2,1.2,-,0.7,0.5,0.1,-,6.79
119,Marcelo Rangel Goias,33, GK,,7,541,0.1,-,-,-,1.4,0.1,-,-,6.79
120,Victor Andrade Goias,26, AM(LR),,4(5),395,0.9,0.2,1.9,-,0.3,0.6,0.1,-,6.79
121,Felipe Jonatan Santos FC,23, D(L),M(CL),32(1),2860,1.8,1.8,1.1,0.2,1.4,0.9,0.2,-,6.79
122,Luiz Henrique Fluminense,20, AM(LR),,13(13),1225,1.4,0.7,0.8,-,0.4,0.8,-,-,6.79
123,Tadeu Goias,29, GK,,33,2912,-,-,0.1,-,1.4,-,-,-,6.78
124,Luan Peres Santos FC,27, D(CL),,27(2),2485,1.5,1.6,0.5,0.3,4.0,0.6,0.8,-,6.78
125,Bruno Pacheco Ceara,29, D(L),,29,2583,1.6,1.7,1.2,0.3,2.5,0.4,0.2,-,6.78
126,Rodinei Internacional,29, D(R),,20(3),1812,1.6,1.3,1.3,0.2,1.3,0.7,0.2,-,6.78
127,Vitinho Athletico Paranaense,22, AM(L),,8(5),741,1,0.4,1.4,-,0.4,1.2,-,-,6.77
128,Víctor Cuesta Internacional,32, D(C),,35,3132,1.1,1.1,1.1,0.4,2.8,0.4,0.6,-,6.77
129,Jair Atletico MG,27, DMC,,24(4),2078,1.8,0.9,2.1,-,0.5,1,0.1,-,6.77
130,David Fortaleza,26, AM(CLR),FW,35,2697,0.8,0.4,1.8,-,0.4,0.7,0.1,-,6.77
131,Mateus Claus Bahia,27, GK,,3,270,-,-,-,-,2.3,-,-,-,6.77
132,Janderson Atletico GO,22, AM(LR),,24(8),2066,0.8,0.3,0.9,-,0.2,0.7,-,-,6.77
133,Natan Flamengo,20, D(C),,12(2),1132,0.8,2,0.9,0.3,2.5,0.1,0.7,-,6.77
134,Jonathan Coritiba,29, D(R),,16(8),1564,2.2,1.6,0.7,0.2,1.5,0.5,0.2,-,6.77
135,Alyson Ceara,25, D(L),,8(2),676,1.5,1.8,1.2,0.1,2.4,1.5,0.3,-,6.77
136,Igor Rabello Atletico MG,26, D(C),,19(5),1751,0.8,1,0.8,0.4,3.1,0.2,0.4,-,6.77
137,Marcos Rocha Palmeiras,32, D(R),M(R),18(4),1544,2.3,1,1.5,0.2,1.0,1.4,0.1,-,6.76
138,David Duarte Goias,26, D(C),,30,2630,1.1,1.7,0.8,0.8,4.1,0.2,0.9,-,6.76
139,Ytalo Red Bull Bragantino,33, AM(C),FW,25(6),2003,0.6,0.3,0.9,-,0.5,0.5,0.1,-,6.76
140,Luan Polli Sport Recife,28, GK,,31,2790,-,-,-,-,1.3,0.1,-,-,6.76
141,Ricardo Graça Vasco da Gama,24, D(C),,19(2),1615,0.9,1.4,0.7,0.4,4.1,0.3,0.9,-,6.76
142,Felipe Fortaleza,27, DMC,,32(1),2703,1.7,1.8,1.6,-,0.6,0.7,0.2,-,6.76
143,Jean Atletico GO,26, GK,,36,3240,-,0.1,-,-,1.0,-,-,-,6.76
144,Pedro Raúl Botafogo RJ,25, FW,,19(6),1745,0.6,0.3,1.4,0.1,1.2,0.5,0.2,-,6.75
145,Adryelson Sport Recife,23, D(C),,36,3218,0.5,2,1.3,0.3,5.6,0.3,1.1,1,6.75
146,Zé Rafael Palmeiras,28, M(CLR),,21(5),1670,1.5,0.8,1.8,-,0.3,1.8,0.1,-,6.75
147,Luiz Gustavo Goias,27, D(CR),DMC,3,264,1.7,2.3,2.3,-,5.0,0.7,0.3,-,6.74
148,Willian Arão Flamengo,29, D(C),M(C),29(3),2628,1.4,1.5,1.2,0.1,1.4,1,0.4,-,6.74
149,Bruno Fuchs Internacional,22, D(C),,2,180,0.5,3,1,-,1.0,0.5,-,-,6.74
150,Zé Roberto Atletico GO,28, FW,,22(3),1757,0.6,0.1,1.8,-,0.5,0.3,0.2,-,6.74
151,Vinícius Lopes Goias,22, AM(LR),,23(5),2061,1.1,0.4,1.4,-,0.3,0.9,0.1,-,6.74
152,Natanael Pimienta Atletico GO,30, D(L),M(L),12(7),1088,1.4,1.1,0.6,0.2,1.3,0.7,0.1,-,6.74
153,Iago Maidana Sport Recife,25, D(C),,34,3010,0.7,1.7,1.1,0.5,4.8,0.3,0.7,-,6.73
154,Fernando Miguel Vasco da Gama,36, GK,,36,3240,-,-,-,-,1.0,0.1,-,-,6.73
155,Júlio César Red Bull Bragantino,37, GK,,6,540,-,-,-,-,0.5,-,-,-,6.73
156,Rony Palmeiras,26, AM(LR),FW,15(8),1297,1.1,0.4,1.9,-,0.1,0.9,-,-,6.73
157,Carlos Eduardo Athletico Paranaense,25, AM(CLR),FW,20(10),1716,0.8,0.5,1,-,0.6,1.1,0.1,-,6.73
158,Gustavo Scarpa Palmeiras,27, D(L),M(CLR),10(16),1158,0.3,0.8,0.6,-,0.4,0.3,0.1,-,6.73
159,Diogo Palmeiras,29, D(L),M(L),3(2),321,2.6,1.6,1.2,-,1.2,0.4,0.2,-,6.73
160,Lucas Evangelista Red Bull Bragantino,26, M(CLR),,12(8),1211,1.4,0.4,1.8,-,0.9,0.9,0.1,-,6.73
161,Richard Ceara,30, GK,,16,1440,-,0.1,-,-,0.9,-,-,-,6.73
162,Tiago Volpi Sao Paulo,30, GK,,38,3420,-,-,-,-,0.8,-,-,-,6.72
163,Geromel Gremio,36, D(C),,12(1),1060,1.3,1.7,0.8,0.1,3.0,0.6,0.4,-,6.72
164,Felipe Alves Fortaleza,33, GK,,37,3330,0.1,-,-,-,0.9,-,-,-,6.72
165,Cesinha Botafogo RJ,21, Midfielder,,4(2),340,0.5,0.3,0.8,-,0.2,0.3,-,-,6.72
166,Diego Pituca Santos FC,29, DMC,,26(1),2281,1.8,0.9,1.3,-,1.1,1,0.3,-,6.72
167,Wilson Coritiba,37, GK,,34,3060,0.1,-,-,-,0.8,-,-,-,6.72
168,Daniel Bessa Goias,28, AM(C),,13,1085,1.5,1.2,1.7,-,0.8,1.3,0.4,-,6.72
169,Weverton Palmeiras,33, GK,,30,2700,-,0.1,-,-,0.9,-,-,-,6.72
170,Thiago Neves Sport Recife,36, AM(CR),FW,24(1),2069,0.4,0.5,0.5,-,0.4,0.5,-,-,6.72
171,Lima Ceara,25, AM(LR),,20(11),1747,1.3,0.5,1.2,-,0.2,0.9,0.1,-,6.72
172,Luan Santos Sao Paulo,22, DMC,,24(6),2111,1.3,1.2,1.3,-,0.7,0.3,0.3,-,6.72
173,Vladimir Santos FC,32, GK,,4,306,-,-,-,-,0.8,-,-,-,6.72
174,João Victor Atletico GO,23, D(C),,25(2),2168,1.4,1.1,0.9,0.4,3.4,0.4,0.4,-,6.72
175,Lucas Piton Corinthians,21, D(L),,15(5),1328,1.2,1.4,1.2,0.1,1.3,1,0.2,-,6.72
176,Fabricio Bruno Red Bull Bragantino,25, D(C),,13(1),1126,1,1.3,1.3,0.5,3.8,0.4,0.2,-,6.72
177,Diego Churín Gremio,31, FW,,7(7),679,1,0.4,1.6,-,0.6,0.4,-,-,6.72
178,Gustavo Henrique Flamengo,28, D(C),,23(2),1954,0.7,1.2,1.4,0.6,2.8,0.4,0.8,1,6.72
179,William Matheus Coritiba,31, D(L),M(L),24,2160,0.9,0.5,0.9,0.1,2.3,0.5,0.4,-,6.72
180,Luiz Otávio Ceara,33, D(C),,28,2476,1.1,1.5,1.1,0.7,5.6,0.6,0.8,-,6.71
181,Richard Athletico Paranaense,27, DMC,,21(7),1775,2,1.6,1.5,-,1.3,1.0,0.5,-,6.7
182,Sandro Goias,32, M(C),,7(2),565,1.6,1.3,1.4,0.1,2.9,0.6,0.6,-,6.7
183,Marcelo Alves Vasco da Gama,23, D(C),,12(1),1078,1.3,1.5,1.2,0.5,4.6,0.3,1.2,-,6.7
184,Cássio Corinthians,34, GK,,35,3144,-,-,-,-,0.6,0.1,-,-,6.7
185,Diego Flamengo,36, M(CLR),,14(12),1260,1,0.5,1.5,-,0.1,1.5,0.1,-,6.7
186,Tinga Fortaleza,28, D(CR),,20(8),1841,1,0.8,0.6,0.2,2.1,0.5,0.2,-,6.69
187,Renan Palmeiras,19, D(CL),,8,720,2,1.4,2.3,0.6,2.9,0.6,0.1,-,6.69
188,Eduardo Sasha Atletico MG,29, AM(CLR),FW,24(10),2056,0.3,0.2,0.7,-,0.1,0.4,-,-,6.69
189,Jefferson Goias,24, D(L),,25(1),1969,1.5,1.1,1,0.4,2.2,0.6,0.3,1,6.69
190,Dalberto Sport Recife,27, FW,,15,1273,0.7,0.3,1.8,-,0.5,1.4,0.1,-,6.69
191,Nicolas Atletico GO,24, D(L),,26(4),2283,1.2,1.1,1,0.3,2.1,0.6,0.1,-,6.69
192,Matheus Babi Botafogo RJ,24, FW,,21(13),2213,0.6,0.4,1.9,-,0.7,1.1,0.1,-,6.69
193,Léo Pereira Flamengo,25, D(C),,11(2),982,1,1.8,1.1,0.5,1.8,0.5,0.8,-,6.68
194,Wellington Rato Atletico GO,29, AM(L),,13(6),1206,0.8,0.6,0.8,-,0.3,0.8,0.1,-,6.68
195,Luan Garcia Palmeiras,28, D(C),,22(4),2008,1,1.2,0.7,0.2,2.9,0.3,0.6,1,6.68
196,Patric Sport Recife,32, D(LR),M(R),36,3240,1.2,1.2,1.1,0.3,2.5,0.8,0.2,1,6.68
197,Luis Henrique Botafogo RJ,19, M(L),,5,410,0.2,0.2,0.2,-,0.4,-,-,-,6.68
198,Vinicius Silvestre Palmeiras,27, Goalkeeper,,2,180,-,-,-,-,1.5,-,-,-,6.68
199,Cléber Ceara,25, FW,,29(4),2229,0.8,0.3,2.3,-,0.7,0.7,0.1,-,6.68
200,Rodriguinho Bahia,33, M(CL),FW,18(6),1463,0.5,0.3,0.9,-,0.1,0.9,0.1,-,6.68
201,Muriel Fluminense,34, GK,,19,1710,-,-,-,-,1.2,0.1,-,-,6.68
202,Gabriel Corinthians,29, DMC,,24(4),2027,2.4,1.8,1.6,-,0.6,1.6,0.2,-,6.68
203,Fellipe Bastos Vasco da Gama,31, DMC,,11(4),799,1.4,0.5,1.5,-,0.9,1.5,0.2,-,6.67
204,David Braz Gremio,34, D(C),,15(6),1441,1.2,1.6,0.8,0.1,2.8,0.5,0.3,-,6.67
205,Patrick de Paula Palmeiras,22, DMC,,22(5),1868,1.2,1.1,1.1,-,0.7,1.4,0.3,-,6.67
206,Juan Cazares Corinthians,29, AM(CLR),,10(10),1086,0.4,0.4,0.6,-,-,0.8,-,-,6.67
207,Fernando Prass Ceara,43, GK,,22,1980,-,-,-,-,0.9,-,-,-,6.67
208,Éverson Atletico MG,31, GK,,28,2520,-,-,-,-,1.1,-,-,-,6.67
209,Gabriel Pirani Santos FC,19, AM(C),,0(1),45,3,-,-,-,-,-,-,-,6.67
210,Fred Fluminense,38, FW,,19(5),1490,0.1,0.2,1.5,-,0.5,0.2,0.1,-,6.67
211,Paulo Miranda Gremio,33, D(CR),,13(1),1042,0.6,1.2,1.5,0.5,3.6,0.2,0.5,-,6.67
212,Charles Ceara,25, DMC,,23(8),2056,2,1,1.5,-,1,1.5,0.2,-,6.67
213,Lucas Mugni Sport Recife,29, AM(CLR),,17(6),1539,2.6,0.4,1,-,0.3,1.6,0.2,-,6.66
214,Felipe Melo Palmeiras,38, D(C),M(C),13(2),1120,0.9,1.6,1.4,0.2,1.9,0.4,0.3,-,6.66
215,Michel Araújo Fluminense,25, AM(CR),,23(6),1868,1.3,0.4,1.2,-,0.7,1.1,0.2,-,6.66
216,Emerson Santos Palmeiras,26, D(CR),,10(2),863,1.1,0.9,1.3,0.2,1.7,0.8,0.3,-,6.66
217,Léo Gomes Athletico Paranaense,24, DMC,,2,127,3.5,1,3,-,2,0.5,-,-,6.66
218,João Paulo Santos FC,26, GK,,25(1),2304,-,-,-,-,1.2,-,-,-,6.66
219,Davó Corinthians,22, Forward,,4,261,0.3,0.3,0.8,-,-,0.3,0.3,-,6.66
220,Keisuke Honda Botafogo RJ,35, M(CR),,15(3),1294,1.3,1.2,1.3,-,0.3,1.3,0.2,-,6.66
221,Laércio Soldá Santos FC,28, D(C),,12(2),994,1.1,1.8,1.3,0.4,2.9,0.5,0.5,-,6.66
222,Mateus Vital Corinthians,23, AM(CLR),,14(11),1222,0.8,0.4,0.7,-,-,0.6,-,-,6.66
223,Germán Cano Vasco da Gama,33, FW,,33(1),2878,0.3,0.1,0.8,-,0.2,0.5,-,-,6.66
224,Fernando Costanza Botafogo RJ,22, D(R),,1(1),85,1.5,1.5,0.5,-,1.5,0.5,1,-,6.65
225,Leonardo Gil Vasco da Gama,30, M(C),,17(2),1408,1.1,0.6,1.1,-,0.8,1.2,0.2,-,6.65
226,Allan Atletico MG,24, DMC,,26(5),2367,1.4,1.4,1.4,-,0.8,0.7,0.1,-,6.65
227,Ronaldo Bahia,25, DMC,,22(4),1949,2.5,1,1.8,-,1,1.3,0.4,-,6.65
228,Jô Corinthians,34, FW,,24(6),2117,0.1,-,1.0,-,0.5,0.2,0.1,-,6.65
229,Pedro Flamengo,24, FW,,15(19),1585,0.2,0.1,1.1,-,0.2,0.1,-,-,6.65
230,Ferreira Gremio,23, AM(LR),,7(15),774,0.6,0.4,0.5,-,0.3,0.4,-,-,6.65
231,Boschilia Internacional,25, AM(CLR),,9(4),857,1.3,0.5,1.9,-,0.4,2.1,0.1,-,6.65
232,João Lucas Flamengo,23, D(R),,3(2),295,1.4,1.4,2.2,0.6,2,1,0.2,-,6.65
