,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
42,Nikão Athletico Paranaense,29, AM(CLR),FW,25(1),2152,4,1.9,35.7,84.0,1.3,2.9,-,7.02
43,Lucas Veríssimo Santos FC,26, D(CR),,16,1376,1,0.4,53.7,84.9,-,2.5,-,7.01
44,Edenílson Internacional,31, D(R),M(CLR),31(2),2787,5,1.2,40.3,84.9,0.7,2.2,-,7.01
45,Walter Corinthians,33, GK,,4(1),277,-,-,17.2,45.3,-,4.2,-,7.01
46,Artur Red Bull Bragantino,23, AM(LR),,33,2809,5,1.8,29.8,80.9,0.9,1.5,-,7.01
47,Tiago Ceara,31, D(C),,28,2477,-,0.2,41.3,78.8,-,3.2,-,7.0
48,Thiago Galhardo Internacional,32, AM(CL),FW,20(9),1865,5,0.7,14.5,67.4,0.1,0.3,0.1,6.99
49,Paulo Victor Gremio,34, GK,,10,900,1,0.1,16.8,57.1,-,3.6,-,6.99
50,Jorginho Atletico GO,30, AM(CL),,5,380,-,1.2,27.6,73.2,-,2.2,-,6.99
51,Nino Fluminense,24, D(C),,25(1),2309,-,0.1,43.3,86.5,-,3.1,-,6.99
52,Fernandão Goias,34, FW,,21(3),1697,-,0.7,16.5,65.8,-,0.2,-,6.98
53,Gabriel Menino Palmeiras,21, D(R),M(CR),24(3),1972,6,1.5,40.2,85.7,1.1,2.7,-,6.98
54,Heitor Rodrigues Internacional,21, D(R),,10(2),878,4,1.0,30.1,80.6,0.9,1.2,-,6.98
55,Júnior Alonso Atletico MG,28, D(CL),,32,2879,2,0.6,87.8,88.3,0.1,4.0,-,6.97
56,Fagner Corinthians,32, D(R),,32,2781,3,1.4,41.6,76.3,1.8,2.5,-,6.96
57,Yeferson Soteldo Santos FC,24, AM(CL),FW,20(4),1900,5,1.8,22.3,79.3,1.6,0.9,-,6.96
58,Matias Viña Palmeiras,24, D(L),,23,1937,2,0.7,32.0,79.1,0.3,1.3,-,6.96
59,Luis Orejuela Gremio,26, D(R),,17(1),1530,-,0.7,40.7,81.3,0.9,1.6,-,6.95
60,Réver Atletico MG,36, D(C),,25(1),2172,1,0.4,85.0,90.7,-,4.8,-,6.95
61,Juninho Valoura Fortaleza,35, M(C),,31(1),2748,3,1.7,52.2,86.9,1.7,5.6,-,6.95
62,Raphael Veiga Palmeiras,26, AM(CLR),,19(7),1541,1,1.1,25.4,83.8,0.6,1.4,0.1,6.94
63,Sabino Coritiba,25, D(C),,31,2726,-,0.2,48.4,83.5,-,4.4,-,6.94
64,Matheus Ferraz Fluminense,36, D(C),,12(2),1102,1,0.1,42.6,90.8,-,1.2,-,6.93
65,Luan Cândido Red Bull Bragantino,20, D(L),,6(5),603,-,0.4,24.7,76.8,0.5,1.2,-,6.93
66,Thiago Maia Flamengo,24, DMC,,13(1),1068,1,0.9,55.5,87.1,-,4.1,0.1,6.93
67,Diego Sao Paulo,22, D(C),,19(1),1517,-,0.2,50.8,82.6,0.1,3.2,-,6.93
68,Evanilson Fluminense,22, FW,,6,489,-,1.5,18.7,85.7,-,0.3,0.2,6.93
69,Fernando Sobral Ceara,26, M(CLR),,32(2),2812,3,1.1,35.8,80.7,0.3,2.2,0.1,6.92
70,Gil Corinthians,34, D(C),,36,3240,2,0.3,49.3,85.1,-,2.6,-,6.92
71,Guga Atletico MG,23, D(R),M(R),30(2),2667,1,0.7,62.5,87.1,0.4,2.9,-,6.92
72,Vanderson Gremio,20, D(R),,5,378,-,1.8,37.2,82.3,0.6,0.8,-,6.91
73,Matheus Henrique Gremio,23, M(C),,28(1),2440,1,1,60.8,91.1,0.1,3.4,-,6.91
74,Fábio Santos Corinthians,36, D(L),,20,1781,-,0.7,42.9,82.6,0.3,1.4,-,6.91
75,Robert Arboleda Sao Paulo,30, D(C),,19(2),1723,-,0.1,54.8,88.9,0.2,1.2,-,6.9
76,Élber Bahia,29, AM(CLR),FW,17(5),1430,2,1.4,29.0,84.3,0.9,1.3,-,6.9
77,Rodrigo Dourado Internacional,27, DMC,,15(4),1217,1,0.3,27.9,86.0,-,1.1,-,6.89
78,Gustavo Gómez Palmeiras,28, D(C),,21,1846,1,0.5,55.7,89.4,0.1,3.3,-,6.89
79,Digão Fluminense,33, D(C),,9(1),786,-,-,40.8,90.0,-,3.4,-,6.88
80,Thiago Heleno Athletico Paranaense,33, D(C),,29,2557,1,0.1,72.5,88.9,-,8.8,-,6.88
81,Lucas Calegari Fluminense,19, D(R),,22,1949,-,0.5,36.6,82.7,0.3,1.4,-,6.88
82,Rómulo Otero Corinthians,29, AM(LR),,18(6),1537,1,0.7,20.0,84.4,0.9,0.6,-,6.87
83,Shaylon Goias,24, D(R),M(CR),23(3),2060,5,2.3,32.0,81.9,1.6,1.4,0.1,6.87
84,Mauricio Isla Flamengo,33, D(R),M(CR),28(1),2372,5,1.4,46.9,86.7,0.9,1.2,-,6.87
85,Abner Athletico Paranaense,21, D(L),M(L),30(4),2832,3,1.4,40.4,83.3,0.9,1.8,-,6.86
86,Léo Ortiz Red Bull Bragantino,25, D(C),,32(1),2899,-,0.2,48.0,86.0,-,4.6,-,6.86
87,Juninho Capixaba Bahia,24, D(L),M(L),22(7),2090,6,1.2,37.3,81.8,0.6,2.0,0.1,6.85
88,Diogo Gremio,29, D(L),M(L),17(4),1605,3,1.0,40.0,86.8,1,1.0,-,6.85
89,Rodrigo Caio Flamengo,28, D(CR),DMC,20,1686,-,0.2,55.3,91.1,-,2.3,-,6.85
90,Léo Chú Ceara,21, AM(L),,20(2),1419,6,0.8,14.2,74.4,0.2,0.2,-,6.84
91,Hyoran Atletico MG,28, M(CLR),,21(8),1766,4,1.8,26.6,80.7,0.7,1.8,0.1,6.84
92,Martín Benítez Vasco da Gama,27, AM(CLR),FW,21(3),1734,2,1.5,27.8,73.9,1,1.6,-,6.83
93,Gregore Bahia,27, DMC,,33,2908,4,0.7,57.5,85.1,-,3.8,-,6.83
94,Nino Paraíba Bahia,35, D(R),M(R),29(4),2649,5,0.9,28.4,74.5,1,1.4,-,6.83
95,Leo Cittadini Athletico Paranaense,27, M(CLR),,29(2),2410,-,1,31.6,87.4,0.1,1.1,-,6.83
96,Matheus Bahia Bahia,22, D(L),,14,1046,1,1.1,24.6,81.4,0.4,0.6,0.1,6.83
97,Romarinho Fortaleza,27, AM(CLR),FW,31(3),2597,-,0.8,25.8,85.0,0.2,0.8,-,6.83
98,Nenê Fluminense,40, AM(CLR),FW,28(3),2247,5,1.5,32.4,80.3,1.3,2.4,0.1,6.83
99,Santos Athletico Paranaense,31, GK,,33,2970,-,-,34.9,73.9,-,6.8,-,6.83
100,Gabriel Noga Flamengo,19, Defender,,1(1),141,-,-,39.0,88.5,-,3.5,-,6.82
101,Ligger Red Bull Bragantino,33, D(C),,26(3),2418,1,0.3,39.6,85.0,-,1.9,-,6.82
102,Victor Luis Botafogo RJ,28, D(L),M(CL),22,1862,1,1,38.6,85.6,0.8,2.1,-,6.82
103,Wesley Ribeiro Palmeiras,22, AM(L),,9(6),764,2,0.5,12.7,73.8,0.2,0.6,-,6.82
104,Erick Athletico Paranaense,24, D(R),DMC,17(2),1519,1,0.9,32.3,87.4,0.3,1.6,-,6.82
105,Fabio Sanches Goias,30, D(C),,30(1),2638,1,0.2,29.3,86.8,-,2.4,-,6.82
106,Luccas Claro Fluminense,30, D(C),,30(1),2622,-,0.1,44.1,83.0,-,3.5,-,6.82
107,Gabi Flamengo,25, AM(LR),FW,22(3),1771,2,0.6,17.3,78.1,0.2,0.7,-,6.81
108,Danilo Avelar Corinthians,32, D(CL),M(L),13,1165,-,0.3,63.9,91.7,-,2.9,-,6.81
109,Dodi Fluminense,25, DMC,,19,1707,-,0.2,51.5,90.6,0.2,2.1,-,6.81
110,Rodrigo Moledo Internacional,34, D(C),,10(8),951,-,0.1,25.2,86.8,-,1.7,-,6.81
111,Jadson Vasco da Gama,30, D(C),,3(2),307,-,-,23.8,85.7,-,1.4,-,6.81
112,Yuri Alberto Internacional,20, FW,,14(9),1303,2,0.7,11.9,69.6,-,-,-,6.8
113,Andrey Vasco da Gama,23, M(C),,21(6),1791,3,0.8,33.0,85.5,0.1,2.7,0.1,6.8
114,Luiz Adriano Palmeiras,34, AM(L),FW,19(5),1546,3,0.8,12.6,77.6,-,0.2,0.1,6.8
115,Brenner Sao Paulo,21, FW,,21(6),1929,3,0.5,14.3,87.0,-,0.5,-,6.8
116,Rafael Moura Goias,38, FW,,23(8),2173,-,0.8,21.4,63.6,0.1,0.4,-,6.8
117,Talles Magno Vasco da Gama,19, AM(CL),FW,30(4),2331,1,0.9,22.0,80.4,0.1,0.2,-,6.79
118,Gilberto Bahia,32, FW,,30(3),2327,2,0.5,12.6,73.3,0.1,0.4,-,6.79
119,Marcelo Rangel Goias,33, GK,,7,541,-,-,22.1,49.7,-,8.1,-,6.79
120,Victor Andrade Goias,26, AM(LR),,4(5),395,-,0.3,8.9,73.8,-,0.2,-,6.79
121,Felipe Jonatan Santos FC,23, D(L),M(CL),32(1),2860,1,0.9,30.9,76.7,0.5,1.2,-,6.79
122,Luiz Henrique Fluminense,20, AM(LR),,13(13),1225,2,0.5,12.9,77.3,-,0.4,-,6.79
123,Tadeu Goias,29, GK,,33,2912,-,0.1,28.3,63.0,-,7.5,-,6.78
124,Luan Peres Santos FC,27, D(CL),,27(2),2485,2,0.2,43.8,83.1,-,3.2,-,6.78
125,Bruno Pacheco Ceara,29, D(L),,29,2583,2,0.8,32.8,76.0,0.7,1.9,-,6.78
126,Rodinei Internacional,29, D(R),,20(3),1812,1,0.7,28.9,84.9,0.7,1.6,-,6.78
127,Vitinho Athletico Paranaense,22, AM(L),,8(5),741,1,0.7,17.8,80.6,0.1,0.7,-,6.77
128,Víctor Cuesta Internacional,32, D(C),,35,3132,1,0.1,49.4,81.4,0.1,3.7,-,6.77
129,Jair Atletico MG,27, DMC,,24(4),2078,2,0.8,43.1,89.6,0.1,2.1,-,6.77
130,David Fortaleza,26, AM(CLR),FW,35,2697,5,0.9,16.2,75.0,0.1,0.5,-,6.77
131,Mateus Claus Bahia,27, GK,,3,270,-,-,15.3,93.5,-,2.0,-,6.77
132,Janderson Atletico GO,22, AM(LR),,24(8),2066,5,1.3,16.6,73.1,0.8,0.5,-,6.77
133,Natan Flamengo,20, D(C),,12(2),1132,-,0.1,54.8,90.4,-,3.9,-,6.77
134,Jonathan Coritiba,29, D(R),,16(8),1564,-,0.5,23.6,82.4,0.5,1.3,-,6.77
135,Alyson Ceara,25, D(L),,8(2),676,-,0.6,26.5,64.9,0.7,2.0,-,6.77
136,Igor Rabello Atletico MG,26, D(C),,19(5),1751,1,0.1,56.8,87.2,-,2.3,-,6.77
137,Marcos Rocha Palmeiras,32, D(R),M(R),18(4),1544,1,1.5,43.6,80.7,0.5,4.4,-,6.76
138,David Duarte Goias,26, D(C),,30,2630,-,0.1,34.7,75.5,0.1,3.0,-,6.76
139,Ytalo Red Bull Bragantino,33, AM(C),FW,25(6),2003,8,1.1,15.8,79.1,-,0.2,-,6.76
140,Luan Polli Sport Recife,28, GK,,31,2790,-,-,24.1,53.8,-,4.4,-,6.76
141,Ricardo Graça Vasco da Gama,24, D(C),,19(2),1615,-,-,34.6,84.6,-,2.8,-,6.76
142,Felipe Fortaleza,27, DMC,,32(1),2703,-,0.7,48.0,89.3,0.1,4.1,-,6.76
143,Jean Atletico GO,26, GK,,36,3240,-,-,33.2,70.9,-,7.0,-,6.76
144,Pedro Raúl Botafogo RJ,25, FW,,19(6),1745,1,0.6,17.1,69.2,-,0.3,-,6.75
145,Adryelson Sport Recife,23, D(C),,36,3218,-,0.1,36.2,82.5,-,2.0,-,6.75
146,Zé Rafael Palmeiras,28, M(CLR),,21(5),1670,3,0.8,32.4,88.1,0.2,1.0,-,6.75
147,Luiz Gustavo Goias,27, D(CR),DMC,3,264,-,0.7,34.3,83.5,0.3,2.0,-,6.74
148,Willian Arão Flamengo,29, D(C),M(C),29(3),2628,1,0.4,58.9,91.3,-,3.8,0.1,6.74
149,Bruno Fuchs Internacional,22, D(C),,2,180,-,-,67.0,80.6,-,4.5,-,6.74
150,Zé Roberto Atletico GO,28, FW,,22(3),1757,2,0.8,15.4,66.3,0.1,0.4,-,6.74
151,Vinícius Lopes Goias,22, AM(LR),,23(5),2061,3,0.6,14.6,74.3,0.1,0.3,-,6.74
152,Natanael Pimienta Atletico GO,30, D(L),M(L),12(7),1088,1,0.8,19.7,73.3,0.9,1.3,-,6.74
153,Iago Maidana Sport Recife,25, D(C),,34,3010,1,0.1,44.2,80.1,-,2.9,-,6.73
154,Fernando Miguel Vasco da Gama,36, GK,,36,3240,-,-,20.8,62.1,-,3.7,-,6.73
155,Júlio César Red Bull Bragantino,37, GK,,6,540,-,0.2,25.5,64.7,-,5.7,-,6.73
156,Rony Palmeiras,26, AM(LR),FW,15(8),1297,1,0.6,11.9,76.2,0.2,0.2,-,6.73
157,Carlos Eduardo Athletico Paranaense,25, AM(CLR),FW,20(10),1716,4,0.5,11.1,74.0,0.4,0.4,-,6.73
158,Gustavo Scarpa Palmeiras,27, D(L),M(CLR),10(16),1158,5,1.3,19.9,80.3,1.4,2.1,-,6.73
159,Diogo Palmeiras,29, D(L),M(L),3(2),321,-,0.6,27.6,80.4,0.8,2.0,-,6.73
160,Lucas Evangelista Red Bull Bragantino,26, M(CLR),,12(8),1211,1,0.9,25.4,83.6,0.1,0.4,-,6.73
161,Richard Ceara,30, GK,,16,1440,-,-,20.8,55.1,-,4.8,-,6.73
162,Tiago Volpi Sao Paulo,30, GK,,38,3420,1,0.1,32.1,74.8,-,5.0,-,6.72
163,Geromel Gremio,36, D(C),,12(1),1060,-,0.4,47.7,84.8,0.1,2.9,-,6.72
164,Felipe Alves Fortaleza,33, GK,,37,3330,-,-,36.1,73.0,-,9.4,-,6.72
165,Cesinha Botafogo RJ,21, Midfielder,,4(2),340,1,1.7,34.0,86.8,1.5,2.7,-,6.72
166,Diego Pituca Santos FC,29, DMC,,26(1),2281,3,0.5,49.9,86.6,-,3.1,-,6.72
167,Wilson Coritiba,37, GK,,34,3060,-,0.1,28.8,68.8,-,5.4,-,6.72
168,Daniel Bessa Goias,28, AM(C),,13,1085,-,1.5,40.7,85.8,1,1.9,0.1,6.72
169,Weverton Palmeiras,33, GK,,30,2700,-,-,27.5,67.8,-,5.7,-,6.72
170,Thiago Neves Sport Recife,36, AM(CR),FW,24(1),2069,2,1.3,33.7,84.6,0.9,1.8,-,6.72
171,Lima Ceara,25, AM(LR),,20(11),1747,3,0.5,22.7,83.4,-,0.3,-,6.72
172,Luan Santos Sao Paulo,22, DMC,,24(6),2111,1,0.5,53.9,91.5,-,1.2,-,6.72
173,Vladimir Santos FC,32, GK,,4,306,-,-,23.0,82.6,-,3.8,-,6.72
174,João Victor Atletico GO,23, D(C),,25(2),2168,2,0.3,40.8,84.6,0.1,2.8,-,6.72
175,Lucas Piton Corinthians,21, D(L),,15(5),1328,3,1,31.3,81.3,0.9,1.1,-,6.72
176,Fabricio Bruno Red Bull Bragantino,25, D(C),,13(1),1126,-,0.2,48.8,87.0,0.1,3.1,0.1,6.72
177,Diego Churín Gremio,31, FW,,7(7),679,1,0.3,12.2,67.8,-,0.4,-,6.72
178,Gustavo Henrique Flamengo,28, D(C),,23(2),1954,1,-,53.4,89.8,-,3.3,-,6.72
179,William Matheus Coritiba,31, D(L),M(L),24,2160,3,0.7,36.2,81.3,0.7,1.8,-,6.72
180,Luiz Otávio Ceara,33, D(C),,28,2476,-,0.2,37.2,86.4,-,2.5,-,6.71
181,Richard Athletico Paranaense,27, DMC,,21(7),1775,1,0.3,42.1,88.2,0.1,2.8,-,6.7
182,Sandro Goias,32, M(C),,7(2),565,-,0.2,21.0,81.0,-,1.1,-,6.7
183,Marcelo Alves Vasco da Gama,23, D(C),,12(1),1078,-,0.1,34.9,84.8,-,1.8,-,6.7
184,Cássio Corinthians,34, GK,,35,3144,-,-,27.7,68.8,-,6.9,-,6.7
185,Diego Flamengo,36, M(CLR),,14(12),1260,3,0.8,35.6,89.8,0.2,1.9,-,6.7
186,Tinga Fortaleza,28, D(CR),,20(8),1841,3,1,28.1,72.6,0.6,1.8,0.1,6.69
187,Renan Palmeiras,19, D(CL),,8,720,-,0.4,51.5,84.2,-,3.4,-,6.69
188,Eduardo Sasha Atletico MG,29, AM(CLR),FW,24(10),2056,3,0.9,17.5,82.2,-,0.4,-,6.69
189,Jefferson Goias,24, D(L),,25(1),1969,-,1,30.5,77.7,1.2,2.5,-,6.69
190,Dalberto Sport Recife,27, FW,,15,1273,-,0.6,16.9,68.0,-,0.3,-,6.69
191,Nicolas Atletico GO,24, D(L),,26(4),2283,3,1.1,31.1,77.4,1,2.0,-,6.69
192,Matheus Babi Botafogo RJ,24, FW,,21(13),2213,1,0.7,13.1,69.6,-,0.1,-,6.69
193,Léo Pereira Flamengo,25, D(C),,11(2),982,-,0.2,61.7,88.4,-,2.0,-,6.68
194,Wellington Rato Atletico GO,29, AM(L),,13(6),1206,3,0.7,19.9,80.7,0.2,1.1,-,6.68
195,Luan Garcia Palmeiras,28, D(C),,22(4),2008,-,0.2,45.5,87.5,-,4.3,-,6.68
196,Patric Sport Recife,32, D(LR),M(R),36,3240,4,1.2,40.9,80.2,0.9,1.6,-,6.68
197,Luis Henrique Botafogo RJ,19, M(L),,5,410,-,1.4,20.4,74.5,0.4,0.6,-,6.68
198,Vinicius Silvestre Palmeiras,27, Goalkeeper,,2,180,-,-,31.0,56.5,-,5.0,-,6.68
199,Cléber Ceara,25, FW,,29(4),2229,1,0.5,13.4,74.2,0.1,0.3,-,6.68
200,Rodriguinho Bahia,33, M(CL),FW,18(6),1463,1,1,20.2,76.9,0.3,0.8,-,6.68
201,Muriel Fluminense,34, GK,,19,1710,-,-,19.5,60.6,-,3.4,-,6.68
202,Gabriel Corinthians,29, DMC,,24(4),2027,2,0.5,44.9,85.1,0.1,2.1,-,6.68
203,Fellipe Bastos Vasco da Gama,31, DMC,,11(4),799,-,0.5,29.1,86.5,0.1,2.7,-,6.67
204,David Braz Gremio,34, D(C),,15(6),1441,-,-,42.1,86.7,-,2.8,-,6.67
205,Patrick de Paula Palmeiras,22, DMC,,22(5),1868,1,0.6,40.1,85.0,-,3,-,6.67
206,Juan Cazares Corinthians,29, AM(CLR),,10(10),1086,5,1.4,25.5,81.6,0.4,1.7,0.2,6.67
207,Fernando Prass Ceara,43, GK,,22,1980,-,-,22.3,62.7,-,5.5,-,6.67
208,Éverson Atletico MG,31, GK,,28,2520,1,-,30.7,83.6,-,5.5,-,6.67
209,Gabriel Pirani Santos FC,19, AM(C),,0(1),45,-,3,21.0,85.7,-,-,-,6.67
210,Fred Fluminense,38, FW,,19(5),1490,2,0.9,14.5,70.4,-,0.1,0.1,6.67
211,Paulo Miranda Gremio,33, D(CR),,13(1),1042,-,0.2,38.9,83.8,-,3.2,-,6.67
212,Charles Ceara,25, DMC,,23(8),2056,2,0.6,27.3,83.1,-,1.7,-,6.67
213,Lucas Mugni Sport Recife,29, AM(CLR),,17(6),1539,3,0.7,27.0,75.6,0.5,1.2,-,6.66
214,Felipe Melo Palmeiras,38, D(C),M(C),13(2),1120,-,0.3,40.1,86.0,-,4.1,-,6.66
215,Michel Araújo Fluminense,25, AM(CR),,23(6),1868,-,0.6,23.0,80.5,-,0.7,-,6.66
216,Emerson Santos Palmeiras,26, D(CR),,10(2),863,-,0.2,35.2,82.2,-,2.9,-,6.66
217,Léo Gomes Athletico Paranaense,24, DMC,,2,127,1,0.5,22.5,75.6,0.5,0.5,-,6.66
218,João Paulo Santos FC,26, GK,,25(1),2304,-,-,28.2,74.6,-,3.4,-,6.66
219,Davó Corinthians,22, Forward,,4,261,-,0.3,11.3,71.1,-,0.3,-,6.66
220,Keisuke Honda Botafogo RJ,35, M(CR),,15(3),1294,-,1.5,39.6,86.3,0.3,1.7,-,6.66
221,Laércio Soldá Santos FC,28, D(C),,12(2),994,1,0.1,34.9,81.2,-,2.6,-,6.66
222,Mateus Vital Corinthians,23, AM(CLR),,14(11),1222,-,0.5,17.4,85.8,0.2,0.5,-,6.66
223,Germán Cano Vasco da Gama,33, FW,,33(1),2878,1,0.5,14.2,78.5,0.1,1.0,-,6.66
224,Fernando Costanza Botafogo RJ,22, D(R),,1(1),85,-,-,10.5,85.7,-,1.5,-,6.65
225,Leonardo Gil Vasco da Gama,30, M(C),,17(2),1408,3,1.3,44.1,86.1,0.9,3.8,-,6.65
226,Allan Atletico MG,24, DMC,,26(5),2367,-,0.6,64.0,88.2,-,4.5,-,6.65
227,Ronaldo Bahia,25, DMC,,22(4),1949,3,0.4,37.5,85.1,-,1.8,-,6.65
228,Jô Corinthians,34, FW,,24(6),2117,1,1.1,18.2,72.9,0.1,0.2,-,6.65
229,Pedro Flamengo,24, FW,,15(19),1585,2,0.6,8.6,75.0,0.1,0.1,0.1,6.65
230,Ferreira Gremio,23, AM(LR),,7(15),774,-,0.3,14.8,85.9,0.3,0.5,-,6.65
231,Boschilia Internacional,25, AM(CLR),,9(4),857,1,0.6,31.3,80.6,0.5,1.2,-,6.65
232,João Lucas Flamengo,23, D(R),,3(2),295,-,0.2,27.0,88.1,0.6,1.6,-,6.65
233,Pedro Naressi Ceara,23, DMC,,6(7),548,2,0.3,20.5,84.2,-,0.5,-,6.65
234,Ferrareis Atletico GO,25, AM(LR),,24(2),1710,2,1,21.2,80.9,0.3,0.7,-,6.65
235,Caio Vidal Internacional,21, AM(R),,12(2),836,-,0.6,10.9,75.2,0.1,0.4,-,6.65
236,Igor Gomes Sao Paulo,22, M(CL),,29(8),2406,3,0.9,27.5,84.6,0.6,0.7,-,6.64
237,Paulão Fortaleza,35, D(C),,29(2),2720,-,0.2,54.5,87.3,-,4.1,-,6.64
238,Luciano Gremio,28, AM(CR),FW,0(1),7,-,1,8.0,75.0,-,-,-,6.64
239,Raul Gustavo Corinthians,22, Defender,,0(1),19,-,-,15.0,73.3,1,1,-,6.64
240,Walter Kannemann Gremio,30, D(C),,16,1399,-,0.1,38.2,84.1,-,1.9,-,6.64
241,Gabriel Sara Sao Paulo,22, AM(CR),,29(4),2296,4,0.8,39.9,85.7,0.4,1.3,-,6.64
242,Danilo Barcelos Botafogo RJ,30, D(L),M(CL),2(1),209,-,0.7,27.0,80.2,2,2.7,-,6.64
243,Alyson Motta Goias,21, Forward,,0(1),45,1,1.0,9.0,88.9,1,-,-,6.63
244,Victor Ferraz Gremio,33, D(LR),M(R),16(1),1405,2,0.8,48.0,86.4,0.5,1.2,-,6.63
245,Lucas Fonseca Bahia,36, D(C),,19,1627,-,0.1,35.8,83.8,-,2.9,-,6.63
246,Edimar Red Bull Bragantino,35, D(L),,26(3),2290,-,0.6,37.0,80.9,0.5,2.5,-,6.62
