,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
27,Aaron Wan-Bissaka Man Utd,23, D(R),M(R),34(1),3102,3.7,1.9,0.6,0.4,1.7,0.6,0.4,-,7.19
28,Richarlison Everton,24, AM(CLR),FW,36,3111,1.9,0.3,1.2,-,1.1,0.8,0.1,-,7.19
29,Willy Boly Wolves,30, D(C),,22,1980,2.6,1.8,1.1,0.1,4.7,0.8,0.5,-,7.19
30,James Tarkowski Burnley,29, D(C),,38,3420,1.7,1.7,1.3,0.4,5.3,0.6,1.2,-,7.19
31,Paul Pogba Man Utd,28, M(CL),,13(3),1205,1.3,0.4,1.6,-,0.6,0.5,0.3,-,7.18
32,Christian Pulisic Chelsea,23, M(CLR),,19(6),1727,0.9,0.2,0.6,-,0.3,0.7,-,-,7.18
33,Sergio Agüero Man City,33, AM(CL),FW,18(6),1460,0.3,0.1,0.4,-,0.1,0.3,-,-,7.16
34,Lucas Digne Everton,28, D(CL),M(L),35,3035,2.1,1.2,1.2,0.2,2.7,1.0,0.3,1,7.16
35,James Ward-Prowse Southampton,27, M(CR),,38,3420,2.4,1.6,1.5,0.1,1.9,1.4,0.4,-,7.15
36,Jordan Henderson Liverpool,31, D(C),M(CLR),26(4),2244,2.1,1.0,1.0,0.1,0.6,1.1,0.1,-,7.15
37,Tomas Soucek West Ham,26, DMC,,12(1),1041,2.2,1.7,0.8,-,2.6,1.0,0.1,1,7.14
38,Roberto Firmino Liverpool,30, M(CLR),FW,34(4),3003,1.0,0.2,0.8,0.1,0.3,0.9,0.1,-,7.14
39,César Azpilicueta Chelsea,32, D(CLR),M(R),36,3230,2.4,1.9,1.1,0.1,2.3,0.9,0.6,-,7.12
40,Harry Maguire Man Utd,28, D(C),,38,3450,1.0,1.9,0.9,0.4,4.1,0.4,0.6,-,7.12
41,Danny Ings Southampton,29, AM(C),FW,32(6),2815,1.1,0.2,0.9,-,0.6,1.4,0.1,-,7.12
42,Andrew Robertson Liverpool,27, D(L),M(L),34(2),3114,1.5,1.1,0.5,0.5,1.6,0.9,0.2,-,7.11
43,Dejan Lovren Liverpool,32, D(C),,9(1),777,1.3,1.0,0.4,1.7,4.1,0.5,0.6,-,7.09
44,Rodri Man City,25, DMC,,29(6),2488,1.4,0.7,1.2,0.1,0.9,1.1,0.1,-,7.09
45,Sébastien Haller West Ham,27, FW,,24(8),2263,0.7,0.3,1.4,-,0.8,0.8,0.2,-,7.08
46,Emiliano Buendía Norwich,24, M(CR),,28(8),2465,2.3,0.6,1.0,-,0.7,2.2,0.1,-,7.08
47,Luke Thomas Leicester,20, D(L),M(L),3,268,0.3,1.0,0.3,1.3,2.3,1.0,-,-,7.07
48,Nicolas Pépé Arsenal,26, AM(LR),FW,22(9),2016,1.0,0.3,0.5,-,0.1,0.3,0.1,-,7.06
49,Serge Aurier Tottenham,28, D(CLR),M(R),31(2),2706,2.8,1.4,1.2,0.2,2.5,0.9,0.2,1,7.06
50,Dwight McNeil Burnley,21, M(LR),,38,3345,1.2,0.8,0.8,-,0.7,1.3,0.2,-,7.06
51,Diego Rico Bournemouth,28, D(CL),M(L),27,2336,2.3,3.1,0.7,0.2,2.2,1.1,0.3,-,7.06
52,Troy Deeney Watford,33, FW,,26(1),2234,0.7,0.4,1.4,-,1.0,0.9,-,-,7.05
53,Çaglar Söyüncü Leicester,25, D(C),,34,3037,1.8,1.3,0.9,0.6,4.4,0.6,0.6,-,7.04
54,Bernardo Silva Man City,27, M(CLR),FW,23(11),2031,1.1,0.7,0.7,-,0.4,0.9,-,-,7.03
55,Pierre-Emerick Aubameyang Arsenal,32, M(CLR),FW,35(1),3139,0.9,0.4,0.4,-,0.4,1.1,-,-,7.03
56,Emiliano Martínez Arsenal,29, GK,,8(1),770,-,-,-,-,0.2,-,-,-,7.02
57,João Moutinho Wolves,35, M(C),,34(4),3108,2.4,1.3,1.1,-,0.5,2.4,0.3,-,7.01
58,Declan Rice West Ham,22, D(C),DMC,38,3420,3.1,2,1.1,-,1.3,1.3,0.2,-,7.01
59,Nemanja Matic Man Utd,33, DMC,,18(3),1613,2.2,1,1.3,-,1.2,1.1,0.4,-,7.0
60,John McGinn Aston Villa,27, M(C),,27(1),2318,1.9,0.9,1.3,-,0.5,1.5,-,-,7.0
61,Aymeric Laporte Man City,27, D(CL),,14(1),1104,0.9,1.3,0.6,0.7,1.7,0.3,0.3,-,7.0
62,Japhet Tanganga Tottenham,22, D(CR),,6,526,2.8,1.8,1.3,0.3,4.8,1.2,1,-,7.0
63,Jarrod Bowen West Ham,24, AM(CLR),FW,11(2),922,1.5,1.2,0.3,-,0.3,1,-,-,6.99
64,Matt Doherty Wolves,29, D(LR),M(R),32(4),2841,1.5,1.1,0.8,0.1,1.3,0.4,0.1,-,6.99
65,Hugo Lloris Tottenham,34, GK,,21,1808,-,-,-,-,0.6,-,-,-,6.98
66,Wilfried Zaha Crystal Palace,29, AM(LR),FW,37(1),3280,1.1,0.5,1.3,-,0.1,1,0.1,-,6.98
67,Chris Basham Sheff Utd,33, D(CR),M(CR),38,3255,2.2,2,0.7,0.3,4.4,0.9,0.4,-,6.98
68,Jonjo Shelvey Newcastle,29, M(C),,25(1),2124,1.1,0.9,0.7,-,1.3,1.2,0.2,-,6.97
69,Lucas Moura Tottenham,29, AM(CLR),FW,25(10),2249,1.6,0.4,0.9,-,0.7,1.2,0.1,-,6.96
70,Ben Chilwell Leicester,24, D(L),M(L),27,2376,1.6,1.0,1.1,0.2,2.0,1.1,0.2,-,6.96
71,Nathan Redmond Southampton,27, AM(CLR),FW,32,2771,1.5,0.5,0.7,-,0.3,1.1,0.1,-,6.96
72,Felipe Anderson West Ham,28, M(CLR),FW,20(5),1508,1.8,0.9,0.7,-,0.4,1.4,-,-,6.96
73,Pablo Marí Arsenal,28, D(C),,2,114,1.0,0.5,1.0,0.5,4.5,-,-,-,6.95
74,Mateo Kovacic Chelsea,27, M(CL),,23(8),2073,2.0,0.7,0.6,-,0.5,1.3,-,-,6.94
75,Naby Keïta Liverpool,26, M(C),,9(9),814,1.7,0.6,0.5,-,0.1,0.8,-,-,6.94
76,Shkodran Mustafi Arsenal,29, D(CR),,13(2),1206,1.1,1.2,0.9,0.3,4.7,0.4,0.4,-,6.94
77,John Egan Sheff Utd,29, D(C),,36,3189,1.2,1.6,0.9,0.4,4.6,0.6,0.8,-,6.93
78,Jack O'Connell Sheff Utd,27, D(C),,32(1),2915,0.7,1.3,0.6,0.4,4.4,0.3,0.5,-,6.93
79,Jordan Ayew Crystal Palace,30, AM(CLR),FW,37,3162,1.3,0.4,1.6,-,0.5,0.9,0.1,-,6.93
80,Alexandre Lacazette Arsenal,30, M(CLR),FW,22(8),1878,1.0,0.2,1.5,-,0.5,0.5,-,-,6.92
81,Djibril Sidibé Everton,29, D(CLR),M(R),18(7),1851,3.3,1.6,1.0,0.1,1.3,1.2,0.1,-,6.92
82,Scott McTominay Man Utd,24, D(C),DMC,20(7),1772,1.6,1.1,1.3,-,1.2,0.6,0.2,-,6.92
83,Phil Bardsley Burnley,36, D(LR),,21,1890,2.3,1.4,1.7,0.1,3.1,0.6,0.5,-,6.92
84,Mason Mount Chelsea,22, M(CLR),,32(5),2875,1.0,0.4,1.0,-,0.5,0.9,0.1,-,6.91
85,Kurt Zouma Chelsea,27, D(CR),,25(3),2344,0.8,2.1,1.1,0.4,4.0,0.3,0.5,1,6.91
86,Etienne Capoue Watford,33, D(C),M(CL),30,2632,2.5,2.3,1.9,-,1.9,1.6,0.4,-,6.91
87,Tammy Abraham Chelsea,24, FW,,25(9),2221,0.2,0.2,0.5,-,0.8,0.3,0.1,1,6.91
88,Kyle Walker Man City,31, D(CR),M(R),28(1),2398,1.0,1.0,0.9,0.2,1.2,0.6,0.2,-,6.9
89,Reece James Chelsea,21, D(CR),DMC,16(8),1514,1.5,0.9,0.9,0.1,0.9,0.8,0.3,-,6.9
90,Jonny Evans Leicester,33, D(CL),,38,3386,1.3,1.5,0.9,0.4,4.5,0.3,0.5,1,6.9
91,N'Golo Kanté Chelsea,30, DMC,,20(2),1733,2.0,2.0,2.0,-,1.4,0.9,0.2,-,6.9
92,Gerard Deulofeu Watford,27, AM(LR),FW,25(3),2109,1.2,0.9,1.0,-,0.2,1.7,-,-,6.9
93,Philip Billing Bournemouth,25, M(C),,29(5),2536,2.1,1.9,1.1,-,2.8,1.4,0.5,-,6.9
94,Dan Burn Brighton,29, D(CL),M(L),33(1),2881,2.0,1.2,0.9,0.3,3.6,0.8,0.6,-,6.9
95,Olivier Giroud Chelsea,35, FW,,12(6),1000,0.4,0.1,0.9,-,0.7,0.6,0.1,-,6.89
96,Lewis Dunk Brighton,30, D(C),,36,3231,1.1,1.5,0.5,0.7,3.4,0.5,0.9,-,6.89
97,Ciaran Clark Newcastle,32, D(CL),,14,1189,1.4,0.8,0.6,0.2,5.6,0.4,1,-,6.89
98,Frédéric Guilbert Aston Villa,26, D(CLR),M(R),22(3),2041,3.0,2.0,1.4,0.2,2.4,1.2,0.4,-,6.89
99,Oliver McBurnie Sheff Utd,25, AM(CL),FW,24(12),2121,1.0,0.4,0.8,-,1.1,0.8,0.1,-,6.89
100,Fabinho Liverpool,28, D(CR),DMC,22(6),2075,2.2,1.2,1.1,-,0.6,1.5,0.1,-,6.89
101,Romain Saïss Wolves,31, D(C),DMC,31(2),2706,1.7,1.7,1.3,0.3,3.7,0.4,0.5,-,6.88
102,Charlie Taylor Burnley,28, D(L),M(L),22(2),1946,1.6,1.2,0.7,0.1,2.6,0.8,0.4,-,6.88
103,Bernd Leno Arsenal,29, GK,,30,2650,-,-,-,-,0.9,0.1,-,-,6.88
104,Fikayo Tomori Chelsea,23, D(CR),,15,1293,1.9,1.5,0.5,0.4,2.8,0.3,0.5,-,6.88
105,Youri Tielemans Leicester,24, M(C),,32(5),2834,1.4,0.6,0.9,-,0.3,1.4,0.1,-,6.88
106,Ben Mee Burnley,32, D(CL),,32,2880,1.3,1.3,0.8,0.5,5.0,0.4,1,-,6.88
107,Fred Man Utd,28, M(C),,23(6),2189,2.1,1.3,1.4,-,0.9,2.6,0.3,-,6.87
108,Dele Alli Tottenham,25, M(CL),FW,21(4),1854,1.4,0.7,0.5,-,0.6,1.0,0.1,-,6.87
109,Dominic Calvert-Lewin Everton,24, AM(L),FW,30(6),2660,0.2,0.2,1.6,-,1.0,0.3,0.1,-,6.87
110,Kyle Walker-Peters Southampton,24, D(LR),,7(3),704,1.3,1.4,0.6,0.1,1.7,1.0,0.3,-,6.86
111,Calum Chambers Arsenal,26, D(CR),DMC,13(1),1104,1.9,1.1,1.3,0.2,2.9,0.4,0.5,-,6.86
112,John Fleck Sheff Utd,30, DMC,,28(2),2518,1.2,0.8,0.8,-,0.7,1.4,0.1,-,6.86
113,Phil Foden Man City,21, AM(CLR),FW,9(14),893,0.6,0.3,0.5,-,0.1,0.6,-,-,6.86
114,Matt Targett Aston Villa,26, D(L),M(L),27(1),2298,1.9,2.0,1.0,0.1,2.4,1.1,0.3,-,6.86
115,Fernandinho Man City,36, D(CR),DMC,26(4),2399,1.7,0.8,0.9,0.6,2.7,0.6,0.5,1,6.86
116,Luke Shaw Man Utd,26, D(CL),M(L),20(4),1764,1.4,1.0,1.0,0.2,2.1,0.6,0.3,-,6.85
117,Jorginho Chelsea,29, DMC,,27(4),2384,2.1,2.1,0.9,-,0.8,1.8,0.2,-,6.85
118,Ross Barkley Chelsea,27, M(CLR),,13(8),1104,0.8,0.3,0.4,-,0.3,0.6,0.1,-,6.84
119,Jetro Willems Newcastle,27, D(L),DMC,18(1),1498,1.9,0.9,0.5,0.2,2.0,1.1,0.3,-,6.84
120,Tariq Lamptey Brighton,21, D(R),M(R),7(1),591,0.9,2.0,1.6,0.1,1.9,0.9,-,-,6.84
121,Dani Ceballos Arsenal,25, M(CL),,18(6),1699,1.9,1.3,0.8,-,0.5,1.8,0.1,-,6.84
122,Benjamin Mendy Man City,27, D(L),DMC,18(1),1497,0.9,0.8,0.6,0.3,0.9,0.9,0.1,-,6.83
123,Michael Keane Everton,28, D(CR),,28(3),2586,1.0,1.4,0.6,0.6,4.8,0.3,0.9,1,6.83
124,Pierre-Emile Højbjerg Southampton,26, M(C),,30(3),2751,2.4,1.4,1.4,0.1,1.5,1.6,0.2,-,6.83
125,Jan Bednarek Southampton,25, D(C),,34,3058,1.9,2.3,1.0,0.6,5.7,0.9,0.7,1,6.83
126,Yerry Mina Everton,27, D(C),,25(4),2282,1.3,1.0,0.7,1,3.4,0.2,0.5,1,6.83
127,Jannik Vestergaard Southampton,29, D(C),,17(2),1498,1.0,1.4,0.5,0.6,5.1,0.9,0.5,-,6.82
128,James Tomkins Crystal Palace,32, D(CR),,18,1584,1.6,1.2,0.8,0.3,5.5,0.4,0.8,-,6.82
129,Toby Alderweireld Tottenham,32, D(CR),,33,2958,1.2,0.9,0.5,0.2,5.2,0.4,1,1,6.82
130,Enda Stevens Sheff Utd,31, D(CL),M(L),38,3347,2.1,0.9,1.0,0.1,1.6,1.4,0.2,-,6.82
131,Rúben Neves Wolves,24, DMC,,35(3),3060,1.6,1.5,0.8,-,0.8,1.4,0.2,-,6.82
132,Sokratis Papastathopoulos Arsenal,33, D(CR),,19,1697,1.3,0.9,1.0,0.2,3.5,0.6,1.3,-,6.82
133,Oliver Norwood Sheff Utd,30, M(C),,37(1),3101,1.7,1.2,0.8,-,1.0,1.8,0.3,-,6.82
134,Christian Benteke Crystal Palace,30, FW,,13(11),1259,0.4,0.2,1.0,-,1.2,0.4,0.2,-,6.81
135,Georginio Wijnaldum Liverpool,31, M(CLR),,35(2),2948,1.0,0.5,0.4,0.1,0.9,0.8,0.1,-,6.81
136,Sander Berge Sheff Utd,23, DMC,,12(2),950,1.6,0.7,1.3,-,0.9,0.4,0.1,-,6.81
137,James McArthur Crystal Palace,34, M(CLR),,37,3105,2.4,1.6,1.5,-,1.3,1.9,0.5,-,6.81
138,Jonny Wolves,27, D(CLR),M(L),33(2),2891,2.6,1.5,1.0,-,0.8,1.5,0.3,-,6.81
139,Matt Ritchie Newcastle,32, D(L),M(CLR),14(4),1317,1.2,0.8,1.4,0.1,1.5,0.7,0.3,-,6.81
140,David McGoldrick Sheff Utd,33, AM(CLR),FW,22(6),1825,1.5,0.1,1.1,-,0.8,0.5,0.1,-,6.81
141,Nicolás Otamendi Man City,33, D(C),,18(6),1711,1.2,0.9,0.9,0.5,3.0,0.7,0.4,-,6.8
142,Ryan Fredericks West Ham,29, D(R),M(R),25(2),2237,3.0,0.9,0.9,0.3,2.4,0.9,0.4,-,6.8
143,James Justin Leicester,23, D(CLR),M(LR),11(2),1010,2.8,0.8,0.6,0.3,1.8,0.8,0.5,1,6.8
144,Adam Webster Brighton,26, D(C),,31,2670,1.0,1.5,0.4,0.4,3.5,0.6,0.8,1,6.79
145,Robert Snodgrass West Ham,34, M(CLR),,17(7),1513,1.2,0.2,0.8,-,0.5,1.3,-,-,6.79
146,Jan Vertonghen Tottenham,34, D(CL),,19(4),1647,1.7,1.4,0.3,0.3,2.9,0.5,0.4,-,6.79
147,Ashley Westwood Burnley,31, DMC,,35,3150,1.5,0.9,0.9,-,0.7,0.9,0.3,-,6.79
148,George Baldock Sheff Utd,28, D(CR),M(R),38,3420,1.6,0.9,1.2,0.1,1.8,0.5,0.1,-,6.79
149,Angeliño Man City,24, D(L),M(L),4(2),422,0.8,1.5,0.3,0.2,2.5,0.3,-,-,6.78
150,Granit Xhaka Arsenal,29, D(L),M(C),30(1),2591,1.5,0.7,1.8,0.1,1.8,1,0.5,-,6.78
151,Pedro Chelsea,34, M(CLR),,8(3),662,1.4,0.8,0.7,-,0.1,1.1,-,-,6.78
152,Moussa Djenepo Southampton,23, AM(LR),,10(8),926,1.5,0.5,1.3,-,0.5,0.6,0.1,-,6.78
153,Joe Gomez Liverpool,24, D(CLR),,22(6),2000,0.8,1.4,0.8,0.6,2.1,0.4,0.3,-,6.78
154,Antonio Rüdiger Chelsea,28, D(CR),,19(1),1711,1.4,0.8,1,0.3,2.8,0.5,0.5,1,6.77
155,Nick Pope Burnley,29, GK,,38,3420,-,0.1,-,-,0.7,-,-,-,6.77
156,Grant Hanley Norwich,30, D(C),,14(1),1262,1.6,2.1,0.8,0.3,5.1,0.4,1.2,1,6.77
157,Ayoze Pérez Leicester,28, AM(CLR),FW,26(7),2020,1.4,0.4,0.9,-,0.2,1.4,-,-,6.77
158,Kortney Hause Aston Villa,26, D(CL),,17(1),1544,1.2,1.1,1.3,0.2,5.2,0.4,1.1,-,6.77
159,Kyle Walker-Peters Tottenham,24, D(LR),,3,242,2.7,1.0,0.3,1.7,1.7,1.3,0.7,-,6.77
160,Ben Davies Tottenham,28, D(CL),M(L),16(2),1432,1.6,1.2,1.5,0.4,2.3,0.8,0.7,-,6.77
161,Sam Byram Norwich,28, D(LR),M(R),15(2),1294,2.4,1.5,0.9,-,3.6,1.1,0.5,-,6.77
162,Mason Holgate Everton,25, D(CR),M(R),24(3),2084,1.6,1.3,0.6,0.3,3.5,0.4,0.5,-,6.77
163,Joshua King Bournemouth,29, AM(CLR),FW,24(2),2020,0.6,0.3,1.4,-,0.3,0.5,0.1,-,6.76
164,Ben Johnson West Ham,21, D(LR),M(L),3,270,2.7,1.0,2.7,-,3.3,1.0,0.7,-,6.76
165,Harvey Barnes Leicester,23, AM(CL),,24(12),2094,0.4,0.2,0.6,-,0.1,0.5,0.1,-,6.76
166,Diogo Jota Wolves,24, AM(CLR),FW,27(7),2298,0.8,0.3,1.2,-,0.3,1.1,-,-,6.76
167,Jean-Philippe Gbamin Everton,26, D(CR),DMC,1(1),135,2.0,0.5,1.0,-,2.0,0.5,-,-,6.76
168,Wesley Aston Villa,24, FW,,21,1790,0.7,0.2,2.0,-,1.1,0.2,0.1,-,6.76
169,Cédric Soares Southampton,30, D(LR),M(R),16,1310,2.8,1.2,0.6,0.2,2.8,1.0,0.3,-,6.76
170,Ashley Young Man Utd,36, D(LR),M(LR),10(2),954,1.2,0.9,1.2,0.1,1.8,1.0,0.2,-,6.76
171,Patrick van Aanholt Crystal Palace,31, D(L),M(L),29,2511,1.5,1.6,0.3,0.1,1.5,0.9,0.3,1,6.76
172,Fabian Schär Newcastle,29, D(C),,18(4),1634,1.8,2.1,1.3,0.3,3.3,1.0,0.8,-,6.75
173,Nathan Aké Bournemouth,26, D(CL),DMC,29,2505,1.1,1.2,0.3,0.7,5.1,0.3,1,-,6.75
174,Andreas Christensen Chelsea,25, D(C),DMC,21,1754,1.8,1.4,0.8,0.4,2.7,0.3,0.4,-,6.75
175,Angelo Ogbonna West Ham,33, D(C),,31,2787,1.2,0.9,0.7,0.8,4.2,0.5,1,1,6.74
176,Chris Mepham Bournemouth,24, D(C),,10(2),911,1.7,1.4,0.9,0.5,5.2,0.3,0.9,-,6.73
177,Daryl Janmaat Watford,32, D(CR),M(R),7(1),608,1.8,0.9,0.6,0.4,2.4,0.9,0.3,1,6.73
178,Mason Greenwood Man Utd,20, AM(R),FW,12(19),1313,0.5,0.2,0.4,-,0.2,0.5,-,-,6.73
179,Moussa Sissoko Tottenham,32, M(CR),,28(1),2455,1.3,0.9,1.5,0.1,1.2,1.0,0.1,-,6.73
180,Federico Fernández Newcastle,32, D(C),,29(3),2618,1.3,0.8,0.5,0.3,5.8,0.7,0.9,1,6.73
181,Ondrej Duda Norwich,26, AM(C),FW,9(1),729,1.8,0.6,0.9,-,0.7,0.9,0.2,-,6.72
182,Kasper Schmeichel Leicester,35, GK,,38,3420,-,-,-,-,0.3,-,-,-,6.72
183,Chris Wood Burnley,29, FW,,29(3),2446,0.2,0.1,1.1,-,0.6,0.3,0.1,1,6.72
184,Martin Dúbravka Newcastle,32, GK,,38,3420,-,-,-,-,0.9,-,-,-,6.72
185,Steve Cook Bournemouth,30, D(C),,28(1),2430,0.8,1.5,0.6,0.7,5.2,0.4,0.8,-,6.72
186,Dean Henderson Sheff Utd,24, GK,,36,3240,-,-,-,-,0.8,-,-,-,6.72
187,Isaac Hayden Newcastle,26, D(C),DMC,26(3),2226,1.9,1.3,0.9,-,1.1,1,0.2,-,6.72
188,Craig Dawson Watford,31, D(CR),,26(3),2361,1,1.2,1.1,0.6,3.8,0.5,1.1,-,6.72
189,Ismaila Sarr Watford,23, AM(LR),FW,22(6),2030,0.4,0.6,0.8,-,0.2,0.6,-,-,6.71
190,Yves Bissouma Brighton,25, M(C),,15(7),1263,2.2,1,1.4,-,1.0,1,0.1,-,6.71
191,Alex McCarthy Southampton,31, GK,,28,2520,-,-,-,-,0.9,-,-,-,6.71
192,Mesut Özil Arsenal,33, M(CLR),,18,1449,0.9,0.3,0.8,-,0.1,1.1,-,-,6.71
193,Josh Brownhill Burnley,25, M(CR),,9(1),806,1.4,1.4,0.6,-,1.7,0.8,0.4,-,6.71
194,Shane Duffy Brighton,29, D(C),,12(7),1232,0.9,1.1,0.7,0.4,3.7,0.6,0.4,-,6.71
195,Eric Dier Tottenham,27, D(CR),DMC,15(4),1342,1.1,1.1,1,0.2,3.2,0.5,0.5,-,6.71
196,Victor Lindelöf Man Utd,27, D(CR),,35,3124,0.8,0.7,0.6,0.6,3.5,0.1,0.5,1,6.71
197,Emerson Chelsea,27, D(L),M(L),13(2),1026,1.5,1.2,0.3,0.2,0.9,0.3,0.1,-,6.71
198,Brandon Williams Man Utd,21, D(L),M(L),11(6),1037,1.2,0.9,0.8,0.4,0.8,1.2,0.2,-,6.71
199,Tanguy Ndombele Tottenham,24, M(C),,12(9),1011,1.1,0.7,0.7,-,0.3,0.6,0.1,-,6.71
200,Jefferson Lerma Bournemouth,27, D(R),DMC,31(2),2709,1.6,1.7,1.3,-,1.5,0.8,0.4,-,6.7
201,Ilkay Gündogan Man City,31, M(C),,21(10),2017,0.9,1,0.5,-,0.4,1,0.2,-,6.7
202,Oleksandr Zinchenko Man City,24, D(L),M(CLR),13(6),1273,1.6,0.9,0.7,0.3,1.0,0.8,-,-,6.7
203,John Lundstram Sheff Utd,27, DMC,,26(8),2456,1.4,1,0.8,0.1,1.3,1.3,0.1,-,6.7
204,Christian Kabasele Watford,30, D(C),,26(1),2253,1.4,1.3,0.8,0.8,4.6,0.6,0.9,-,6.7
205,Miguel Almirón Newcastle,27, AM(CLR),FW,35(1),3034,1.7,0.9,0.8,-,0.4,0.9,-,-,6.7
206,Jamaal Lascelles Newcastle,28, D(C),,24,2079,0.6,1.2,0.9,0.4,4.8,0.2,0.8,-,6.7
207,Conor Hourihane Aston Villa,30, M(C),,18(9),1539,0.6,0.3,0.5,-,1.0,0.6,0.1,-,6.69
208,Aaron Ramsdale Bournemouth,23, GK,,37,3330,0.1,-,-,-,1.1,-,-,-,6.69
209,Mattéo Guendouzi Arsenal,22, M(C),,19(5),1748,1.3,1.2,0.7,-,1.4,1.2,0.3,-,6.69
210,Gary Cahill Crystal Palace,35, D(C),,25,2168,0.6,0.7,0.6,0.2,4.4,0.3,1,-,6.69
211,Eric García Man City,20, D(C),,8(5),791,0.5,1.4,0.7,0.8,2.4,0.3,-,-,6.69
212,Vicente Guaita Crystal Palace,34, GK,,35,3150,-,-,-,-,1.1,-,-,1,6.69
213,Steven Alzate Brighton,23, DMC,M(L),12(7),1183,1.7,0.7,0.9,0.1,0.6,0.5,0.2,-,6.69
214,Leander Dendoncker Wolves,26, D(C),DMC,32(6),2795,1.8,1,0.8,0.1,1.6,1,0.3,1,6.68
215,John Stones Man City,27, D(CR),,12(4),1119,1,0.6,0.3,0.6,1.9,0.1,0.2,-,6.68
216,Luka Milivojevic Crystal Palace,30, DMC,,28(3),2514,2,1.4,1.6,-,1.2,1.6,0.2,-,6.67
217,Scott Dann Crystal Palace,34, D(C),,14(2),1265,0.5,0.9,0.3,0.2,4.0,0.4,0.4,-,6.67
218,Ashley Barnes Burnley,32, AM(CL),FW,17(2),1362,0.5,0.3,1.8,-,0.4,0.3,0.1,-,6.67
219,Joelinton Newcastle,25, AM(LR),FW,32(6),2699,0.9,0.3,0.8,-,0.8,0.6,0.2,-,6.67
220,Matthew Lowton Burnley,32, D(LR),M(R),17,1530,2.4,1.6,0.8,0.3,3.1,0.6,0.4,-,6.67
