,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
38,Roberto Firmino Liverpool,30, M(CLR),FW,34(4),3003,8,1.4,30.6,79.6,0.1,0.7,-,7.14
39,César Azpilicueta Chelsea,32, D(CLR),M(R),36,3230,6,1.3,67.6,80.7,0.8,2.2,-,7.12
40,Harry Maguire Man Utd,28, D(C),,38,3450,1,0.4,66.3,86.7,-,4.4,-,7.12
41,Danny Ings Southampton,29, AM(C),FW,32(6),2815,2,0.9,16.9,62.7,0.2,0.5,-,7.12
42,Andrew Robertson Liverpool,27, D(L),M(L),34(2),3114,12,1.7,69.2,83.7,1.1,2.3,-,7.11
43,Dejan Lovren Liverpool,32, D(C),,9(1),777,1,0.1,68.0,83.2,-,2.8,0.1,7.09
44,Rodri Man City,25, DMC,,29(6),2488,2,1.0,73.7,92.9,0.1,4.9,0.1,7.09
45,Sébastien Haller West Ham,27, FW,,24(8),2263,1,0.8,24.0,65.8,-,0.4,-,7.08
46,Emiliano Buendía Norwich,24, M(CR),,28(8),2465,7,2.3,39.1,80.0,1.1,2.5,0.3,7.08
47,Luke Thomas Leicester,20, D(L),M(L),3,268,1,3.3,51.0,77.8,3,2.0,-,7.07
48,Nicolas Pépé Arsenal,26, AM(LR),FW,22(9),2016,6,1.3,22.8,81.4,0.9,0.5,0.1,7.06
49,Serge Aurier Tottenham,28, D(CLR),M(R),31(2),2706,5,1.0,38.8,79.1,0.6,1.0,-,7.06
50,Dwight McNeil Burnley,21, M(LR),,38,3345,6,1.4,27.1,79.1,1.8,1.5,-,7.06
51,Diego Rico Bournemouth,28, D(CL),M(L),27,2336,4,1.2,40.2,67.3,1.6,2.1,0.1,7.06
52,Troy Deeney Watford,33, FW,,26(1),2234,2,1.1,26.3,54.2,-,0.3,-,7.05
53,Çaglar Söyüncü Leicester,25, D(C),,34,3037,1,0.1,68.2,89.6,-,3.3,-,7.04
54,Bernardo Silva Man City,27, M(CLR),FW,23(11),2031,7,1.5,40.4,90.2,0.5,1.1,-,7.03
55,Pierre-Emerick Aubameyang Arsenal,32, M(CLR),FW,35(1),3139,3,0.7,22.7,72.2,0.6,0.3,-,7.03
56,Emiliano Martínez Arsenal,29, GK,,8(1),770,-,-,27.2,67.3,-,3.7,-,7.02
57,João Moutinho Wolves,35, M(C),,34(4),3108,6,2,48.4,85.5,1.8,4.0,0.1,7.01
58,Declan Rice West Ham,22, D(C),DMC,38,3420,3,0.6,45.6,86.0,0.3,3.4,-,7.01
59,Nemanja Matic Man Utd,33, DMC,,18(3),1613,2,0.7,60.2,87.0,0.1,2.2,-,7.0
60,John McGinn Aston Villa,27, M(C),,27(1),2318,3,1.3,25.4,81.4,0.5,2.9,-,7.0
61,Aymeric Laporte Man City,27, D(CL),,14(1),1104,-,0.2,76.5,92.5,-,3.9,-,7.0
62,Japhet Tanganga Tottenham,22, D(CR),,6,526,-,0.2,33.5,81.1,-,1.0,-,7.0
63,Jarrod Bowen West Ham,24, AM(CLR),FW,11(2),922,4,1.2,16.4,77.0,1.2,1.0,-,6.99
64,Matt Doherty Wolves,29, D(LR),M(R),32(4),2841,3,0.6,41.0,74.9,0.2,1.3,-,6.99
65,Hugo Lloris Tottenham,34, GK,,21,1808,-,-,22.6,67.1,-,5.8,-,6.98
66,Wilfried Zaha Crystal Palace,29, AM(LR),FW,37(1),3280,3,0.9,28.8,81.1,0.5,0.7,-,6.98
67,Chris Basham Sheff Utd,33, D(CR),M(CR),38,3255,1,0.3,34.6,74.7,0.2,1.8,-,6.98
68,Jonjo Shelvey Newcastle,29, M(C),,25(1),2124,2,1.7,40.2,76.9,0.8,5.5,0.1,6.97
69,Lucas Moura Tottenham,29, AM(CLR),FW,25(10),2249,4,1,22.1,73.5,0.1,0.3,0.1,6.96
70,Ben Chilwell Leicester,24, D(L),M(L),27,2376,3,1.3,61.3,78.3,0.7,2.0,-,6.96
71,Nathan Redmond Southampton,27, AM(CLR),FW,32,2771,4,1.2,31.9,73.7,0.2,1.2,-,6.96
72,Felipe Anderson West Ham,28, M(CLR),FW,20(5),1508,4,1,35.8,78.8,0.4,1.7,0.1,6.96
73,Pablo Marí Arsenal,28, D(C),,2,114,-,-,50.0,85.0,-,4.0,-,6.95
74,Mateo Kovacic Chelsea,27, M(CL),,23(8),2073,3,0.9,60.3,89.7,-,3.0,0.1,6.94
75,Naby Keïta Liverpool,26, M(C),,9(9),814,3,0.8,37.7,88.8,-,0.8,0.2,6.94
76,Shkodran Mustafi Arsenal,29, D(CR),,13(2),1206,1,0.2,56.3,81.9,0.1,3.2,-,6.94
77,John Egan Sheff Utd,29, D(C),,36,3189,-,-,35.8,80.2,-,3.1,-,6.93
78,Jack O'Connell Sheff Utd,27, D(C),,32(1),2915,1,0.5,47.2,73.5,0.3,3.8,-,6.93
79,Jordan Ayew Crystal Palace,30, AM(CLR),FW,37,3162,2,0.8,22.0,81.3,-,0.5,0.1,6.93
80,Alexandre Lacazette Arsenal,30, M(CLR),FW,22(8),1878,4,0.8,16.8,76.4,0.2,0.4,-,6.92
81,Djibril Sidibé Everton,29, D(CLR),M(R),18(7),1851,4,0.8,37.9,78.6,0.7,2.2,-,6.92
82,Scott McTominay Man Utd,24, D(C),DMC,20(7),1772,1,0.6,37.4,80.9,0.1,2.3,0.1,6.92
83,Phil Bardsley Burnley,36, D(LR),,21,1890,1,0.5,31.3,66.1,0.3,2.3,0.1,6.92
84,Mason Mount Chelsea,22, M(CLR),,32(5),2875,5,1.4,33.5,85.7,0.9,0.7,0.1,6.91
85,Kurt Zouma Chelsea,27, D(CR),,25(3),2344,-,-,74.3,88.5,-,5.0,-,6.91
86,Etienne Capoue Watford,33, D(C),M(CL),30,2632,3,0.7,47.8,81.3,0.3,3.7,0.1,6.91
87,Tammy Abraham Chelsea,24, FW,,25(9),2221,3,0.6,12.0,66.8,0.1,0.2,-,6.91
88,Kyle Walker Man City,31, D(CR),M(R),28(1),2398,4,0.6,66.9,88.6,0.3,4.3,-,6.9
89,Reece James Chelsea,21, D(CR),DMC,16(8),1514,2,1,42.3,85.9,1.1,1.7,-,6.9
90,Jonny Evans Leicester,33, D(CL),,38,3386,1,0.2,65.6,86.8,-,3.1,-,6.9
91,N'Golo Kanté Chelsea,30, DMC,,20(2),1733,-,1.2,51.5,84.9,0.5,1.8,-,6.9
92,Gerard Deulofeu Watford,27, AM(LR),FW,25(3),2109,5,1.6,25.8,80.2,0.5,0.8,-,6.9
93,Philip Billing Bournemouth,25, M(C),,29(5),2536,1,0.4,33.9,74.8,-,1.3,-,6.9
94,Dan Burn Brighton,29, D(CL),M(L),33(1),2881,-,0.6,46.1,74.1,0.3,1.3,-,6.9
95,Olivier Giroud Chelsea,35, FW,,12(6),1000,-,0.4,16.6,68.2,-,-,0.1,6.89
96,Lewis Dunk Brighton,30, D(C),,36,3231,3,0.4,62.5,87.0,-,4.6,-,6.89
97,Ciaran Clark Newcastle,32, D(CL),,14,1189,-,0.1,23.0,77.3,-,2,-,6.89
98,Frédéric Guilbert Aston Villa,26, D(CLR),M(R),22(3),2041,2,0.5,30.0,68.9,0.6,1.6,-,6.89
99,Oliver McBurnie Sheff Utd,25, AM(CL),FW,24(12),2121,-,0.3,17.1,60.5,-,0.3,-,6.89
100,Fabinho Liverpool,28, D(CR),DMC,22(6),2075,3,0.7,56.4,87.0,0.1,2.9,-,6.89
101,Romain Saïss Wolves,31, D(C),DMC,31(2),2706,1,0.4,49.3,78.4,-,4.1,-,6.88
102,Charlie Taylor Burnley,28, D(L),M(L),22(2),1946,1,0.5,29.7,68.7,0.8,1.4,-,6.88
103,Bernd Leno Arsenal,29, GK,,30,2650,-,-,26.7,72.3,-,2.5,-,6.88
104,Fikayo Tomori Chelsea,23, D(CR),,15,1293,-,0.3,76.7,87.4,0.1,2.8,0.1,6.88
105,Youri Tielemans Leicester,24, M(C),,32(5),2834,6,1.5,48.1,83.0,0.4,2.7,0.1,6.88
106,Ben Mee Burnley,32, D(CL),,32,2880,1,0.3,39.3,71.4,-,3.2,-,6.88
107,Fred Man Utd,28, M(C),,23(6),2189,-,1.2,57.5,87.5,0.5,3.8,-,6.87
108,Dele Alli Tottenham,25, M(CL),FW,21(4),1854,4,0.9,32.4,76.3,-,0.7,0.2,6.87
109,Dominic Calvert-Lewin Everton,24, AM(L),FW,30(6),2660,1,0.4,15.4,64.0,0.1,0.3,-,6.87
110,Kyle Walker-Peters Southampton,24, D(LR),,7(3),704,-,0.4,34.7,76.9,-,1.0,-,6.86
111,Calum Chambers Arsenal,26, D(CR),DMC,13(1),1104,1,0.5,56.9,82.4,0.3,2.5,-,6.86
112,John Fleck Sheff Utd,30, DMC,,28(2),2518,2,1.3,33.3,80.3,1.1,1.3,0.1,6.86
113,Phil Foden Man City,21, AM(CLR),FW,9(14),893,2,0.8,21.5,88.5,0.3,0.7,-,6.86
114,Matt Targett Aston Villa,26, D(L),M(L),27(1),2298,2,1.0,33.8,72.6,0.8,1.8,0.1,6.86
115,Fernandinho Man City,36, D(CR),DMC,26(4),2399,1,0.3,74.1,89.8,-,4.4,-,6.86
116,Luke Shaw Man Utd,26, D(CL),M(L),20(4),1764,-,0.8,47.6,87.4,0.4,0.5,-,6.85
117,Jorginho Chelsea,29, DMC,,27(4),2384,2,0.7,72.8,88.4,-,4.3,0.2,6.85
118,Ross Barkley Chelsea,27, M(CLR),,13(8),1104,4,1.1,29.4,89.0,0.1,1.9,0.2,6.84
119,Jetro Willems Newcastle,27, D(L),DMC,18(1),1498,2,0.8,22.6,76.9,0.3,0.5,0.1,6.84
120,Tariq Lamptey Brighton,21, D(R),M(R),7(1),591,1,0.8,21.4,83.6,0.4,0.3,-,6.84
121,Dani Ceballos Arsenal,25, M(CL),,18(6),1699,2,1.2,52.1,87.9,0.4,3.2,0.1,6.84
122,Benjamin Mendy Man City,27, D(L),DMC,18(1),1497,2,1.1,58.1,88.4,1.2,1.7,-,6.83
123,Michael Keane Everton,28, D(CR),,28(3),2586,-,0.2,46.7,82.8,-,2.9,-,6.83
124,Pierre-Emile Højbjerg Southampton,26, M(C),,30(3),2751,1,0.9,55.2,78.1,0.3,3.2,0.1,6.83
125,Jan Bednarek Southampton,25, D(C),,34,3058,1,0.1,45.2,75.3,-,2.5,-,6.83
126,Yerry Mina Everton,27, D(C),,25(4),2282,1,0.2,46.9,83.8,-,3.7,-,6.83
127,Jannik Vestergaard Southampton,29, D(C),,17(2),1498,-,0.3,43.3,77.1,0.1,2.2,-,6.82
128,James Tomkins Crystal Palace,32, D(CR),,18,1584,1,0.1,37.3,79.4,-,2.6,-,6.82
129,Toby Alderweireld Tottenham,32, D(CR),,33,2958,2,0.3,59.9,81.7,0.1,4.3,0.1,6.82
130,Enda Stevens Sheff Utd,31, D(CL),M(L),38,3347,4,0.9,38.7,74.9,0.5,1.8,0.1,6.82
131,Rúben Neves Wolves,24, DMC,,35(3),3060,2,0.8,53.2,80.1,0.2,5.8,0.1,6.82
132,Sokratis Papastathopoulos Arsenal,33, D(CR),,19,1697,-,0.1,54.2,87.9,-,3.7,-,6.82
133,Oliver Norwood Sheff Utd,30, M(C),,37(1),3101,1,1.3,52.8,82.3,1.4,6.1,-,6.82
134,Christian Benteke Crystal Palace,30, FW,,13(11),1259,1,0.8,14.0,54.3,-,0.3,0.1,6.81
135,Georginio Wijnaldum Liverpool,31, M(CLR),,35(2),2948,-,0.5,43.9,90.8,-,1.1,-,6.81
136,Sander Berge Sheff Utd,23, DMC,,12(2),950,1,0.1,26.3,79.9,0.1,0.9,-,6.81
137,James McArthur Crystal Palace,34, M(CLR),,37,3105,3,0.9,38.6,78.5,0.2,1.7,-,6.81
138,Jonny Wolves,27, D(CLR),M(L),33(2),2891,2,0.7,31.1,81.3,0.3,0.6,-,6.81
139,Matt Ritchie Newcastle,32, D(L),M(CLR),14(4),1317,1,1.8,29.2,74.3,1.6,1.3,-,6.81
140,David McGoldrick Sheff Utd,33, AM(CLR),FW,22(6),1825,2,0.6,21.8,74.9,0.1,0.6,-,6.81
141,Nicolás Otamendi Man City,33, D(C),,18(6),1711,-,0.2,63.9,92.4,-,2.5,-,6.8
142,Ryan Fredericks West Ham,29, D(R),M(R),25(2),2237,3,0.8,31.7,74.1,0.6,1.1,-,6.8
143,James Justin Leicester,23, D(CLR),M(LR),11(2),1010,1,0.9,52.5,82.6,0.5,1.5,-,6.8
144,Adam Webster Brighton,26, D(C),,31,2670,1,0.4,60.6,83.1,0.1,3.7,-,6.79
145,Robert Snodgrass West Ham,34, M(CLR),,17(7),1513,5,1.4,21.0,77.8,1.6,0.7,-,6.79
146,Jan Vertonghen Tottenham,34, D(CL),,19(4),1647,1,0.1,47.9,82.8,-,1.7,-,6.79
147,Ashley Westwood Burnley,31, DMC,,35,3150,6,1.5,49.7,78.7,1.1,3.3,0.1,6.79
148,George Baldock Sheff Utd,28, D(CR),M(R),38,3420,3,0.6,29.4,75.9,1,0.6,-,6.79
149,Angeliño Man City,24, D(L),M(L),4(2),422,-,1.5,56.3,84.3,1.5,1.2,-,6.78
150,Granit Xhaka Arsenal,29, D(L),M(C),30(1),2591,2,0.5,61.4,88.1,0.1,4.1,-,6.78
151,Pedro Chelsea,34, M(CLR),,8(3),662,1,1.5,28.6,83.2,0.3,0.9,0.3,6.78
152,Moussa Djenepo Southampton,23, AM(LR),,10(8),926,2,0.6,13.3,74.1,0.2,0.3,-,6.78
153,Joe Gomez Liverpool,24, D(CLR),,22(6),2000,-,0.2,71.0,88.0,0.1,3.7,-,6.78
154,Antonio Rüdiger Chelsea,28, D(CR),,19(1),1711,-,0.3,74.6,86.8,0.1,5.7,-,6.77
155,Nick Pope Burnley,29, GK,,38,3420,-,0.1,26.5,37.6,-,7.3,-,6.77
156,Grant Hanley Norwich,30, D(C),,14(1),1262,-,-,43.9,82.8,-,2.1,-,6.77
157,Ayoze Pérez Leicester,28, AM(CLR),FW,26(7),2020,4,0.8,22.2,79.7,0.2,0.3,0.1,6.77
158,Kortney Hause Aston Villa,26, D(CL),,17(1),1544,-,0.1,44.4,73.5,-,3.4,-,6.77
159,Kyle Walker-Peters Tottenham,24, D(LR),,3,242,-,0.7,61.7,87.6,0.3,1.3,-,6.77
160,Ben Davies Tottenham,28, D(CL),M(L),16(2),1432,-,0.5,44.2,76.6,0.6,1.4,-,6.77
161,Sam Byram Norwich,28, D(LR),M(R),15(2),1294,-,0.4,37.4,77.8,0.1,0.9,-,6.77
162,Mason Holgate Everton,25, D(CR),M(R),24(3),2084,3,0.1,39.2,84.2,-,4.2,0.1,6.77
163,Joshua King Bournemouth,29, AM(CLR),FW,24(2),2020,4,1.2,19.2,72.3,0.2,0.2,-,6.76
164,Ben Johnson West Ham,21, D(LR),M(L),3,270,-,0.3,40.3,72.7,0.7,2.0,-,6.76
165,Harvey Barnes Leicester,23, AM(CL),,24(12),2094,8,1,19.4,79.5,0.1,0.3,0.1,6.76
166,Diogo Jota Wolves,24, AM(CLR),FW,27(7),2298,1,0.9,24.8,79.8,0.3,0.7,-,6.76
167,Jean-Philippe Gbamin Everton,26, D(CR),DMC,1(1),135,-,-,35.0,71.4,-,1.0,-,6.76
168,Wesley Aston Villa,24, FW,,21,1790,1,0.5,17.6,71.8,-,0.6,-,6.76
169,Cédric Soares Southampton,30, D(LR),M(R),16,1310,1,0.7,30.9,68.8,0.9,1.4,-,6.76
170,Ashley Young Man Utd,36, D(LR),M(LR),10(2),954,-,1.6,47.6,80.6,1.8,2.3,-,6.76
171,Patrick van Aanholt Crystal Palace,31, D(L),M(L),29,2511,2,1.1,41.9,81.2,1.1,1.0,-,6.76
172,Fabian Schär Newcastle,29, D(C),,18(4),1634,-,0.2,34.6,74.8,-,4.3,-,6.75
173,Nathan Aké Bournemouth,26, D(CL),DMC,29,2505,2,0.2,41.7,87.6,-,1.8,-,6.75
174,Andreas Christensen Chelsea,25, D(C),DMC,21,1754,-,0.2,62.2,91.4,-,2.5,0.1,6.75
175,Angelo Ogbonna West Ham,33, D(C),,31,2787,-,0.1,31.5,76.2,-,2.5,-,6.74
176,Chris Mepham Bournemouth,24, D(C),,10(2),911,-,0.1,41.7,86.6,0.1,1.6,-,6.73
177,Daryl Janmaat Watford,32, D(CR),M(R),7(1),608,1,0.8,33.4,76.4,0.9,1.0,-,6.73
178,Mason Greenwood Man Utd,20, AM(R),FW,12(19),1313,1,0.5,16.0,86.3,-,0.6,-,6.73
179,Moussa Sissoko Tottenham,32, M(CR),,28(1),2455,1,0.6,43.0,87.5,0.1,1.2,-,6.73
180,Federico Fernández Newcastle,32, D(C),,29(3),2618,2,0.1,34.7,77.0,0.2,3.1,-,6.73
181,Ondrej Duda Norwich,26, AM(C),FW,9(1),729,-,1.6,33.8,83.1,1.3,1.4,0.2,6.72
182,Kasper Schmeichel Leicester,35, GK,,38,3420,-,0.1,27.2,75.4,-,6.5,-,6.72
183,Chris Wood Burnley,29, FW,,29(3),2446,1,0.7,14.4,63.0,-,0.1,-,6.72
184,Martin Dúbravka Newcastle,32, GK,,38,3420,-,-,25.5,50.6,-,7.9,-,6.72
185,Steve Cook Bournemouth,30, D(C),,28(1),2430,-,0.1,43.8,79.2,-,2.7,-,6.72
186,Dean Henderson Sheff Utd,24, GK,,36,3240,-,-,25.9,36.8,-,7.4,-,6.72
187,Isaac Hayden Newcastle,26, D(C),DMC,26(3),2226,2,0.5,27.6,79.0,0.2,0.6,-,6.72
188,Craig Dawson Watford,31, D(CR),,26(3),2361,-,0.2,32.3,77.5,-,3.0,-,6.72
189,Ismaila Sarr Watford,23, AM(LR),FW,22(6),2030,4,0.9,17.6,81.5,0.6,0.3,-,6.71
190,Yves Bissouma Brighton,25, M(C),,15(7),1263,-,0.2,28.1,85.0,-,1.6,-,6.71
191,Alex McCarthy Southampton,31, GK,,28,2520,-,-,26.6,51.5,-,7.2,-,6.71
192,Mesut Özil Arsenal,33, M(CLR),,18,1449,2,2.1,46.4,88.3,1.1,1.2,-,6.71
193,Josh Brownhill Burnley,25, M(CR),,9(1),806,-,0.3,33.1,82.5,-,1.0,-,6.71
194,Shane Duffy Brighton,29, D(C),,12(7),1232,-,0.1,33.7,80.7,0.1,2.3,-,6.71
195,Eric Dier Tottenham,27, D(CR),DMC,15(4),1342,2,0.4,48.1,80.7,-,2.5,0.1,6.71
196,Victor Lindelöf Man Utd,27, D(CR),,35,3124,-,0.1,59.8,86.5,-,2.1,-,6.71
197,Emerson Chelsea,27, D(L),M(L),13(2),1026,-,1.3,47.9,85.1,0.9,1.5,-,6.71
198,Brandon Williams Man Utd,21, D(L),M(L),11(6),1037,-,0.8,32.5,84.6,0.2,1.0,0.1,6.71
199,Tanguy Ndombele Tottenham,24, M(C),,12(9),1011,2,0.6,30.1,85.6,0.1,0.9,-,6.71
200,Jefferson Lerma Bournemouth,27, D(R),DMC,31(2),2709,2,0.4,42.4,78.7,-,2.9,-,6.7
201,Ilkay Gündogan Man City,31, M(C),,21(10),2017,1,1.1,63.0,91.9,0.3,3.4,-,6.7
202,Oleksandr Zinchenko Man City,24, D(L),M(CLR),13(6),1273,-,1.1,63.7,90.7,0.7,1.7,-,6.7
203,John Lundstram Sheff Utd,27, DMC,,26(8),2456,3,0.6,34.6,82.7,0.3,2.5,0.1,6.7
204,Christian Kabasele Watford,30, D(C),,26(1),2253,2,0.2,24.8,72.7,-,2.2,-,6.7
205,Miguel Almirón Newcastle,27, AM(CLR),FW,35(1),3034,2,0.9,23.0,80.2,0.2,0.6,0.1,6.7
206,Jamaal Lascelles Newcastle,28, D(C),,24,2079,-,0.1,35.3,79.8,-,2.2,-,6.7
207,Conor Hourihane Aston Villa,30, M(C),,18(9),1539,5,1.4,22.7,82.7,1,0.7,-,6.69
208,Aaron Ramsdale Bournemouth,23, GK,,37,3330,1,0.1,25.5,52.0,-,5.5,-,6.69
209,Mattéo Guendouzi Arsenal,22, M(C),,19(5),1748,1,0.5,48.0,88.4,-,2.9,0.1,6.69
210,Gary Cahill Crystal Palace,35, D(C),,25,2168,1,0.1,40.2,84.9,-,2.9,-,6.69
211,Eric García Man City,20, D(C),,8(5),791,-,0.2,56.0,93.1,0.1,2.0,-,6.69
212,Vicente Guaita Crystal Palace,34, GK,,35,3150,-,-,25.3,49.5,-,6.3,-,6.69
213,Steven Alzate Brighton,23, DMC,M(L),12(7),1183,-,0.7,31.7,83.9,0.2,0.7,0.1,6.69
214,Leander Dendoncker Wolves,26, D(C),DMC,32(6),2795,-,0.2,34.8,83.3,0.1,1.7,-,6.68
215,John Stones Man City,27, D(CR),,12(4),1119,-,0.1,64.7,94.2,-,3.3,-,6.68
216,Luka Milivojevic Crystal Palace,30, DMC,,28(3),2514,1,0.9,46.2,82.0,1,3.4,-,6.67
217,Scott Dann Crystal Palace,34, D(C),,14(2),1265,1,0.3,36.4,81.3,0.1,2.3,-,6.67
218,Ashley Barnes Burnley,32, AM(CL),FW,17(2),1362,-,0.3,13.2,54.6,-,0.2,-,6.67
219,Joelinton Newcastle,25, AM(LR),FW,32(6),2699,2,0.8,21.6,76.7,0.1,0.3,0.1,6.67
220,Matthew Lowton Burnley,32, D(LR),M(R),17,1530,1,0.6,32.4,68.6,0.5,2.4,-,6.67
221,Jeremy Ngakia West Ham,21, D(R),,5,441,-,-,21.2,53.8,0.2,1.2,-,6.67
222,Mark Noble West Ham,34, M(C),,32(1),2686,3,1.3,45.6,82.8,0.4,3.4,0.1,6.67
223,Abdoulaye Doucouré Watford,28, M(C),,36(1),3167,2,1,45.4,78.4,0.1,1.1,-,6.67
224,Cheikhou Kouyaté Crystal Palace,31, D(CR),DMC,29(6),2538,1,0.3,24.3,73.9,0.1,0.7,-,6.67
225,Shane Long Southampton,34, AM(R),FW,15(11),1399,2,0.8,14.7,54.1,0.1,0.1,-,6.67
226,Aaron Mooy Brighton,31, M(CLR),,25(6),2090,2,1.3,31.3,81.4,0.7,1.4,0.1,6.67
227,Mat Ryan Brighton,29, GK,,38,3420,-,-,32.1,79.2,-,6.8,-,6.67
228,Davinson Sánchez Tottenham,25, D(C),,27(2),2432,-,-,53.2,85.9,-,2.2,-,6.66
229,Joel Ward Crystal Palace,32, D(LR),DMC,27(2),2383,-,0.2,33.1,71.2,0.2,1.5,-,6.66
230,Stuart Armstrong Southampton,29, AM(CLR),,19(11),1716,3,0.6,19.3,77.0,0.2,0.4,0.1,6.66
231,Neal Maupay Brighton,25, AM(C),FW,30(7),2770,3,0.7,18.1,79.6,0.1,0.4,-,6.66
232,Martin Kelly Crystal Palace,31, D(CLR),,17(2),1550,1,0.3,30.0,70.5,0.3,1.7,-,6.66
233,Adam Masina Watford,27, D(L),M(L),20(6),1819,-,0.4,26.8,63.3,0.5,1.8,-,6.66
234,Kevin Long Burnley,31, D(C),,6(2),562,-,-,25.0,74.0,-,1.4,-,6.65
235,Gylfi Sigurdsson Everton,32, M(CLR),FW,28(7),2595,3,1.5,29.1,83.4,1.1,1.3,-,6.65
236,Jarrad Branthwaite Everton,19, D(C),,2(2),299,-,-,55.8,87.9,-,3.3,-,6.65
