,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
23,Oussama Tannane Vitesse,27, AM(CLR),FW,16(1),1347,1.8,0.7,3.2,-,-,1.2,-,-,7.32
24,Kerim Frei FC Emmen,27, AM(LR),,4,316,0.5,0.5,0.5,-,0.3,1.3,-,-,7.32
25,Ridgeciano Haps Feyenoord,28, D(L),M(L),15(1),1340,2.8,1.6,1.1,-,1.3,0.1,-,-,7.31
26,Vyacheslav Karavaev Vitesse,26, D(LR),M(R),5,450,3.4,0.8,0.8,0.2,2.2,1.0,0.4,-,7.3
27,Nicolás Tagliafico Ajax,29, D(CL),,23(1),2054,2.5,1.7,1.5,0.2,2.1,1.5,0.3,-,7.3
28,Mohamed Ihattaren PSV Eindhoven,19, AM(CLR),,20(2),1783,1.0,0.3,0.7,-,0.3,0.9,-,-,7.28
29,Owen Wijndal AZ Alkmaar,21, D(L),,24,2107,2.0,1.4,1.1,0.1,1.6,0.8,0.4,-,7.28
30,Nikolai Laursen FC Emmen,23, AM(R),,16(2),1386,1.4,0.6,0.4,-,0.7,1.4,0.1,-,7.27
31,Sergio Peña FC Emmen,26, AM(CL),FW,22(1),1961,1.6,0.8,0.7,-,0.2,1.9,0.1,-,7.26
32,Denzel Dumfries PSV Eindhoven,25, D(R),M(R),25,2242,1.8,1.1,2.0,0.2,2,0.6,0.4,-,7.26
33,Thulani Serero Vitesse,31, DMC,,2(1),216,3.7,3.0,0.3,-,0.3,1.3,1.3,-,7.25
34,Vangelis Pavlidis Willem II,22, AM(L),FW,25,2178,0.8,0.2,1.1,-,0.7,0.5,0.1,-,7.25
35,Joel Latibeaudiere Twente,21, D(CR),M(R),5,441,4.0,0.8,1.6,0.6,2.8,1.6,0.4,-,7.23
36,Joey Veerman SC Heerenveen,22, M(CL),,20(2),1767,2.3,0.6,0.8,-,0.6,1.5,0.1,-,7.23
37,Halil Dervisoglu Sparta Rotterdam,21, FW,,15(2),1233,1.4,0.1,1.2,-,0.1,1.2,-,-,7.22
38,Mauro Júnior Heracles,22, M(CLR),,24(2),2160,1.9,0.6,1.0,-,0.2,1.4,0.1,-,7.21
39,David Neres Ajax,24, AM(CLR),,7(5),635,0.6,0.5,0.1,-,-,1.1,-,-,7.21
40,Jonas Svensson AZ Alkmaar,28, D(R),DMC,23,2023,2.3,1.0,1.4,-,2.0,1.2,-,-,7.2
41,Daley Blind Ajax,31, D(CL),DMC,19(1),1745,1.4,1.5,0.6,0.4,2.2,1.0,0.5,-,7.2
42,Myron Boadu AZ Alkmaar,20, FW,,24,2020,0.4,0.1,0.8,-,0.2,0.4,0.1,-,7.19
43,Deyovaisio Zeefuik FC Groningen,23, D(R),M(R),26,2296,3.0,1.4,1.3,0.2,1.8,1.0,0.7,-,7.17
44,Gustavo Hamer PEC Zwolle,24, D(R),M(C),25,2180,2.3,2.1,2.2,0.1,2.0,2.3,0.2,-,7.17
45,Orestis Kiomourtzoglou Heracles,23, DMC,,24,2116,2.5,2.7,1.0,-,1.9,1.1,0.6,-,7.17
46,Sven Botman SC Heerenveen,21, D(C),,26,2340,1.8,1.5,0.6,0.5,5.3,0.2,0.5,1,7.16
47,Mark Diemers Fortuna Sittard,28, M(CL),FW,26,2326,1.5,0.5,0.9,-,0.5,1.2,-,-,7.16
48,Aitor Cantalapiedra Twente,25, AM(R),,21,1824,1.1,0.4,1.3,-,0.6,1.0,0.1,-,7.13
49,Cody Gakpo PSV Eindhoven,22, AM(CL),FW,14(11),1458,0.8,0.6,0.5,-,0.6,0.6,-,-,7.13
50,Cyriel Dessers Heracles,26, FW,,26,2312,0.6,0.1,2.0,-,0.2,0.9,-,-,7.13
51,Mats Köhlert Willem II,23, AM(L),,26,2179,1.3,0.8,0.6,-,0.6,1.3,0.1,-,7.12
52,Mitchell van Bergen SC Heerenveen,22, AM(LR),FW,25,2238,0.7,0.6,0.3,-,0.2,0.6,0.1,-,7.12
53,Pol Llonch Willem II,29, DMC,,24,2097,4.6,2.1,2.2,-,1.1,2.5,0.8,-,7.12
54,Amadou Ciss Fortuna Sittard,22, AM(L),FW,22,1893,2.0,0.8,1.1,-,0.9,1.2,0.4,-,7.11
55,Max Clark Vitesse,25, D(L),M(L),22(1),1970,3.7,1,0.7,0.3,2.2,2.1,0.2,-,7.11
56,Simon Gustafson FC Utrecht,26, AM(C),,23,2050,1.4,0.5,0.7,-,0.7,0.9,0.3,-,7.11
57,Delano Burgzorg Heracles,23, AM(L),,5,422,1.2,-,1.8,-,0.6,0.2,-,-,7.11
58,Glenn Bijl FC Emmen,26, D(R),DMC,24,2151,2.6,2,1.4,0.1,1.6,1.4,0.3,-,7.09
59,Silvester van der Water Heracles,25, AM(R),,20(3),1652,2.1,0.3,0.6,-,0.2,0.9,-,-,7.09
60,Nicolai Jørgensen Feyenoord,30, FW,,11(2),978,0.8,0.3,1.0,0.1,0.8,0.5,0.2,-,7.09
61,Matús Bero Vitesse,26, M(CLR),,22,1867,3,1.9,1.6,-,1.1,2.6,0.3,-,7.08
62,Pablo Rosario PSV Eindhoven,24, DMC,,26,2256,2,1.1,1.3,-,1.3,1.7,0.4,-,7.07
63,Aaron Bastiaans VVV-Venlo,19, Forward,,0(1),16,-,-,1.0,-,-,-,-,-,7.07
64,Lucas Schoofs Heracles,24, DMC,,1,90,4,-,2.0,-,1,-,1,-,7.07
65,Marcos Senesi Feyenoord,24, D(C),,15(1),1395,2.4,1.8,0.5,0.4,3.6,1,0.9,-,7.07
66,Noa Lang Ajax,22, AM(LR),FW,2(3),210,1.8,-,0.4,-,-,0.2,-,-,7.06
67,Sean Klaiber FC Utrecht,27, D(R),M(CR),24,2145,2.6,1.6,1.4,0.1,2.7,1.5,0.2,-,7.06
68,Ryan Thomas PSV Eindhoven,26, M(CL),,10(1),800,1.5,1,0.7,-,0.9,0.8,0.3,-,7.05
69,Pelle Clement PEC Zwolle,25, M(CL),FW,24,2086,1.8,1,0.8,-,2.1,2,0.4,-,7.05
70,Ben Rienstra SC Heerenveen,31, D(C),M(C),1,74,3.0,-,-,-,-,1.0,-,-,7.04
71,Oussama Darfalou VVV-Venlo,28, FW,,8,720,1.9,0.3,0.8,-,1.1,0.9,0.3,-,7.04
72,Sam Lammers PSV Eindhoven,24, FW,,7,546,0.7,0.3,0.4,-,0.7,0.6,0.1,-,7.04
73,Ryan Gravenberch Ajax,19, DMC,,5(4),480,1.3,0.7,1.2,-,0.3,0.8,-,-,7.04
74,Hicham Faik SC Heerenveen,29, M(C),,26,2204,1.8,1.5,1,-,1.4,1.0,0.2,-,7.03
75,Jeff Hardeveld Heracles,26, D(CL),,7(1),688,3.8,1.4,1.3,0.1,2.4,0.3,0.3,-,7.03
76,Ron Vlaar AZ Alkmaar,36, D(C),,10,781,1.4,0.8,-,0.6,2.2,0.4,0.6,-,7.03
77,Leroy Fer Feyenoord,31, M(CL),,22(1),1970,1.6,1.1,1.5,0.1,1.1,0.7,0.2,-,7.03
78,Tim Matavz Vitesse,32, FW,,24(1),2051,0.2,0.3,0.8,-,0.7,0.3,-,-,7.03
79,Mohamed Rayhi Sparta Rotterdam,27, AM(CL),FW,24(1),1966,2.7,0.7,1.5,-,0.6,2.1,-,-,7.02
80,Eric Botteghin Feyenoord,34, D(C),,20,1785,2.2,2.1,1.1,0.2,4.5,1,0.8,-,7.02
81,Ragnar Ache Sparta Rotterdam,23, FW,,18(1),1481,0.7,0.2,1.3,-,1.0,0.3,0.1,-,7.0
82,Azor Matusiwa FC Groningen,23, DMC,,23,2050,2.4,2.6,1.1,-,1.4,1.4,0.2,-,6.99
83,Jens Toornstra Feyenoord,32, M(CLR),,19(2),1716,1.2,1.3,0.6,-,0.4,1,-,-,6.98
84,Janis Blaswich Heracles,30, GK,,26,2340,-,-,-,-,1.1,-,-,-,6.98
85,Alexander Merkel Heracles,29, M(CR),,25,2201,2.8,0.6,2,-,1.0,1.8,0.5,-,6.97
86,Ricardo Rodríguez PSV Eindhoven,29, D(CL),M(L),5(1),448,1.8,1.2,0.8,0.2,3.5,1.2,-,-,6.97
87,Jurgen Mattheij Sparta Rotterdam,28, D(C),,26,2296,1.1,1.6,1.2,0.4,6.7,0.3,0.7,-,6.97
88,Johnatan Opoku VVV-Venlo,31, AM(CR),,14(5),1324,0.8,0.8,1.1,-,1.1,0.3,-,-,6.96
89,Luka Adzic FC Emmen,23, AM(L),,1(2),159,1.3,0.3,0.7,-,0.3,1,-,-,6.96
90,José Joaquín Matos Twente,26, Defender,,2,180,2.5,3.5,1,-,2,0.5,0.5,-,6.96
91,Pantelis Hatzidiakos AZ Alkmaar,24, D(C),,7(4),738,0.8,0.6,0.6,0.4,3.1,0.3,0.5,-,6.95
92,Lennart Czyborra Heracles,22, D(L),M(L),19,1652,1.5,2.2,0.7,0.2,2.1,0.6,0.2,-,6.94
93,Liam Kelly Feyenoord,25, M(C),,1,90,2,2,1,-,-,-,-,-,6.94
94,Thomas Bruns VVV-Venlo,29, AM(CL),,6,509,3,1.2,1.3,-,0.5,2.2,0.2,-,6.94
95,Marco Bizot AZ Alkmaar,30, GK,,24,2075,-,-,-,-,0.7,-,-,-,6.92
96,Lars Unnerstall PSV Eindhoven,31, GK,,14,1260,0.1,-,0.1,-,0.9,-,-,-,6.92
97,Noa Lang Twente,22, AM(LR),FW,7,602,0.4,-,0.9,-,-,0.7,-,-,6.92
98,Ritsu Doan FC Groningen,23, AM(CLR),FW,2,180,0.5,1,0.5,-,0.5,1,-,-,6.92
99,Sander van de Streek FC Utrecht,28, AM(CL),FW,20(1),1680,1.9,0.4,1.1,-,0.9,0.8,0.1,-,6.91
100,Armando Obispo Vitesse,22, D(C),,26,2337,1.3,1.7,0.5,0.7,4.8,0.3,0.8,-,6.91
101,Stijn Spierings RKC Waalwijk,25, AM(C),,17,1525,2.1,0.9,1.9,-,1.0,0.7,0.1,-,6.91
102,Klaas Jan Huntelaar Ajax,38, FW,,6(12),840,0.1,-,0.1,-,0.3,0.1,-,-,6.91
103,Michael de Leeuw FC Emmen,35, AM(CLR),FW,26,2257,0.7,0.4,1.2,-,2.2,0.9,0.2,-,6.91
104,Bart Ramselaar FC Utrecht,25, AM(CL),,12(4),1043,0.8,0.4,0.1,-,0.1,0.4,0.1,-,6.91
105,Timo Baumgartl PSV Eindhoven,25, D(C),,12(1),1092,1.1,1.4,0.9,0.3,3.9,0.8,0.7,-,6.91
106,Kenneth Paal PEC Zwolle,24, D(L),,19,1660,2.2,1.6,1.5,-,2.1,1.9,0.7,-,6.9
107,Mike Trésor Willem II,22, AM(CL),,16(4),1509,1.0,0.4,0.6,-,0.2,1.0,-,1,6.9
108,Lindon Selahi Twente,22, M(C),,23(2),1873,4.0,1.4,1.9,-,1.0,2.0,0.1,-,6.9
109,Ajdin Hrustic FC Groningen,25, M(CLR),,23(2),1898,1.3,0.6,0.8,-,0.4,1.4,-,-,6.89
110,Patrick Joosten Sparta Rotterdam,25, AM(CLR),FW,8,661,0.3,-,1.3,-,0.4,0.5,-,-,6.89
111,Samir Memisevic FC Groningen,28, D(C),DMC,6(5),637,1.0,0.8,0.8,0.2,2.7,0.2,0.6,-,6.89
112,Sebastian Holmén Willem II,29, D(CR),,26,2340,1.7,1.9,0.5,0.6,4.2,0.5,1,-,6.88
113,Ché Nunnely Willem II,22, AM(R),,25,2037,0.6,0.4,0.4,-,-,0.9,-,-,6.88
114,Michal Sadílek PSV Eindhoven,22, D(L),DMC,13(1),1101,2.4,1.4,0.8,-,1.7,0.9,0.1,-,6.88
115,Luciano Slagveer FC Emmen,28, AM(LR),FW,7(2),532,0.4,0.4,1,-,0.2,0.6,0.1,-,6.88
116,Remko Pasveer Vitesse,38, GK,,26,2340,0.1,-,-,-,0.4,-,-,-,6.88
117,Stijn Wuytens AZ Alkmaar,32, D(C),DMC,21,1798,1.0,1.5,1,0.7,2.2,0.6,0.7,-,6.87
118,Jurgen Ekkelenkamp Ajax,21, AM(C),,1(3),131,0.3,-,0.3,-,0.5,-,-,-,6.87
119,Nick Viergever PSV Eindhoven,32, D(CL),DMC,23,2048,1.5,1.2,0.9,0.3,3.3,0.4,0.9,-,6.87
120,Ryan Babel Ajax,34, M(LR),FW,5,386,0.4,0.4,1.2,-,0.4,1.0,-,-,6.87
121,Joel Asoro FC Groningen,22, AM(R),FW,13(2),1183,0.8,0.3,0.9,-,0.2,0.2,-,-,6.87
122,Nouha Dicko Vitesse,29, AM(R),FW,14(5),1210,1.3,0.4,0.6,-,0.3,0.7,-,-,6.87
123,Perr Schuurs Ajax,21, D(C),,7(3),732,1.9,1.4,0.5,0.5,0.9,0.8,0.7,-,6.87
124,Navarone Foor Vitesse,29, M(CLR),,11(6),952,1.7,1.2,0.7,-,0.5,1.1,0.1,-,6.87
125,Ritsu Doan PSV Eindhoven,23, AM(CLR),FW,12(7),1026,1.4,0.6,0.5,-,0.4,1.2,0.1,-,6.87
126,Jorrit Hendrix PSV Eindhoven,26, D(C),DMC,13(4),1137,1.9,1.0,0.6,-,1.8,1.5,0.4,-,6.86
127,Orkun Kökcü Feyenoord,20, DMC,,21(1),1724,0.7,0.1,1.6,-,0.3,1.2,0.1,-,6.86
128,Sam Larsson Feyenoord,28, AM(CL),FW,9(12),956,0.9,0.5,0.4,-,0.2,0.6,-,-,6.86
129,Bruma PSV Eindhoven,27, AM(CLR),,12(6),974,1.0,0.4,0.2,-,0.2,0.4,-,-,6.86
130,Clint Leemans RKC Waalwijk,26, M(CR),,21,1836,1.7,0.9,0.8,-,0.9,1.2,0.1,-,6.85
131,Michael Zetterer PEC Zwolle,26, GK,,13,1170,-,-,-,-,0.6,0.1,-,-,6.85
132,Miguel Araujo FC Emmen,27, D(C),,12,1080,2,0.8,0.8,0.8,3.1,0.6,1,1,6.84
133,Adrián Dalmau FC Utrecht,27, FW,,4(3),421,0.3,0.1,0.6,-,0.7,0.4,-,-,6.84
134,Freek Heerkens Willem II,32, D(CLR),DMC,22,1979,2,0.8,0.7,0.1,2.2,0.5,0.3,-,6.84
135,Mats Knoester Heracles,22, D(C),,24(1),2197,1.6,1.8,0.3,0.4,3.2,0.3,0.8,-,6.84
136,Haris Vuckic Twente,29, AM(C),FW,23(2),2053,0.8,0.2,0.9,0.1,0.8,0.5,0.1,1,6.84
137,Warner Hahn SC Heerenveen,29, GK,,20,1800,0.1,-,-,-,0.9,0.1,-,-,6.83
138,Jorn Brondeel Twente,28, GK,,1(1),159,-,-,-,-,0.5,-,-,-,6.83
139,Robert Zwinkels ADO Den Haag,38, GK,,5,450,-,-,-,-,1.2,-,-,1,6.83
140,Ramon Pascal Lundqvist FC Groningen,24, M(CL),,17(3),1350,0.9,0.7,0.2,-,0.5,0.3,0.1,-,6.83
141,Willem Janssen FC Utrecht,35, D(C),M(C),19,1710,1.1,1.5,0.8,0.4,4.5,0.6,0.6,-,6.82
142,Dani de Wit AZ Alkmaar,23, AM(C),,19(3),1529,1.3,0.5,1.1,-,0.7,0.6,-,-,6.82
143,Daniel Schwaab PSV Eindhoven,33, D(CR),DMC,17(1),1522,1.3,1.1,0.4,0.4,3.6,0.4,0.9,-,6.82
144,Sergiño Dest Ajax,21, D(LR),M(R),15(5),1444,1.9,0.9,0.6,0.2,0.5,0.5,0.3,-,6.81
145,Wessel Dammers Fortuna Sittard,26, D(C),,9(2),818,0.7,1.4,0.8,0.6,3.7,0.5,0.9,-,6.81
146,Robin Pröpper Heracles,28, D(C),DMC,18,1536,2.0,1.3,1.3,0.2,3.1,0.9,0.8,-,6.81
147,Rodney Kongolo SC Heerenveen,23, DMC,,25(1),2084,2.6,1.1,0.8,-,0.7,1.5,0.2,1,6.81
148,Bart van Hintum FC Groningen,34, D(CL),,14,1196,1.7,1.1,1.1,0.2,3.2,0.6,0.4,-,6.8
149,Django Warmerdam FC Groningen,26, D(L),M(CL),19(2),1634,1.7,1.6,0.6,-,1.8,0.8,0.2,-,6.8
150,Bryan Smeets Sparta Rotterdam,28, M(C),,20(2),1776,0.8,0.1,1,-,1.0,0.9,0.1,-,6.8
151,Lorenzo Burnet FC Emmen,30, D(L),,19(1),1613,1.8,1.5,1.2,0.2,2.3,0.9,0.5,-,6.8
152,Rick Karsdorp Feyenoord,26, D(R),M(R),13(2),1139,1.2,1.8,0.5,0.1,1.3,0.4,0.1,-,6.8
153,Jeremiah St. Juste Feyenoord,25, D(CR),DMC,1,90,3.0,-,-,-,1.0,1.0,-,-,6.79
154,Iliass Bel Hassani PEC Zwolle,29, AM(CLR),,12(2),977,0.8,0.5,0.4,-,0.4,1.1,-,-,6.79
155,Navajo Bakboord Heracles,22, D(R),,9(1),811,3.5,0.9,2,-,1.7,1.2,0.2,-,6.78
156,Lazaros Rota Fortuna Sittard,24, D(R),,4(1),413,3.4,0.8,0.8,-,1.6,2.0,0.4,-,6.78
157,Ibrahim Dresevic SC Heerenveen,24, D(C),DMC,26,2340,1.6,1.6,1,0.5,3.5,0.7,0.8,-,6.78
158,Noussair Mazraoui Ajax,24, D(R),,9(4),744,1.5,0.6,1.5,0.2,1.4,0.6,-,-,6.77
159,Jens Odgaard SC Heerenveen,22, FW,,22(2),1864,0.4,-,1.4,-,1.0,0.8,-,-,6.77
160,Gastón Pereiro PSV Eindhoven,26, AM(CLR),FW,1(3),102,0.8,-,1,-,-,0.5,-,-,6.77
161,Keisuke Honda Vitesse,35, M(CR),,3(1),270,0.8,1.5,0.5,-,-,1.0,-,-,6.77
162,Hilal Ben Moussa FC Emmen,29, DMC,,5(2),512,2,1.7,2.6,-,1,1.0,0.1,-,6.77
163,Christian Kum VVV-Venlo,36, D(CLR),,19(1),1658,1.6,2.2,0.9,0.7,4.3,0.6,0.5,-,6.76
164,John Goossens ADO Den Haag,33, M(CLR),,22,1840,0.8,1,1,-,1.5,1.0,0.5,1,6.76
165,Kaj Sierhuis FC Groningen,23, FW,,14(2),1048,0.3,0.1,0.4,-,0.7,0.6,-,-,6.76
166,Yuta Nakayama PEC Zwolle,24, D(CL),DMC,13(1),1146,1.8,1.4,0.6,0.3,2.7,1.1,0.6,-,6.76
167,Riechedly Bazoer Vitesse,25, D(C),DMC,19(3),1718,1.4,0.3,0.6,-,0.3,0.5,-,-,6.76
168,Eli Dasa Vitesse,28, D(R),M(R),9(1),843,2.1,1.1,1,0.1,1.6,1.0,0.1,-,6.76
169,André Onana Ajax,25, GK,,24,2160,-,0.1,-,-,0.4,0.1,-,-,6.76
170,Mohammed Osman Heracles,27, DMC,,10(3),931,1.5,0.6,0.7,-,0.2,1.2,0.2,-,6.76
171,Bart Vriends Sparta Rotterdam,30, D(C),,26,2334,1.1,1.3,0.9,0.6,5.3,0.6,0.6,-,6.76
172,Calvin Verdonk Twente,24, D(L),,22,1952,3,1.9,1.1,0.1,3.4,0.8,0.2,-,6.75
173,Mike te Wierik FC Groningen,29, D(CR),,23,2016,1.3,1.5,1,0.6,4.0,0.3,0.3,-,6.75
174,Saïd Bakari RKC Waalwijk,27, D(LR),M(L),13(5),1268,2.3,1.2,0.7,0.1,0.6,1.1,0.2,-,6.75
175,Joël Drommel Twente,25, GK,,25,2178,0.1,0.1,-,-,0.7,0.1,-,-,6.74
176,Jordan Teze PSV Eindhoven,22, D(CR),,1(1),135,3.5,-,-,-,2.0,0.5,0.5,-,6.74
177,Alexei Coselev Fortuna Sittard,27, GK,,26,2340,-,0.1,-,-,1.3,0.1,-,-,6.73
178,Sylla Sow RKC Waalwijk,25, AM(LR),FW,14(6),1242,0.5,0.1,1,-,0.1,0.4,-,-,6.72
179,Aaron Meijers ADO Den Haag,34, D(L),DMC,23(3),2106,2.3,1,1.6,0.1,1.6,1.0,0.4,-,6.72
180,Javier Espinosa Twente,29, AM(CLR),,18(1),1476,1.7,0.6,1.0,-,0.2,1.1,0.1,-,6.72
181,Sherel Floranus SC Heerenveen,23, D(LR),,25,2231,2.4,1.4,1.9,0.3,2.6,0.8,0.3,-,6.72
182,Driess Saddiki Willem II,25, DMC,,25,2083,2.5,1.8,1.3,-,1.4,1.6,0.3,-,6.71
183,Darren Maatsen RKC Waalwijk,30, AM(R),FW,13(6),1137,1.3,1.2,0.9,-,0.5,0.7,0.1,-,6.71
184,Michael Chacón FC Emmen,27, DMC,M(L),24,2103,2.2,1.5,1.8,-,0.9,2,0.3,-,6.71
185,Jordens Peters Willem II,34, D(C),,26,2338,1.5,1.5,0.9,0.8,2.9,0.4,0.8,-,6.71
186,Justin Bijlow Feyenoord,23, GK,,7,630,-,0.1,0.1,-,1.0,-,-,-,6.71
187,Lucas Woudenberg SC Heerenveen,27, D(L),,11(3),976,2.9,1.1,1.4,0.1,1.8,0.6,0.4,-,6.7
188,Danilho Doekhi Vitesse,23, D(C),,26,2340,1,1.3,0.7,0.5,4.9,0.2,0.8,-,6.7
189,Leon Guwara FC Utrecht,25, D(L),M(L),14(1),1238,1.4,0.9,0.3,0.1,1.2,0.5,0.3,-,6.7
190,Bram van Polen PEC Zwolle,36, D(CLR),,7(1),630,0.8,2,2.4,-,4.4,-,0.9,-,6.7
191,Tim Breukers Heracles,34, D(LR),,16(1),1441,2.9,0.9,1.3,0.2,2.0,1.2,0.3,-,6.7
192,Dennis Telgenkamp FC Emmen,34, GK,,26,2340,0.1,-,0.1,-,0.8,-,-,-,6.69
193,Bart Nieuwkoop Willem II,25, D(R),M(R),11(6),1042,1.6,1.9,1.0,0.2,2.1,0.9,0.4,-,6.69
194,Mark van der Maarel FC Utrecht,32, D(CLR),,16(1),1429,2.0,1.4,1.5,-,2.5,0.8,0.3,-,6.69
195,Tobias Pachonik VVV-Venlo,26, D(R),,26,2314,1.8,0.7,1.0,0.2,2.1,0.5,0.4,-,6.69
196,Carel Eiting Ajax,23, DMC,,3(3),360,1.2,0.8,0.2,0.2,0.3,0.5,-,-,6.69
197,Ramon Leeuwin AZ Alkmaar,34, D(C),,4(1),364,0.4,0.8,0.8,1.4,2.8,-,0.6,-,6.69
198,Branislav Ninaj Fortuna Sittard,27, D(C),,24,2131,1.4,1.5,0.9,0.7,6.0,0.7,0.8,-,6.69
199,Julio Pleguezuelo Twente,24, D(CR),,16(3),1509,1.7,1.3,1.2,0.4,3.7,1.2,0.6,-,6.68
200,Paul Quasten RKC Waalwijk,36, D(L),,11(2),978,2.5,1.5,1.2,0.2,2.2,0.5,0.1,1,6.68
201,Lex Immers ADO Den Haag,35, AM(C),FW,22(1),1955,1.5,0.7,0.9,-,1.3,1.2,0.1,1,6.68
202,Xavier Mous PEC Zwolle,26, GK,,13,1170,-,-,0.1,-,0.8,-,-,-,6.68
203,Tom Beugelsdijk ADO Den Haag,31, D(C),,18(1),1615,1.3,2.1,1.3,0.6,3.7,0.6,0.5,-,6.68
204,Sam Stubbs ADO Den Haag,22, D(C),,8,720,1.1,2.1,0.3,0.4,4.4,0.1,1.1,-,6.68
205,Ahmed El Messaoudi FC Groningen,26, M(CR),,15(5),1375,1.7,0.9,1.2,0.1,0.8,1.1,0.3,-,6.67
206,Maarten Paes FC Utrecht,23, GK,,18,1620,-,-,-,-,0.6,0.1,-,-,6.67
207,Hannes Delcroix RKC Waalwijk,22, D(C),,23,2058,1.9,1.8,0.8,0.8,4.5,0.5,0.8,-,6.66
208,Aleksandar Bjelica ADO Den Haag,27, Defender,,0(2),48,1,0.5,0.5,-,1.5,0.5,0.5,-,6.66
209,Edson Álvarez Ajax,24, D(C),DMC,6(6),558,1,1.7,0.7,-,1.1,0.4,0.3,-,6.66
210,Peet Bijen Twente,26, D(C),,18(2),1703,0.7,0.8,0.5,1,5.7,0.6,0.7,1,6.66
211,Lutsharel Geertruida Feyenoord,21, D(R),,11(6),1045,2.1,0.7,0.9,0.1,0.8,0.5,0.2,-,6.66
212,Keziah Veendorp FC Emmen,24, D(C),DMC,14(5),1389,1.7,1.4,0.7,0.3,3.1,0.4,0.5,1,6.65
213,Lassina Traoré Ajax,20, FW,,3(6),344,0.3,-,0.9,-,0.2,-,-,-,6.65
214,Razvan Marin Ajax,25, DMC,,5(5),503,1.0,0.3,1.5,-,0.2,0.7,-,-,6.65
215,Hirving Lozano PSV Eindhoven,26, AM(LR),FW,1,50,2.0,-,-,-,-,-,-,-,6.65
216,Ko Itakura FC Groningen,24, D(C),,18(4),1669,1.8,1.3,0.5,0.3,2.7,0.5,0.5,-,6.65
217,Danny Post VVV-Venlo,32, DMC,,19(1),1706,3.2,1.7,2.3,-,2.1,1.8,0.6,-,6.65
218,Urby Emanuelson FC Utrecht,35, D(L),M(CLR),5(8),574,0.8,0.7,0.2,0.1,1.1,0.4,0.5,-,6.65
219,Oguzhan Özyakup Feyenoord,29, M(C),,1(1),73,0.5,1,0.5,-,0.5,1.5,-,-,6.65
