,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
594,Marquinhos Calazans Sao Paulo,25, AM(R),,1(3),138,-,0.8,17.3,88.4,-,1,-,6.22
595,Rick Ceara,22, AM(R),,2(2),155,-,0.8,6.0,75,0.5,-,-,6.22
596,Victor Luis Palmeiras,28, D(L),M(CL),5,450,-,0.2,28.0,88.6,0.4,0.6,-,6.22
597,Bruno Silva Chapecoense AF,21, AM(LR),,0(1),25,-,1,6.0,50,1,-,-,6.22
598,Glédson Avai FC,38, GK,,0(1),45,-,-,8.0,75,-,1,-,6.22
599,Rafael Santos Flamengo,23, Defender,,0(1),26,-,-,1.0,-,-,-,-,6.22
600,Helinho Sao Paulo,21, AM(LR),,1(7),174,-,0.1,12.3,84.7,0.3,0.1,-,6.22
601,David Terans Atletico MG,27, AM(CL),,1(3),143,-,0.5,9.0,83.3,0.8,-,-,6.22
602,Marquinho Vasco da Gama,35, M(CL),,5(2),322,-,0.6,13.4,83.0,-,0.3,-,6.21
603,José Aldo Internacional,23, Midfielder,,0(1),8,-,-,5.0,60.0,-,-,-,6.21
604,Breno Goias,21, DMC,,3(8),376,-,0.2,11.2,86.2,-,0.6,-,6.21
605,Sassá Cruzeiro,27, FW,,9(15),916,-,0.2,8.2,84.2,0.1,-,-,6.2
606,Victor Rangel Botafogo RJ,31, FW,,6(8),553,-,0.2,6.4,71.1,-,0.1,-,6.2
607,Carlos Eduardo Palmeiras,25, AM(CLR),FW,1(6),233,-,0.6,7.7,79.6,-,-,-,6.2
608,Gabriel Pec Vasco da Gama,20, Midfielder,,0(8),182,1,0.4,4.1,69.7,-,0.4,0.1,6.2
609,Pedro Ken Ceara,34, M(C),,7(9),775,-,0.1,14.3,82.1,0.1,0.6,-,6.2
610,Warley CS Alagoano,22, AM(R),,7(6),678,-,0.5,15.5,80.2,0.1,0.2,-,6.2
611,Rafael Santos Cruzeiro,23, Defender,,1(1),81,-,-,17.5,65.7,-,1.5,-,6.2
612,Cassiano CS Alagoano,32, FW,,6(4),561,-,0.1,6.7,61.2,0.1,0.1,-,6.19
613,Kevin Goias,24, D(R),M(R),4(1),251,-,0.6,20.0,75.0,0.2,1.0,-,6.19
614,Léo Artur Fluminense,26, AM(CL),,3(4),204,-,0.4,13.3,91.4,0.1,0.6,-,6.19
615,Phelipe Gremio,22, GK,,2,180,-,-,15.0,53.3,-,1.5,-,6.19
616,Wescley Ceara,30, AM(CR),,3(12),419,-,0.4,8.7,74.8,0.3,0.2,-,6.19
617,Vinícius Tanque Botafogo RJ,26, FW,,3(8),349,-,0.5,8.4,70.7,-,0.2,-,6.19
618,Ezequiel Cruzeiro,23, Midfielder,,2(12),363,-,0.3,9.7,79.4,0.1,0.1,-,6.19
619,Matheus Vargas Fortaleza,25, M(C),,1(1),91,-,1.5,12.0,79.2,-,2.5,0.5,6.18
620,Fernando Uribe Santos FC,33, FW,,6(5),418,-,0.1,7.8,70.9,-,0.1,-,6.17
621,Brenner Avai FC,27, FW,,12(2),935,-,0.4,12.5,69.1,-,0.3,-,6.17
622,Matheus Alessandro Fortaleza,25, Midfielder,,0(8),128,-,0.3,6.4,82.4,-,0.4,-,6.16
623,Jonathan Álvez Internacional,33, FW,,0(3),82,-,0.7,5.3,62.5,-,0.3,-,6.16
624,Hiago Chapecoense AF,24, Defender,,2(3),188,-,-,9.4,63.8,-,0.6,-,6.16
625,Carlos Gabriel Atletico MG,22, Defender,,1(1),93,-,0.5,21.5,69.8,-,1.5,-,6.16
626,Giovanny Goias,24, Midfielder,,0(1),22,-,2,17.0,82.4,-,-,-,6.16
627,Nílton Bahia,34, DMC,,0(1),4,-,1,5.0,80.0,-,-,-,6.16
628,Tiago Reis Vasco da Gama,22, Forward,,3(8),366,1,0.5,5.5,80.3,-,0.3,-,6.15
629,Rafinha Cruzeiro,38, AM(CLR),,0(1),21,-,-,4.0,50.0,-,-,-,6.15
630,Dalberto Chapecoense AF,27, FW,,4(6),366,1,0.6,8.6,68.6,0.1,0.2,-,6.15
631,Miranda Vasco da Gama,21, D(C),,1,68,-,2.0,19.0,84.2,-,2,-,6.14
632,Lucas Silva Flamengo,23, AM(L),,3(6),230,-,0.1,5.7,86.3,0.1,0.1,-,6.14
633,Fabinho Sao Paulo,21, AM(L),,0(1),13,-,2.0,8.0,75.0,-,-,-,6.13
634,Vinicius Popó Cruzeiro,20, Forward,,0(2),39,-,1.0,6.0,83.3,-,-,-,6.13
635,Safira CS Alagoano,26, FW,,1(6),148,1,0.1,3.7,80.8,-,0.4,-,6.13
636,Guilherme Azevedo Gremio,20, Forward,,0(2),27,-,0.5,3.5,85.7,0.5,-,-,6.13
637,Igor Goularte Avai FC,25, Forward,,3(4),271,-,0.4,10.3,80.6,0.1,-,-,6.12
638,Lucão do Break Fluminense,30, Forward,,0(6),74,-,0.2,3.5,81.0,-,-,-,6.12
639,Victor Paraiba CS Alagoano,23, Midfielder,,1(8),271,1,0.2,8.3,73.3,0.1,0.2,-,6.12
640,Arthur Cabral Palmeiras,23, FW,,1,90,-,-,11.0,63.6,-,-,-,6.12
641,Edinho Ceara,38, DMC,,2,91,-,0.5,30.0,86.7,-,1,-,6.12
642,Pedro Lucas Internacional,23, Forward,,0(5),64,-,-,3.2,75.0,0.2,-,-,6.12
643,Vinícius Lopes Goias,22, AM(LR),,0(5),54,-,-,2.2,72.7,-,-,-,6.12
644,Lucas Venuto Santos FC,26, AM(R),,0(4),50,-,0.5,7.3,75.9,-,0.3,-,6.12
645,Dudu Goias,25, Midfielder,,0(4),63,-,0.5,4.8,78.9,-,-,-,6.12
646,Rickson Botafogo RJ,23, Midfielder,,2(4),228,-,-,11.2,85.1,-,0.2,-,6.12
647,Mauricio Cruzeiro,20, AM(CR),,2(6),295,-,0.3,12.0,72.9,0.3,0.1,-,6.12
648,Matheus Lucas Avai FC,23, Forward,,0(4),116,-,0.5,5.3,76.2,-,-,-,6.11
649,Joel Tagueu Cruzeiro,27, AM(L),FW,1(3),132,-,0.3,4.5,72.2,-,-,-,6.11
650,Marlon Fortaleza,31, M(CR),,3(16),565,-,0.2,8.6,84.1,0.1,0.1,-,6.11
651,Leandro Souza CS Alagoano,35, Defender,,1(1),97,-,0.5,9.5,73.7,-,-,-,6.11
652,Guilherme Fluminense,33, AM(CLR),FW,1(7),193,-,0.9,15.8,85.7,0.3,0.3,0.3,6.11
653,Christian Cueva Santos FC,29, AM(CLR),,1(4),149,-,0.4,19.8,83.8,-,0.2,-,6.1
654,Gabriel Lima Avai FC,25, Forward,,0(6),197,-,0.5,8.7,76.9,-,0.2,0.2,6.1
655,Vinicius Souza Flamengo,22, DMC,,0(3),26,-,-,3.3,70.0,-,-,-,6.1
656,Richard Ceara,30, GK,,1,46,-,-,15.0,53.3,-,6,-,6.1
657,Caio Athletico Paranaense,24, Goalkeeper,,3,270,-,-,23.7,64.8,-,5,-,6.1
658,Henrique Dourado Palmeiras,32, FW,,0(4),74,-,-,2.5,70.0,-,0.3,-,6.09
659,Rafael Elias Goias,22, FW,,2(3),150,-,0.4,6.6,72.7,-,-,-,6.09
660,Johnny Internacional,20, DMC,,0(1),16,-,-,11.0,81.8,-,1,-,6.08
661,Lucas França Ceara,25, GK,,1,90,-,-,18.0,55.6,-,3,-,6.08
662,Raniel Cruzeiro,25, FW,,0(2),50,-,1,5.0,80.0,-,-,-,6.08
663,Ricardo Goulart Palmeiras,30, AM(CR),FW,1,8,-,-,2.0,50.0,-,-,-,6.08
664,Clayton Vasco da Gama,26, AM(R),FW,1(6),125,-,0.1,5.0,68.6,-,0.4,-,6.08
665,Wenderson Botafogo RJ,23, Midfielder,,2(2),165,-,-,18.8,84.0,-,-,-,6.08
666,Marcinho Avai FC,22, Midfielder,,1(2),77,-,-,11.0,81.8,-,-,-,6.07
667,Adalberto Fortaleza,34, D(C),,0(1),42,-,-,19.0,68.4,-,-,-,6.07
668,Gerson Jr CS Alagoano,21, Forward,,0(2),16,-,0.5,3.5,100.0,-,-,-,6.07
669,Ramires Palmeiras,34, M(CR),,2(4),161,-,-,10.5,76.2,-,0.3,-,6.07
670,Ewandro Fluminense,25, AM(LR),,0(2),10,-,-,3.0,33.3,-,0.5,-,6.06
671,Clayton Bahia,26, AM(R),FW,0(1),16,-,-,10.0,90.0,-,1,-,6.06
672,Robinho CS Alagoano,26, Midfielder,,1(2),78,-,0.3,7.0,81.0,-,0.3,-,6.06
673,Da Silva Gremio,22, Forward,,0(3),26,-,-,2.0,66.7,-,0.3,-,6.06
674,Kaio Jorge Santos FC,19, FW,,0(3),22,-,-,2.3,85.7,-,-,-,6.05
675,Derley Fortaleza,35, M(C),,0(4),61,-,-,14.0,100.0,-,1,-,6.05
676,Ferrareis Avai FC,25, AM(LR),,5(3),423,-,0.6,18.6,81.2,0.1,1,-,6.05
677,Felipe Pires Palmeiras,26, AM(LR),,0(2),13,-,0.5,1.0,100.0,-,-,-,6.04
678,Sidão Vasco da Gama,38, GK,,6(1),585,-,-,18.1,59.1,-,3.9,-,6.04
679,Ferrareis Botafogo RJ,25, AM(LR),,0(2),58,-,-,17.5,85.7,-,0.5,-,6.04
680,Caíque Corinthians,26, Goalkeeper,,0(1),20,-,-,8,75,-,4,-,6.02
681,Emanuel Gremio,22, Defender,,0(1),19,-,-,6,66.7,-,-,-,6.02
682,Pedro Perotti Chapecoense AF,23, FW,,0(1),7,-,-,-,-,-,-,-,6.02
683,Matheus Matías Avai FC,23, Forward,,1(1),64,-,-,5.5,81.8,-,-,-,6.02
684,Anderson Bahia,37, GK,,1,90,-,-,11,54.5,-,2,-,6.01
685,Brenner Sao Paulo,21, FW,,0(1),11,-,-,4,100,-,-,-,6.01
686,Kelvin Fluminense,28, AM(LR),,0(1),1,-,-,3,66.7,-,-,-,6.01
687,Jaderson Athletico Paranaense,21, Midfielder,,0(1),1,-,-,2,100,-,-,-,6.0
688,Jean Sao Paulo,26, GK,,1,1,-,-,-,-,-,-,-,6.0
689,Juan Flamengo,42, D(C),,0(1),1,-,-,5,100,-,-,-,6.0
690,Sandry Santos FC,19, DMC,,0(1),1,-,-,-,-,-,-,-,6.0
691,Everton Felipe Sao Paulo,24, AM(CLR),,1(3),82,-,-,11.3,75.6,0.3,0.3,-,6.0
692,Alan Santos Botafogo RJ,30, DMC,,1(3),114,-,0.3,12.8,84.3,-,0.5,-,6.0
693,Luiz Gustavo Vasco da Gama,27, D(CR),DMC,2,136,-,0.5,32.5,76.9,-,1.5,-,6.0
694,Zé Gabriel Internacional,22, D(C),,1(1),74,-,0.5,12,79.2,-,-,-,5.99
695,Matheus Prado CS Alagoano,21, Midfielder,,0(2),14,-,0.5,2,75,-,-,-,5.99
696,Paulo Ricardo Goias,27, D(C),,0(1),3,-,-,1,-,-,-,-,5.99
697,Marcinho Goias,26, M(LR),,0(3),39,-,-,6.7,80,-,0.3,-,5.99
698,André Luis Corinthians,24, AM(CR),FW,1,65,-,-,12,75,-,-,-,5.98
699,Júnior Brandão Goias,25, FW,,1(5),136,-,0.2,2.3,100,-,-,-,5.98
700,Rodolfo Gamarra CS Alagoano,32, Forward,,0(2),52,-,0.5,6,91.7,0.5,0.5,-,5.97
701,Wesley Soares Avai FC,23, M(C),,7(3),516,-,0.5,22.6,80.1,0.1,1,-,5.96
702,Nathan Ribeiro Fortaleza,31, D(C),,3(2),307,-,0.2,40,93,-,2.2,-,5.96
703,Bruno Ramires CS Alagoano,27, DMC,,3,193,-,0.3,15.7,85.1,-,-,-,5.93
704,Filipe Candido Goias,22, Midfielder,,0(2),43,-,-,10,75,-,-,-,5.93
705,Matheus Dantas Flamengo,23, Defender,,1,64,-,-,21,90.5,-,1,-,5.92
706,André Moritz Avai FC,35, AM(C),,0(4),108,-,0.5,22.3,77.5,0.3,2,-,5.91
707,Cristián Maidana CS Alagoano,34, AM(CL),,1,25,-,-,-,-,-,-,-,5.9
708,Bruno Silva Vasco da Gama,33, D(C),,1,90,-,-,39,97.4,-,4,-,5.89
709,Gabriel Batista Flamengo,23, GK,,0(1),1,-,-,3,33.3,-,1,-,5.89
710,Ze Marcos Avai FC,23, Defender,,3,209,-,-,39.3,82.2,-,3.7,-,5.89
711,Jhonata Robert Gremio,22, AM(L),,0(1),7,-,-,3.0,66.7,-,-,-,5.88
712,Bill Flamengo,22, Midfielder,,0(1),6,-,-,14.0,85.7,-,-,-,5.85
713,Wilson Atletico MG,37, GK,,3,270,-,-,22.0,62.1,-,6.7,-,5.84
714,Jean Carlos Goias,28, Midfielder,,1,20,-,-,5.0,60.0,-,-,-,5.79
715,Murilo Cerqueira Cruzeiro,24, D(C),DMC,1,85,-,-,22.0,77.3,-,-,-,5.47
716,Caio Vinícius Fluminense,22, Defender,,0(1),21,-,-,22.0,86.4,-,1,-,5.35
