,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
233,Alex Santana Botafogo RJ,26, M(C),,19(5),1685,0.5,0.8,0.8,-,0.5,1.1,0.1,-,6.77
234,Flávio Bahia,25, M(C),,27(1),2334,2.3,0.7,2.0,-,1.2,2.0,0.4,-,6.76
235,Castán Vasco da Gama,35, D(C),,22,1975,1.0,1.6,0.9,0.4,4.3,0.2,0.8,-,6.76
236,Lincoln Flamengo,20, FW,,4(7),390,0.5,-,0.5,-,-,0.3,-,-,6.76
237,Gabriel Corinthians,29, DMC,,16(1),1377,2.6,1.1,1.5,0.1,1.3,2.8,0.2,-,6.76
238,Thiago Neves Cruzeiro,36, AM(CR),FW,25(3),2113,0.6,0.3,0.9,-,0.3,0.6,-,-,6.76
239,Daniel Guedes Goias,27, D(R),,13(2),1219,2.1,1.1,1.7,0.1,1.9,0.9,0.3,-,6.76
240,Gilson Botafogo RJ,35, D(L),M(CL),18,1510,1.8,0.9,1.2,0.3,2.3,0.8,0.2,-,6.76
241,Igor Vinícius Sao Paulo,24, D(R),M(R),13(6),1197,1.6,1.3,1.7,0.2,1.2,0.7,0.1,-,6.76
242,Bryan Chapecoense AF,25, D(R),,6(3),557,2.1,1.1,1,0.1,2.9,1.2,0.2,-,6.75
243,Alan Costa CS Alagoano,31, D(C),,26,2278,0.8,1.6,0.9,0.3,5.6,0.3,1,-,6.75
244,Fabricio Bruno Cruzeiro,25, D(C),,19,1710,1.1,0.7,0.2,0.3,3.7,0.4,0.8,-,6.75
245,Iury Avai FC,29, D(R),,9(1),721,1.1,2.4,1.5,0.1,2.7,1,0.2,-,6.75
246,Carlinhos Fortaleza,34, D(L),M(L),27,2429,1.4,1.5,1.8,0.1,2.9,0.5,0.2,-,6.75
247,Douglas Augusto Bahia,24, DMC,,7,595,1.7,0.6,2.3,-,0.6,1,0.3,-,6.75
248,Gum Chapecoense AF,35, D(C),,20,1743,0.9,1.1,0.5,0.4,4.8,0.3,1.2,1,6.75
249,Júlio César Gremio,35, GK,,8,720,-,-,-,-,0.8,-,-,-,6.74
250,Andrés D'Alessandro Internacional,40, AM(CR),,15(8),1514,0.5,0.3,0.4,-,0.1,0.7,-,-,6.74
251,Felipe Ceara,31, AM(CLR),,17(7),1415,0.8,0.5,0.6,-,-,1.2,-,-,6.74
252,Léo Avai FC,30, D(R),M(R),15(3),1314,2.1,1.6,2.1,0.1,1.4,1.1,0.2,-,6.74
253,Santiago Tréllez Internacional,31, AM(R),FW,4,297,0.5,-,1.0,-,1.3,0.8,0.3,-,6.74
254,João Lucas Ceara,30, D(L),,31(1),2770,1.3,1.3,0.6,-,1.8,1.1,0.3,1,6.74
255,Hernanes Sao Paulo,36, M(C),,13(12),1243,0.6,0.4,1.0,0.1,0.4,0.5,-,-,6.74
256,Natanael Pimienta Internacional,30, D(L),M(L),7,547,2.1,0.6,1.1,-,1.4,1.4,0.3,1,6.73
257,Carlinhos CS Alagoano,34, D(L),M(L),26,2275,1.7,1.6,0.8,0.3,2.1,0.9,0.3,1,6.73
258,Samuel Xavier Ceara,31, D(R),,33,2958,1.8,0.9,1.3,0.2,2.1,1.2,0.3,-,6.73
259,Juninho Bahia,26, D(CL),,27,2430,1.2,0.8,0.9,0.6,5,0.5,1,-,6.73
260,Manoel Corinthians,31, D(C),,31,2790,1.1,0.7,1.1,0.4,4.4,0.5,0.6,1,6.73
261,Vitor Bueno Sao Paulo,27, AM(CLR),FW,18(10),1653,0.9,0.4,0.7,-,0.4,0.5,-,-,6.73
262,Thalles Goias,23, AM(C),,6(4),634,1,0.7,1.7,-,0.2,1.3,0.1,-,6.73
263,Fabio Sanches Goias,30, D(C),,25,2250,0.9,1.4,0.7,0.4,5.1,0.3,1,-,6.73
264,Diego Tardelli Gremio,36, AM(CLR),FW,23(6),1960,0.9,0.2,0.9,-,0.2,0.9,-,-,6.73
265,Alerrandro Atletico MG,21, FW,,6(4),557,0.7,-,0.4,-,0.3,0.2,-,-,6.73
266,Nílton CS Alagoano,34, DMC,,12,893,1.8,1.3,1.3,0.1,1.9,0.9,0.3,-,6.72
267,Orinho Fluminense,26, Defender,,3(2),236,1.2,1.6,1.4,-,0.8,0.2,-,-,6.72
268,Fernando Prass Palmeiras,43, GK,,3,270,-,-,-,-,0.3,-,-,-,6.72
269,Diego Pituca Santos FC,29, DMC,,31(4),2790,1.6,0.7,1.6,-,1.2,1.4,0.2,-,6.72
270,Diego Flamengo,36, M(CLR),,10(6),888,0.8,0.3,1.1,-,0.1,1.0,-,-,6.72
271,Diego Sao Paulo,22, D(C),,0(1),38,-,3.0,-,-,4.0,1.0,-,-,6.72
272,Tiago Alves Ceara,37, D(C),,19(2),1747,0.7,1.2,0.7,0.5,4.0,0.4,0.7,-,6.72
273,Júnior Urso Corinthians,32, M(CR),,26(1),2137,1.6,0.7,1.3,-,0.7,1.2,0.2,-,6.72
274,Osvaldo Fortaleza,34, AM(CLR),FW,22(10),1726,0.8,0.6,0.8,-,0.3,0.6,-,-,6.72
275,Pedro Fluminense,24, FW,,7(3),628,0.4,0.1,0.6,-,0.4,0.4,-,-,6.72
276,Yuri Fluminense,27, D(C),DMC,21(4),1812,1.6,1.6,1.7,-,1.6,1.0,0.3,-,6.71
277,Patric Atletico MG,32, D(LR),M(R),23(1),2049,1.7,0.8,1.4,0.2,1.8,1.1,0.3,1,6.71
278,Jefferson Goias,24, D(L),,31(2),2651,1.5,0.9,0.8,0.2,2.1,0.8,0.1,-,6.71
279,Nonato Internacional,23, AM(C),,20(6),1737,2.1,0.9,1.7,-,0.4,1.4,0.4,-,6.71
280,David Cruzeiro,26, AM(CLR),FW,23(10),2025,1,0.2,1.5,-,0.3,0.7,0.1,-,6.71
281,Míchel Macedo Corinthians,31, D(R),,9(1),697,0.7,1.1,1.5,0.4,1.7,0.2,0.1,-,6.71
282,Nenê Fluminense,40, AM(CLR),FW,19(6),1619,0.9,0.4,1,-,0.2,1.2,0.2,-,6.71
283,Edenílson Internacional,31, D(R),M(CLR),28(2),2473,0.9,0.8,1,-,0.7,0.9,0.3,-,6.7
284,Pepê Aquino Gremio,24, AM(L),,14(18),1680,0.8,0.3,0.6,-,0.2,0.8,0.1,-,6.7
285,Lucas Frigeri Avai FC,32, Goalkeeper,,4,360,-,-,-,-,0.8,-,-,-,6.7
286,Fábio Santos Atletico MG,36, D(L),,29(1),2679,0.8,1,1,0.1,1.9,0.4,0.4,-,6.7
287,João Vitor CS Alagoano,33, M(CLR),,20,1702,2.6,1.4,2.2,0.1,1.3,1.6,0.9,-,6.7
288,Vladimir Avai FC,32, GK,,34,3016,-,-,-,-,0.6,0.1,-,-,6.7
289,Edu Dracena Palmeiras,40, D(C),,6,540,0.7,0.3,0.7,0.2,3.7,0.2,-,-,6.7
290,Marcos Paulo Fluminense,20, AM(L),FW,16(8),1397,0.9,0.4,0.5,-,0.2,0.7,-,-,6.7
291,Camilo Chapecoense AF,35, AM(CLR),FW,25(3),2058,0.9,0.3,1.5,-,0.2,1,-,-,6.7
292,Antônio Carlos Palmeiras,28, D(C),,8(1),738,1.1,0.6,0.8,0.2,2.3,-,0.9,-,6.7
293,Léo Duarte Flamengo,25, D(C),,7,600,2.4,0.6,1.6,0.3,1.9,0.3,0.6,-,6.69
294,Marcinho Botafogo RJ,25, D(R),M(R),23(2),2102,1.0,1.0,1.4,0.4,2.1,0.8,0.4,-,6.69
295,Giovanni Bahia,32, D(L),M(CL),8(2),757,1.7,1.5,0.7,0.1,1.0,0.6,0.1,-,6.69
296,Thuler Flamengo,22, D(C),,10(3),1039,1.1,0.6,1.1,0.5,3.6,0.2,0.9,-,6.69
297,Andrey Vasco da Gama,23, M(C),,9(8),832,1.6,0.7,1.2,-,0.6,1.1,0.1,-,6.69
298,Marllon Corinthians,29, D(C),,4,360,0.5,1.3,1.3,-,5.0,-,0.8,-,6.69
299,João Pedro Bahia,25, D(R),M(C),11(1),890,1.5,0.4,1.9,0.3,0.9,0.7,0.3,-,6.69
300,Adriano Athletico Paranaense,37, D(CLR),M(L),7(4),609,1.2,0.9,1.5,0.2,1,0.5,0.1,-,6.69
301,Rafael Galhardo Gremio,30, D(R),,15(1),1180,1.3,0.9,0.9,-,1.6,1.3,0.3,-,6.69
302,Fábio Cruzeiro,41, GK,,35,3150,-,-,-,-,0.7,-,-,-,6.69
303,Diogo Silva Ceara,35, GK,,36(1),3285,-,-,-,-,1.1,-,-,-,6.68
304,Thaciano Gremio,26, M(C),,13(9),1318,1.4,0.5,0.9,-,0.7,0.9,0.2,-,6.68
305,Camilo Internacional,35, AM(CLR),FW,1,55,2,1,-,-,1,2,-,-,6.68
306,Renan Lodi Athletico Paranaense,23, D(L),M(L),3,262,0.3,1,2.7,0.3,1,0.3,-,-,6.68
307,Jones Carioca Avai FC,33, FW,,0(3),55,1.3,0.3,0.3,-,-,0.3,-,-,6.68
308,Leandro Ceara,26, AM(LR),,15(11),1286,1.1,0.2,0.6,-,0.2,0.8,-,-,6.67
309,Leandro Barcia Goias,29, AM(LR),FW,32(3),2794,2,0.9,1.6,-,1,2,0.2,-,6.67
310,Pedro Castro Avai FC,28, M(C),,27,2312,1.9,1.5,1.1,-,1.4,1.0,0.2,-,6.67
311,Tailson Santos FC,22, AM(R),,6(5),509,0.5,0.4,1.5,-,0.1,0.6,-,-,6.67
312,Léo Moura Gremio,43, D(R),M(CR),17(2),1483,1.1,0.5,0.5,-,1,1.0,0.1,-,6.66
313,Márcio Azevedo Athletico Paranaense,35, D(L),,20(6),1869,0.9,0.5,1.4,0.3,0.9,0.5,0.1,-,6.66
314,Kayke Goias,33, FW,,18(1),1495,0.2,0.2,1.0,-,0.7,0.3,0.2,-,6.66
315,Valdo Ceara,29, D(C),,28(2),2513,1.3,0.8,0.9,0.5,4.6,0.3,0.6,-,6.66
316,Henrique Vasco da Gama,27, D(L),,20(1),1710,1.2,1.2,1.3,0.1,1.9,0.7,0.4,-,6.66
317,Pedro Rocha Cruzeiro,27, AM(CLR),FW,17(6),1476,1.3,0.3,0.9,-,-,1.1,-,-,6.66
318,Jonas Toró Sao Paulo,22, AM(LR),,11(6),953,1.5,0.2,1.3,-,0.1,0.6,-,-,6.66
319,Marcos Júnior Vasco da Gama,26, M(C),,18(9),1701,1.1,0.6,1.6,-,0.6,1.5,-,-,6.66
320,Matheus Fernandes Palmeiras,23, DMC,,6(5),538,1.5,0.9,1.4,-,0.5,1.1,0.2,-,6.65
321,Richard Franco Avai FC,29, M(C),,26(1),2286,2.0,1.1,2.4,-,1.2,1.6,0.4,-,6.65
322,Raúl Vasco da Gama,25, D(R),DMC,28(2),2463,2.1,1.1,2.0,-,1.0,2.0,0.2,-,6.65
323,Leonardo Silva Atletico MG,42, D(C),,14(4),1326,1.2,0.7,1.0,0.3,3.6,0.7,0.7,-,6.65
324,Alison Santos FC,28, D(C),DMC,15(8),1490,2.8,1.7,2.0,-,1.0,2.2,0.3,-,6.65
325,Felippe Cardoso Ceara,23, FW,,14(4),1288,0.7,0.2,2.3,-,0.4,0.7,0.1,-,6.65
326,Lucas Fonseca Bahia,36, D(C),,35,3114,0.5,0.9,0.3,0.5,4.1,0.3,0.8,-,6.65
327,Arthur Gomes Chapecoense AF,23, AM(CLR),,18(12),1918,0.8,0.2,1.0,-,0.2,0.5,0.1,-,6.65
328,Lima Ceara,25, AM(LR),,14(1),1073,1.5,0.8,1.1,-,0.3,1.1,0.1,-,6.64
329,Jackson Fortaleza,31, D(C),,11,914,0.3,1.3,0.9,0.7,4.5,0.2,0.5,-,6.64
330,Rafinha Goias,29, Midfielder,,3(7),335,0.4,0.3,1,-,-,0.3,0.1,-,6.64
331,Marcelo Athletico Paranaense,29, AM(CR),FW,19(11),1878,0.7,0.3,0.7,-,0.5,0.3,0.1,-,6.64
332,Paulinho Oliveira Avai FC,33, D(L),,6,511,0.8,1.3,1.2,-,1.7,0.7,0.3,-,6.64
333,Jucilei Sao Paulo,33, D(C),DMC,4,223,1.3,1.5,0.8,-,0.3,0.8,-,-,6.64
334,Liziero Sao Paulo,23, DMC,,16(5),1198,1.6,0.6,1,-,0.5,1.1,-,-,6.63
335,Henrique Almeida Chapecoense AF,30, AM(LR),FW,10(2),785,2,0.5,1.2,-,0.5,1.5,0.1,-,6.63
336,Matheus Rossetto Athletico Paranaense,25, M(CR),,6(1),549,1,0.9,1.6,-,0.3,0.7,0.4,-,6.63
337,Ramon Avai FC,22, Defender,,3,270,3.7,0.3,0.3,-,1.7,-,-,-,6.62
338,Vitor Hugo Palmeiras,30, D(C),,20,1800,1,1.3,0.7,0.1,3.1,0.3,0.3,-,6.62
339,Léo Vieira Athletico Paranaense,31, GK,,7,630,-,-,-,-,1.3,-,-,-,6.62
340,Yago Fernando Goias,29, D(C),,13,1170,0.5,0.8,0.5,-,5.7,0.5,0.9,-,6.62
341,Ricardo Bueno CS Alagoano,34, FW,,17(6),1610,0.7,0.2,1.1,-,0.5,1.0,-,-,6.62
342,Franco Di Santo Atletico MG,32, AM(CLR),FW,16(5),1458,0.4,-,1.8,-,0.9,0.2,0.2,-,6.62
343,Erick Athletico Paranaense,24, D(R),DMC,7(7),760,1.1,0.8,1.1,0.1,1.5,0.5,0.2,-,6.62
344,Diego Torres Chapecoense AF,31, AM(C),,3(10),413,0.6,0.3,0.4,-,-,0.5,-,-,6.62
345,Mauro Boselli Corinthians,36, FW,,16(6),1358,0.2,-,0.6,-,0.5,0.6,0.1,-,6.62
346,Naldo CS Alagoano,31, DMC,,21(3),1751,1.4,1.1,1.8,0.1,2.5,1.5,0.5,-,6.61
347,Éverton Sao Paulo,32, D(L),M(CLR),12(4),1064,1.1,0.2,2.0,-,0.2,0.6,0.1,-,6.61
348,Yago Felipe Goias,26, M(CLR),,26(5),2223,1.9,1,1.1,-,0.5,2.2,0.1,-,6.61
349,Douglas Chapecoense AF,31, D(C),,26(1),2290,0.7,1.4,1.1,0.7,4.9,0.4,1.1,-,6.61
350,Jonathan Copete Santos FC,33, AM(LR),,1,46,4,-,1.0,-,1.0,-,-,-,6.61
351,Juan Sao Paulo,19, Forward,,1,52,-,-,3.0,-,2.0,1,-,-,6.61
352,Marcelo Hermes Goias,26, D(L),M(L),7(5),732,1.4,0.7,1.1,0.1,0.8,0.9,0.3,-,6.61
353,Nathan Atletico MG,25, M(CL),,12(8),1139,1.2,0.8,1.2,-,0.5,0.7,0.1,-,6.61
354,Léo Cruzeiro,33, D(C),,18,1620,1.3,1.1,1.1,0.3,3.8,0.8,1.1,-,6.61
355,Juan Quintero Fortaleza,26, D(C),,37,3309,0.5,1.2,0.5,0.4,4.8,0.3,0.8,-,6.61
356,Everaldo Corinthians,27, AM(CL),,3(6),331,1.9,0.1,1.1,-,0.4,0.2,0.1,-,6.61
357,Raúl Cáceres Vasco da Gama,30, D(R),,7(1),483,0.9,0.3,1.5,-,2.3,0.6,0.5,-,6.61
358,Joel Carli Botafogo RJ,35, D(C),,25,2250,0.6,0.6,0.9,0.6,5.0,0.4,1,-,6.61
359,Apodi CS Alagoano,34, D(R),M(LR),31(1),2615,1.1,0.8,1.5,-,1.4,0.6,0.1,-,6.6
360,Miguel Figueira Goias,21, AM(C),,0(1),5,1.0,-,-,-,2,1,-,-,6.6
361,Junior Sornoza Corinthians,27, AM(C),,17(3),1366,0.8,0.5,1.1,-,0.3,1.5,0.3,-,6.6
362,Willian Palmeiras,34, AM(CLR),FW,11(11),1135,0.7,0.3,0.6,-,-,0.7,-,-,6.59
363,Pará Flamengo,35, D(LR),M(R),6,531,2.2,1,1,0.2,2,-,-,-,6.59
364,Robson Bambu Athletico Paranaense,24, D(C),,7(1),602,0.3,0.9,1.8,0.4,3,0.1,0.3,-,6.59
365,Ricardo Thalheimer Avai FC,28, D(C),,20(1),1735,1.4,1.7,1,0.4,4.3,0.9,0.9,1,6.59
366,Janderson Corinthians,22, AM(LR),,10(10),969,0.9,0.3,1,-,0.3,1.1,-,-,6.59
367,Marquinhos Silva Avai FC,39, D(C),,18(1),1624,1.2,1.9,1.1,0.3,3.7,0.4,0.5,-,6.58
368,Cacá Cruzeiro,22, D(C),,18(2),1727,0.9,0.6,0.9,0.6,4.1,0.5,0.8,-,6.58
369,Wellington Athletico Paranaense,30, DMC,,28(1),2417,0.6,1,1.8,0.1,0.7,0.7,0.2,-,6.58
370,Bochecha Botafogo RJ,25, DMC,,19(3),1500,1.3,0.7,0.5,0.1,0.9,1.1,0.4,-,6.58
371,Luan Santos Sao Paulo,22, DMC,,18(5),1608,2.0,0.6,1.3,0.1,1.2,0.3,0.2,-,6.58
372,Márcio Araújo Chapecoense AF,37, M(C),,36,3215,1.6,1.9,1.1,0.1,0.6,1.1,0.4,-,6.58
373,Robinho Cruzeiro,34, M(CR),,22(5),1853,0.9,0.7,1.3,-,0.3,1.9,-,-,6.58
374,Rómulo Gremio,31, M(C),,11(3),976,1.3,0.6,1.7,-,1.3,0.7,0.1,-,6.58
375,Luciano Castán CS Alagoano,32, D(C),,34,3060,0.7,1.0,0.9,0.2,4.4,0.5,0.9,1,6.58
376,Marco Ruben Athletico Paranaense,35, FW,,19(4),1679,0.9,0.1,2.0,-,0.5,0.6,-,-,6.58
377,Vitinho Athletico Paranaense,22, AM(L),,6(10),696,0.8,0.3,1.3,-,0.4,0.3,-,-,6.57
378,Mauricio Ramos Chapecoense AF,36, D(C),,12(5),1099,0.9,1.2,1.4,0.3,3.3,0.2,0.9,-,6.57
379,Vágner Love Corinthians,37, FW,,18(10),1758,0.7,0.1,1.4,0.1,0.5,0.6,0.1,-,6.57
380,Gustavo Corinthians,27, FW,,9(16),1005,0.4,0.2,1.3,-,0.3,0.5,-,-,6.57
381,Edinho Fortaleza,27, AM(R),,20(9),1747,0.3,0.1,0.5,-,0.3,0.3,-,-,6.57
382,Yago Rocha Goias,27, D(R),,20(1),1534,1.3,0.8,1.0,0.2,1.7,0.9,0.3,-,6.57
383,José Welison Atletico MG,26, D(R),DMC,14(4),1334,1.2,0.7,1.2,-,1.4,0.7,0.4,-,6.57
384,Luanderson Silva Avai FC,32, M(C),,12,948,1.8,1.8,1.3,-,2,1.6,0.5,-,6.57
385,Rhodolfo Flamengo,35, D(C),,8(1),684,0.6,0.9,1.7,0.7,2.4,0.4,0.4,-,6.57
386,Alexandre Vasco da Gama,22, Defender,,0(1),45,-,1.0,1.0,-,4,-,-,-,6.56
387,Cristovam Ceara,31, D(R),,6(2),572,1.6,0.8,1.9,0.1,1.1,0.8,-,-,6.56
388,Jonathan Avai FC,22, FW,,13(3),1171,0.7,0.2,1.9,-,0.6,0.6,0.1,-,6.56
389,Lucas Lima Palmeiras,31, AM(CR),,12(11),1175,1.2,0.1,1.3,-,-,0.5,-,-,6.56
390,Guilherme Parede Internacional,26, AM(LR),,14(11),1365,0.6,0.4,0.9,-,0.3,0.1,-,-,6.55
391,Bruno Silva Fluminense,35, M(CR),,4,351,4,0.5,2.5,0.3,0.8,2,0.3,-,6.55
392,Lucca Bahia,31, AM(LR),FW,10(7),871,0.9,0.5,0.9,-,0.4,0.7,-,-,6.55
393,Uendel Internacional,33, D(L),,19(1),1666,1.3,0.7,1.3,0.2,1.1,0.3,0.2,-,6.55
394,Ricardo Graça Vasco da Gama,24, D(C),,19,1537,1.6,1.3,1,0.4,3.9,0.6,0.7,-,6.55
395,César Flamengo,29, GK,,6,538,-,-,-,-,0.5,-,-,-,6.55
396,Fred Cruzeiro,38, FW,,23(7),2207,0.3,0.1,1.6,-,1.1,0.3,0.2,-,6.55
397,Igor Rabello Atletico MG,26, D(C),,33,2922,1,1,1.1,0.2,3.5,0.3,0.8,-,6.54
398,Bruno Gomes Vasco da Gama,20, DMC,,6(2),437,1.4,0.5,1.5,0.1,0.9,1.4,0.3,-,6.54
399,Wellington Silva Internacional,28, AM(CLR),,8(13),918,0.5,0.4,0.2,-,-,0.6,-,-,6.54
400,Igor Gomes Sao Paulo,22, M(CL),,11(16),1349,0.7,0.4,0.8,-,0.2,0.3,0.1,-,6.54
401,Rodriguinho Cruzeiro,33, M(CL),FW,4(1),297,1.0,0.2,0.4,-,-,0.6,-,-,6.54
402,Ronei Chapecoense AF,23, Midfielder,,0(1),16,3.0,-,1.0,-,-,-,-,-,6.54
403,Pablo Sao Paulo,29, AM(CLR),FW,13,1031,0.4,0.2,2.2,-,0.9,0.3,-,-,6.54
404,André Luis Fortaleza,24, AM(CR),FW,17(7),1388,0.5,0.3,0.7,-,0.5,0.3,-,-,6.54
405,Julinho Avai FC,35, Defender,,7(3),527,1.4,0.8,0.7,-,0.9,1,0.3,-,6.54
406,Claudio Winck Vasco da Gama,27, D(R),M(R),2,180,2.5,1.5,1.0,-,0.5,1.5,-,-,6.54
407,Bruno Silva Internacional,35, M(CR),,7(2),592,1.8,1.2,1.7,-,0.6,2.2,-,-,6.53
408,Léo Sao Paulo,25, D(CL),,3(2),282,1.0,0.6,0.6,-,1.8,-,-,-,6.53
409,Erik Botafogo RJ,27, AM(CLR),FW,10,828,1.4,0.4,1.3,0.1,0.2,1.5,-,-,6.53
410,Fellipe Bastos Vasco da Gama,31, DMC,,5(9),573,2.4,0.6,0.9,-,0.6,1.0,0.1,-,6.53
411,Braian Romero Athletico Paranaense,30, AM(LR),FW,10(6),916,0.8,0.6,1.6,-,0.5,0.7,0.1,-,6.52
412,Raphael Veiga Palmeiras,26, AM(CLR),,8(11),774,0.4,0.3,0.9,-,0.3,0.4,0.1,-,6.52
413,Thiago Santos Palmeiras,32, DMC,,11(7),1081,1.9,0.6,2.1,0.1,0.6,0.6,0.2,-,6.52
414,Gerson Guimarães Ferreira Junior CS Alagoano,29, D(C),,9,810,1.4,0.8,0.4,0.6,5.8,0.3,0.6,-,6.52
415,Bruno Nazário Athletico Paranaense,26, AM(CR),,6(8),659,0.9,0.1,0.7,-,-,0.8,-,-,6.52
416,Vina Atletico MG,30, M(C),FW,13(11),1232,0.6,0.3,0.4,-,0.1,0.8,-,-,6.52
417,Walter Montoya Gremio,28, AM(CR),,3,217,1.0,0.7,1.0,-,0.3,0.7,-,-,6.52
418,Fernando Sobral Ceara,26, M(CLR),,8(5),804,2.5,0.5,1.3,-,0.6,1.9,-,-,6.51
419,André Gremio,31, FW,,10(7),893,0.5,0.2,1.2,-,0.8,0.9,-,-,6.51
420,Rodolfo Fluminense,30, GK,,5(1),471,0.2,-,-,-,1.3,0.2,-,-,6.51
421,William Oliveira Ceara,29, DMC,,11(3),912,1.3,1.1,1.6,-,1.4,1.6,0.2,-,6.5
422,Rafael Pereira Chapecoense AF,36, D(C),,15(2),1315,0.8,0.9,0.3,0.6,3.9,0.2,0.5,-,6.5
423,Matheus Frizzo Gremio,23, Midfielder,,1,83,-,1,1,-,2.0,3.0,1,-,6.5
424,Vinícius Locatelli Chapecoense AF,23, Midfielder,,4(8),440,0.6,0.3,0.6,0.1,0.2,0.3,-,-,6.5
425,Dawhan CS Alagoano,25, D(R),DMC,26(6),2454,2.2,0.8,1.1,0.2,2.0,1.6,0.2,-,6.5
426,Fernandão Bahia,34, FW,,11(21),1085,0.1,0.2,0.4,-,0.6,0.2,-,-,6.5
427,Renato Chapecoense AF,31, D(R),M(R),10(5),759,0.9,1,0.5,0.1,1.1,0.5,0.1,-,6.5
428,Ronaldo Flamengo,25, DMC,,2(1),181,3.3,-,2.7,-,1.0,2.3,-,-,6.5
429,Felipe Jonatan Santos FC,23, D(L),M(CL),12(14),1139,0.7,0.8,0.5,-,0.4,0.5,0.2,-,6.49
430,Héctor Bustamante CS Alagoano,26, AM(R),,14(5),1175,1.3,0.5,2.0,-,0.4,1.3,-,-,6.49
431,Igor Julião Fluminense,27, D(LR),,8(7),792,1.1,0.9,1.3,0.1,0.7,0.8,0.6,-,6.49
432,Felipe Araruna Fortaleza,25, D(R),DMC,7(2),625,1.6,1.1,0.4,-,0.9,0.7,0.2,-,6.48
433,Miguel Borja Palmeiras,28, FW,,3(6),346,0.2,-,1.0,-,0.2,0.1,0.1,-,6.48
434,Neilton Internacional,27, AM(CLR),FW,9(7),766,1.6,0.2,0.9,-,0.1,0.8,-,-,6.48
435,Lucas Hernández Atletico MG,29, D(L),,5,447,0.4,1.8,2.0,0.2,1.4,0.4,0.4,-,6.48
436,Nenê Bonilha Fortaleza,29, M(C),,2(4),262,0.7,0.3,1.0,-,0.3,0.2,-,-,6.48
437,Marinho Gremio,31, AM(CLR),FW,0(2),47,1.0,1,1.0,-,-,-,-,-,6.48
438,Werley Vasco da Gama,33, D(C),,7(1),666,0.4,0.4,0.8,0.5,4.6,-,0.6,1,6.48
439,Luiz Fernando Botafogo RJ,25, AM(LR),,27(5),2129,0.9,0.6,1.0,-,0.1,0.9,0.1,-,6.48
440,Dodi Fluminense,25, DMC,,2(7),365,2.1,1,0.7,-,0.1,0.9,0.1,-,6.48
441,Luan Peres Santos FC,27, D(CL),,8(1),581,1.2,1.2,1.2,0.1,2.6,0.6,0.6,-,6.48
442,João Carlos CS Alagoano,33, GK,,10(1),903,-,-,-,-,0.5,-,-,-,6.48
443,Maximiliano López Vasco da Gama,37, FW,,5,418,0.2,-,2.6,0.2,0.4,0.4,-,-,6.48
444,Nenê Sao Paulo,40, AM(CLR),FW,0(2),45,0.5,0.5,-,-,1.0,1,-,-,6.48
445,Luccas Claro Fluminense,30, D(C),,2,180,1,1.5,1,-,2.5,0.5,1,-,6.48
446,Caique Sá Chapecoense AF,29, D(R),,5,303,1.4,0.8,1.2,0.2,2.0,1.2,-,-,6.47
447,Paulo André Athletico Paranaense,38, D(C),,4(1),354,1.2,0.6,1.2,0.6,4.0,-,0.2,-,6.47
448,Augusto César Chapecoense AF,29, M(CR),,8(5),710,0.5,0.4,2.1,0.1,0.5,0.8,0.2,-,6.47
449,Bérgson Ceara,30, AM(R),FW,12(10),1137,0.8,0.2,1.1,-,0.3,0.8,-,-,6.47
450,Hyoran Palmeiras,28, M(CLR),,5(7),456,0.5,0.1,0.9,-,0.3,0.4,-,-,6.47
451,Juanfran Sao Paulo,36, D(R),,14(3),1163,1.5,0.5,1.4,0.1,1.4,1,0.3,-,6.47
452,Marquinhos Gabriel Cruzeiro,31, AM(CLR),,20(8),1802,0.6,0.3,0.6,-,0.2,0.7,-,-,6.46
453,Mascarenhas Fluminense,23, Defender,,0(1),45,-,-,-,-,-,-,-,-,6.46
454,Eduardo Brock Ceara,30, D(C),,5(4),482,1.4,0.6,1.3,0.2,3.7,0.4,0.4,-,6.46
455,Rogério Bahia,30, AM(LR),FW,1(12),349,0.3,0.2,0.8,-,0.2,0.5,-,-,6.46
456,Brenner Fluminense,21, FW,,2(3),221,1.4,0.2,0.4,-,0.2,0.4,-,-,6.46
457,Kieza Fortaleza,35, AM(L),FW,10(14),1166,0.5,0.1,1.3,-,0.7,0.4,0.1,-,6.46
458,Bruninho Atletico MG,21, Midfielder,,3(10),400,0.4,0.5,0.8,-,0.2,0.8,-,-,6.46
459,Didira CS Alagoano,33, AM(R),,13(1),1000,1.6,0.6,1,-,0.4,1.3,0.4,-,6.45
460,Patrick Gremio,22, AM(C),,1(17),334,0.7,0.1,0.3,-,0.1,0.4,-,-,6.45
461,Elton Bahia,31, DMC,,7(2),607,1.4,0.6,2.1,0.1,0.8,1.1,0.1,-,6.45
462,Chico Ceara,30, AM(CLR),,8(3),655,1.9,0.5,2.1,-,-,0.8,0.1,-,6.45
463,Ribamar Vasco da Gama,24, FW,,15(6),1165,0.3,-,1.6,-,0.6,0.3,0.1,-,6.44
464,Jean Mota Santos FC,28, D(L),M(CLR),13(14),1268,0.8,0.3,0.9,-,0.2,0.8,-,-,6.44
465,Bruno Méndez Corinthians,22, D(C),,5(1),522,2.0,0.7,0.8,0.2,5,2,0.8,-,6.44
